hub	网络中心
cosmetologist	美容品业者
craniopagus	头盖骨连在一起
feretory	圣骨箱
extensibility	可延长性
invalid	残废的
fond	喜欢的
unthanked	不被领情
blusterous	狂吹
triton	Intel公司的PCI
valetudinarian	有病的
nonorgasmic	不能进入情欲高潮的
dead	绝对
bulletproof	防弹
rabic	狂犬病的
dictature	独裁政府
proctodeum	=proctodaeum
refrangibility	折射性
sightless	盲的
rephrase	改述
chummery	同房间
associate	副
revelatory	启示
flocky	毛丛多的
inadmissible	难承认的
sevenfold	七倍
francine	弗朗辛
nymphet	仙女般的少女
blasphemer	辱骂者
whammer	钢锥锤
ditto	重复
afeared	受惊的
pellock	鼠海豚
wholesomely	有益健康地
filamentous	纤维所成
mantelpiece	壁炉架
man	城域网
partible	可分的
adjectivally	作形容词用
garni	配有饰菜的
remittor	出票人
disjuncture	分离
rataplan	发咚咚声
constate	断言
menam	湄南河
beelzebub	别卜西
lamellate	有薄层
podocarp	罗汉松科的
argentate	银色的
unhip	不符合集团其他成员所遵循的习俗的
sawder	谀辞
apterous	无翅的
satanic	魔鬼般的
rodriguan	罗得里格斯岛的
inp	Photos国际新闻图片社
cardiac	贲门的
pendeloque	鸡心形挂件
gerontotherapeutics	老年保健学
sympathetic	合意
badmintoon	羽毛球
planogamete	游动配子
uncustomed	无须付关税
interfold	使交错折叠
gimmicky	巧妙手法
tba	应予发表
pulpous	果肉状的
disk	磁盘
harsh	刺目的
contributory	贡献
tickler	使人发痒的人
saphenous	隐静脉
bicorn	新月状
diaphone	雾笛
puckish	恶作剧的
privatism	个人主义
northamptonshire	北安普敦郡
tanglement	混乱
unforced	不勉强
leukocytotic	白细胞增多
goaty	好色的
wysbygi	You
twopenny	两便士
dorsad	背部地
instrumentarium	全套器械
scout	巡视
zaikai	财团
satiation	饱食
purlin	檩
degenerative	变质
defiant	挑衅
sidle	侧身而行
forest	住在森林中
salute	举手礼
unction	涂油礼
greedily	贪食地
lutenist	弹琵琶的人
cockcrowing	黎明
wisdom	明智的行为
sobby	=soppy
gastral	消化道的
priesthood	僧侣
psat	Aptitude
prenatal	出生以前
prejob	职前的
concavity	凹度
unembellished	未装饰
irrelevantly	不恰当地
spleuchan	钱袋
velvety	象天鹅绒
sextodecimo	十六开纸
touching	关于
coop	小屋
outnumber	数目超过
snooze	打盹儿
arhythmical	无韵律的
lifelong	终身的
moslemic	伊斯兰文化的
candu	Canadian
sexangular	六角
counterclaim	反诉
maximum	最大极限的
upscale	高消费阶层
baee	bachelor
cyc	cycling
elementary	初步
vera	Vera
canaliculus	微管
betwixt	在……中间
bpc	Codex英国药物处方书
hundredweight	半公担
repaper	重新用纸裱贴
teacher	教师
outscore	得分超过
residence	居住
fold	合拢
wacko	古怪
deferentially	表示敬意地
bingle	打出安打
sculptural	雕刻般的
unshapely	不好看的
periodically	定时性地
mackman	拉皮条的人
nana	护士
pomfret	银鲳
luminometer	照度计
weariful	令人厌倦
corny	有鸡眼的
madafu	椰子汁
cirrhotic	肝脏硬化症
seignior	封建制度的君主
caid	酋长
uncongeal	解冻
contain	自制
utter	绝对
disagreeably	不合口味地
bugbane	美洲升麻
emr	retarded
truncheon	警棍
exuviation	脱皮
placental	胎盘的
quivery	震动的
unstatutable	与法令相反
phytoparasitology	寄生植物学
culmiferous	含有碳质页岩
glance	眼光
aare	阿勒河
pike	梭子鱼
roundup	赶拢一块的牲畜
whereabouts	所在之处
lumber	伐木
extortive	强求的
luculent	光亮的
worthy	应……的
compactly	简洁地
worm	虫
foremost	首先
furious	激烈的
warp	偏差
aicpa	Public
fabianist	费边主义者
sparsely	稀少地
repulse	拒斥
hqmc	Corps
oligoclase	奥长石
foremost	最重要
rosita	罗西塔
embrave	鼓舞
schoolmarm	女学究
deepwater	深海
dux	成绩最优的学生
asocial	缺乏社交性
metallurgical	冶金学
regular	等边的
illuminating	照亮
pappoose	婴儿
perambulatory	巡视
shea	非洲酪脂树
msdn	微软的开发商网络
lapse	失检
forebear	祖宗
aacs	Service
thuswise	那样
electrodermal	皮电性质
reportorial	记者
dipteral	双翅类
knowledgeable	知识渊博
epural	在尾部的
liturgician	礼拜仪式学家
coldish	微冷
southeasternmost	极东南的
benthon	水底生物
puddingheaded	愚蠢的
flicker	假装昏倒
soleus	比目鱼肌
waterward	朝水
corneal	角膜
semifabricator	半制品制造商
living	起作用
inconclusively	非决定性
restraining	控制
safecracker	保险箱窃贼
ouidah	威达
radiogenic	适于无线电广播
uprootal	灭绝
rtm	Read
undefined	不明确
readableness	值得一读
overlap	交迭
vulcanizate	硫化橡胶
tethyan	蒂锡斯海
desiderate	亟需
museque	贫民区
obsolescence	退化
taser	泰瑟枪
voluble	易旋转
belfried	有钟楼的
rayon	人造纤维织物
unpriestly	非教士的
innocuously	无毒
pasteboard	纸板
stylo	尖管状的自来水笔
linsang	灵猫
locutionary	非语内表现行为
claptrap	应景
arillate	有假种皮
inkosi	酋长
comate	多毛的
xenia	种子直感
simious	猴的
dago	意大利人
stepchild	前夫所生子女
lambrequin	钢盔头巾
physiotherapeutic	=physiotherapy
and	和
design	图谋
microsporidian	小孢子虫
scr	Windows屏幕保护程序扩展名
brutish	如野兽般的
unlicked	幼稚的
lighting	照明设备
valueless	不足道的
advocacy	鼓吹
evangelistically	传道地
protension	延伸
unconventional	不依惯例l/
mukalla	木卡拉
quietus	寂灭
garden	花园
gonocyte	配子母细胞
aram	皇家音乐院准会员
haemostasis	止血法
retractile	伸缩自如
sforzato	加强
corrector	校正者
monosaccharose	单糖
naggish	劣等的
pyrograph	烫花
alban	奥尔本
ludic	开玩笑的
piercingly	感动
aclu	American
minicam	camera
proverbially	众所周知
slan	智力和体格超群的人
pylorus	幽门
jungian	易雍的
persuasively	口才好地
electrify	使通电
behoof	利益
grandiloquent	夸张的
eidetically	特别逼真地
fishway	鱼道
chatty	爱讲闲话
itching	痒的
lightly	轻松
gobble	咯咯叫声
favourer	照顾者
weight	负担
embedding	埋藏
octavo	八开纸
blueberry	越橘的一种
wash	镀金于
endothelium	内种皮
pickled	烂醉如泥的
paperless	无纸传输信息的
lh	左手
unrenewable	不可更新
incontrovertible	/
disheveled	不整洁的
koranic	可兰经的
mpeg	Group
ameristic	非分裂组织的
janizary	亲信
super	上等的
ferlie	奇迹
vortex	旋风
synodal	教会会议
strawy	稻草
pitchometer	螺距测量仪
unregistered	未登记
bef	Expeditionary
knit	结合
host	主人
nih	of
parvus	少的
trichloroacetaldehyde	氯醛
experiential	经验上
through	自始至终
rustically	简朴地
uniparous	单梗
publishable	可发行的
wee	很少的
procoagulant	促凝血
missish	小姐似的
misspoke	misspeak的过去式
commerciogenic	有市场吸引力
alimental	食物
flq	Front
appetent	意欲
discord	不和
cinecamera	电影摄影机
collude	共谋
basketry	编制工艺
diphosphate	二磷酸
rhymer	作诗者
favourite	特别喜爱的
pyrolysate	干馏物
sell	出售
protrudent	突出的
pageant	露天表演
myotic	瞳孔收缩剂
bailment	保释
reformable	可改进的
anhydrate	使脱水
prohibitory	很昂贵
souse	弄醉
azorean	亚速尔群岛的
mediaeval	中古
pantaloon	裤子
monatomic	单原子
proven	prove的过去分词
overlight	用强光给……照明
adultly	老成持重的
girlo	年轻妇女
wimple	起皱摺
additional	附加
wellspring	泉源
houseleek	石莲花
squama	鳞片
towery	有塔
sheeny	有光泽
hackie	出租汽车司机
muciferous	充满黏液的
nontraditional	不符合传统的
gotter	=got
habanero	哈瓦那居民
hierachical	等级制度
cadmean	卡德摩斯的
romance	写传奇
contained	包含
chrysanth	=chrysanthemum
assize	立法会议
infrasonic	次声所产生的
condition	以……为条件
sistership	=sisterhood
kitty	小猫
bib	口水兜
agravic	失重的
acidulous	不悦的
overlive	活得过长
lanuginousness	如绒毛
mutate	变异
marbleize	使有大理石花纹
universality	多方面性
gateleg	table折叠式桌子
cylindraceous	圆筒状的
galleryful	楼座所能容纳的人数
decussate	交叉成十字形
wheezy	老生常谈的
pirouette	以脚尖旋转
fetch	诡计
ballsy	有种
kinema	电影
saltigrade	跳行型的
draft	草案
readily	乐意地
adversarial	对抗
geodimeter	光速测距仪
lenitive	缓和剂
put	put的过去式和过去分词
unreconstructed	旧思想的
trustiness	可靠
unaccustomed	不习惯的
crackable	会粉碎
mantes	mantis的复数
devotional	信仰的
cocytus	科赛特斯河
exalted	高尚
fluky	幸中
otek	欧泰科技股份有限公司
recording	记录用
contradictorily	矛盾地
chubbiness	圆胖
preparedness	已准备
heth	希伯来文第八个字母
avernus	地狱
culturati	有文化阶层
flush	充沛
pectoral	肺病药
stetson	斯泰森毡帽宽边帽
unspoiled	未宠坏
emergent	突然出现
ammocolous	砂生的
schlepp	无作为之人
felonry	重罪犯
finagle	欺骗
fall	降低
coehorn	掷弹筒
gratefully	感激地
gabrielle	加布里埃尔
glucocorticoid	糖皮质激素
sadden	悲哀
gingiva	齿龈
autonym	以真名发表的作品
fondly	亲爱
mail	邮件
wetly	潮湿
greaseproof	不透油
lounger	漫步的人
packstaff	货囊支杖
accession	就任
mutograph	电影摄影机
ferreous	铁的
slashing	尖锐
unusual	不寻常
nemoricolous	生长在树丛中的
contrasty	明暗差别强烈的
pavilion	阁
calla	马蹄莲
whole	完全的
whereunder	在那下面
belowstairs	在楼下
roundabout	迂回的
accessory	附件
uncombed	蓬乱的
togated	庄严的
notable	显著的
ahum	轻哼
unabated	不减弱
pangwe	人
level	水平
anticipation	预期
monogamist	遵守一夫一妻主义的人
limosis	空腹
conspiratory	阴谋的
potentially	潜在地
glosseme	义位
cavalvy	骑兵
larksome	好嬉戏的
stylish	漂亮的
starry	布满星星
pullout	拉
precise	精确
tophamper	桅上或甲板上不必要的重物
nonnutritively	没有营养地
twinned	一胎双生
reckon	料想
unworldly	天真
incontinently	不能自制地
crumble	弄碎
spiramycin	螺旋霉素
farthest	最远的
wvf	世界退伍军人联盟
shareware	共享件
extramural	市外
tonguelet	小舌状物
lsv	vehicle月面车
surmullet	羊鱼
aback	向后地
quarter	方面
bid	支付
multiwindow	多窗口
cholate	胆酯
widest	广阔
tom	Tom
spellbound	出神的
volley	迸发
chicane	无王牌的一手牌
transgression	海进
scarce	不足的
clostridium	梭菌属
fawny	近鹿毛色
come	合计为
choppy	不断改变方向
quinquelateral	五边的
hotel	监狱
blaze	情感爆发
sneering	轻蔑的
sculpture	雕刻
screwball	精神有点怪
intrapsychic	心灵内部的
brocaded	织成锦缎
ducking	闪避
chiccory	菊苣根
goldfinch	金翅雀
boehmenism	伯麦主义(德国神秘主义哲学家伯麦
friary	男修道院
swimmy	模糊
pittypat	卜卜作声地
unboundedly	无边际
loop	循环
rush	急需
vaporous	冒出蒸气的
bluebonnet	矢车菊
dprk	People''s
polyelectrolyte	聚合电解质
mopus	[常作mopus
silkoline	=silkaline
anharmonic	不和谐的
anhydremia	浓血症
rondure	优美的弧形曲线
kelly	黄绿色
dissemblance	虚饰
pruriently	挑逗性
uterine	子宫
criticaster	小批评家
succussatory	振荡的
trochal	轮状
revoltingly	背叛
humanistic	人文主义的
macroptic	患视物显大症的
educible	可推断
kmt	中国国民党
neighborly	邻居似
wavetable	MIDI的一种合成技术
pretended	假装的
domain	领土
flabbily	软弱地
outwit	以智取胜
teched	神经不正常的
worm	蜗杆
violence	暴虐
thema	行政区
tarantella	其舞曲
ribby	贫穷
regulable	可调整的
gerontogeous	东半球的
reversed	颠倒
fungoid	菌类
distributive	分配的
pandoor	从事掠夺的兵
birdbath	置于庭院
impoliteness	粗鲁
seaside	海滨的
gammer	老妪
trochaic	长短格的
mammiform	乳房形
towardly	温顺地
affectivity	情感性的
charger	充电器
knucklebone	指关节骨
piquancy	辛辣
feel	同情
tergiant	作拱背状的
marauder	掠夺者
ravc	皇家陆军兽医队
unapprehensive	不怀疑
pressingly	恳切地
swage	型铁
os	操作系统
deliquium	精神错乱
evidence	明显
kindle	照亮
saxicolous	生于岩石间
fetch	售得
chemiculture	水栽法
bale	痛苦
poke	拨开
deoxidizer	还元剂
lord	称王称霸
disenablement	丧失资格
striking	显著的
wildwood	原始林
typeface	字样
liberatory	释放
rescuee	被营救者
butty	监工
daddle	浪费时间
trail	拖
hungarian	匈牙利人
handrail	栏杆
invultuation	显形
waxing	上蜡
kindless	冷酷
limacine	蛞蝓
lithic	石的
anathematically	憎恶地
bulky	容量大的
pinochle	一种纸牌游戏
theomorphic	有神之形象
compassable	可达成
sorn	强求膳宿
melchisedech	=Melchizedek
corvet	专门追求军官的海军女兵
sortie	出击
founder	变跛
atrous	深黑的
fiend	成癖者
premonition	前兆
dissatisfaction	不满
fusionism	联合论
unphilosophical	缺乏哲理的
waur	=war
jellied	凝成胶状
fairyism	神仙气质
isophyllous	等叶
squadron	一群
osp	光信号处理器
underwood	丛林
dazed	头昏的
distraction	分心的事物
folly	荒唐事
desultory	散漫的
riproaring	骚动的
islandless	无岛屿的
perfoliate	贯穿性
ialc	approach
hyperostosis	骨肥大
thrid	=thread
division	区分
dateless	年代不详
machida	町田
visit	降临
incest	乱伦
coprecipitate	使一起沉淀
hypnotic	易被催眠
cosmopolite	世界公民
corridor	走廊
unattained	未获得的
balliol	贝列尔学院
gunport	炮门
abskize	逃脱
underbuild	建筑在……的下面
toplofty	骄傲的
cutify	移植皮肤
colourless	乏味
pounder	有一磅重量的东西
polymethylene	聚亚甲基
dichroiscope	二色镜
viridian	鲜绿色
contraceptive	避孕
caber	投棒
flowery	花
disciform	圆形
quadrantid	象限仪流星
lentil	小扁豆
savage	原始的人
disguise	掩饰
swapo	Organization
postbellum	美国南北战争后的
joyancy	高兴
anoxemic	血缺氧
unassuaged	未得满足
reflexible	反射性的
bloodily	血迹斑斑地
simar	=cymar
whitehanded	两手雪白的
degrading	丧失体面的
liner	班机
woundy	极度
hoatching	密集的
untold	数不清的
houseguest	在家过夜或暂住的来客
aggressive	有闯劲的
thermate	混合燃烧剂
cullender	滤器
pandowdy	苹果布丁
banknote	钞票
gemel	孪生
journal	分类账
trias	三叠纪
arugula	芝麻菜
cookhouse	户外厨房
psychrophilic	喜爱寒带地方的
impetuous	激烈
thespis	泰斯庇斯
invest	投资
ssid	Set
holder	固定器
supereminent	卓越
florescence	花期
checkerberry	鹿蹄草或果实
chemosorb	=chemisorb
impregnate	注入
radiobiology	放射生物学
intrigue	阴谋
smellage	芳香植物
rosiness	光明
guarantee	抵押品
pyrosis	心口灼热
explosive	暴露
fiery	热烈
rightfulness	合理
ribby	多罗纹的
accredited	公认的
wend	走
agriology	原始人类学的
exoskeleton	外骨骼
cliff	绝壁
ssrc	Social
xerarch	在干旱地发展的
unrhythmic	没有节奏的
carbocyclic	碳环形
taking	取得
ablastin	抑殖素
washing	洗涤用的
flyer	飞鸟
waiver	弃权证书
guillemot	海雀科的鸟
usts	States
granophyre	文象斑岩
laudatory	赞美
trembler	摇尾鸟
maintainable	主张
saudi	沙特阿拉伯国家的
taintless	无污点的
summons	传到
reelect	改选
roadable	兼用汽车
growler	鲈类
spinster	老处女
patter	发出急速轻拍声
neighborly	友好
backscratching	为共同利益而互相利用
radiculose	有很多细根
pigheaded	愚蠢的
fenny	长在沼泽地带
metaphorize	将……比作
scotchwoman	苏格兰女人
theophoric	有字义为"
cicisbeism	意大利在十八世纪有夫之妇与人私通之风气
argentine	银色工艺材料
lethargize	使昏睡
lmbc	Club玛格丽特夫人划船俱乐部
versifier	将散文改成韵文的人
varnish	修饰
level	同高
penumbral	日月半影
splendidly	壮观
theatrician	戏剧艺术技巧熟练的人
doll	玩偶
unmaidenly	非少女身份
deaf	聋
speculate	推测
trochleae	软骨轮
shackle	束缚物
sequestered	扣押的
laminaria	昆布属植物
enseal	加封
extinguish	使黯然失色
grisaille	纯以灰色的装饰画法
second	二等品
pectoral	肺病的
clavated	棍棒状的
smattering	少数
persuader	说服者
manual	手工的
power	动力
pitch	定调
frightful	可怕
whimper	呜咽
incumbent	职责所在的
pentamethylene	环戊烷
turkmenian	土库曼人
passable	可通过的
salvy	软膏似
gink	人
odds	可能的机会
without	没有
laborious	勤劳
shrewish	爱骂街
immunohistochemical	免疫组织化学
misarrangement	排错
blower	吹风机
snooper	窥探者
separably	可分离地
tushery	古文体
chthonophagia	食土癖
mendicancy	乞丐
polycarpellary	多心皮的
circumvolant	环绕飞行的
uranus	天王星
clad	穿衣
nietzschean	尼采哲学
kerygma	传教问答中强调福音的要旨
admonitor	训诫者
deed	功绩
conflicting	不一致的
uplifted	上升
cumbersome	讨厌
vanilla	香草
crampit	立脚铁板
equivocally	可疑
substitute	替换
exurban	城市远郊
emmeline	埃米琳
catalyzer	触媒剂
nauseate	使厌恶
idle	虚度
vfat	Table
plasmodium	原形体
traveling	旅行
foreplay	前奏
postnasal	后鼻的
upswell	隆起
outpour	流出物
fulguration	电灼疗法
introgress	种质渗入
sporogenic	=sporogenous
superload	load
page	事件
lud	=lord
laryngopharyngeal	咽喉
inconsiderable	琐屑的
gainfully	有收入地
trappean	玄武岩质的
mouthless	无孔
raa	Arts
monocotyledonous	单子叶植物的
hoot	猫头鹰的叫声
untold	数不清
pulmotor	其商标名
lecithic	有卵黄
sloppy	溅湿
kitling	顽皮的
tatter	碎布
puerperal	产后的
bespread	铺满
absolutory	给予宽恕的
cranch	=crunch
unaccompanied	无伴侣的
thiram	福美双
plainsong	单声圣歌
maduro	色深味浓的烟草做的
asphyxia	窒息
retry	再审
hastate	戟状
ectogenesis	体外发育
fastuously	高傲
nontraditional	非传统
tramp	踏
work	功
astroid	星状的
winterbound	受到寒冬限制
polyclonal	多细胞系的
hemosiderin	血铁质
nuplex	业综合企业
availability	有效性
antedate	比正确日期早的日期
encompass	包含或包括某事物
loose	不精确的
prolifically	多产
hora	传统式圆舞
sori	的复数
flagitious	无耻
nonproficiency	不精通
camion	卡车
faithful	忠实的
associationism	联想心理学
dudish	花花公子般
sheath	外壳
galbraithian	具有加尔布雷思学说特点
counterorder	与前令相反的命令
unbarbered	未修面
brisk	活泼的
recessionary	衰退
carex	苔属植物
dentation	齿状突起
idiotropic	内省的
crystal	晶体
albuminate	白朊化物
volcano	火山
slaveholding	拥有奴隶的
outside	外面的
lamaist	喇嘛教徒
jugglery	戏法
microtron	电子加速器
howl	怒吼
judgement	意见
hyperverbal	说话过多的
mullion	直棂
shag	追赶
glandular	有腺
galenic	其医术
peppy	活泼
record	唱片
arsenical	含砒素
perennially	永久
herbaceous	似绿叶
densometer	密度计
kokura	小仓(原日本九州岛北岸港市
lickerish	贪婪
dagga	印度大麻
catenulate	链状
hemizygous	半合子
jeopard	使受危困
feculent	不洁
seton	挂线
kbp	king''s
camiknickers	连裤紧身内衣
optical	光学的
gloss	掩饰
extirpation	消灭
kodachrome	柯达彩色胶片
mollusca	软体动物类
lactide	丙交酯
roister	摆架子
lie	躺
interlocutory	对话
quiveringly	颤抖
inhabitiveness	喜欢待在同一住所
naupathia	极端厌恶
plumulate	羽毛华丽的
gibbous	突起
contrafactual	违反事实的
paragenesis	共生
last	末尾的
pectinose	果胶糖
chromatrope	旋转彩光板
suppliantly	哀求着
decimate	每十人杀一人
mover	搬运家具的人
tenuous	纤细
gaily	欢乐
most	最大的
welter	颠簸
hudson	州东部的河流
anthophagous	以花为食的
moot	审议会
monostichous	单列
verjuiced	不高兴的
bummel	闲逛
infix	中缀
bacchante	酒神巴克斯的女崇拜者
adsorbable	能吸附的
emigratory	移民的
revision	修订本
exclusivism	排外主义
apennine	Mountains亚平宁山脉
gloriole	光轮
kingdom	上帝的统治
notionate	充满幻想的
seething	火热
freezing	严寒
sling	吊索
qbp	pawn
lofter	把球向上高打用的铁头球杆
entirety	全部
wannegan	=wanigan
geopotential	重力势
yaounde	雅温德
rhinopathy	鼻病
breviary	每日祈祷书
corelative	=correlative
gaited	某种步态
tritoma	火把莲
anzus	太平洋共同防卫组织
stylography	尖笔书写法
chop	砍
tritheism	三神论
semiautobiographical	半自传体的
aeonian	永久
lifetime	一生
subcontraoctave	大字二组
unavailable	难以获
scantling	一点点
faggoty	女性化
wealthy	充分的
grayling	褐色蝶类
sectionalize	使具有地方性
pore	气孔
grommet	金属扣眼
brace	振作起来
ms	军标
usaid	United
rsvp	Reply
dexterously	巧妙
alkyl	烃基的
monobloc	单层的
wlm	liberation
elegantly	优美
referendary	审查官
greeneian	格林风格
atlantic	大西洋
woody	木头般的
buttock	船尾
distinctness	不同
dewater	使脱水
briquet	硬固燃料
extraartistic	与艺术无关的
lacerant	令人痛苦的
pelargonium	天竺葵属的植物
pantaloon	Pantaloon
sideline	附带销售的货物
beefy	结实的
resuscitable	能复活的
horseless	自行推进
columelliform	小柱形
signorine	未婚女子
hydroxyapatite	羟磷灰石
critic	评论家
subhumid	有足够雨量供草木生长
summit	顶点
mirth	高兴
girth	以带束缚
phlebography	静脉搏动描记法
strigil	刮身板
aurantiaceous	橙黄色的
sweeping	彻底
chlorophyllous	叶绿素的
fair	美丽的
heterogony	世代交替
simulate	模拟
reviver	使复活的人
hogly	=hoggish
myotropic	影响肌肉
straightedge	画直线用尺
skinny	膜状
rummy	奇妙
fixture	装置器
collateral	间接
fanfare	喇叭或号角嘹亮的吹奏声
acceptance	承诺
rami	ramus
fasten	集中于
sarcocele	睾丸肉样肿
disfigurement	毁容
seasoned	经验丰富的
expurgatorial	修订
fetichism	物恋
yangon	仰光
powder	变成粉末
marquessate	=marquisate
bushmanship	=bushcraft
apiology	蜜蜂学
krone	克朗
passively	被动
incunabulum	古版书
vinyon	维荣
underestimate	低估
solidungulate	马科
deave	使听不清
lame	变跛
flintily	坚硬
substance	主旨
southwardly	往南
petalled	有花瓣的
colourless	无色的
pintoricchio	Pinturicchio
schoolmiss	女学生
anthropography	人种志
geomagnetic	磁
reif	赃物
protogenic	原生的
hydrothoracic	胸膜积水
hyperaggressive	野心勃勃的
bilabial	双唇音
jeepney	吉普尼车
ue	and
lawny	草坪般
attitudinal	根据个人态度的
wakeless	熟
pit	窖藏
rocket	飞速上升
interpage	把……印在插页上
theia	忒伊亚
beretta	四角帽
profound	造诣深
hypericum	金丝桃属植物
hama	哈马
struvite	鸟粪石
batten	船舱周框的压条
felid	猫科动物
gerontophilia	对老年人的过度关爱
doorkeeper	看门的人
hyperborean	寒冷
slaveholding	蓄奴的
frosting	玻璃粉
myology	肌肉系统
statism	中央集权下的经济统制
watchword	暗语
pretended	虚假
slubbing	废纺粗纱
upclimb	攀登
annectent	连接
crinolette	裙衬
petechia	瘀斑
foremother	女祖先
dac	Company
apt	适当的
uncalculating	没有心计的
dink	装饰打扮
sunshade	帽遮
monostichous	单列的
anxiously	不安地
histologist	组织学家
clavicornia	锤角组
ana	一句名言
caritative	博爱的
fenderbar	防擦木棒
diencephalon	中脑
lognormal	对数正态的
pare	削
surrounding	围绕物
carbonaceous	碳质的
sunfed	Nations
federative	联合的
nice	正派的
sideward	侧面的
supine	懒散
voluminous	容积大
extirpate	摘除
thanatorium	死亡收容所
confute	驳斥
climate	气候
slip	失足
acidfast	耐酸
yali	海滨住宅
agreeable	惬意的
deoxidation	还原
recitative	背诵的
promiscuity	混乱
instance	场合
megalithic	使用巨石的
vashti	瓦实提
nonenzymatic	不涉及酶作用的
spread	宴会
recision	取消
amenophis	阿梅诺菲斯
timbered	用木材
glassmaking	玻璃
aphtha	小溃疡
porcellanous	=porcelaneous
ruling	主导的
minstrel	吟游诗人
incurability	不能矫正
genocidal	集团屠杀
unset	未凝固
freezing	冰冻的
endometritis	子宫内膜炎
transportable	可运输的
heliotherapy	日光浴治疗法
qic	尺磁带盒
darfur	达尔福尔
broadside	侧面地
jarring	震动
conscriptive	涉及征召或征用
everyplace	各处
superior	较高的
cephalad	向头部
sourly	性情乖僻
burst	爆发
rancidly	令人作呕
unweary	不厌倦
kerbside	马路边
nonferrous	不含铁的
voyage	航程
reparative	赔偿
carbuncled	有粉刺
bellerophon	柏勒罗丰
prodigal	浪子
hyperphagic	食欲过盛
piliform	长毛状
noddie	笨人
personal	个人
waif	信号旗
astringently	压缩
diapedetic	血球渗出
yapped	卷边装钉
available	有空
footer	页脚
drinkable	可饮用的
teratogen	致畸剂
unexpanded	未被扩大的
carport	车库
atheromatous	粉瘤
asid	美国工业设计师协会
innocent	清白
screen	放映
tsarist	俄国帝制
centrism	温和主义
casuistical	诡辩
netherward	向下
antitubercular	抗结核
august	威严的
pleiades	昴宿星
thowless	没精打采
orion	所爱的猎人
backwoodsy	粗野
eternal	永恒
scuppernong	斯卡珀农葡萄
ptomain	肉胺毒
juggle	欺骗
hippy	嬉皮士
gdmo	Managed
itinerary	路线
preformation	预先形成
image	想象
micelle	微团
overproud	过分自豪
contrary	反面
destool	废除
siliceous	硅酸
aggregately	一共
televisible	=televisable
boniness	多骨
monstrous	凶暴的
dvi	Interface
file	卷宗
unbundling	分类计价
backrest	靠背
depasture	饲养
upstate	偏僻的
goethean	歌德风格
sulfamethoxypyridazine	=
malthusian	主义者
multidimensional	多维
luminescence	发光
incompatibility	不两立
seismograph	地震仪
lolly	钱
phoenix	长生鸟
grub	掘
equalize	补偿
xhosa	科萨人使用的班图语
southwester	一种后沿较宽可护颈之防水帽
sniper	狙击兵
grave	低沉的
woof	低吠声
lim	秘鲁利马机场之代号
admissive	容许
reducible	可约
arthrodic	摩动关节的
stopper	制动器
phenomena	现象
attainability	可达到
longanimity	坚忍
unmaidenly	非少女身份的
galvanic	流电的
fleetingly	飞快地
creationary	创造性的
attenuable	能稀释
abnormity	异常
monospermal	单种子的
coefficient	系数
terra	土地
illogically	不合逻辑
goluptious	香喷喷的
counterview	对质
wander	离题
soundscriber	桑德斯克莱伯录音机
crambo	同韵字
semidetached	只有一边相衔接
derrick	井口上的铁架塔
prejudicious	有侵害的
composedly	镇定地
profluent	平稳流动
tachygrapher	速记员
bigness	大
saltpetre	硝石
enhancement	增进
morale	民心
joypopper	尚未上瘾的吸毒者
pat	小块
vetanda	禁止的事情
imparticipable	不能共有
phraseogram	连语速记记号
administrators	管理人的职位
cerebel	小脑
crotchet	小钩
migratory	迁移的
architrave	楣梁
unpitied	没人可怜
staffer	职员
rotc	Corps
basketstar	=basketfish
boychik	男孩
lha	Lord
jamin	refractometer
forester	林务官
mhr	House
wpm	每分钟字数
atropinization	阿托品化
belated	迟来
horripilate	使毛骨悚然
gaiseric	盖塞里克
wabenzi	瓦本茨人
emersonian	爱默生
demolishment	毁坏
catty	猫
spy	侦探
survey	审视
gsm	System
ordinary	平常的
refitment	改装
rpg	Role
locomobile	自力推动
humongous	极大的
subsensible	难以感觉到
tindery	火绒似
colles	fracture
afflict	使痛苦
wsj	Journal
regermination	重新生长
struggling	苦斗
amchitka	安奇卡岛
mediamorphosis	新闻媒介对事实的篡改
antiknock	抗爆剂
alexin	防御素
searchless	不可理解
graven	不可磨灭
magnetofluidmechanic	mA^`ni:tJ9flU:IdmI`KanIkEJ9flU:IdmI`kAnI/
adipic	脂肪的
theatric	戏剧的
alabamian	阿拉巴马州的
rutty	遍地车辙的
oilily	圆滑的
courses	课程
washy	多水的
uso	Service
yakut	雅库特人
imitating	效法
bathymetric	测海学
excess	超过
imperfect	未完成时
foothill	丘陵地带
textured	有织纹
oaec	Cooperation
regretful	遗憾
keybar	键棒
plough	艰苦前进
psychodelic	=psychedelic
very	及其
chloroacetic	氯乙酸
proglottis	节片
suprapersonal	超私人
verify	打开或关闭文件的读写校验
lucidity	清晰
alabaster	雪花石膏制的
posttension	后张
engorge	使充血
milch	生乳的
procryptic	具保护色的
underrate	低估
photoflood	使用照相泛光灯
garut	加鲁特
fearful	恐怕的
barge	蹒跚
drubbing	彻底击败
dividual	分开
carabinier	卡宾枪手
quadricycle	四轮车
recantation	取消前言
undignified	无威严
ichthyoid	鱼状的动物
conchology	贝类学
vernal	青春
misexplain	错误解释
orthowater	=polywater
xenodocheum	接待外人之旅馆
prevalent	流行的
par	标准
