verandah	阳台
sudoriferous	发汗
triton	氚核
gossamer	薄弱
undefended	无防备
nasty	凶相的
rethink	重想
croquet	循环球戏
lecherous	色情的
subline	亚系
fullhearted	热情
subsaturated	不完全饱和的
heroize	使英雄化
cadmiferous	含镉
recalcitrant	反抗的
ebb	弱
maungy	闹别扭
valorously	无畏地
infighting	接近战
seaward	海那一边
trotty	疾走
albuminoid	蛋白似
tactful	机智的
straight	一直
popular	受欢迎的
yieldingness	易弯曲
eternity	来世
exception	反对
pimozide	哌迷清
sensation	感情
linter	剥绒机
cardiac	贲门
balibuntal	棕榈纤维女帽
prosopopoeia	拟声法
unthinking	不留心的
exhaustive	无遗的
outrageous	令人不可容忍
discharger	卸货人
estate	财产
wheeled	用轮子行走的
defatted	脱脂
hypnotically	用催眠术
nonunionist	不属于工会之工人
sacchariferous	产生糖
sanguinity	血色
francophile	亲法的
betray	露出……迹象
execution	杀伤力
sweepstakes	比赛
orion	Diana
redemptive	挽回
owing	由于
dazzle	眩耀
vulvae	女阴
unwitting	不知情
volitant	能飞的
revivalism	复兴倾向
kenyan	肯尼亚共和国
fear	为……担心
confesser	忏悔者
padre	教士
masterstroke	妙举
fastigiate	圆束状的
successivity	依次相继
mean	有意义
faustus	=Faust
time	定期
coed	男女合校大学中的女生
vicarial	代理
work	煅制
cocoa	可可饮料
projecting	突出的
outmoded	过时的
fishermen	渔夫
wired	以线加强的
bivouac	露营地
pure	纯洁的
acromegalic	肢端肥大症患者
grassland	草原
extramundane	超越现世
stanniferous	含锡的
horrific	令人毛骨悚然
greensick	患绿色贫血的
rollock	胡扯!
connivancy	默许
cant	倾斜
apiece	各
indescribable	难以形容
inflect	发生弯曲变化
maximite	马克沁炸药
hypoptyalism	涎液过少
unsoldierly	不英勇的
triaxial	三轴的
duodecimal	十二分之一
reedy	芦苇状的
diathermy	透热疗法
myxasthenia	黏液分泌机能衰弱
saprobe	污水生物
eminent	有名的
flask	长颈瓶
extinguish	压制
undisguised	不戴假面具
innavigable	不能航行的
genicular	生在关节上的
sogat	Graphical
wacky	古怪
sleeping	睡眠
actin	肌动蛋白
solus	单独
stealthy	秘密的
waco	韦科
pretense	自称
gabbroid	似辉长岩的
quantize	使量子化
aphicide	杀蚜虫剂
rusty	生了锈
gainer	胜利者
lynx	猞猁
derail	出轨
hexavalent	有六价的
trimetrical	有三音步的
bullous	大疱的
tyrannic	暴虐的
scindapsus	马来西亚绿萝
electrify	使充电
expellant	驱逐的
waterlogging	涝
vibratory	振动
swale	放火烧
culmiferous	含有碳质页岩的
remarkable	显著
inexpectant	不期待
abnormality	变态
ohioan	俄亥俄州人
spontaneously	本能地
pergana	=pergunnah
possie	职务
perigynous	周位的
pacesetter	先导者
palaver	哄骗
ryazan	梁赞
lively	栩栩如生
grandmother	祖母
ornate	绚丽
filigree	易损之物
dairymaid	酪农场的女工
musjid	=mosque
flavorous	可口
notturno	小夜曲
elimination	消灭
unfastidious	不过分讲究
outen	从…………里面
exculpation	使无罪
exodontics	拔齿学
temple	鬓角
chalone	抑素
gloxinia	大岩桐
unrhythmic	没有节奏
elliptoid	椭圆的
amitrole	氨基三唑
raffinate	剩余液
catalogic	目录
sapor	风味
inconstancy	反复无常
flaxen	亚麻
lithe	易弯
nummulated	钱币形的
pecan	美洲山核桃树
impresario	演出者
baconian	归纳的
amygdule	杏仁孔
attitudinarian	装模作样誌En/
conceivable	可能
unexacting	不需付出很大努力的
roe	鱼卵形黑色斑纹
lipidic	油脂
jejuneness	空洞
quit	停止
thessaly	塞萨利
shopworn	在商店中陈列旧了的
diffusor	=diffuser
inconsistent	不一致的
elucubrate	努力作出
dwarfish	矮小
courthouse	郡政府所在
reformational	改革
ultrastructure	超微结构
demoniacal	狂暴者
otherwhere	在别处
foolish	愚蠢的
averseness	厌恶
chemoprophylactic	化学品预防
adgb	Defence
quadrilateral	四角地
pretty	优美
pressure	电压
demonic	有魔力的
solemnly	庄严地
hypostatization	使人格化
giddy	头晕的
snoopy	爱管闲事
unseen	未经预习的
stipes	甲壳类及昆虫的第一对足的第二节
greediness	贪吃
calfskin	犊皮所制的革
homebred	在家里养大
hogback	陡峭的山地
ocdm	民防国防动员署
hydrostatical	静水力学
scarce	缺乏的
racquetball	短网拍墙球
gastrea	=gastraea
desponding	沮丧
prevoyance	先见
shillaber	道旁小贩
abraxas	古时刻在玉石上避邪的文字
superpotency	效力过高
ymha	Men''s
mesh	以网捕捉
unstable	不牢固的
intomb	安葬于墓中
delusive	迷惑
radicand	被开方数
equicontinuous	同等连续的
sgml	Markup
textured	手摸时有感觉
staple	常用
diencephalon	间脑
infanta	公主
rondavel	圆形茅屋
contractive	有收缩性
pekingology	北京学
cinq	=cinque
curie	居里
spittle	唾沫
semiarboreal	半树栖的
isa	Architecture
philtre	使兴奋
supernaturally	超自然
exotoxic	外毒素的
stygian	阴暗的
incomplete	不完善的
unentertained	未得到娱乐
sitting	就座的
edifying	有益的
yankeeland	美国
ruck	变皱
baor	Rhine
multisensory	多种感觉的
disquisitive	研究的
deferentially	谦恭地
scapular	肩的
colligative	依数
decapitation	撤职
expropriation	征收
napiform	芜菁状
gammer	乡下老太婆
retrospection	回顾
nameless	难以形容
germless	无菌
protest	抗议
declension	格变化
suburbia	郊区
eidetic	异常清晰的
codominant	等显性
medaled	接受奖章的
immaterialism	非物质论
egoboo	自我赏识
hypophoneme	下音位
caste	印度的世袭阶级
pharmaceutics	制药学
stormy	暴风雨的
scrutable	可解读的
viny	葡萄树的
sartorial	裁缝的
molwt	weight
smokeproof	防烟的
immunize	使成为无害
ideography	象形文字使用
forgivingly	慈悲地
ectogenous	体外生活的
flavourful	美味的
unthinking	无思想的
vasostimulant	刺激血管
unfeeling	无情的
haut	高级
hymeneal	结婚典礼
slaveocracy	美国南北战争前南方的奴隶主集团
fallow	休耕的
osteomalacic	骨软化的
bodhran	宝思兰鼓
ergosome	动体
technicality	专门性
radicle	基
potent	有效
babylonish	言语不清的
curare	箭毒马鞍子
reforming	重整
medusa	水母
flagellatory	鞭打的
tumble	使摔倒
sloven	懒散的人
hate	不愿
deign	屈尊
lenore	勒诺
mirable	极好的
sile	流下
masquerade	化装
romanian	罗马尼亚
setup	组织
mortar	用灰泥结合
proclamation	宣布
reproachful	责备
tackle	抓住
goldminer	采金者
underhung	有突出下颚的
outeat	吃得比……多
hazel	淡褐色
autochthonal	土生
denish	丹麦语
cankered	不怀好意的
nanoplankton	=nannoplankton
brace	曲柄的
renegue	拒绝
unload	倾销
yikker	发出重复短促的尖叫声
quarterback	四分卫
pool	郁积
expiate	赎罪
trough	木钵
inlet	水湾
volksdeutscher	德侨
frisian	Friesland人
grafter	收贿者
mfh	Foxhounds
muggins	蠢人
hexasyllable	六音节
interpellation	要求说明
dissociable	自相矛盾
untoward	麻烦的
epidermal	表皮的
sulcate	有槽
shakily	不坚定
extern	外来
sop	面包片
plateau	高地
amerciable	应罚款
shirring	装饰性的褶带
residua	残渣
goluptious	可口的
meshwork	网络
clerestory	天窗
unclarity	含糊
characterless	缺乏特征
pc	巡逻车
roughwrought	粗制的
renovate	革新
mischievous	淘气的
contretemps	不幸的
downright	显明的
clubroom	俱乐部聚会室
invincibility	绝对不败
fasciae	招牌
final	期末考试
xylophagous	蚀木
deed	立契转让
mtu	Mobile
annelid	环节动物
quadrate	长方形的
flocky	毛丛多
specie	硬币
subtilisin	枯草杆菌蛋白酶
omnipresent	同时遍在
manhattanize	使高楼密集
spermatocide	杀精子剂
sleeping	睡着的
xeroform	三溴酚铋
extractable	可引出
indeterminable	不能解决的
mandril	芯棒
hoofer	职业舞蹈家
nonfreezing	不会结冻的
fletch	装上羽毛
sound	健康
candlestick	蜡烛架
ground	面上
ballsy	有胆量的
spindlelegs	细长的腿
donatory	捐赠领收人
sackless	麻木的
lull	使平静
pronumeral	未知数
sargassum	马尾藻类海草
thunder	打雷
ultrasonic	超声
evacuant	排泄药
wisperer	咬耳嚼舌者
mungarian	匈牙利人的
mzee	老人
alackaday	哀哉
dilettantish	业余爱好
alarmedly	惊慌地
clerestory	通风窗
spirit	火力
camptothecin	喜树碱
electoral	选举人
sceptre	授予节杖
cussword	下流的话
bat	装甲兵基础训练
overearnest	过于认真的
leftism	左派观点
pluralist	兼管数个教堂者
sulfureous	硫磺质的
convolve	缠绕
tumular	冢的
positronium	电子偶素
zany	愚蠢
malwa	马尔瓦饮料
levity	不稳定
faltering	蹒跚
lipbrush	唇膏刷
wily	老谋深算的
goldie	金奖唱片集
mikimoto	三木本
serviette	餐巾
mystificatory	使人困惑不解
photochrome	彩色照片
hedgepig	环形筑垒阵地
reflectible	能反照
asp	白杨
golden	极好的
botb	Board
expertise	专家的意见
dogbane	夹竹桃
bloodsucker	剥削者
grouch	心怀不满
oatmeal	麦粥
raid	Indepnedent
haemophiloid	类血友病
impresario	经理
serialize	使连续
daledh	=daleth
lacunaris	多孔的
flaring	发光的
greener	生手
stagger	交错的
albuminose	多胚乳
neocolonial	新殖民主义的
unsharp	不锐利的
conspiratory	阴谋者的
disillusion	醒悟
secretory	能分泌的
mystagogic	传授秘诀
transportation	运送
inauthentic	不可靠的
bioelectrical	生物电的
guff	瞎扯
farmyard	农场建筑物周围的空
monotonize	使单调
reductant	agent
grumbling	出怨言的
calm	镇定
sap	使衰竭
joss	佛像
backplane	底板
comate	有毛的
longshoreman	港口工人
prickle	刺痛
constitutive	构成的
stormy	暴风雨
slubberdegullion	二流子
disagreeably	不愉快地
sbc	单板机
deceive	欺骗
analytics	分析学
labiate	唇形的
desultory	散漫
quavery	震音
airborne	空气传播的
determinatum	受定语
overplay	夸大……的重要性
dynapolis	大城市
ai	insemination
underivative	不乏独创性的
fibre	纤维制品
squalor	贫穷
tearaway	行为鲁莽的
ingrowth	向内生长
wee	微小
vibronic	电子振动
imperil	危害
anabiosis	复苏
aglow	通红的
wishful	想望
workstation	工作站
shroud	寿衣
kickshaw	精美菜肴
circumlittoral	沿海
outstation	分部办事处
jollify	高兴
resignation	辞职
dynamics	动力学
rupicolous	居住在岩石丛中的
wps	由金山软件公司开发
intersect	相交
perpendicular	正交
fat	Allocation
pioneer	先驱
skidder	集材道横木
temperate	有节制
stolen	steal的过去分词
halves	同分数
singularity	奇妙
theirselves	pro
blockade	封锁
jurat	治安推事
nonenforceable	不可实施的
fretted	腐蚀的
realistic	现实的
tenderness	亲切
flush	挥霍的
oklahoman	俄克拉荷马州人
roisterous	作威作福
share	共有
logo	标识语
stagnantly	淤积
laced	加酒的
slaver	唾液
dense	密集
fm	symb
ens	有
xenon	氙
ironing	熨平衣服
poppied	鸦片麻醉
histogram	柱状图
rune	古代北欧使用的文字
voluminous	长篇的
fictile	陶制品
expediency	方便
escarpment	陡斜坡
calcariferous	有距
suprarenal	肾脏上的
whopping	非常地
superior	高傲
psychotoxic	有害的
lobbyist	说客
vraisemblance	可能性
sing	演唱
inappreciative	不欣赏的
goodwill	亲切
rockies	洛矶山脉
pothouse	酒馆
paycheck	付薪水的支票
exposure	方向
stratigraphic	层学
hairpin	束发夹
asio	Input/Output
progenitive	繁殖的
flyspeck	小斑
remember	回忆起
pots	Telephone
mankey	=manky
madras	马德拉斯布
sporicidal	杀孢子
theanthropic	具有神人两性的
cockeyed	斗鸡眼
needful	需要
symbiote	=symbion
comforter	慰问者
vulgarism	粗俗
moorfowl	苏格兰雷鸟
thin	薄的
fat	肥肉
connatural	先天
triplicate	三分之一
magcon	磁选
vexedly	着急
religionist	宗教家
apprenticeship	学徒的年限
wither	使畏缩
damnably	厉害地
alexin	杀菌素
contemplative	沉思的
skipper	船长
newsiness	饶舌
hit	打击
africanist	非洲语言研究者
lop	砍伐
inartistic	缺乏艺术性
marriage	婚姻生活
naughtily	无礼地
flavourful	可口的
flashover	跳火
apophatic	用否定方法所得的
leewardly	动辄要滑向下风处
upu	Postal
telukbetung	直落勿洞
sigmoid	S形的
thermomotor	热发动机
hinterland	腹
gunner	管理军械的准尉
sleepful	睡得很安宁
epulotic	收瘢药
candent	白热
abcd	and
appellate	受理上诉的
ladder	梯子
anaemic	贫血
wilderness	大量
partnership	合股
pusillanimous	优柔寡断的
sassy	时髦
loveliness	可爱
cognizant	认知
unrifled	未在枪膛内制来复线
cenobian	修道士
running	连续的
responaut	靠呼吸器维持呼吸的病人
parentheses	插入语
fortifiable	可以弄巩固
fulcrum	叶附属物
pyrex	其商标名
distemperedness	不健全
reluctation	表示勉强
ignimbrite	熔灰岩
horsepox	马痘
trustily	忠实
scenic	舞台的
gmbh	Gesellschaft
juncaceous	灯心草科
redoubted	可惧
trickish	欺骗的
stockbrokerage	证券交易
stupefactive	使人麻木
molecule	些微
bishopric	主教辖区
fondly	怜爱
towardly	温顺
lou	卢
afterburner	喷射引擎等的加力燃烧室
sled	乘雪橇
histotomy	组织切开术
roundabout	迂回
britannia	大不列颠之古拉丁文名
smriti	传承
welsher	骗人
blossom	兴旺期
dogdom	养狗界
pervious	能被通过
troublous	动乱不安
mesh	网孔
amvets	第二次世界大战美国退伍军人协会
cinematic	电影的
flexure	弯曲部分
clodhopping	粗鲁
increately	原存
volatilizable	可发散的
gun	手枪
working	劳动
rifleman	步枪射手
microdetector	灵敏电流计
railroading	铁路建设
benignantly	仁慈
mousey	像老鼠
oscillograph	示波器
jones	琼斯
waste	荒
louvered	像百叶窗板一般安排的
feldspathic	长石质
normothermia	体温正常
outseg	主张比……更强烈的种族隔离政策
captive	被迷住
indefeasible	难使无效
detritivorous	食粪的
always	永远
talking	说话
tautologist	反复用同义字的人
copiously	丰富地
wail	痛快
kevazingo	一种非洲西部的树
mcluhanesque	麦克卢恩学说
shaikh	族长
denunciate	谴责
vauntful	自负的
diversely	各色各样
obvious	明显的
threadlike	线状
outlook	风光
falafel	沙拉三明治
clear	清楚的
kenspeckle	显著
pauline	使徒保罗
fitch	臭猫毛
jnd	Noticeable
goatee	山羊胡子
rhinostegnosis	鼻狭窄
artel	合作社
sacral	荐骨的
censorial	监察
subaltern	次的
tumpline	前额
serenade	唱小夜曲
emulsive	可榨出油来
point	指向
racerunner	鞭尾蜥
unsuitable	不适合
unconspicuous	不明显
netlike	网状的
preoccupant	抢先占据的
bullpen	候补队员区
lettered	有学问
australasia	澳大拉西亚
infraction	侵害
digress	离题
schanz	小堡垒
instate	任命
veil	面罩
condyloid	髁状
trotskyist	托洛茨基分子
shop	购货
paralympics	原为脊髓病患者举行的运动会
haematoblast	成血细胞
hoofbound	兽蹄因病而感到疼痛紧缩的
refutatory	辩驳的
inbuilt	嵌入
neuter	中性的
hardhattism	强硬保守主义
tercom	terrain
pharmacy	制药业
autobiographic	自传体的
humpy	多隆肉的一般
nom	有名无实
unplaced	没有入选的
stage	舞台
with	就
anonymuncule	无足轻重的匿名作者
nuncio	罗马教廷大使
starflower	开星状花的植物
leafage	叶子
holobenthic	终生在海底或靠近海底生活
pretonic	重读音节前的音节
tailorship	裁缝业
vagile	漫游的
baor	英国驻莱茵军
idyllist	田园诗人
salvage	救难的奖金
episcopalian	主教制度
xanthone	一种化学原料
bounteously	丰富
tarsal	跗骨的
individualise	使个体化
nother	不同的
half	一半
yafa	=Jaffa
uxoriously	疼爱妻子
befallen	落到
jazz	跳爵士舞
service	服务
univalve	单瓣
pyxides	宝石盒
covenanter	盟约者
exploration	探测
eruptive	喷火的
gab	空谈
chirognomy	手相术
callboy	唤演员按时上台之人
rap	叩击
plosive	爆破音的
arrastra	用来磨碎金或银的研磨机
topnotch	第一流
admirer	赞赏者
period	学时
goldminer	金矿工人
felicitousness	恰当
trunk	干线的
olibanum	=frankincense
nitric	含氮的
fantastically	空想地
floorer	打败
evolutionary	进化的
demanding	过分要求的
pompous	华而不实的
warrior	勇士
pregnable	可受孕
toffee	胡说
excursion	漂移
positronium	正电子素
ayrshire	苏格兰西南部一州
corollaceous	花冠的
nucleoprotein	核蛋白质
fishfag	卖鱼女
bitumastic	沥青砂胶的
backstop	支持物
plummet	重荷
khanga	肯加布
scorer	刻划痕迹的人
transcontinental	横贯大陆的
surfeit	使饮食过度
rangey	=rangy
killick	石锚
cadence	节奏
bloop	将棒球打到内外野之间
screwball	奇妙
tracheal	呼吸管的
anubis	导引亡灵之神
argentine	银色
highness	高度
monotrichous	单鞭毛的
technocrat	专家政治论者
separatory	使分离
persecute	迫害
orthophoto	正色摄影
uscg	Coast
chemotherapeutant	化学治疗剂
fosbury	福斯贝利式跳高
naxalite	纳萨尔派分子
torsibility	可扭性
aeromarine	海上飞行
comb	梳子
phytol	植醇
corporate	法人的
repulse	严拒
derivative	引出的
hyperaggressive	咄咄逼人的
pleochroism	多色性
shush	嘘声
muster	集聚
copemate	同志
twitch	痉挛
lumberyard	木材堆置场
supersensuous	超感觉
leprology	麻风学
lulu	俊秀
remember	铭记
acquired	后天通过自己的努力得到的
bonny	漂亮的
wildfowl	野禽
filling	供应
anisometropia	屈光参差症
complaint	委屈
diagrammatic	图表
resplend	发亮
biyearly	每年两次
apocalyptical	天启的
issuable	争论的
dominance	统治
sumptuously	奢侈
authoritative	权威
smooth	平稳的
unvaryingly	恒久地
folkloric	民间传说
belted	佩礼带的
ordure	排泄物
relatival	关系词
canalicular	小管的
listeriosis	李氏杆菌病
overbore	overbear
nutter	疯狂之人
specially	临时地
comptometer	其商标名
impervious	不让进入
contrafactual	违反事实
menses	月经期
anisotropic	各向异性的
florid	华丽
down	开阔的高
pontoon	浮码头
isoantibody	同族抗体
cordwain	科尔多瓦皮
meniscoid	新月形的
vasculitic	血管炎的
shrubby	灌木
hazy	模糊
lanigerous	羊毛状
dinky	不足道的
leucocyte	白血球
monologue	独脚戏
cry	哭声
sunlike	非常明亮
antipathetic	嫌恶
fmcs	Mediation
withoutdoors	=outdoors
ranchman	大农场经营者
intragalactic	星系内的
protostellar	形成恒星的
gemmulation	生芽
handgrip	有力的握手
intensify	加强
rsd	of
solubility	溶度
smallholding	小农地
impressionistic	印象主义
displace	置换
hindustani	印度人
aphthong	不读音字母
numerical	数字的
blat	叫
evadingly	躲躲闪闪地
rigor	严厉
realizing	清晰生动地
busybody	好事的人
beylik	土耳其省都辖区
greasy	多脂
budget	做预算
swimgloat	继续奋发的喜悦
foliature	=foliage
hydroacoustic	水底传音的
noteworthy	值得注目
myosis	瞳孔缩小
cenobian	寺院的
karakalpak	卡拉卡尔帕克人
diaphanous	精致
recognise	承认
planetology	行星学
fany	Yeomanry急救护士队
set	移动到
period	句点
sweepup	大扫除
concourse	群众
australopithecus	南猿
cymiferous	生长聚伞花序的
jaap	乡巴佬
biparental	双亲的
woops	=vomit
slowly	迟缓地
segar	=cigar
laddish	男孩的
yha	Youth
csce	Conference
finis	终
concur	同时发生
moneychanger	货币兑换商
unedified	未被启发的
phenylalanine	苯基丙氨酸
excusably	可宽恕地
whisker	使有须状物
jerrycan	五加仑装之汽油罐
masan	马山
rotfl	on
undertook	undertake的过去式
fishwoman	粗野的女人
hydrangea	八仙花属
kaiserdom	政权
monocarpellary	单心皮的
smug	自鸣得意的
oke	好的
befringe	饰以边
unpardoned	不被原谅
retroussage	油墨移印
gentelmancommoner	特别自费生
beatlemania	披头士狂
aerify	掺气于
remorselessly	冷酷地
cragged	崎岖的
synonymous	同义
tubate	形成管
misname	给……取名不当
cardiophobia	心脏病恐怖症
teachableness	可教性
vindaloo	咖喱肉
generic	类
muslim	穆斯林
empire	帝权
miswrite	把……写得不当
hilly	多坡
homeopathist	同种疗法医师
unheated	未加热
contagium	接触传染物
needless	不需要
cockchafer	小金虫
nucleophilic	亲核的
mantic	预言
emmeniopathy	月经病
alienist	精神病医生
ddvp	敌敌畏
revisionary	校订的
siren	响着警报器行驶
ephemeral	短命
laudatory	赞美的
aigrette	白鹭
privilege	特别待遇
grubstake	食物物质的援助
devilled	蘸了很多芥末的
geographical	理
rude	无礼
ucky	令人厌恶的
hardy	难
exhortative	劝勉
lighting	点火
outsung	的过去分词
uninquiring	不打听的
frostbiting	驾滑冰船
pomatum	=pomade
bellboy	侍者
nucleal	=nuclear
astrictive	止血
scurrilously	下流
tubicorn	有洞角的
napalm	凝固汽油
via	通过
aerobee	高空探测初期用的一种火箭
retinene	维生素A醛
grate	壁炉
filly	活泼的
nonmonetary	非金融的
apatetic	拟色的
restfully	平安地
dimension	尺寸
disgustedly	厌烦地
newsvendor	书报摊贩
ailurophilia	爱猫癖
contrive	图谋
subhumid	半湿润气候
incrust	覆以皮
probably	或许
tache	搭扣
irgb	Red
unexpressive	=inexpressive
miscible	易混合的
depressed	降低
raptatorial	食肉的
riometer	宇宙噪声测量器
ribbing	田垄
tartufe	=Tartuffe
eudiometrical	量气管的
mobile	机动的
burnoose	=burnous
fissile	可分裂
ascertainment	探查
bpd	barrels
haft	装上柄
argute	尖
lamination	迭片结构
oeec	Organization
landlordly	房东
implacability	不安静
butcherly	无人性的地
foresighted	有先见之明
limitrophe	位于边界上
nudibranch	裸鳃亚目动物
unread	无学问
sadistic	残酷成性的
liminary	卷头的
transcurrent	横推的
skulker	偷偷隐躲起来的人
palaver	阿谀
abasement	降低
baptismal	洗礼
belibel	诽谤
glowworm	萤火虫
unshed	未吐露
lateral	侧面的
afloat	传播
mispleading	申诉
striking	惊人
intransitivize	使成为不及物
seclusive	爱孤独的
carpetweed	粟米草
detergent	清洁剂
fortyfold	四十倍的
smear	涂污
yammer	哭泣
soundless	无声
effectuate	完成
worked	处理过的
benares	贝拿勒斯(印度东北部城市瓦腊纳西
legendary	传奇文学
talocalcanean	距的
hesitance	踌躇
ectotropic	外生
lorryhop	沿途免费搭乘卡车旅行
byronic	拜伦的
adsorbent	吸附
yperite	芥子气
introductive	介绍
vicarial	教区牧师的
saxicavous	钻岩的
baculine	棒
doited	昏头的
grandfatherly	祖父似的
turnstone	翻石鹬
defence	答辩、辩护
kcps	千赫
chickenlivered	胆小
upward	向上的
blithe	高兴
amaldar	代理商
counterproof	反转打样
nervine	有镇定作用的
cosmonaut	航天员
victoriously	胜利地
strange	生疏
yore	昔时
plump	沉重地
fallen	的过去分词
typhlosole	纵褶
premarketing	上市销售以前的
existent	现存的
stonework	做石工的场所
orbicular	环状的
sputter	劈啪声
coypu	南美洲产的一种水栖动物
criminal	犯罪的
poculiform	杯状
lurcher	奸细
flunk	失败
naxos	纳克索斯岛
quinnat	大鳞大麻哈鱼
radicular	小根的
land	地带
hunchbacked	驼背的
unquestionable	毫无疑问的
malformed	难看
theses	指挥棒的朝下挥动
dysphoric	烦躁不安
fend	谋生
seafaring	水手工作的
sysop	站长
cap	帽子
icaaaa	Athletes
madid	泪汪汪的
gmat	time格林尼治天文平时
ambiguously	引起歧异
loose	释放
retiform	有交叉线
glareproof	防眩的
malassimilation	同化不良
diligent	勤勉
razzberry	=raspberry
drogue	浮标
grist	尤指磨成粉用谷物
pumiceous	轻石
cryology	冷藏学
cynicism	冷嘲热讽
yaf	for
literarily	文学上地
mealie	玉米
isopycnic	等密
visualizer	观察仪
scene	景色
validate	验证
radiological	放射线学
auditor	计员
potatory	耽于饮酒
osier	柳条做
matlo	水手
nonscheduled	不定期
rattling	极佳
observable	引人注目的
delation	告发
marrate	叙述
extensor	伸肌
morality	道德
oleo	人造黄油
prehnite	葡萄石
purpuric	有紫色的
somnambulant	患梦游症的
reichsmark	马克
musky	麝香似
unpleasure	不满足
sanguine	红腊笔
sheepskin	羊皮
humous	腐殖质
thalli	菌体
esteem	尊敬
natsopa	Assistants
deoxidate	=deoxidize
ostracism	放逐
unavoidably	无可奈何地
synallagmatic	双务
somatotopical	躯体特定区的
antimeric	体辐的
mutiny	造反
vicarious	代理人
pellicular	薄皮的
unmitre	摘除……的主教冠
courtliness	恳挚谦恭
irbm	ballistic
mucky	粪肥
ocellus	眼孔班
yellowwood	香槐
bantin	=banteng
imperceptive	无知觉能力
dunhuang	敦煌
biaxial	二轴的
groovy	很帅
worktable	缝纫桌
goatmoth	柳木蠹蛾
antiquarianize	沉迷于收集古物
hakeem	学者
saving	搭救
unsized	未上浆
apocope	字尾音消失
soul	精神
cdgps	Global
merton	默顿
husbandage	船舶管理费
equalizer	平衡装置
ginnery	轧棉厂
cornuted	妻子与人通奸
fuliginosity	黑褐阴沉的状态
manipulator	操纵者
george	男子名
captation	沽名钓誉
troglodyte	穴居人
argent	象银的
eleusinian	市的
predestine	注定
platitudinarian	平凡
scissor	截取
shutterbug	摄影爱好者
gloomy	阴郁的
roofed	屋顶的
formicate	群集
ostentatious	卖弄
haulabout	煤船
spiniform	脊柱形的
emotionalism	诉诸感情
hortative	劝告的
hallway	走廊
charge	控诉
repellant	=repellent
dicta	格言
burse	钱包
fidgety	不沉着
chronical	=chronic
cauterant	烙铁
calumnious	中伤
invisibility	看不见的东西
nachschlag	后倚音
downright	率直的
anticlastic	鞍形面的
schvartze	黑人
pock	麻子
iocu	国际消费者联盟组织
villeinage	隶农土地保有条件
liegeman	臣下
banefully	有毒地
monica	莫尼卡
donum	德南
hideously	非常讨厌地
rural	乡村风味的
unsheltered	无居所的
compound	混合
design	纲要
perch	杆
partizan	敌后游击队员
tabard	一种粗大衣
unselective	没有选择性的
batta	战时津贴
wscf	Christian
absquatulater	开小差者
feverous	发烧
demagoguery	散布谣言
chateau	城堡
harmlessly	无害
uncivilly	无礼地
atactic	不规则的
berwick	贝里克郡
doublethink	思想矛盾
succinctly	简便
leatheroid	人造革
mamillate	有乳头状突出物
chesterfieldian	温文儒雅
psat	Preliminary
controllable	可操纵的
oenophile	酒品尝家
creel	线轴架
pyramidal	锥体的
basketballer	篮球
cove	小湾
idolum	幻象
clabber	凝结
unbutton	解开钮扣
comeliness	好看
wee	极小的空间
whoopee	欢闹
fibrotic	纤维变性
corruption	贪污
signee	签名者
tangential	切线的
untorn	未撕开
separation	分开
ascosporous	囊孢子的
rehearse	排演
distributive	分布的
gamogenesis	两性生殖
loose	不精确
intermarry	通婚
posturize	使摆出特定姿势
tackle	捉住
brainwashing	洗脑
cornball	不懂世故
dirty	卑鄙
dividend	被除数
microplankton	小型浮游生物
jinnee	神灵
lithology	岩性
victoriously	获胜
ssid	Radio
recessive	逆行
stoical	不以苦乐为意的
redoubtable	可怕的
nobbily	华丽
outline	略述
trunk	躯干
barbiturate	巴比妥酸盐
volutin	异染质
slaggy	熔渣的
tuatara	大蜥蜴
falconer	以鹰狩猎者
swale	沼泽地
lineable	=linable
ambush	伏兵
participate	参与
embassage	大使
flourish	华饰
standing	常备
windchest	风箱
ascanius	阿斯卡尼俄斯
prelexical	词前的
frontlet	额
tarmacadam	柏油路材料
trigynous	具三雌蕊
atwitter	紧张的
immunize	使免疫
bifocal	双焦点的
vanda	万带兰
indeterminate	不确的
cephalate	有头
granddam	祖母
predicability	可断定
logy	呆呆的
severalfold	有几部分分
miraculous	不可思议的
scale	比例尺
arithmetic	算法
tripterous	三翅
female	妇女
tetrachloromethane	=carbon
alongside	在旁
fecaloid	粪便状
supervise	监督
sonofabitch	a
sackless	软弱无能的
osf	Francis
expositive	评注的
catarrhal	卡他的
oni	Intelligence
nehemias	=Nehemiah
bum	闹饮
radiesthesia	感应力学
spontaneously	自然地
ragger	新闻记者
convivial	欢宴的
exhaust	耗尽
mut	无足轻重的人
niellist	乌银镶嵌师
griselda	顺从而有耐心的女人
ashtray	烟灰缸
cotemporaneous	同时代
freak	畸形人
sphenoid	楔状骨
libertine	自由思想家
forgetfully	不注意地
intermetallic	金属间的
echolocation	回声定位法
ncte	of
retort	反击
aperitive	有轻泻效应的
torture	使弯曲
corruptive	腐败性的
rowton	罗顿屋
loanword	借用词
hermit	隐居者
succous	体液的
argyrol	含银液
decampment	撤营
pasture	牧
antimicrobial	抗菌
tribromoethanol	三溴乙醇
abstemious	有节制的
incarnadine	肉色的
fertility	肥沃
tulwar	曲刀
ultraleft	极左的
husk	削皮
inobservantness	怠慢
