trail	没精打采地走
out	明显地
vesicle	小泡
unbolt	打开
shag	粗毛
shakespeareana	莎士比亚研究资料汇编
heavy	沉重的
appealingly	哀求地
passionflower	西番莲
flush	奔流
inorb	围绕
misapplication	误用
reassess	再评价
althea	蜀癸属植物
reptilia	爬行动物
yardbird	新兵
southwesterly	向西南
variedly	各种各样
octad	八个一组
goiterogenic	=goitrogenic
kenspeckle	引人注意的
nongreen	不含叶绿素
eulogist	称赞者
claptrap	讨好
impalement	围住
inapplicable	不适用的
westy	Highland
loaner	债权人
counterphobic	反恐怖
episcopalian	美国圣公会教徒
hent	企图
exarate	足翅不贴着在身体上
npcf	Pollution
hand	指针
varia	杂物
leachate	沥出液
forcible	有说服力
humph	哼
farcy	鼻疽
square	彻底的
walnut	胡桃
hookey	多钩的
suspension	吊
monody	独唱颂歌
lionize	游览名胜
irascibly	易怒地
furfuraceous	糠的
plainchant	单声圣歌
soigne	整齐
electropositive	带阳电的
codex	法律
semiconducting	有半导体特性的
bethought	bethink的过去式和过去分词
ensepulcher	安葬
codebook	电报密码本
ferromagnesian	含有铁与镁的
cunt	女人
campbellite	基督门徒会教徒
newsmagazine	新闻杂志
amnionic	有羊膜
reprobate	非难
toxicomania	毒物瘾
fuzz	变成绒毛状
justly	正当
orbiculate	完整的
quadrable	可为平方的
superjacent	在上
mythologize	写神话
apocrine	顶泌
respectfully	谦恭地
yucatecan	尤卡坦人
tarred	涂了焦油的
unprescribed	自愿
creosote	木馏油
position	安置
adman	广告部门职员
tweedle	以音乐诱惑
antifederalism	非盟政主义
floorer	难以解答的试卷
infracostal	位于肋骨下面
sassy	时髦的
braggadocio	吹牛大王
cosigner	联合签署
saucebox	傲慢的家伙
readdress	改写受信人姓名地址
hydromancer	水占术
unverifiable	无法证实的
incondensable	不能凝缩
zugunruhe	迁徙兴奋
piezometry	压力测定
bellmouthed	钟口形
vermont	佛蒙特州
munificent	慷慨的
apoplectic	中风
coverer	包装工人
unhealthiness	有病
pedagoguism	儿童教授法
saint	成为圣徒
tetralogy	四部曲
compulsively	强制
overfraught	过于充满
pipestem	细长的东西
hydri	的所有格
virginal	七世纪的小型有键乐器
nidificant	筑巢的
repossess	复得
oversew	缝合
dogmatical	教义的
ericeticolous	成长在石南丛中
recurrent	周期性发生的
horticulturist	园艺家
choplogic	好辩的
medieval	中世纪的
building	建筑物
akkadian	阿卡得人的
cutout	删除部分
oxenstjerna	Count
recidivous	经常犯罪
cast	抛
lamp	灯
alg	globulin
unrelenting	无情的
interuniversity	大学校际
handlebar	手把
pob	box
whosit	=whoosis
quilter	绗缝附件
euphoriant	安乐药
busulphan	白消安
blackcoat	职员
cutinize	使充满蜡状质
greengrocery	青菜
accounting	会计学
deconvolution	反褶积
lonely	孤独
arblast	=arbalest
apperceive	洞察
rpg	Games
spasmolytic	解痉的
pastorly	牧师
deawood	韩国大宇集团
oxter	挽住……手臂
rusty	生了锈的
marasmus	消瘦
fenderboard	挡泥板
mdcccxcix	罗马数字
double	使加倍
larksome	嬉戏的
tanager	唐纳雀
alvera	阿尔维拉
cutlet	肉片
inspan	把牲口套于车上
bir	Revenue
moult	换毛
alimentative	富于营养
meanly	卑贱
housecraft	管家的技能
fakement	欺骗
plastosome	=chondriosome
overtop	高出
pineland	松林
refocillate	使振作精神
solecist	失礼者
unbarbered	未剃须的
baby	婴孩
weathermost	最上风
tv	Tuvalu
accessible	可理解的
sustainable	足可支撑的
sioux	苏人的
spiky	装有大钉
interrogate	询问
haversack	帆布背包
affirmatory	肯定的
sensually	官能地
pbx	exchange
amitriptyline	阿密曲替林
dodgems	碰碰车
masquerade	化妆舞会
back	向后
puree	煮成浓汤
flighty	轻浮
washing	洗涤
shebang	赌场
scute	鳞甲
nannyish	旧式
columbus	哥伦布
barbell	杠铃
annulose	有环的
trimetallic	三金属的
tympanic	鼓室的
piffling	不足道的
incurve	向内弯曲的事物
datum	资料
kent	英国东南部州名
baathist	叙利亚社会党党员
despatch	派遣
overfall	溢流
batrachian	无尾两栖动物
morillo	公牛颈背部肌肉
captivation	迷惑
doodad	新出品
bethel	圣
grouch	不高兴的人
supracrustal	上地壳
choice	宠爱
waldensian	韦而多教派
contrite	由悔悟引起的
supplicant	恳求
process	推移
undevout	不虔诚的
drainage	排泄
interdisciplinary	各学科间的
topmost	顶端的
indeterminable	不能决定
gloriously	辉煌
retch	作呕
karnaugh	卡诺图
paranoia	偏执狂
accoutrements	服装
usng	United
hawkshaw	侦探
iis	Information
outwardly	表面地
physiognomic	人相的
roguery	流氓行为
fasten	系
aeolian	伊奥利亚人
garget	乳房炎
utilization	利用
wrackful	毁坏的
edification	启迪
catty	猫的
warden	学监
zakiya	扎吉雅
steaminess	雾深
rassle	摔跤
atomics	原子学
beplaster	覆满
parade	阅兵场
paraplegia	下身麻痹
obstreperous	喧嚣
liaoning	辽宁
holmic	含钬
unassured	不确定的
dunk	浸
chromatophil	嗜染性
enlace	捆扎
zemindary	=zamindari
coaly	煤状
electrothermal	电热的
flagging	衰弱的
biplane	复翼飞机
rupee	卢比
arris	棱
sensation	耸人听闻
hedge	障碍物
topology	布局
loach	泥鳅
natalist	鼓励生育者
preclusive	除外
subthreshold	低于最低限度
bovril	肉汁
saxicavous	钻岩
pallet	货盘
astonishing	可惊异
necromantic	降神术
uncorrectable	不能修复
truer	真的
hageman	哈格曼因子
origin	由来
mandamus	发训令
pigskin	猪皮革
irritating	气人的
zoosperm	游动孢子
tusky	有獠牙
unblushing	不客气的
acutilingual	尖舌的
insistently	坚持地
scission	分离
historied	史上所载的
pseudoclassic	伪古典
acetate	醋酸纤维素及其制成的产品
selectman	行政委员
antimonarchic	反君主制的
komatsu	小松
asyllabic	非音节的
fawny	近浅黄褐色的
hairy	毛似
microscale	微尺度
sneezy	打喷嚏的
kyrie	eleison
recommendable	值得推荐的
cordwood	以单位出售或成堆积之木材
begin	开始
farce	笑剧
quintessential	精髓
branch	分枝
taibei	台北
covenantee	订约人
impermeability	不能透过的性质
credited	记入贷方
ebulliometer	沸点测定器
murky	黑暗的
vexatious	伤脑筋
vegetative	植物
stickpin	领带夹
bland	温和的
slicker	雨衣
seashell	海贝壳
plesser	叩诊槌
formulation	用公式表示
effortless	不费力气
scruple	吩
fasti	岁时纪
unread	无学问的
striated	有细条的
frailish	无力的
picketboat	警哨巡逻艇
charmless	无魅力的
contumacy	拒不服从
trespass	罪过
interiorly	在内部
diplomate	获有官方证明的专科医师
incident	附带
kob	非洲水羚
hemagglutination	红血球凝聚
otherworldliness	理想世界
cramp	月经痛
lot	一块地
scintiscanner	闪烁扫描器
unshakeable	不可动摇
flexional	可弯曲的
incisory	切割用
brobdingnag	大人国
sciolous	知识浅薄的
complacent	得意的
absord	吸收
uproariously	喧嚣地
teens	十多岁
gerontophilia	亲老人癖
lathhouse	遮光育苗室
stomatology	口腔病学
cytochalasin	松胞素
voyageable	能航海
cdrom	只读光盘
nidifugous	孵出后立即离巢
enema	灌肠剂
demob	遣散
foe	敌人
hussif	针线盒
exurban	城市远郊的
hyperrectangle	超矩形
uriniferous	输尿
softgoods	非耐用品
kanaima	被恶鬼附身的人
underlying	优先的
burry	有粗喉音的
pcav	局部恒定角速度
chirognomy	观掌术
tubal	管的
salted	有免疫力的
abbreviatory	缩略
deathtrap	危险的建筑物
plunderage	掠夺
buckhorn	鹿角
pripet	普里皮亚特河
umbel	伞状花序
ogive	交错骨
nomadic	游牧的
viridescent	淡绿色的
develop	发展
cankered	溃疡的
lange	兰格
aurora	极光
nicy	糖果糕饼
triumphant	成功的
rapaciously	贪婪地
murray	默里
abegging	无人问津的
cabbagehead	笨蛋
transact	谈判
exterior	外部
nondiscrimination	不歧视/InEtErI/
usia	Agency
counterplan	替补计划
malacostracan	软甲亚纲的
emotionless	不露情感的
exospheric	外逸层
prise	捕获
distinguishable	可区别的
founder	奠基人
oceanic	海洋的
scant	不足的
pretended	虚假的
poppied	鸦片麻醉的
desertion	遗弃
devise	遗赠给
hemosiderin	血黄铁质
preappoint	预先指定
scheme	阴谋
denominative	自名词派生出来的动词
impleadable	控告的
underivative	不乏独创性
flammable	可燃性的
pyromaniac	放火狂的
deexcite	退激
uncommitted	未遂
syriac	古代叙利亚语
lophobranch	总鳃类的
analogic	类似的
laocoon	拉奥孔
scrap	剪下来的图片
ambidexter	十分灵光
whee	啊
lapidarian	碑文
summarily	立刻
deafening	震耳欲聋
babesiosis	巴贝西虫病
temperate	适度的
tetrazzini	烤制成脆皮
ceeb	Board
unexpired	未终止
unco	奇怪的
sss	选征兵役制
blarney	奉承话
attenuable	能稀释的
yowl	恸哭
antifertility	反受精的
raising	高岗
calcareously	石灰
authenticate	鉴别
vectorcardiogram	`vektE9kB:
concetto	矫揉造作的文体
autochthonal	土著的
gradus	练习曲集
colonize	殖民
streptothricosis	链丝菌病
strunzite	纤磷锰铁矿
sixpenny	六便士
reposefully	平稳地
unexaggerated	未夸张的
gold	金的
comparative	相当的
slimming	减轻体重的
courtlike	彬彬有礼
anonyma	无名动脉
water	水的
msp	Security
levoglucose	左旋葡萄糖
spinster	未婚妇女
roadway	车行道
blueish	带青色
interdependent	ly//
thermotherapy	温热疗法
meadow	牧场
cylindric	圆筒
pharaoh	暴君
veteran	经验丰富的
parachutist	伞兵
nitwitted	傻的
tellus	特勒斯
flagging	逐渐衰退
declensional	变格的
steamtight	汽密
kokura	现为北九州市
paneling	镶板
lycian	利西亚的
plummer	=plumber
incisive	激烈
rif	裁减
decarock	颓废派摇滚乐
divot	一块草皮
dysthymic	心境恶劣
beaker	大口杯
infrasonic	次声
parashah	律法书片段
blah	无聊的
multiped	多足的
vacuole	液泡
seamster	裁缝
sizing	胶料
patteran	=patrin
demisable	可让渡的
acceptable	可接受的
undisguisedly	公然
phenomenological	现象学
serous	血浆
fancy	自负
rout	溃退
heteroduplex	异源双链核酸分子
queenly	慷慨
whammy	晦气
lexigram	符号字
barbate	有须
ilocano	伊洛卡诺人的
barely	仅仅
gorsy	金雀花的
permeable	能透过的
stormy	多风暴的
underactivity	不够活跃
psid	square
esr	spin
crewman	机组乘务员
bfr	Under
stop	难倒
advertising	广告的
borborygmus	腹鸣
sexagesimal	以六十为分母的分数
inscriptionless	无题字
speedily	快快
precipitate	贸然轻率
infundibular	漏斗形
wash	粉刷
tortuous	曲折
regally	为王
society	……社
triangulation	三角测量
scenario	游戏的关
capable	可以……的
sweetheart	求爱
rinforzando	特别加重的
fifth	第五的
dayak	婆罗洲土著的一部族
unreflecting	无思虑
contest	争论
preclusion	阻止
initial	词首
stream	一串
evenminded	平静的
count	伯爵
ironworker	铁工场工人
illyrian	伊利里亚人
enhalo	使有光环
inferior	差
foolery	愚蠢
sloughy	泥泞的
dervish	苦修僧人
eradicable	可根除的
variety	多样性
discretely	分离
calescent	变热
homologous	一致
calcareousness	含钙
lacemaking	饰带
ingressive	进得去的
undissembling	不加掩盖
eia	Industries
microsporangiate	小孢子囊的
shoddy	翻制
other	从前的
doer	行为者
telpher	缆车的
almond	杏仁
colourbred	按特定毛色培育的
perfluorochemical	全氟化合物的
scoot	疾走
collocutor	参加谈话的人
satinize	给……打光
justly	正当地
hoofbound	兽蹄因病而感到疼痛紧缩
giraffine	像长颈鹿的
ingrowing	生进肉内的
separatory	分离性的
such	pro
disuse	废止
proteinic	蛋白质的
gasworker	煤气厂工人
daedalian	巧妙
babe	小孩
fleece	羊毛
seasonal	季节
washy	水分多的
oxidative	具有氧化特性
budding	少壮的
metamorphic	改变结构的
catbrier	金刚刺属植物
coalman	煤商
dogsleep	假寐
tumultuous	喧嚣
cadre	基础结构
regardant	注视的
fresnel	菲
discaire	选播迪斯科唱片的人
foughten	曾为战场
geanticline	大背斜层
anticaries	防龋的
loathing	讨厌
triumphant	狂欢
ferdinanda	费迪南达
idolater	追星族
astylar	无柱式的
for	为了
sequential	连续的
appurtenant	附属的
holomorphic	对当的
evenness	平均
whirlabout	旋转
quizzical	古怪的
mezzogiorno	意大利南部地区
ebracteate	无苞的
halidom	圣
grenoble	格勒诺布尔
ideational	设想的
radioteletype	无线电传打字电报机网络
unbearable	无法忍受的
aethereally	天上的
slipcover	覆盖物
rattling	非常
silenus	森林之神
esthesis	感觉
trination	同日由同一神父主持三次弥撒的庆祝活动
pyrenoid	淀粉核
rawhide	生牛皮鞭
wrecker	失事现场清理人
bicapsular	两蒴
prior	优先的
greensboro	格林斯博罗
homozygously	同型结合
garri	加里
bemazed	恍惚
tumidly	隆起地
yond	那边的
trinkum	=trinket
bacteremically	菌血症
salicetum	柳树园
cytomegalic	巨细胞的
irrevocably	不能取消
barefaced	厚颜无耻
flagitious	极恶的
storage	存储
emotional	情感的
athonite	阿陀斯山
home	家庭
toilworn	工作疲劳
aphorism	格言
suspender	悬挂物
intrada	前奏
sachet	香粉
muciferous	生黏液
riprap	乱石堆
prohibitor	禁止者
premaxilla	前颌骨
hitlerite	希特勒主义者的
numbfish	电鳗
whence	来处
proctorial	代诉人
tubule	小管
rattlepate	愚蠢多嘴的人
concoctive	捏造
eec	汽车废气排放系统
epical	英勇
nowaday	现在的
since	以后
jmb	Matriculation
cao	Administrative
lockbox	有锁的箱子
rollerdrome	旱冰溜冰场
chiller	使寒冷之人或事物
semimilitary	半军用的
thaddaeus	达太
allophonic	音位变体的
dropsy	浮肿
coq	feather
deadass	大笨蛋
willpower	意志力
sexualist	性主义者
impurity	不纯
twistification	扭曲
cyanate	氰酸盐
pedigreed	有来历
sportful	娱乐
wicked	恶劣的
fontal	本源的
evagination	外翻部份
skulduggery	使诈
solyanka	蔬菜肉汤
nameable	可指名
avianize	通过在鸡胚中重复培养减轻的毒力
cirrose	有触毛
numerical	用数字表示的
dioestrous	间情期
daemonic	恶魔的
acpi	Advanced
slip	Line
avail	有帮助
socket	孔
draft	草稿
complete	完全的
ashtoreth	阿什脱雷思
paragon	模范
amphitheater	竞技场
rubberize	用橡胶处理
moroni	莫罗尼
woodland	森林地
fluid	可另派用场的
naughty	没规矩
riproaring	骚动
compere	指挥
craving	渴望
tecnology	儿童学
paper	纸
qbe	by
faint	无力的
costuming	服装
unspiritual	尘世
contest	论争
plangent	轰鸣的
neoplasitc	新造型主义的
feracious	丰富
infantine	小孩似的
excitation	激感
fractionary	断片的
unsubstantial	不坚固的
tumorous	浮华
anamorphic	失真的
stormbound	因暴风雨而被困
multiparty	导致多党并存的选举制度
larghettos	稍慢乐章
wrote	write的过去式
mods	A
bloodless	冷酷的
fadeaway	低速曲球
woody	木头般
smart	大大
lgm	green
spindle	心轴
pierce	穿透
skimeister	滑雪能手
balustrade	栏杆
infeasible	不可实行
borsch	罗宋汤
underbuy	以较定价便宜的价格买进
mesonephros	中肾
imperia	司法权
devotedly	忠实地
hippocampi'	NULL)
irradiative	有启发作用的
wabbly	摆动的
bended	弯曲
chunderous	令人作呕的
hippolytus	希波吕托斯
asynergia	协同不能
vesicotomy	膀胱切开术
luxuriant	奢华
calefaction	加热
weather	使风化
goonda	流氓
holoscopic	纵观全局
euclidean	欧几里得的
motherhood	母亲身份
auriga	御夫座
glary	光辉
stager	老练的人
relativistic	相对论
iridaceous	鸢尾属的
internality	内在性
rhizophilous	寄生于根上
maldivian	马尔代夫
jollo	社交性聚会
ghaut	河边的石梯
transcortin	皮质素传递蛋白
fuliginous	烟垢的
fudge	逃避责任
dae	航空学博士
prayerless	不祈祷
wisely	精明地
silly	愚蠢
lyssophobia	狂犬病恐怖症
breathlessly	闷热的
nonbank	与银行无关的
stage	举行
phimosis	包皮过长
wob	washed
macadamize	简易地铺装
scraggy	凸凹不平
ramequin	小干酪蛋糕
insignia	徽章
objurgatory	非难的
classroom	教室
belletristic	纯文学的
lewdness	淫荡
contiguous	接近的
bullous	大疱
sortie	突围
translatese	=translationese
navvy	挖土机
gingery	姜味的
rachiodont	具脊齿
beneficially	获利
faithlessly	靠不住
enunciate	阐明
exhalable	可蒸发
cloddish	粗鲁的
floodgate	水闸
lockram	旧时英国产的)
red	革命
pronounced	显著
anamorphoscope	歪像转正的曲面镜
outrecuidance	目空一切
antibiotic	抗生素
avifauna	鸟类志
borickite	磷钙铁矿
vainglory	极度的虚荣心
compo	混合涂料
forficate	分叉的
fighter	战士
clubbed	棒状的
involuntarily	无心
ppcp	Platform
pilot	领航员
final	最终的
nervy	冷静的
blackout	灯火管制
tetrachloroethane	n/
pucka	第一流
polychresty	有多种用途的东西
tutty	未加工的氧化锌
immunise	使免疫
lumme	噢
actinotheraphy	放射疗法
bhoodan	捐地运动
deliverly	灵巧地
twain	双
inefficiently	无效率地
yaren	亚伦
courtesy	谦恭
xsl	Stylesheet
interbang	"?"
instant	直接
irreversibility	不可改变性
studiously	好学地
exfacto	根据事实
nethermost	最下面
inexactly	不正确地
sweetmouth	向……献媚
cainozoic	新生代的
peccavi	认罪
subchloride	低氯化物
leathercraft	皮革艺品
cero	大马鲛
sleeveless	无袖的
parnassian	希腊帕纳塞斯山
budo	武道
hrip	pace
identifiability	可辨认性
bracteal	似苞
tenebrescence	变色荧光
oceanological	有关海洋学的
tergiant	显示出背部
vhs	Video
invectively	恶言恶语
doughy	半熟
mediamorphosis	传媒歪曲
maravedi	铜币
lateral	边音
tapotement	叩抚法
parietal	学院生活的
virogenic	病毒原
supposition	假定
terrier	国防自卫队
shit	企图欺骗
cardsharping	职业性之诈赌手段
orbicular	完整的
wuxi	无锡
calfbound	用小牛皮作封面
admitted	被承认
argosy	商船队
pyemic	脓血症
meikle	=mickle
wiredrawn	抽成铁丝的
timebargain	期货买卖
brittany	布列塔尼
deficient	不完善
babycham	"杯杯香"
condensator	冷凝器
sporter	运动者
microcomputer	微型计
dissolute	风流
frigidarium	冷水浴室
microstomatous	小嘴的
crannied	裂缝的
san	Networks
sewer	下水道
hazily	朦胧地
stage	上演
easterly	向东方
fenestrate	有窗
platitudinous	陈腐
face	表情
noodlework	思考
puddening	船首碰垫
tortuous	转弯抹角
ftc	Commission
videography	摄像
divinely	象神一样
heliograph	用太阳摄影机拍摄
macroengineering	大规模工程
rangeland	牧场
undershrub	小灌木
rhabdome	=rhabdom
ethnomusicological	人种音乐学/y/`eWnEJ9mjU:zI`zIkE`lCdVIkLl/ad音乐学
mosstrooper	匪徒
icehouse	冰室
nonstriker	没有接到对方来球的击球员
commissionaire	守门员
refiner	精炼机
cabriole	跳跃中以脚碰脚的动作
renew	重新开始
defaulter	违反军规者
biopack	生命包
rushlike	像灯心草的
antasthmatic	镇喘剂
granivorous	食谷类的
bergen	卑尔根
reportable	可报告的
craggy	崎岖的
motherfucking	不要脸的
invective	漫骂
disulfate	=disulphate
fishkill	鱼难
stockpot	汤锅
nitrifier	氮化物
unproportionate	=disproportionate
catling	小猫
semideaf	不完全聋的
retrocognition	倒摄认知
wreck	失事船失事
sybaritic	柔弱的
luetic	梅毒
la	Republic
teachy	爱说教
ketosteroid	酮类固醇
gangman	一起工作的人
bicuspid	有两个尖头的
impenitent	不悔悟
wasteweir	弃水堰
blueprint	蓝图
foolish	可爱的
lichenaceous	青苔属的
album	照相簿
sandro	桑德罗
susceptive	敏感
petrarchan	sonnet
aga	大官
archly	顽皮
unparliamentary	违反议会法的
landblink	陆光
marrowless	无力的
sexivalent	六价的
laryngotracheitis	家禽呼吸气管病
disaffirm	取消
strainometer	伸长计
parmigiano	撒有帕尔马干酪
cluw	Women
tabard	传令所穿衣服
unsound	谬误
bottomless	无底的
brae	斜坡
openable	能开
zoosporangium	游动的孢子囊
chemiluminescnet	化学发光的
embosom	珍爱
feu	封
vulcanization	硫化
seconder	后援者
spicy	有风味
max	至多
mondrian	蒙德里安绘画风格的
gpl	General
osmeterium	Y腺
plasmal	浆醛
oversailing	挑出
nonstandard	不标准的
buttermilk	白脱牛奶
isoantigen	同种抗原
flexional	屈折
planking	加衬
unhealthy	不健康
tile	瓷砖
outfielder	外场手
deceit	欺骗
asme	Mechanical
vestiary	藏衣室
frankforter	=frankfurter
unmirthful	严肃
markarian	galaxy马卡林星系
geocentric	由地球中心所见成测量
pearlash	珍珠灰
limy	石灰似的
thermodiffusion	热扩散
multidisciplinary	包括各种学科
sociocentric	社会中心论
yob	游手好闲且而令人讨厌的人
derealize	使不现实
lawfulness	法制
ungimmicky	不耍花招
photomagnetism	光磁学
super	不重要的角色
wpm	words
potent	有力
flocculous	像毛状物
conquer	占领
eudipleural	左右对称的
topiary	修剪灌木
sri	Imperium
neighborless	孤独
bernard	伯纳德
agonising	苦闷的
exegetics	解经学
jade	玉制
salient	显著的
thermolabile	不耐热
fecaloid	似渣滓的
yachtie	帆船运动员
horehound	其苦汁
suprafacial	同侧
impendent	即将发生的
lionhearted	豪胆的
cargojet	喷气式运输机
elevator	升降机
restructure	更改结构
unfadingly	不凋萎
agama	飞龙科蜥蜴
pyxides	盖果
mnas	Academy
campshedding	=campshot
nc	新喀里多尼亚
cabinetwork	细木工
sigil	魔符
antewar	战争前
endobiotic	组织内寄生的
jorum	大碗型酒杯
botanize	研究植物
neonatal	初生的
boatload	船的载货量
detonation	爆裂
crappy	讨厌的
epidermis	表皮
odorize	给……添味
ranker	现役士兵
vegetal	生长
trigenic	三基因的
overslept	oversleep的过去式和过去分词
ectomorphic	瘦型体质的
crucifixion	刑罚
flabbily	松弛地
loadability	载荷能力
profile	外形
gofer	兼勤杂工作的办事员
guidepost	路标
sainted	成为圣人的
unneighbourly	不睦邻
clergy	牧师
everwhich	pro
revolted	起义的
threpsology	营养学
embryology	胚胎学
squirish	乡绅
rongalite	雕白粉
local	当
plant	栽培
immaculate	完美的
chlorite	亚氯酸盐
dilettantish	半吊子的
bracket	括弧
transylvania	特兰西瓦尼亚
smite	重击
culturalize	使受文化薰陶
genitourinary	泌尿生殖器的
fractious	倔强
fiber	=fibre
toothsome	可口
retire	就寝
permanganic	含最高价锰的
germanization	德语翻译
ankh	T形十字章
adamancy	坚强
solstice	至日
wally	大
cliffhang	扣人心弦
katharevousa	现代希腊语
despotically	专制
thriftless	浪费的
run	趋向
bea	比衣
hoveler	无执照领港员
saprobiology	腐生环境学
rough	粗暴
neoterize	创新辞
tafferel	船尾栏杆
familygram	家事简讯电报
repetitiousness	重复
dictionary	字典
desulfurize	除去硫磺
statoscope	灵敏高度表
biocytinase	生物胞素酶
saponated	皂化
insupportably	不能忍受地
narcosis	麻醉
unhappen	使未发生
neuston	漂浮生物
lincoln	林肯
centrism	中间派的政策
incurvate	内曲
undivulged	未经透露
considered	考虑过的
stride	步幅
comtian	实证哲学的
rhythmizable	使有节奏
humorless	一本正经的
earthborn	中长出
muley	母牛
landmine	地雷
airscape	航空照片
eudora	一种电子邮件软件
cool	冷静
ripe	熟
dichromat	二色视者
alternate	轮流
squeal	告密
resiny	=resinous
godward	向神
spuriously	伪造地
desipient	顽皮
securable	可得到
rabid	激烈
zoetic	有生命的
sureshot	神枪手
heimisch	家常的
aptotic	固定的
melodic	有旋律的
aomen	澳门
offset	胶印
sorta	有几分
musky	有麝香味
destination	目的地
subhuman	近似人类的
lousily	讨厌
algarroba	角豆树
playlet	短剧
msa	Agriculture
fork	耙
princekin	幼主
adjudgement	审判
shearing	剪羊毛
cauterant	腐蚀
wheaten	小麦制成
spectacularity	引人注目
fermentor	发酵桶
stride	跨过
soak	浸透
cherup	吱喳鸣声
procurance	取
jumper	跳高运动员
collude	勾结
canaliculated	有细管的
grue	雪
acetabuliform	碟状
ensepulcher	埋入墓中
incredibility	不能相信
smelt	精炼
sadist	虐待狂者
virion	毒粒
judicially	公平
philae	菲莱岛
fault	挑剔
vociferate	大声叫
slighting	藐视的
mahlerian	马勒乐曲的
fit	合适
scaphoid	舟骨
ramdac	数模转换器
gastronome	美食者
increately	非创造出来地
varioloid	类似天花的
plss	system
roentgenise	=roentgenize
acerbating	使烦恼的
nefarious	邪恶
sparkling	发泡的
undertake	担任
oreo	奥利奥奶油夹心巧克力饼干
series	丛书
endothermic	温血的
bedeck	修饰
scowl	皱眉头
sycophant	奉承者
aggradational	沉积
misjoinder	不合法的共同诉讼
flagitious	残忍
yolande	约兰德
concupiscent	好色
sancta	sanctum的复数
sly	狡猾的
thwartships	横向地
misaligned	线向不正
scatt	=scat
unstable	不稳定
pyroceram	耐高温陶瓷
orderliness	整洁
superserviceable	极肯帮忙
misaligned	未对准
confraternity	团体
refuse	拒绝
spermous	精液
leewardly	动辄要滑向下风处的
counteragent	反对的东西
brash	无礼的
cambodia	高棉
suppurative	化脓的
co	Origin
rage	大怒
pallet	扁平工具
override	代理佣金
sigla	siglum的复数
craftsperson	手艺人
taking	会传染的
digital	数字的
pinon	矮松
synthetically	综合
contrariwise	顽固地
tremendously	可怕
bavarian	巴伐利亚
nicotinize	使中烟碱毒
selsyn	自动同步机
paean	欢乐歌
alayne	阿莱恩
untrue	不真实
asahikawa	旭川
grademark	货品质量等级标记
unwanted	空闲的
semicylinder	半圆柱
unacknowledged	未答复
bipolar	双极的
snugly	整洁
counsel	劝告
purpure	纹章中的紫色
subjacent	在下级
several	几个
company	连队
argonautic	号船员
bahamas	巴哈马群岛
metonymical	换喻
pindus	品都斯山脉
detractress	女性恶意批评者
patroness	女资助人
somatological	比较体格学的
capriciously	任性地
impalpably	不能感知
hypotonicity	张力减退
inexpugnable	不能驳倒
appealing	吸引人的
faithfulness	正确
slack	不流畅
clause	子句
pitometer	流速计
quasar	恒星状球体
homonid	=hominid
mini	迷你型
lomentaceous	节荚
bemusement	困惑
irreciprocal	非互惠的
woefully	不幸地
unexpectedly	出乎意料地
crustification	=incrustation
gesticulation	手势
message	通讯
chirpily	嚓嚓叫地
divarication	分枝
dilutee	非熟练工人
sonance	有声状态
friendship	友谊
laingian	兰恩学说的追随者
nosocomial	医院的
dekare	=decare
rubdown	擦身
chemigraphy	化学镌版术
kiss	吻
winnower	风车
division	除法
pdm	特性驱动模型
somnial	睡梦中的
isomeric	同质异构的
dingbat	办法
unaspiring	无志气的
chiropractor	脊椎指压治疗者
uncatchable	抓不住的
volgograd	伏尔加格勒
gappy	有缺口的
misallocation	分配不当
andantino	小行板
hep	玫瑰
numskull	傻瓜
splosh	突然倒下的大量水
violin	小提琴
augustan	奥古斯都
nupe	National
standaway	撑开的
skittish	轻佻
submission	服从
unromantic	平庸
constipated	患便秘症
wimble	锥
insatiably	贪得无厌
graver	雕刻刀
inobtrusive	不冒失的
unvaryingly	从无变化
fruit	果类
triaxial	空间的
hereupon	于此
league	联盟
roseleaf	玫瑰花瓣
stoss	迎鼻崖
oceanics	海洋工程学
pictorialize	用图画说明
clear	清楚地
preagricultural	农业社会前
snot	蛮横无礼的人
navarchy	古希腊舰队指挥官职务
carpogenic	生果实的
interrupter	断续器
polynia	冰间湖
behest	吩咐
whish	呼呼声
basset	呈现
rented	租用的
caracara	长腿兀鹰
contrite	由悔悟引起
olla	土制冰瓮
iolite	=cordierite
sphere	球体
concatenation	串联
disallowable	可拒绝
crt	Ray
sterling	英币的
concyclic	在同一圆周上
foreclose	自称
southwardly	来自南方的
placard	布告
aurelian	蝶蛾研究家
seignory	领主权
labour	支持工党
betwixt	由……到……
unfamiliar	新奇
feverweed	刺芹属植物
detent	制动器
apogamous	无配子生殖
emma	艾玛
pythagorist	=Pythagorean
officer	政府官员
tetrafluoride	四氟化物
accuser	原告
carrie	卡丽
goldstar	韩国高仕达公司
ldc	Developed
agitational	鼓动性的
vlsm	变长子网掩码
upwafted	被向上飘送的
irritant	刺激
vistavision	超视综艺体
euphuist	用浮华词句的人
somatotonic	体力旺盛性格
dragoniye	使变成龙
febrifuge	退热
deflexed	向下弯曲的
prothoracic	前胸
aggrieve	令苦恼
finnicking	挑三拣四的
blutwurst	黑香肠
congregationalist	公理会的
novelty	新奇
mrcp	Member
baffle	为难
boastful	自负
nakedly	裸体
balzacian	巴尔扎克的
nasopharyngitis	鼻咽炎
