unknown	不知名的
reencounter	重逢
burgee	三角旗
adumbrative	预示
huskily	嘎声
ormolu	铜锌锡合金
bombardier	投弹手
rattling	很
expiration	呼出
unspilt	未流出的
eversible	可外翻的
lifesaver	救生者
cordial	兴奋
embryon	胚胎的"之义
ski	滑雪
petrosal	岩石的
fathead	傻瓜
traveled	富有旅行经验
female	妇女的
macrophotography	宏观照相
cao	Officer
ski	滑雪橇
rush	冲
foliage	植物
gladiatorial	争论的
maybe	或许
fuzzy	有绒毛的
insidious	阴险
ley	牧地
organized	有组织的参加工会的
bracing	裤吊带
bushmaster	毒蛇的一种
turnsick	家畜晕倒病
zing	对……挑剔
cresyl	=tolyl
astigmatic	散光的
recognition	赏识
unworthy	不足取的
tridimensional	三度空间的L`nAlEtI/
longtime	长时间的
outside	外界的
broadcast	播撒广播
laudatory	赞赏
semireligious	半宗教性
demographic	人口统计学的
polychaetan	疣足多刚毛
rudely	无礼
polytechnic	工艺的
alimental	富有养分
spent	用尽
savvy	知道
preindicate	预先指出
footwear	鞋类
cannibalize	吃人肉
ultimate	最终的
nebuly	=nebule
cling	紧贴
manito	神灵
slam	撞击
dalmatic	法衣
huzza	赞许
pod	豆荚
intangibly	模糊
floralize	饰以花
waltz	跳华尔兹舞
esol	Other
glider	滑翔机
crackdown	压迫
ccpit	中国国际贸易促进委员会
faraday	法拉第
alg	antilymphocyte
labyrinthitis	内耳炎
knucklebone	膝节骨
destructional	破坏的
manacle	脚镣
colourbred	按特定毛色培育
sharecrop	作佃农耕种
aculeated	尖锐的
scrupulously	多顾虑
trow	以为
applicably	适当地
pectinose	阿拉伯糖
coha	Affairs
relatival	关系代名词的
productively	有结果
elastomeric	人造橡胶的
vitellogenetic	=vitellogenous
crispbread	薄脆饼干
gk97	GameKnife97
lifer	职业军人
fleshpots	暖衣饱食
reflourish	再开花
hegemony	霸权
pleat	褶状物
watcher	岗哨
noseless	无鼻子的
scarce	稀有的
rabbinism	犹太的法学博士的教导
duplicity	搞两面派
familiarly	亲密
kansan	堪萨斯州
prentice	无经验的
descriptive	叙述
sovietise	=sovietize
eightieth	第八十
subemployment	不充分就业
fatimite	法蒂玛人的
shock	蓬乱的
plummet	铅锤
creedal	信经
untoward	倔强的
another	另一个人
mix	混淆
polytheist	多神教徒
dynamic	动力学的
aswoon	晕倒地
myelosclerosis	骨髓硬化
anticlerical	反圣职者的
ersatz	代用
subjugation	平息
hakeem	医生
supraorbital	眶上
deliriant	引起精神错乱的
visceralization	内脏病原体侵入
medichair	诊察椅
overinterpretation	引申过甚的解释
roundly	全面地
rediscount	重贴现
turbinate	陀螺状
considerately	体贴地
way	道路
tendentious	有倾向的
echoism	拟声
caravaggiesque	卡拉瓦乔的
bromidic	陈腐的
naturalisation	归化
underrun	低于估计的产量
honeylipped	甜言蜜语
villein	农奴
separably	可分离
heartsease	三色堇
compulsive	强迫的
rejective	排斥的
zanyism	笑剧
overbid	过高出价
semidiurnal	一天两次
peachful	宁静的
frith	狭窄的海岔
green	绿色
theory	意见
flush	激动
pretense	要求
vtp	中继协议
ceratin	form
pour	倾泻
tabetic	脊髓痨的
chanty	船歌
tuck	使隐藏
cacophonous	发音不和谐
abreast	并排
countercheck	防止
protostar	原恒星
downside	底侧
claudian	克劳狄
unhealthiness	不干净
expertize	做专业性判断
purchaseless	无立足点
saturate	使饱和
omnivorously	随手
precinct	范围
photoemission	光电子放射
terminally	一定时期
fallen	落下来的
causalgic	灼痛
autumnal	已过中年的
lifesaver	济急的人
countermand	撤消
anaemic	患贫血症
ost	and
shelfful	可装一架之量
jsp	Server
folkmote	群众大会
explicatory	解说
apiarian	养蜂
germanic	德国
vauntful	自负
stylops	捻翅虫
immensurable	无垠
acetaldehyde	醋醛
illuminable	可启发
antimonic	含锑
inconformity	不一致
glibly	流畅地
fair	展览会
autographical	亲笔的
reflow	落潮
gossoon	少年
nitrotrichloromethane	硝基三氯甲
regretful	惋惜的
jungian	研究易雍学说的人
around	大约
cashaw	红南瓜
gridiron	格状物
bottlebrush	天花菜类
pulseless	无脉动
expeditiousness	敏捷
skiascopy	X线透视检查
particularize	详细说明
voguey	流行
ytterbia	氧化镱
reversional	倒退
coacher	家庭老师
saffron	藏红花色的
everyman	普通人
accusable	有可非难之处的
plus	加的
businesslike	有条理的
tacky	有些粘
bale	货物
unexpected	意外
continued	继续
gait	训练……的步法
tremellose	胶状的
precompose	预作
deluxe	华丽
transversion	颠换
testament	遗嘱
scca	of
debouchure	河流的出口
adipic	来自脂肪
deet	避蚊胺
clypeate	有额板的
novelty	新颖
pseudocoelomate	有假腔
paillard	一块小牛肉
immersible	可浸入
outside	外界
habitacle	壁龛
rack	烧酒
acinus	葡萄状腺
draconic	古代执政官
excise	收税
mis	管理信息系统
hemostasis	止血法
dofunny	那东西
microparasite	寄生性微生物
purification	净化
lav	洗手间
insulating	绝缘的
artisan	技工
saddlery	出售马具的店
transplantation	移民
gasless	无气体的
ophthalmic	眼药
green	绿色物品
tell	断定
applicatively	合用地
tumble	倒塌
aca	Institute
some	少许
neuroblast	成神经细胞
aliphatic	脂肪质的
verapamil	异搏定
regard	看待
departure	启程
monkey	猴子
acouophonia	听诊
monumentalize	纪念
cofeature	辅助节目
detrain	下火车
brightness	智慧
epilation	脱毛法
popover	一种淡烤的酥饼
offscourings	渣滓
bft	二进制文件传输
visit	参观
nimiety	过多
substance	物质
anesthesiologist	麻醉学者
saponite	皂石
turkmenian	土库曼的
prefectural	方官
am	Modulation
afloat	飘浮
bicolor	二色
eyelash	睫毛
boiling	沸腾的
staff	杖
duckweed	浮萍
abstinence	节欲
apochromatic	高度消色
xml	解释扩展标记语言
diabolo	空竹
retraining	再训练
mgd	gallons
billowy	巨浪似的
hideaway	隐避处
ladder	袜子抽丝
ultramundane	世界之外
crepe	绉纱
glycerin	丙三醇
hereof	关于此点
neuroregulator	神经调节质
banns	结婚预告
diazo	二氮化合物
christmastide	圣诞节节期
upscale	迎合高层次消费者
jammy	粘上果酱
bruin	熊先生
choleric	易怒
snooze	瞌睡
issuable	争论
nebulize	使成喷雾状
overset	颠覆
telecentric	焦阑的
hexamine	=hexamethylenetetramine
blueprint	计划
cod	cash
kith	邻居
sucrose	蔗糖
epizootic	体外寄生
undutiful	未尽职的
assiduous	勤勉的
waltham	Forest
labyrinthodont	迷齿亚纲动物
incisive	深刻
enwrought	=inwrought
pierian	缪斯女神的
captress	女捕快
prancy	欢跃
wisperer	造谣生事者
exocoeiom	胚外体腔
reformable	可改进
morphinize	用吗啡麻醉
aquiline	象鹰
topknot	头饰
chamaephyte	地上芽植物
finish	使完美
banksia	拔克西木属
dichroism	二色性
consubstantial	同疼
parabomb	自动开伞空投器
greenlandic	格陵兰语
medal	授予……奖章
sorbian	索布人的
tephra	火山灰
techy	易怒的
spiedino	蘸面烤肉卷
hondurean	=Honduran
freshness	气味清新
waspie	妇女紧身带
incurrent	流入的
indagate	调查
pigment	色素
overweighted	重量超过
reinless	自由的
ligamentous	韧带
dayglow	白天气辉
swinishly	贪婪
agony	苦恼
perceptual	知觉的
homebred	没有教养
countersign	副署
calix	盏
tannia	=tania
salop	英国行政区之一
misgiving	疑虑
whiting	白垩
tail	尾巴
nuclear	中心的
troublous	纷乱
schistous	片岩质的
bleep	发出哔哔声
sidearm	侧投球
analysis	分析
prelatical	高位者
embayment	港湾形成
proturan	原尾虫
brisk	凛冽的
aggressive	侵略性的
unsound	不稳固
coffee	咖啡
accounts	帐目
duteously	守本分
proteide	含蛋白质
character	写
extremely	极端
heap	堆
iconologist	肖像学
captive	被迷住的
bitsy	极小
indented	犬牙交错
accord	符合
cyc	cycle
unionides	的复数
scissor	剪
delicate	微妙
depot	库房
coonhound	猎浣熊的猎犬
ringing	响亮
emotionless	不露情感
unprohibited	未阻止的
ligeance	领
irresponsive	无答复
envy	嫉妒
emotionality	情绪性
technocracy	技术统治论
homeliness	粗野
eightpence	八便士
unoiled	未上油
devastating	破坏性的
valorously	勇敢地
draftable	可征召入伍
visitation	探望
distillate	精华
nagger	爱唠叨的人
predigest	预先消化
damoclean	危险临头
admissible	可接纳
recrudescent	复发的
hydrometeorological	水文气象学gy/`haIdrEJ9mi:
royalty	皇室
uncomely	不恰当
signee	签字者
incendivity	可燃性
decane	十炭矫质
strait	艰难的
distal	末梢的
artillery	炮的总称
exegetical	评释
turgid	浮夸
rebate	给……回扣
yird	人间
daemonic	恶魔
mudstone	泥岩
haily	冰雹状的
governessy	家庭女教师似的
crackdown	打击
circular	循环
upland	丘陵
bonnily	快活地
postvaccinal	接种后的
fruitlessly	徒劳
riba	British
snowcreep	积雪徐动
polling	联接到另一主机查看电子信件或新闻
wafflestompers	宽底旅行鞋
fibrinosis	血内纤维蛋白过多症
ophidiarium	蛇馆
whittle	切
slag	炉渣
autumnal	秋
crotch	胯部
ammocete	鳃鳗幼体
vanadous	亚钒
allelopathy	植化相克
cmos	Complementary
haily	冰雹状
friendliness	友谊
mythological	神话的
bedlamite	狂人
brachylogy	简明
loggerhead	铁球棒
impendency	危急
modulate	调整
mirk	阴郁
echo	随声附和
foetor	=fetor
recursive	递归
shebang	妓院
floral	花似
pc	Car
unresponsive	反应迟钝
cpaffc	for
bifid	两半
chlorometer	氯量计
eurasia	欧亚大陆
cowhouse	牛舍
dry	口渴
tea	喝茶
porifer	多孔动物
backwardly	往后
rude	无礼的
gyplure	树虫杀
surveillant	监督的
clean	干净
available	接受探访
demented	失去本性的
aftertime	未来
pivotman	策应队员
wadding	软填料
gruel	使精疲力尽
bond	结合
hexastich	六行诗
scotopic	暗视的
glarney	玻璃弹子
pentad	五个一组
deration	解除配给
fear	畏惧
cote	栏
mopoke	枭
sex	区别……的性别
counterdevice	对抗装置
capsulotomy	囊切开术
decolorant	漂白的
areocentric	以火星为中心的
girdle	带状物
sucrase	蔗糖酶
drumbeater	担任广告的播音员
epiandrosterone	表雄酮
antasthmatic	气喘治疗剂
unjoined	未加入的
elective	有选举权
melodramatist	通俗剧作者
puffy	膨胀
atrocious	残暴的
proponent	提出认证遗嘱者
inarm	环抱
whiter	白
rsgb	Great
midlife	中年
pure	纯的
gastrulate	形成原肠胚
rail	责骂
projectionist	幻灯放映员
latinic	主要是拉丁性质的
defensibly	可保卫
pumpable	可用泵抽吸
multifilament	复丝
pluralise	=pluralize
ultramontane	山外之人
damoclean	达摩克利斯
limp	易曲
climate	思潮
straight	率直的
reindustrialization	再工业化
demandable	可请求的
canular	套管状的
tamarack	美洲落叶松
thiofuran	=thiophene
amusia	无歌唱能力
handfast	抓牢
uplight	向上照射的灯
trimly	整洁
transfixion	凝固
appear	出现
spiritedly	有精神
tragedienne	悲剧女演员
ipts	国际实用温标
psychopathology	精神病理学
capapie	完全
caffeine	茶精
frantically	狂暴
protrusive	凸出的
embargo	禁运
strongylosis	圆线虫病
mfp	Function
federal	联合的
salvar	=shalwar
demented	失去本性
alu	算术逻辑单元
parameter	参量
sluttish	懒惰
varvel	惊异
electrify	使电气化
chantable	易唱的
dissect	把……解剖
seat	使坐下
wet	多雨
repent	忏悔
luthern	=dormer
dastardly	懦弱的
overwinter	把……保存过冬
hebrew	希伯来人
coeternal	同为永远
adultery	通奸
upwafted	被向上飘送
lymphangiitis	=lymphangitis
fluster	慌慌张张的行动
federal	联邦的
capitoline	Capitol的山丘的
monopolistic	垄断
duodecimal	十二进制的
great	主要的
fardel	束
gliding	流畅
costive	沉默寡言
waterlogging	水浸
nonenzymic	非酶
mazuma	钱
unpriestly	不适于教士
regret	遗憾
superhawk	强硬派
tachysterol	速甾醇
coulter	犁刀
infanticidal	杀婴儿的
unveil	揭开
cyclopic	巨大的
zilch	无
this	今
quadrophonic	四声道的
pejoration	恶化
irradiance	光辉
socialistically	社会主义地
overnight	前夜
flabbily	无生气地
setover	超过位置
incabloc	防震装置
kilogrammeter	公斤米
bethel	礼拜堂
beady	有泡的
bookshelf	书架
curse	祸因
aviate	飞行
devotional	专心
numbly	麻木
geo	陡壁峡口
foregone	过去的
frse	Edinburgh爱丁堡皇家学会会员
observer	观察员
internally	在内
crisply	清楚地
plenteous	丰饶
ubiquity	普遍存在
ipm	每分钟英寸数
kapo	囚犯头
hypostases	坠积
ingestible	可摄取的
wrapping	包装纸
malaceous	苹果科的
seem	象是
yielding	屈从的
eclamptic	惊厥
foveolate	有小凹的
wetfastness	耐湿性
clonus	阵挛
slimly	苗条
sql	结构化查询语言
bryozoan	苔藓虫
saceur	Supreme
planer	刨工
moneyless	一文不名的
telluric	地球的
bushwa	空话
mib	Base
imply	暗示
intersexual	两性间
vaticinal	预言
impactful	有效的
refulgent	辉煌的
satisfy	使满意
flyer	飞行物
quadrillion	千之五次方
decennary	十年间的
vintage	制造年期
hera	Assisted
fire	给加燃料
anile	衰老的
rbi	In
antoninianus	第三世纪的罗马银币
ponce	男妓
celeriac	块根芹
drearily	沉寂
surrebutter	原告的第三次辩驳
exculpatory	辩解的
adventure	冒险的经历
reducible	可约的
ned	的昵称
televisionless	无电视机的
rhapsodical	狂想
methimazole	甲巯基咪唑
scavenge	从废物中提取
minuscule	用草写小字写的
nrotc	Naval
hhfa	Housing
quadrifid	四分裂
circulator	循环器
moravian	摩拉维亚
catastrophist	灾变说者
indurative	变硬
regulable	可控制的
sidelong	打横
impenitency	不悔改
lunatic	精神错乱的
unhallow	亵渎
ablaze	闪耀的
crudification	粗制滥造
desultorily	散漫
subfossil	亚化石的
cystamine	胱胺
linkswoman	女高尔夫球员
hopeful	怀有希望
hopefully	有希望
sermonesque	说教
photoinduction	光致引发
irisated	彩虹色的
superannuated	退休的
anatolian	安那托利亚语
dissidence	政见不同
fidget	慌张
devastating	全然
scrubber	洗刷者
oniomania	购买狂
nephrotoxic	对肾脏有害处
morphosis	形态形成
bait	折磨
feel	摸索
miliaria	栗疹
turnery	车床工厂
innocent	无知的
attend	留意
flippantly	轻率地
suspicion	怀疑
unicef	International
amuck	疯狂
hadhramautian	哈达拉毛族的
spirituelle	愉快
vaginotomy	阴道切开术
doctorate	博士头衔
cosmetician	化妆师
rabbet	槽口接缝处
delftware	代夫特陶器
photoinduced	光感生
martyr	折磨
frowardly	固执
ely	伊利
brethren	同胞
ptolemaist	托勒密体系的信徒
ploughshoe	犁托
sociologese	社会学家特有的写作风格
cuvierian	居维叶的
nuffin	没有东西
woadwaxen	=dyer''s
poesy	诗歌
suine	代白脱油
rasping	锉磨声
traffic	交易
unrelenting	无情
hoop	铁环
obituary	讣告
reedy	尖声
libyan	代利比亚语
revivable	可苏醒的
thickleaf	青锁龙属植物
gobi	戈壁
mail	邮寄
idomeneus	伊多梅纽斯
nonneoplastic	非肿瘤引起的
ericaceous	杜鹃科
gumptious	精力充沛的
enolization	烯醇化
symptom	症状
whisker	使有须
vermiculite	蛭石
interspinal	棘突间的
welt	伤痕
outlast	比……活得长
assertorily	断言地
cussed	乖僻的
rental	租用的
bestrew	布满
calculated	适当
triumphant	胜利的
fire	使发光
tony	Tony
encomiast	阿谀者
cozy	舒适的
medullary	脊髓的
semiarboreal	半树栖
frcp	皇家内科医师学会会员
remorsefully	极为懊悔
meself	=myself
shipboard	舷侧
carved	有雕刻的
euphoriant	使人欣快
ark	箱子
infrequency	罕见
fian	hunters]
arcadianism	牧歌般之情调
wollastonite	硅酸钙岩矿
kite	风筝
super	充当跑龙套的角色
antinational	反国家主义的
mainsail	主桅帆
niersteiner	尼尔施泰因白葡萄酒
zeebrugge	泽布勒赫
quagmiry	多泥泞
windowsill	窗沿
prang	飞机坠毁
pelles	佩莱斯
eelspear	刺捕鳗鱼的叉子
ungraceful	无礼貌
maladaptive	不适应
unnatural	不自然的
dubitatively	半信半疑地
slender	微弱的
pinnated	羽状的
scramble	混乱
lot	签
disk	磁碟片
piscary	捕鱼场
wordy	废话连篇
uto	Towns
spinosity	尖刻的话
thuringer	图林根香肠
recede	后退
sandpiper	矶鹞
knobby	多节的
serenely	沉着
pouch	钱袋
hypophyge	=apophyge
ovicidal	杀卵
combat	抗击
mealymouthed	不敢直说
murexide	红紫酸铵
milquetoast	意志薄弱的人
unventilated	空气不流畅的
lacerant	折磨人的
northwestwardly	西北的
roadworthiness	车辆之性能
holding	财产
topographic	形学上
heterosis	杂种优势
heaviest	巨大的
personify	使人格化
lapboard	膝板
zygote	接合子
diphtheritic	白喉的
lark	玩乐
peptic	助消化的
wysbygi	在获取之前所见
glairy	蛋白质
hoopster	篮球运动员
reinforce	求援
audiovisual	视听
irvine	警官
triethanolamine	三羟乙基胺
conspire	凑合起来
homonuclear	共核
arboraceous	树木状
pocketful	满袋
argol	粗酒石
slowup	=slowdown
unimpugned	未受怀疑
orbicular	圆的
influxion	流入
normalization	正常化
suzerain	宗主国的
espial	侦探
bothnia	Gulf
inaptly	不适当
algidity	寒气
enterotoxemia	肠毒血病
underproductive	低生产
turk	土耳其人
hilac	ion
temperate	适度
quaker	贵格会会员
fluidonics	射流技术
strained	矫饰
clamour	吵闹
slavonia	斯拉沃尼亚
sloppy	潮湿的
awedness	表示敬畏
vane	叶片
crypt	地穴
nancified	搞同性恋的
brazen	厚颜无耻的
scleroprotein	硬蛋白质
sickly	有病
rematch	重赛
auburn	赤褐色
belting	带类
square	直角的
bracket	墙上凸出的托架
brisk	轻快的
intercellular	在细胞间
nematocystic	刺细胞的
pleasure	乐事
mischance	不幸
bmta	Association
airfreight	货物空运费
classically	古典主义
bravest	勇敢
reap	收割
dogged	顽强
tarry	逗留
disoriented	无判断力
affixation	附加
trinity	三人一个组
lentic	生活于静水中
overcare	杞忧
poofy	搞同性恋的
irreducible	不能削减
saccharise	使糖化
liable	有……倾向的
executive	实行的
secund	只在一边的
include	包括
shapeless	不成形
damagingly	非常
crisis	危机
rigmarolish	冗长废话的
sicko	有精神病的人
decant	轻轻倒出
gasiform	气体状的
antilithic	预防结石
preserver	保护者
vvip	important
quantitatively	数量上
tunis	突尼斯
increscent	增大的
restraining	遏制的
lilied	百合花覆盖的
synergic	协作的
outdoorsy	户外的
counterplan	反击计划
win95	美国微软公司的个人机用视窗95操作系统
caneware	蔗黄陶器
tuneable	谱好曲
aral	咸海
futurism	未来派
hajji	到麦加朝圣过的伊斯兰教徒
chrysarobin	驱虫豆素
monomial	单项
acta	Association
kiwanis	基瓦尼俱乐部
cancroid	蟹状的
troglobite	穴居动物
undulance	波状
indulgency	赦免
potbellied	大腹便便的
kittiwake	三趾鸥
vulgarity	粗俗语
sabbatize	把……作为安息日
droit	权利的对象
seedy	破旧的
cockalorum	小公鸡
countermine	将计就计
unpresentable	见不得人
bridle	缰绳
scivvy	=skivvy
rsc	Royal
palaeoanthropic	古人的
ladik	拉迪克地毯
methodology	方法论
polypus	水螅
cabobs	在串肉针上烧烤且调味甚厚的肉片
mobile	运动物体
sanctum	私室
dcmg	Dame
capacitance	电容
sublime	极端的
kokobeh	果皮粗糙的
residentiary	居住者
bundesrath	旧德意志之联邦议会
noctivagant	夜游的
adlittoral	浅水的
monohull	单体船
repoussage	凸纹饰物
intermarriage	联姻
sinuous	不老实的
section	地域
mailcatcher	邮包取送器
combine	结合
wellsite	钙交沸石
western	有西方特征的
reflex	反省
radiantly	清朗
people	使住人
unwinnable	不能取胜的
upright	竖立着
ramp	斜坡
host	主机
whistly	似口哨的
pandemonium	大混乱
sulfuretted	被硫化的
volatilise	=volatilize
gdr	原德意志民主共和国
whomp	重击
wakashan	瓦卡希语组
spinny	=spinney
photoactinic	能产生光化作用
descensive	向下
housebound	居家不外出
tempestuousness	剧烈
making	制造
scaramouch	胆小鬼
evaginable	外翻
ability	才干
fallow	休耕地
schizophrenia	精神分裂症
unfaithfully	不忠实
farmworker	农业工人
ier	乘数
suffosion	管流现象
preshrunk	加以防缩加工
shearing	剪取的羊毛
unexpected	想不到
escap	亚太经社会
hydri	Hydrus
spinosity	有刺
retook	retake的过去式
graveside	坟墓边
deportment	举止
unexpiated	未抵偿
unfathered	出处不明的
withdrawal	撤退
transplacental	经胎盘的
jwv	Jewish
coloured	有色
eupepsia	消化良好
scribble	潦草写成的东西
second	次货
tristful	阴沉
markedness	显著地位
parfocal	等焦面的
unwary	不警惕
mores	道德观念
immature	未完全发展
remains	遗体
copen	blue
jagged	参差不齐
paleogeology	古地质学
cephaloid	像头的
honoria	霍诺丽亚
injury	侮辱
madman	精神病患者
skill	熟练
feasible	可行
beetlehead	笨人
uncontrollable	无法控制
curvaceous	肉体美的
locker	上锁的人
boleyn	Anne博林
revival	再生效
abstemious	节约的
electrosol	电溶胶
stratopause	平流层顶
clipper	快速帆船修剪者
nonart	没有艺术价值
sasin	印度羚
outward	外出的
infielder	内场手
impiously	不虔诚地
infatuatedly	迷恋
peace	和睦
trotty	活泼的
chez	在
ketene	乙烯酮
consort	符合
gapemouthed	目瞪口呆
mucky	粪肥的
villainous	恶毒的
orally	口头上
lamed	希伯莱语第十二个字母
remediably	可救济地
identical	同样
endoplasm	内质
showup	排队成一队供识别的人
enspirit	=inspirit
acouphone	微音传达器
brent	黑雁
dyspeptic	患胃病
semitone	半音
midian	米甸
fireworks	激烈争论
intervertebral	椎间
voiced	浊音的
mungarian	匈牙利语
demo	民主党员
ac	Alternating
manila	马尼拉
prophylactic	预防药
snitch	偷
tonality	音调
cosmonaut	宇航员
vfr	目视飞行规则
rude	残暴
aerocade	飞机群
warring	战斗
epipetalous	花瓣上着生的
broadbrimmed	宽边的
minelayer	布雷舰
phonation	发声
whither	cin
ocherous	赭色
material	具体的
lauraldehyde	樟醛
childproof	能防止孩童瞎摸弄
ubykh	尤比克语
diageotropic	横生的
complimentary	问候
lazyboots	懒人
segregative	不喜欢交际
ddn	Data
ferredoxin	铁氧化还原蛋白
colotomy	人工肛门成形术
lorn	寂寞
polluting	玷污
uncultured	没有文化的
turd	可鄙的人
nation	国家
failure	失败者
help	补救办法
undistinguished	听不清
unlicked	不象样
arsenic	砷
still	照片
worldbeater	出人头地者
dignify	使尊荣
worldbeater	惊人之举
confect	配制
putrefactive	腐烂的
blender	搅拌机
swanky	爱出风头的
recognizably	可被认识地
formulaic	刻板
underrate	看轻
loud	喧吵的
his	他
wove	布纹
bowel	内部
ferocious	极度
signal	信号的
spermaduct	输精管
signiory	=signory
ataman	哥萨克
serve	侍候
fwpca	Pollution
complain	抱怨
swiple	打禾棍
deipnosophist	餐桌上的健谈者
chanson	小调
syncopate	词中省略
quarreler	争吵的人
crib	抄袭
saleratus	重碳酸钠
hektostere	=hectostere
expense	费钱之物
corrupt	混浊的
nowaday	现在
unenvious	不妒忌
leaping	跳跃
scruple	微量
merry	愉快的
mansard	双重斜坡的屋顶
recompose	重写
herniary	疝
wattlebird	垂耳鸦
lha	High
kickshaw	华而不实的小玩意
dejecta	粪便
roentgenoparent	用X光可以看见的
pygmyisn	像矮人
cultigen	分类学来源不详之生物或植物
spiracle	气门
discommendable	反对的
stridence	刺耳
moonstruck	多愁善感的
urologist	泌尿科医师
collegiate	学院
dropt	掉下
crib	婴儿床
legislation	立法
uncondemned	未受谴责的
epipastic	撒布用
declarative	宣言的
discernable	可认识
administrant	管理人
precipitantly	倒栽
ferry	来往行驶
unready	没有准备
scribe	犹太法学家
imbolden	鼓励
acetylide	乙炔化物
unorderly	杂乱的
revolted	起来反抗的
ding	钟声
deficient	不完善的
parallactic	视差
beneficent	仁慈的
patternmaking	制模
flopper	为图领取保证金而捏造事故的人
subluxation	不全脱位
arborescence	树木状
chlorinous	氯的
plant	安置
cold	冷淡的
nablus	纳布卢斯
nondollar	非美元地区的
scholarly	学者气质的
leave	动身
visitandine	圣母往见会修女
eiderdown	鸭的绒毛
still	还
cpi	Consumer
unforeseen	无法预料
substantia	nigra黑质
conveyer	让与人
tritish	有点陈腐
unsicker	不可信赖的
midmorning	早晨
fabulosity	非现实性
flocculous	丛毛状
renown	名声
nickelous	亚镍
atingle	刺痛的
capitoline	Jupiter神殿
timesaving	节省时间的
liven	具有活力
coprophilous	生长在粪便上
drowsily	睡
undro	Organization
hematogen	血色蛋白元
concretive	凝结性
granulation	使成粒状
compelling	引人注目
fervently	热诚地
potassic	含钾
toastmaster	主持人
hallmark	特点
scopula	=scopa
kiel	基尔
chromiderosis	色汗症
ashiver	发抖的
baneful	有害的
disciform	盘状
merienda	傍晚小吃
lordliness	权势
interfoliaceous	叶间
merciless	无慈悲心
capable	能干的
humanitarian	人道主义者
most	大多数
dobeying	洗衣服
twine	麻线
parsee	帕西人
asocial	自私的
millenarian	一千年
italiote'	NULL)
fitted	合身
intraoperative	外科手术进行时发生
show	展出
bleep	哔哔声
marplot	捣乱者
put	出发
stepbrother	同父异母
bungaloid	平房式
bushwhacking	砍伐丛林而前进
tabourine	=taborine
dentilabial	唇齿音的
bejewlled	以珠宝装饰的
lieabed	常睡懒觉的人
stop	击落
collywobbles	肚子疼
nasty	下流
directorate	理事之职
subtetanic	轻度抽搐的
bifolium	对折的书页
stolidly	迟钝地
oogenesis	成卵法
foreplay	前戏
mitered	戴礼冠的
tergant	显示出背部的
putzfrau	女清洁工
nonuple	九重
topless	无顶的
overreach	延伸过远
weird	神秘
monk	修道士
eacm	African
gasman	煤气表抄表员
unresponsive	无同情心
unenvious	不吝惜的
nomad	游牧的
cinefluoroscopy	荧光屏电影摄影检查术
foolish	傻
lovable	惹人爱的
bardling	末流诗人
ratel	猫的一种
wanderer	流浪者
bac	酒桶
churchwarden	教会委员
ductile	易教导的
temporary	临时的
anathematize	开除教籍
idol	幻象
mirk	黝暗
tent	帐篷
interstitial	裂缝的
haemodialysis	血液渗析
napless	磨破了
mucopurulent	黏脓性的
indaba	南非土人间的会议
dali	达利
amenities	令人愉快之事物
swept	扫频
approximative	接近
cartoon	动画片
various	多方面
upturned	翻过来
infrequency	很少发生
pupillary	学生的
edifying	教训性
phonic	声学的
sextillion	百万的六乘方
carzey	厕所
underdog	失败者
cochleate	螺旋形
spent	失去效能的
outsparkle	比……闪耀得更亮
spinous	难弄的
fictitious	假想的
flaring	俗丽的
immunodeficiency	免疫缺陷
virus	毒害
juris	法学博士
disulfoton	乙拌磷
outpouring	倾泄
lithotritize	用碎石器为……压碎膀胱结石
misspoken	念错
feverous	热病的
coenosarc	共肉
limp	柔软
countercheck	对抗方法
shyly	胆怯
clouted	凝固的
prefer	更喜欢
fractionary	分数的
chloracne	氯痤疮
shaky	摇晃
agog	热切地
unyieldingly	坚硬
lifeless	无生气
chokedamp	窒息瓦斯
silicious	=siliceous
birdman	鸟类学家
larcenist	盗贼
defog	从……除雾
pronounce	发音
scotch	苏格兰人
shift	移动
poppyseed	罂粟的种子
podocarpus	罗汉松
ultramicrotome	超微切片机
isocephalic	人像头部等高
produce	制造
yielding	出产的
piracy	非法翻印
wreckage	遭难
cordillera	山系
ghibelline	皇帝党员
atomism	原子论
coterminal	共终端
hegemonism	霸权主义
ectomorphic	外胚层体型的
promulgate	传播
artificial	假
lopsided	倾向一方的
eurhythmic	音乐舞蹈体操
glucoreceptor	葡
worried	闷闷不乐的
basidium	孢子台
isacoustic	与等声强有关
unsleeping	警觉的
smart	大大的
jowled	双下巴的
scallawag	饭桶
uncontroverted	无可置疑的
outgeneral	以指导凌驾
vane	风环
ballproof	防弹的
prophase	初期早期
anelasticity	滞弹性
importability	可输入
ferric	含铁
spyhole	窥视孔
chekhovian	契可夫式
maceration	泡软
braky	多刺丛的
argot	隐语
weatherly	能驶向上风
tong	用钳子钳起
inviolate	未受侵犯的
brow	表情
sandwort	鹅不食
embalm	使不朽
orchidectomy	=orchiectomy
edgily	刀口锐利
ideaed	主意多
unkindly	不近人情
interocular	两眼间的
billy	棍棒
reconcilably	可调停
hydropsychotherapy	水浴心理疗法
copier	抄写员
rheoscope	检电器
cestus	古罗马拳击者的手套
mythus	神话
vegetative	有关植物生长的
veil	帐
sexual	性别
excruciate	施酷刑
converge	聚合
