fondly	情柔地
hadj	赴麦加朝圣
improvisatory	即席的
tweedy	粗花呢制
festive	喜庆的
afrikaans	南非白人的
identity	一致
feebleminded	无决断
grenadier	精锐部队的士兵
valued	尊重的
shroff	收帐员
slanchwise	斜向地
calculator	计算机
rhodesoid	罗得西亚化石人
admirably	极好地
seawant	=seawan
amplidyne	电机放大机
biased	有偏的
worship	拜神
metronomic	节拍器的
unheard	未听到的
reduction	缩图
harborage	停泊处
pd	钯
cutdown	缩小的
peachful	安详的
avellan	四臂榛果形
secularize	使还俗
vienna	维也纳
msa	Master
follow	注视
fateful	致命性的
gorsy	金雀花
eliminator	消除器
dipcoat	蜡质防水皮层
balsam	香液
pertinent	有关
hyperglycaemia	多糖症
scent	线索
halfway	不彻底
motorize	使机动化
evaginable	外翻的
indicate	指出
notion	概念
wrest	拧
mingy	卑鄙的
electrohorticulture	电化园艺
trammel	阻碍
unformat	恢复格式化
dubiety	怀疑
catching	迷人的
quintain	刺枪靶
estonian	爱沙尼亚的
bundle	束
untidy	不整洁的
regardless	不顾
streamy	流水般的
swingeing	有力
multiplexing	多路技术
impi	南部非洲班图族的一队武士
moronic	低能的
wet	有雨
verdant	翠绿
concordance	和谐
evictor	逐出者
hypobarism	比重低于脑脊髓液
fasching	狂欢节
pollard	修剪树枝
entry	对土地的侵占
bureaucratese	官场话
woad	菘蓝
either	任一
colorific	产生颜色
thinness	薄
neoorthodox	新正统运动
stopped	停下来
subcortex	皮层下部
back	早过去
wa	美国华盛顿州邮递区号
bissel	少量
swanky	炫耀
hurl	猛掷
stuggy	健壮
zapatismo	萨帕塔主义
overwalk	行走过度
repressive	压制的
injectable	血管注射剂
agana	阿加尼亚
belowdecks	在甲板下
raconteuse	女说书者
labiality	唇音性
adversity	逆境
dicker	小生意
kudo	奖赏
inappropriately	不适当地
snog	爱抚
mastoid	乳般突起
edta	乙二胺四乙酸
nephrotic	肾病变的
calculably	可计算地
daunomycin	正定霉素
scrivello	小象牙
hymnology	赞美诗学
barroom	酒吧间
ungifted	无才能
trieste	的里雅斯特
torso	未完成的作品
inquisitress	女审讯者
unimpassioned	没有激情
hyperthermal	极高热
christianlike	如基督徒的
costotome	肋骨剪
cathar	卡特里派教徒
frere	团友
oldy	=oldie
brix	德国科学家]
trickish	狡猾的
shockheaded	头发乱蓬蓬的
whipsaw	狭边钩齿粗木锯
tenebrous	黑暗的
siphonaceous	虹吸管状的
interfacial	界面的
fattest	丰满的
autotrophic	自造营养物质
hudson	York
strict	严格的
exhibitionism	自我宣传癖
squall	狂风吹袭
designator	指定者
culet	多面体宝石的底面
menshevism	旧俄时期之孟什维克党的社会民主主义
greensick	患萎黄病贫血的
indolence	愈合缓慢
sporozoite	子孢子
squeezable	可逼迫
breathlessly	屏息
dreamy	多梦的
vulcanize	硫化
delos	得洛斯
unsolvable	无法解释的
unjoined	未结合
vergeboard	=bargeboard
mechanical	机械似的
sycosis	须疮
ampliation	延期裁决
intermediary	中间物
castalie	=Castalia
resolve	解决
telluric	地上的
yavis	资质聪明、
raucousness	沙哑声
flintily	坚硬地
heavy	重
drollery	笑话
kinless	无亲戚的
weaken	削弱
spirally	成螺旋形
thermogravimetry	分析法
adgb	英国防空
pluripresence	多地点同时降临
bernie	伯尼
pierian	皮埃里亚的
galanty	show影子戏
upgrade	提升
trick	骗局
erotogenic	动情的
obtainable	可到手
crabgrass	一种杂草
wacky	乖僻的
epitaxial	外延的
escapist	逃避现实者
abolition	废除奴隶制度
hpgc	按陀螺罗经航向
paddington	帕丁顿
piggish	馋嘴的
genuinely	真诚地
bittock	少许
anglistics	英语学
cock	翘起
gedankenexperiment	思维实验
styrene	苯乙烯
joint	联合的
misdeem	判断错
tympana	鼓室
verecund	忸怩
gilbertian	诙谐
submissively	顺从地
dispreader	向各方展开
blackfeet	Blackfoot的复数
spindle	杆
yugoslavia	南斯拉夫
dartre	皮肤病
consolatory	可藉慰
site	遗址
subaquatic	半水生
lugworm	沙躅属
prefatory	序文
endurant	能忍耐
quaestor	主管财务官吏
sequestration	没收
soundproof	隔音的
cluw	Union
commend	称赞
stingy	有刺
outtalk	讲得比……多
homicidal	杀气腾腾
glidingly	滑行地
alluring	诱惑的
handpick	用手摘
nattily	帅
sitomania	间发性善饥
embryotic	初期
shool	=shovel
foundation	基金
idolatrous	崇拜偶像的
