advisee	受教授指导选课的学生
ue	of
ue	America
ue	美国电气、无线电和机器工人联合会
newshound	新闻记者
achromycin	四环素
tussis	咳嗽
infuser	鼓吹者
bicornuate	双角的
bicornuate	双角
bicornuate	新月状的
bicornuate	新月状
groundage	停泊费
groundage	进港税
yellowstone	黄石国家公园
yellowstone	黄石河
backmarker	从起点起跑的运动员
backmarker	不享有让分优待的参赛者
hula	呼拉圈舞
hula	草裙舞
tokoloshe	托科洛希
quinacrine	奎纳克林
quinacrine	阿的平
messroom	食堂
uncharming	缺少魅力的
uncharming	缺少魅力
uncharming	不可爱的
uncharming	不可爱
uncharming	使人不愉快的
uncharming	使人不愉快
uncharming	可厌的
uncharming	可厌
kymography	记波照相术
kymography	记波法
cynologist	犬类学家
cynologist	狗学家
cynologist	精通养狗的人
ironise	=ironize
actinolite	阳起石
professorate	教授之职位或聘期
professorate	全体教授
psychoanalyst	心理分析学者
overeducate	使接受过多教育
ginzo	意大利人
nymphomania	慕雄
angiokeratoma	血管角质瘤
angiokeratoma	血管扩张性疣
lip	嘴唇
lip	唇缘
antigen	抗原
rearmost	最后的
rearmost	最后
hatbox	帽盒
duopoly	两家卖主垄断市场
inconscient	无意识的
inconscient	无意识
autarch	独裁者
autarch	专制者
carbuncled	有粉刺的
carbuncled	有粉刺
carbuncled	用红玉的
carbuncled	用红玉
nudie	裸体黄色影片
nudie	裸体照片
nudie	裸体表演
morning	早晨
morning	上午
noser	强烈逆风
noser	迎面强风
photronic	光电池的
photronic	光电池
saprobiology	腐生环境学
lou	卢
flexure	屈曲
flexure	弯曲部分
flexure	打褶
hemophilioid	类似血友病的
hemophilioid	类似血友病
deflexed	向下弯曲的
deflexed	向下弯曲
joyuce	James
joyuce	詹姆士
calfskin	小牛的皮
calfskin	犊皮所制的革
geriatrics	老人病学
geriatrics	老人病科
anticaries	防龋的
anticaries	防龋
clavate	棍棒状的
clavate	棍棒状
clavate	一端膨大的
clavate	一端膨大
ptyalectasis	涎管扩张
teched	神经不正常的
teched	神经不正常
tagraggery	杂乱的混合
tagraggery	乌合之众
perfector	press双面印刷机
spga	开关门阵列
clinical	临床的
clinical	临床
clinical	病房用的
clinical	病房用
expressionist	表现主义的
expressionist	表现主义
expressionist	表现派作家
tepidarium	温水浴间
triassic	三叠纪的
triassic	三叠纪
triassic	三叠系的
triassic	三叠系
triassic	三叠纪岩石的
triassic	三叠纪岩石
triassic	三叠纪
triassic	三叠系
triassic	三叠纪岩石
hydrotherapy	水治疗法
flanneled	穿法兰绒衣服的
flanneled	穿法兰绒衣服
actualistic	现实主义的
actualistic	现实主义
rheinland	=Rhineland
chonju	全州
branchial	鳃的
branchial	鳃
branchial	鳃状的
branchial	鳃状
schoolgirl	女生
schoolgirl	女学生
practic	=practical
embryon	表示"胚
embryon	胚胎的"之义
kogai	公害
kogai	环境污染
hinkty	=hincty
chagul	羊皮做的水壶
scanner	扫描器
scanner	扫描仪
lightpen	光笔
chaikovski	柴可夫斯基
wright	建造者
wright	制造者
juso	青年左派分子
specie	硬币
footwear	鞋类
thanatorium	死亡收容所
tinny	锡的
tinny	锡
tinny	含锡的
tinny	含锡
tinny	似锡的
tinny	似锡
merca	梅尔卡
deadeye	三孔滑轮
anglomaniac	亲英份子
anglomaniac	崇拜英国的人
tew	tactical
tew	early
tew	warning
tew	战术预警
floorboards	将汽车油门踏到底
antemeridiem	上午
antemeridiem	午前
sumless	无数的
sumless	无数
sumless	无数量的
sumless	无数量
glumpy	闷闷不乐的
glumpy	闷闷不乐
glumpy	忧郁的
glumpy	忧郁
glumpy	脾气坏的
glumpy	脾气坏
whoopla	喧哗
whoopla	狂欢
inglenook	炉边
dankness	阴湿
steeliness	钢制
steeliness	冷酷
steeliness	顽固
sublunar	月下的
sublunar	月下
sublunar	地上的
sublunar	上
coalman	煤商
coalman	送煤工人
backstretch	非终点直道
unevenness	不平坦
unevenness	不均衡
aeronef	飞机
landscaping	景观美化
festoonery	花彩装饰
festoonery	彩饰
unwatered	已排水的
unwatered	已排水
unwatered	未浇水的
unwatered	未浇水
unwatered	不供应水的
unwatered	不供应水
unwatered	干旱的
unwatered	干旱
tropolone	环庚三烯酚酮
cyetic	怀孕的
cyetic	怀孕
anglocentric	以英格兰为中心的
anglocentric	以英格兰为中心
insomuch	由于
insomuch	就此程度而言
conjuration	祈祷
conjuration	咒语
conjuration	魔法
masked	伪装
masked	戴面具的
masked	戴面具
unbroken	未破损的
unbroken	未破损
unbroken	完整的
unbroken	完整
unbroken	继续的
unbroken	继续
resuscitation	复生
resuscitation	复兴
heterotrophy	不是自养
scherzando	诙谐的
scherzando	诙谐
scherzando	戏谑的
scherzando	戏谑
scherzando	诙谐地
scherzando	诙谐
sloganeer	大量使用标语口号
sloganeer	标语口号作者
staig	小马
staig	马驹
unaffected	不矫揉造作的
unaffected	不矫揉造作
unaffected	自然的
unaffected	自然
unaffected	真挚的
unaffected	真挚
unaffected	未受影响的
unaffected	未受影响
unaffected	未被感动的
unaffected	未被感动
gem	宝石
gem	珍宝
gem	精华
gem	被喜爱的人
gem	美玉
horsecar	轨道马车
horsecar	运马货车
director	主任
director	主管
director	导演
director	董事
director	指挥仪
director	控制器
forbearing	忍耐的
forbearing	忍耐
forbearing	宽容的
forbearing	宽容
capstone	顶石
capstone	压顶石
capstone	顶点
capstone	顶点
worthless	无价值的
worthless	无价值
worthless	无益的
worthless	无益
handlebar	手把
handlebar	八字胡
unture	不正确的
unture	不正确
unture	不忠实的
unture	不忠实
unture	不合标准的
unture	不合标准
isaac	艾萨克
epigrammatist	警句家
epigrammatist	讽刺诗人
adjacence	接近
adjacence	毗连
slumberous	昏昏欲睡的
slumberous	昏昏欲睡
slumberous	催眠的
slumberous	催眠
fishes	双鱼宫
chronological	按年代顺序排列的
chronological	按年代顺序排列
nox	诺克斯氧化氮
marcescent	雕存的
marcescent	雕存
marcescent	带雕存部分的植物
flattery	谄媚
flattery	阿谀
flattery	巴结
flattery	奉承
flattery	捧场话
flattery	恭维话
flattery	谄媚的举动
sulfinyl	=sulphinyl
vaccinization	连续接种法
solenodon	沟齿鼠
unsophisticate	QnsE5fIstIkeItdness//
unsophisticate	不懂世/
unsophisticate	不懂世故的人
unsophisticate	Id/
unsophisticate	不懂世故凳
unsophisticate	单纯
catalytic	接触反应的
catalytic	接触反应
scuncheon	边框内侧
taxpayer	纳税人
taxpayer	所收租金只够支付地产税的建筑物
covary	共变
celloidin	火棉胶
celloidin	火棉
expectative	期待中的
expectative	期待中
expectative	预期的
expectative	预期
magdalene	从良的妓女
magdalene	妓女收容所
relapse	复发
relapse	回复原状
relapse	故态复萌
relapse	旧病复发
albizzia	合欢树
mumps	腮腺炎
bilicyanin	胆花青素
fantasist	幻想曲作曲家
phagocytose	=phagocytize
uncomfortably	不舒适地
uncomfortably	不舒适
uncomfortably	困难地
uncomfortably	困难
keelblock	龙骨墩
choli	短袖外套
lacrimal	泪腺的
lacrimal	泪腺
lacrimal	泪的
lacrimal	泪
lacrimal	满是泪水的
lacrimal	满是泪水
revolve	旋转
revolve	考虑
revolve	循环出现
poughite	碲铁矾
fuegian	人
fuegian	火地岛的
fuegian	火地岛
cary	卡里
extrahepatic	肝外的
extrahepatic	肝外
prehnite	葡萄石
outvoice	话讲得比……更响
pickeer	侦察
pickeer	搜索
burning	燃烧的
burning	燃烧
burning	强烈的
burning	强烈
burning	极严重的
burning	极严重
burning	燃烧
rigmo	=rigor
rigmo	mortis
muzzleloader	前装炮
muzzleloader	前装枪
clematis	铁线莲
eyeable	可见的
eyeable	可见
eyeable	赏心悦目的
eyeable	赏心悦目
polyglottism	=polyglotism
ruijin	瑞金
twelfthly	在第十二
protohippus	原马
parang	帕兰刀
cactaceous	仙人掌科的
cactaceous	仙人掌科
tack	大头钉
tack	粗缝
tack	行动方针
tack	食物
tack	以大头针钉住
tack	附加
tack	抢风航行
tack	作文字形移动
emendation	修订
emendation	校正
emendation	修正
lutz	后外钩点冰一周跳
paranormal	超过正常的
paranormal	超过正常
paranormal	超过正常范围的
paranormal	超过正常范围
reaganism	里根主义
reaganism	对里根主义的信奉
gesticulation	姿势
gesticulation	做姿势传达
gesticulation	手势
feminacy	女子的性格
feminacy	妇女的性质
alkalosis	碱毒症
gradin	阶梯的一级
sinapine	芥子酸胆碱
grammatology	写作学
heurism	启发式教育法
pinon	矮松
pinon	矮松果
eurhythmic	音乐舞蹈体操的
eurhythmic	音乐舞蹈体操
boblet	双人雪橇
lockian	=Lockean
photofission	光致裂变
demosthenes	德摩斯梯尼
demosthenes	古代希腊的雄辩家
saucier	调味汁厨师
rate	比率
rate	速度
rate	等级
rate	价格
rate	费用
rate	估价
rate	认为
rate	鉴定等级
rate	责骂
rate	被评价
rate	责骂
gerundive	动词状形容词
brahmanist	婆罗门教徒
bepuzzlement	困惑
derange	使错乱
derange	扰乱
derange	使精神错乱
derange	使发狂
wack	怪人
lobola	男方在婚前送给新娘的财礼
moccasin	鹿皮鞋
moccasin	软拖鞋
unhired	未租入的
unhired	未租入
unhired	未租用的
unhired	未租用
unhired	未雇用的
unhired	未雇用
mackinaw	方格纹毛毯
delaminate	将……分层
delaminate	分成细层
rugger	英式橄榄球
aghast	惊骇的
aghast	惊骇
aghast	吓呆的
aghast	吓呆
rubbly	碎石状的
rubbly	碎石状
rubbly	碎石构成的
rubbly	碎石构成
foppishly	浮华地
foppishly	浮华
foppishly	艳冶地
foppishly	艳冶
keypad	键区
unornamented	无装饰的
unornamented	无装饰
unornamented	朴素的
unornamented	朴素
unanimously	全体一致地
unanimously	全体一致
unanimously	无异议地
unanimously	无异议
meatworks	屠宰场
meatworks	肉类包装厂
snakemouth	红朱兰
disprovable	可证明为误的
disprovable	可证明为误
bladdernose	冠海豹
backwrap	背部装拉链的套衫
indigested	未消化的
indigested	未消化
indigested	杂乱的
indigested	杂乱
stragglingly	脱离队伍地
stragglingly	脱离队伍
stragglingly	落后地
stragglingly	落后
ratfink	卑鄙的人
counterclaim	反诉
counterclaim	反诉
counterclaim	索赔
toothache	牙痛
fullback	后卫
wittily	机智地
wittily	机智
wittily	机敏地
wittily	机敏
changeless	不变的
changeless	不变
changeless	稳定的
changeless	稳定
kennetic	认知的
kennetic	认知
pittypat	轻快之劈啪声
pittypat	噗噗跳的
pittypat	噗噗跳
pittypat	劈劈拍拍地
pittypat	劈劈拍拍
pittypat	卜卜作声地
pittypat	卜卜作声
pittypat	快步而行
hydrogasifier	加氢气化器
mistakable	易弄错的
mistakable	易弄错
flaxseed	亚麻子
flaxseed	亚麻仁
infected	被感染的
infected	被感染
thermoremanent	热剩磁的
thermoremanent	热剩磁
thermoremanent	热顽磁的
thermoremanent	热顽磁
moustachio	髭
moustachio	八字须
perennate	多年生长
novation	更新
novation	以新的代替
viscountess	子爵夫人
viscountess	女子爵
cornucopian	丰富的
cornucopian	丰富
cornucopian	丰饶的
cornucopian	丰饶
marsupialization	袋形缝术
marsupialization	造袋术
weiner	=wiener
inarguable	不容争辩的
inarguable	不容争辩
inarguable	没有疑问的
inarguable	没有疑问
smallshot	无足轻重的人
smallshot	小人物
milch	生乳的
milch	生乳
ammon	阿蒙神
transpositional	置换的
transpositional	置换
transpositional	变换的
transpositional	变换
transpositional	变调的
transpositional	变调
nicotiana	烟草
nicotiana	花烟草
yanqui	美国人
ghibli	朝向风
ghibli	基布利风
weekend	周末
weekend	周末休假
weekend	周末的
weekend	周末
weekend	度周末的
weekend	度周末
mercantilist	重商主义者
imparticipable	不可分享的
imparticipable	不可分享
imparticipable	不能共有的
imparticipable	不能共有
isologue	同构体
fathom	长度单位
fathom	测量深度
fathom	看穿
fathom	彻底了解
fathom	测深
fathom	进行探索
throe	剧痛
throe	阵痛
handbound	用手装订的
handbound	用手装订
haler	赫勒
duplation	二倍
duplation	双倍
kultur	沙文主义
kultur	军国主义
adipoma	脂肪瘤
roister	摆架子
roister	喝酒喧嚣
waste	废物
waste	浪费
waste	损耗
waste	消耗
waste	地面风化物
waste	垃圾
waste	荒地
waste	荒
waste	废弃的
waste	废弃
waste	荒芜的
waste	荒芜
waste	多余的
waste	多余
waste	浪费
waste	消耗
waste	使荒芜
waste	被浪费
waste	挥霍钱财
waste	变消瘦
waste	被损耗
puzzlehead	思想混乱的人
puzzlehead	头脑不清楚的人
blaw	=blow
ladin	拉汀语
ladin	说拉汀语的人
juana	胡安娜
hyperbole	夸张法
gibing	讥刺的
gibing	讥刺
gibing	嘲弄的
gibing	嘲弄
lunchroom	餐厅
conceit	原义:想法
conceit	意见
conceit	自负
conceit	幻想
conceit	狂妄
bubal	狷羚
bellbird	铃鸟
diallel	双列的
diallel	双列
diallel	双重的
diallel	双重
diallel	异雄同雌的
diallel	异雄同雌
multicellular	多细胞的
multicellular	多细胞
pancreatectomize	对……施胰切除术
gratuitous	免费的
gratuitous	免费
gratuitous	无理由的
gratuitous	无理由
nephridium	肾
nephridium	肾管
legitimacy	合法
creditable	可信的
creditable	可信
dagmar	达格玛
finlike	鳍状的
finlike	鳍状
eightscore	一百六十
terraneous	陆生的
terraneous	陆生
terraneous	生存于陆地上的
terraneous	生存于陆地上
breather	呼吸者
breather	喘息者
breather	剧烈的运动
yond	彼处的
yond	彼处
yond	那边的
yond	那边
leninism	列宁主义
passe	已过盛年的
passe	已过盛年
passe	凋谢的
passe	凋谢
ravenna	拉文纳
razon	拉松式制导炸弹
longer	比较久的
longer	比较久
longer	比较久
chemostat	恒化器
cabal	阴谋
cabal	策划阴谋
polymerizing	聚合
baffy	木制短高尔夫球棒
bootjack	脱靴器
llanero	大草原居民
investigatory	=investigative
infanta	郡主
infanta	公主
busily	忙碌地
busily	忙碌
episteme	知识
bellyband	腹带
bellyband	肚兜
alow	在船底
alow	向下
uteri	uterus的复数
misconduct	处理不当
misconduct	干坏事
misconduct	不正当的行为
misconduct	明知故犯
discerption	分开
discerption	断片
latinesque	如拉丁的
latinesque	如拉丁
latinesque	有拉丁特色的
latinesque	有拉丁特色
electrohorticulture	电化园艺
electrohorticulture	电气化园艺
hypsicephaly	尖头畸形
swellheaded	自大的
swellheaded	自大
swellheaded	骄傲的
swellheaded	骄傲
riouw	Archipelago=Riau
riouw	Archipelago
superradiant	超发光的
superradiant	超发光
superradiant	超辐射的
superradiant	超辐射
chemosorb	=chemisorb
mmx	Multimedia
mmx	Extensions
mmx	多媒体扩展指令集
disaffirm	废弃
disaffirm	否认
disaffirm	取消
biochemist	生物化学家
npr	National
npr	Public
npr	Radio
npr	国内公用无线电台
rob	抢夺
rob	抢掠
rob	剥夺
fricassee	炖重汁肉丁
fricassee	做炖肉丁
maddening	发狂
maddening	发狂的
maddening	发狂
inductive	诱导的
inductive	诱导
inductive	感应的
inductive	感应
godson	教子
xylography	木版术
xylography	木版印刷法
heliotaxis	向日性
heliotaxis	背日性
anachronous	时代错误的
anachronous	时代错误
anachronous	年代错误的
anachronous	年代错误
quaveringly	震动地
quaveringly	震动
quaveringly	颤音地
quaveringly	颤音
organotherapy	器官疗法
reallocate	再分配
reallocate	再指派
pediatrics	小儿科
otolaryngology	耳鼻喉学
provascular	原形成层的
provascular	原形成层
ferocious	凶恶的
ferocious	凶恶
ferocious	残忍的
ferocious	残忍
ferocious	凶猛的
ferocious	凶猛
ferocious	十分强烈的
ferocious	十分强烈
ferocious	极度的
ferocious	极度
idiocy	白痴
idiocy	白痴的行为
elitist	优秀人材
elitist	杰出者
elitist	优秀人材的
elitist	优秀人材
elitist	杰出者的
elitist	杰出者
fossilization	化石作用
nematocystic	刺细胞的
nematocystic	刺细胞
nectar	神酒
nectar	任何美味的饮料
nectar	花蜜
nectar	甘露
incompatibly	不相容地
incompatibly	不相容
incompatibly	矛盾地
incompatibly	矛盾
rhinopharyngeal	鼻咽的
rhinopharyngeal	鼻咽
indecomposable	不能分解的
indecomposable	不能分解
choiceness	精选
choiceness	优良
contaminative	污染的
contaminative	污染
contaminative	弄脏了的
contaminative	弄脏了
chabouk	一种长鞭
neurocirculatory	神经循环系统的
neurocirculatory	神经循环系统
apostrophize	加省略符号
apostrophize	顿呼
fluty	似笛声的
fluty	似笛声
fluty	柔软清澈的声音
diabolic	魔鬼似的
diabolic	魔鬼似
diabolic	残忍的
diabolic	残忍
basidiomycete	担子菌类
concent	允许
concent	答应
concent	同意
concent	答应
backpedal	倒踏脚踏板
backpedal	变卦
backpedal	后退
frug	扭摆舞
frug	跳扭摆舞
fslic	Federal
fslic	Savings
fslic	and
fslic	Loan
fslic	Insurance
fslic	Corporation
fslic	联邦储蓄与贷款保险公司
hingeless	无铰链的
hingeless	无铰链
regurgitate	反刍
abidjan	阿比让
tweet	鸣叫
tweet	小鸟啼叫
tweet	自录音再现装置发出的高音
cornered	有角的
cornered	有角
cornered	被逼至绝路的
cornered	被逼至绝路
provisional	临时的
provisional	临时
abbreviate	缩写
abbreviate	缩短
abbreviate	简化
abbreviate	简写成
abbreviate	缩写为
depict	描述
depict	描写
eurovision	欧洲电视网
clonic	阵挛的
clonic	阵挛
divulgate	=divulge
scoliosis	脊柱侧凸
divisive	区分的
divisive	区分
divisive	不和的
divisive	不和
divisive	分裂的
divisive	分裂
familiarly	亲密地
familiarly	亲密
familiarly	精通地
familiarly	精通
entophytic	内生植物的
entophytic	内生植物
peckish	饥饿的
peckish	饥饿
peckish	唠叨的
peckish	唠叨
thromboendarterectomy	血栓动脉内膜切除术
unfaithful	不诚实的
unfaithful	不诚实
unfaithful	不忠实的
unfaithful	不忠实
unfaithful	不准确的
unfaithful	不准确
consentient	同意的
consentient	同意
consentient	无异议的
consentient	无异议
bujumbura	布琼布拉(旧称乌松布拉
dionysos	狄厄尼索斯
frostbiting	驾滑冰船
ponderability	可秤性
ponderability	有重
polyelectrolyte	聚合电解质
toon	红椿
toon	马兰香椿
toon	红椿木
squelch	压制
stipule	托叶
resister	抵抗者
resister	反抗者
derailment	出轨
pitiably	可怜地
pitiably	可怜
pitiably	卑劣地
pitiably	卑劣
foretell	预言
foretell	预示
foretell	预测
ppcp	PowerPC
ppcp	Platform
ppcp	PowerPC操作平台
unitarian	一神论者
unitarian	一神教派信徒
unitarian	一神派的
unitarian	一神派
subtetanic	轻度强直的
subtetanic	轻度强直
subtetanic	轻度抽搐的
subtetanic	轻度抽搐
undam	从……撤去堤坝
undam	使从堤中涌出
undam	使如决堤般流出
ectostosis	软骨膜下骨化
hamah	=Hama
chill	寒意
chill	寒战
chill	寒心
chill	寒冷的
chill	寒冷
chill	扫兴的
chill	扫兴
chill	使冷
chill	变冷
chill	冷藏
pedal	踏板
pedal	踩……的踏板
dodad	=doodad
supermarket	超级市场
autochanger	自动换唱片机
autochanger	自动换片器
raucousness	沙哑声
raucousness	粗声
invulnerability	不会受伤害
invulnerability	刀枪不入
interborough	区与区之间的
interborough	区与区之间
tropophyte	湿旱生植物
decide	决定
decide	判决
skite	突然的一击
skite	一拳
sunnite	逊尼派
eruciform	毛虫状的
eruciform	毛虫状
ventriloquism	腹语术
ventriloquism	口技
tamely	温顺地
tamely	温顺
tamely	没骨气地
tamely	没骨气
sillily	愚蠢地
sillily	愚蠢
sillily	糊涂地
sillily	糊涂
shockheaded	头发乱蓬蓬的
shockheaded	头发乱蓬蓬
plattdeutsch	低地德语
drakestone	石片
annelid	环节动物
isoplastic	graft同基因移植物
isoplastic	等基因移植物
gymkhana	竞技场
gymkhana	比赛
gymkhana	运动会
amygdale	杏仁孔
kinetoplast	动基体
diastasis	脱骱
diastasis	心休息期
adipose	脂肪的
adipose	脂肪
adipose	肥胖的
adipose	肥胖
adipose	动物脂肪
restoral	=restoration
kinetosome	基体
kinetosome	动体
inaptly	不适当地
inaptly	不适当
inaptly	不合宜地
inaptly	不合宜
inaptly	笨拙地
inaptly	笨拙
fondly	亲爱地
fondly	亲爱
fondly	天真地
fondly	天真
fondly	盲目轻信地
fondly	盲目轻信
fondly	溺爱地
fondly	溺爱
fondly	怜爱地
fondly	怜爱
fondly	情柔地
fondly	情柔
irreciprocal	非交互的
irreciprocal	非交互
irreciprocal	非互惠的
irreciprocal	非互惠
windhover	茶隼
chillout	供暖不足
chillout	室温过低
redisplay	重新显示
redisplay	重新显示
zonian	巴拿马运河区的美国公民
detectaphone	窃听器
detectaphone	侦探用电话机
icy	冰冷的
icy	冰冷
icy	冷淡的
icy	冷淡
icy	盖着冰的
icy	盖着冰
symmetry	对称
symmetry	匀称
hansom	一马二轮之有盖双座小马车
wholesomely	卫生地
wholesomely	卫生
wholesomely	有益健康地
wholesomely	有益健康
intraspinal	脊柱内的
intraspinal	脊柱内
bract	苞叶
bract	苞
batter	击球手
batter	打坏
batter	猛击
whelp	幼兽
whelp	小狗
whelp	下崽
dacca	达卡
corpus	尸体
corpus	文集
corpus	本金
acritical	不危急的
acritical	不危急
acritical	不危险的
acritical	不危险
acritical	无极期的
acritical	无极期
laborious	勤劳的
laborious	勤劳
kasbah	城
kasbah	土民区
translatese	=translationese
exclusion	排除
exclusion	除外
exclusion	被排除在外的事物
parenchyma	实质
parenchyma	软组织
candlewood	作火炬用的烛材
candlewood	蜡烛木
cytogenics	细胞遗传学
pythonic	神谕的
pythonic	神谕
pythonic	预言的
pythonic	预言
pythonic	大蟒似的
pythonic	大蟒似
gneissic	片麻岩的
gneissic	片麻岩
gneissic	像片麻岩的
gneissic	像片麻岩
gneissic	有片麻岩石性质的
gneissic	有片麻岩石性质
lindesnes	林德斯内斯角
polymorphonuclear	分叶核的
polymorphonuclear	分叶核
toxicologically	毒物学地
toxicologically	毒物学
toxicologically	毒理学地
toxicologically	毒理学
aphorist	警句家
encephala'	NULL)
verbalization	以言语表现
verbalization	冗长
moisten	弄湿
moisten	变潮湿
ichthyophagy	食鱼
ichthyophagy	以鱼为食
kleptomania	盗窃癖
bhadon	印度历的6月
phos	=phoss
freeman	自由民
freeman	享有市民权的人
dts	Digital
dts	Theater
dts	Systems
dts	数字电影院系统
unverifiable	无法证实的
unverifiable	无法证实
unverifiable	无法核实的
unverifiable	无法核实
limner	画匠
limner	画家
koutekite	六方砷铜矿
unshirkable	无法逃避的
unshirkable	无法逃避
elk	麋鹿
elk	软鞣粗皮
henwife	养鸡妇
eia	Electronic
eia	Industries
eia	Association
eia	电子工业联合会
headworker	脑力劳动者
headworker	劳心者
deepfelt	深深感到的
deepfelt	深深感到
deepfelt	深切的
deepfelt	深切
haemolysin	溶血素
caseworker	社会工作者
walking	步行
walking	步行的
walking	步行
telesoftware	电传软件
trustfully	深信不疑地
trustfully	深信不疑
trustfully	信任地
trustfully	信任
cacuminal	翘舌音的
cacuminal	翘舌音
cacuminal	翘舌音
skidproof	防滑的
skidproof	防滑
enterology	肠病学
caravanserai	=caravansary
cycle	周期
cycle	循环
cycle	自行车
cycle	一段时间
cycle	整套
cycle	周波
cycle	循环
cycle	轮转
cycle	骑自行车
cycle	使循环
cycle	使轮转
clemmie	克莱米
hubei	湖北
argyria	银中毒
gerontophil	嗜耄癖的
gerontophil	嗜耄癖
gerontophil	亲老人癖的
gerontophil	亲老人癖
nephrectomy	肾切除术
geelong	季隆
ln	行
flabbergast	使大吃一惊
flabbergast	哑然失色
flabbergast	使目瞪口呆
pearlash	珍珠灰
anabolite	组成代谢物
tenebrescence	变色荧光
semicoma	轻昏迷
semicoma	半昏迷
yabby	小形螫虾的一种
cluw	Coalition
cluw	of
cluw	Labor
cluw	Union
cluw	Women
cluw	工会妇女联盟
descendant	子孙
descendant	后裔
descendant	后代
scathe	危害
scathe	损害
scathe	损伤
scathe	损伤
scathe	损害
scathe	伤害
scathe	痛斥
prizewinner	得奖人
hearken	倾听
thickheaded	笨的
thickheaded	笨
thickheaded	愚蠢的
thickheaded	愚蠢
cyperaceous	莎草科的
cyperaceous	莎草科
theodicean	神正论者
comble	顶点
comble	高潮
friendship	友谊
friendship	友好
excorticate	剥去……的外皮
masty	危险的东西
masty	危险的人
masty	肮脏的
masty	肮脏
masty	讨人厌的
masty	讨人厌
masty	不易解决的
masty	不易解决
planogamete	游动配子
masterwork	极品
masterwork	名著
ute	小卡车
ute	轻型货车
ute	轻便小货车
delightedly	欣喜地
delightedly	欣喜
delightedly	快乐地
delightedly	快乐
peaceably	和平地
peaceably	和平
peaceably	温和地
peaceably	温和
aedicula	小型建筑物
accelerate	加速
accelerate	促进
amperehour	安培时
whelk	峨螺
whelk	海螺
pallor	苍白
indirection	间接
fasciae	饰带
fasciae	招牌
larghetto	稍缓慢的
larghetto	稍缓慢
larghetto	稍缓慢地
larghetto	稍缓慢
larghetto	稍缓慢曲
medullated	有髓的
medullated	有髓
collogue	畅谈
collogue	密议
collogue	密谈
vitae	vita
vitae	的复数
brachycranic	圆颅型的
brachycranic	圆颅型
dux	成绩最优的学生
miscommunication	错误传达
americanize	使美国化
sparkproof	=sparkless
brimstony	似硫黄的
brimstony	似硫黄
brimstony	似地狱的
brimstony	似地狱
upheave	举起
upheave	推上去使上升
upheave	隆起
greenfinch	绿黄色科鸣鸟
hemagogue	通经药
castelet	小城堡
umbrage	树荫
umbrage	不快
orthographist	正字法学者
orthographist	拼字学者
patient	病人
patient	患者
patient	忍耐的
patient	忍耐
patient	耐心的
patient	耐心
outscore	得分超过
cryosorption	低温吸附
cryosorption	冷凝吸附
cyclitol	环多醇
custodianship	管理人之职务或地位
extragalactic	银河系外的
extragalactic	银河系外
baalim	Baal的复数
verbid	动词性单词
verbid	动词的非谓语形式
enthymeme	省略三段论法
kino	吉纳紫檀
montanian	=Montanan
northwards	面向北地
northwards	面向北
northwards	朝北地
northwards	朝北
thisbe	提斯柏
percurrent	到顶的
percurrent	到顶
clothe	给……穿衣
clothe	覆盖
alsatia	伦敦一地区
scrapheap	废料堆
scrapheap	废物堆
semainier	七斗橱
unhealthy	不健康的
unhealthy	不健康
unhealthy	对健康有害的
unhealthy	对健康有害
mussulman	伊斯兰教徒
mussulman	伊斯兰教徒的
mussulman	伊斯兰教徒
overtime	超时
overtime	加班
overtime	延长时间
overtime	超时的
overtime	超时
overtime	加班的
overtime	加班
overtime	加班地
overtime	加班
overtime	使超时
gaskin	束帆带
gaskin	束帆索
gaskin	后小腿
altiplano	高原
multibucket	多斗的
multibucket	多斗
once	一次
once	从前
once	曾经
once	一旦
prognathism	凸颌
prognathism	凸颚
drudgery	苦差事
drudgery	苦工
disyoke	使脱离桎
reemergence	再度出现
apagoge	反证法
knob	小块
knob	使有球形突出物
knob	鼓起
sacsac	萨克萨克椰子
kidlet	羔羊
kidlet	小山羊
rosario	罗萨里奥
applicatively	可适用地
applicatively	可适用
applicatively	合用地
applicatively	合用
ketosteroid	酮类固醇
evidence	明显
evidence	显著
evidence	明白
evidence	迹象
evidence	根据
evidence	证据
evidence	证物
unorganized	未加入工会的
unorganized	未加入工会
unorganized	无组织的
unorganized	无组织
unorganized	无条理的
unorganized	无条理
haiti	海地
haiti	海
slenderize	使细长
slenderize	使苗条
photography	摄影
photography	摄影术
danseuse	女芭蕾舞演员
homozygous	同型结合的
homozygous	同型结合
homozygous	纯合子的
homozygous	纯合子
plasmasol	原生质溶胶
preelection	预选
preelection	选举前的
preelection	选举前
jussive	命令的
jussive	命令
jussive	祈使的
jussive	祈使
equilibria	均衡
equilibria	均势
hydrophanous	水蛋白石的
hydrophanous	水蛋白石
hydrophanous	浸入水中变透明的
hydrophanous	浸入水中变透明
snaphaunce	早期燧发机
snaphaunce	燧发枪
glossotomy	舌切开术
woorali	=curare
invest	投～
invest	授予
invest	投资
serranid	鮨
squeg	作极不规则的振荡
eloign	把……移至远处
eloign	带走
precedents	引用单元
supernal	天上的
supernal	天上
supernal	神的
supernal	神
supernal	高的
supernal	高
supernal	超自然的
supernal	超自然
refrigerate	使冷却
refrigerate	使变冷
refrigerate	使清凉
refrigerate	冷藏
senega	美远志
senega	美远志根
alway	永远
alway	总是
