karstology	岩溶学
interstellar	星际
icaaaa	Intercollegiate
icaaaa	Association
icaaaa	of
icaaaa	Amateur
icaaaa	Athletes
icaaaa	of
icaaaa	America美国大学业余运动员协会
gargoylism	承溜口病
gargoylism	脂质软骨营养障碍
premeditated	预想的
premeditated	预想
premeditated	预谋的
premeditated	预谋
pdp	等离子体显示器
nongreen	非绿色的
nongreen	非绿色
nongreen	不含叶绿素的
nongreen	不含叶绿素
oogonium	卵原细胞
oogonium	藏卵器
helispherical	在球体上成螺旋状缠绕的
helispherical	在球体上成螺旋状缠绕
mimi	米米
plastogene	质体基因
labyrinthitis	迷路炎
labyrinthitis	内耳炎
constancy	不屈不挠
constancy	坚定不移
constancy	恒久不变的状态或性质
fourierism	傅立叶主义
fenceless	没有围墙的
fenceless	没有围墙
wondrous	令人惊奇的
wondrous	令人惊奇
wondrous	非常的
wondrous	非常
clatter	咔嗒
clatter	哗啦声
clatter	嘈杂的谈笑声
clatter	发出哗啦声
clatter	喧闹的谈笑
clatter	使卡搭卡搭的响
vii	罗马数字
vii	7
anathematize	开除教籍
anathematize	诅咒
anathematize	咒逐
tremulousness	发抖
tremulousness	胆小
zarzuela	说唱剧
zarzuela	人工养殖海味场
qmg	quartermaster
qmg	general
intentness	热心
intentness	专心的
intentness	专心
intentness	集中的
intentness	集中
curtailment	缩减
curtailment	缩短
coronavirus	日冕形病毒
coronavirus	冠状病毒
alabaman	阿拉巴马州人
airpark	小飞机场
ultimogeniture	幼子继承制
alacritous	快活的
alacritous	快活
alacritous	活泼的
alacritous	活泼
disinvestment	蚀本
disinvestment	收回投资
wineskin	葡萄酒囊
yep	是
maharaja	王公
restorative	有助于复元的
restorative	有助于复元
restorative	滋补剂
waec	West
waec	African
waec	Economic
waec	Community
waec	西非经济共同体
autogamic	自花受粉的
autogamic	自花受粉
dolichomorphic	部分肢体特别长的
dolichomorphic	部分肢体特别长
admirably	极好地
admirably	极好
admirably	美好地
admirably	美好
hogleg	"猪腿"手枪
aftershaft	后羽
aftershaft	副羽
aftershaft	后羽干
vehicle	交通工具
vehicle	车辆
vehicle	媒介物
vehicle	传达手段
scumboard	拦渣板
dissuade	劝阻
vertebrae	椎骨
heteronomous	他律的
heteronomous	他律
heteronomous	他治的
heteronomous	他治
heteronomous	受不同生长规律支配的
heteronomous	受不同生长规律支配
rounce	手动印刷机把手
revolt	反抗
revolt	起义
revolt	反叛
revolt	反感
revolt	厌恶
redo	再做
redo	重做
carnie	游乐场
carnie	游乐场管理员
rubytail	青蜂
flunkey	穿制服的仆役
flunkey	谄媚者
lepidopterous	鳞翅类的
lepidopterous	鳞翅类
divisional	分割的
divisional	分割
divisional	分区的
divisional	分区
divisional	师的除法的
divisional	师的除法
divisional	部门所有的
divisional	部门所有
dotard	老糊涂
dotard	年老昏愦之人
lightplane	轻型飞机
lightplane	私人小飞机
isobarically	恒压的
isobarically	恒压
pertinence	有关性
pertinence	相关性
pertinence	针对性
inthronization	=enthronization
reclusion	隐居遁世
reclusion	隐居生活
pontifical	罗马教皇的
pontifical	罗马教皇
pontifical	主教的
pontifical	主教
pontifical	大祭司的
pontifical	大祭司
pontifical	主教祭服及徽章
pontifical	主教仪典书
tenzon	=tenson
sphenopsid	木贼纲植物
katathermometer	冷却温度表
katathermometer	冷却率温度表
linguist	语言学家
limb	肢
limb	翼
limb	分支
enwrap	包裹
enwrap	围绕
enwrap	包围
genuinely	真诚地
genuinely	真诚
genuinely	诚实地
genuinely	诚实
polemology	战争研究
polemology	战争学
zoochore	由动物做传粉媒介的植物
applaud	拍手喝彩
applaud	称赞
applaud	赞同
battleplane	战斗机
parka	皮制大衣
oversweep	扫过
oversweep	掠过
acetarious	凉拌用的
acetarious	凉拌用
acetarious	拌生菜食用的
acetarious	拌生菜食用
boldfaced	厚颜的
boldfaced	厚颜
boldfaced	冒失的
boldfaced	冒失
boldfaced	粗体字的
boldfaced	粗体字
monobuoy	单浮筒
monobuoy	单点
pim	Personal
pim	Information
pim	Management
pim	个人信息管理
unfinished	未完成的
unfinished	未完成
unfinished	未琢磨的
unfinished	未琢磨
unfinished	未染色的
unfinished	未染色
prompting	促进
prompting	激励
prompting	提示
beneath	在……之下
beneath	在……之下
ozone	新鲜的空气
ozone	臭氧
hyperventilation	换气过度
hyperventilation	强力呼吸
redigest	再消化
redigest	重新领悟
eartab	=earflap
proverbially	如谚语所说的
proverbially	如谚语所说
proverbially	众所周知的
proverbially	众所周知
filmic	电影的
filmic	电影
filmic	象电影的
filmic	象电影
chef	厨师
ethosuximide	乙琥胺
algor	寒冷
simulacra	simulacrum的复数
hypergamous	与相同阶层的人结亲
hypergamous	与上层阶层或地位高贵的人联姻
tuque	双层编结御寒帽
way	路
way	路线
way	路途
way	习惯
way	行业
way	规模
way	道路
way	情形
way	中途
way	途中的
way	途中
way	远远地
way	远远
way	大大地
way	大大
way	非常
ventage	小口
ventage	小孔
ventage	空气孔
greenleek	澳大利亚绿鹦鹉
cagey	谨慎小心的
cagey	谨慎小心
cagey	精明的
cagey	精明
parti	合适的婚姻对象
parti	理想配偶
gitgo	开端
gitgo	开始
trainload	装载量
trainload	列车载重
irradiance	发光
irradiance	光辉
musically	音乐上
pa	Paname
pa	巴拿马
pa	私人助理
pa	PA
sincerely	真诚地
sincerely	真诚
slovene	斯洛文尼亚人的
slovene	斯洛文尼亚人
talion	以牙还牙的报复法
brimful	盈满的
brimful	盈满
brimful	满到边际的
brimful	满到边际
idiogram	染色体组型
idiogram	染色体模式图
monometer	单音步诗行
correct	正确的
correct	正确
correct	恰当的
correct	恰当
correct	端正的
correct	端正
correct	改正
correct	纠正
correct	告诫
correct	惩戒
coxcombical	花花公子的
coxcombical	花花公子
coxcombical	虚浮的
coxcombical	虚浮
coxcombical	浮夸的
coxcombical	浮夸
yachtsman	游艇驾驶者
yachtsman	游艇所有者
antimonarchic	反君主政体的
antimonarchic	反君主政体
antimonarchic	反君主制的
antimonarchic	反君主制
shogun	幕府时代的将军
chambertin	香贝坦红葡萄酒
deflorate	过了开花期的
deflorate	过了开花期
deflorate	已开过花的
deflorate	已开过花
cod	鳕
cod	cash
cod	on
cod	delivery
cod	货到付款
cod	COD
dote	昏聩
dote	溺爱
touchstone	试金石
touchstone	标准
synantherous	聚药的
synantherous	聚药
locomobile	自力推动车辆
locomobile	自力推动的
locomobile	自力推动
mozambique	莫桑比克
extra	额外的
extra	额外
extra	不包括在价目内的
extra	不包括在价目内
extra	特大的
extra	特大
extra	特佳的
extra	特佳
extra	特别地
extra	特别
extra	非常
extra	另外
extra	额外的人临时演员
duskily	微暗地
duskily	微暗
duskily	微黑地
duskily	微黑
undp	United
undp	Nations
undp	Development
undp	Program
undp	联合国开发计划署
yieldance	屈服
yieldance	让步
heteroatom	杂原子
heteroatom	杂环原子
vizor	面颊
vizor	腹面
haversack	干粮袋
haversack	帆布背包
sidebums	鬓角
infatuated	昏头昏脑的
infatuated	昏头昏脑
infatuated	入迷的
infatuated	入迷
dinge	黑人
hydrocoral	水螅珊瑚类
underwrite	签在……下
underwrite	给……保险
underwrite	签名
underwrite	承诺支付
underwrite	经营保险业
procephalic	原头的
procephalic	原头
experimenter	实验者
feigned	假的
feigned	假
feigned	伪装
feigned	做作的
feigned	做作
feigned	捏造的
feigned	捏造
carshops	车辆修理保养厂
athenaeum	雅典娜神庙
piloti	底层架空柱
forgiven	forgive的过去分词
porker	食用猪
porker	肥小猪
rylean	赖尔理论的
rylean	赖尔理论
rylean	赖尔方法的
rylean	赖尔方法
ascosporous	囊孢子的
ascosporous	囊孢子
piper	吹笛者
piper	风笛手
telebit	科学信息贮存和发送装置
postliminy	战后公民资格或财产的恢复权
violone	低音提琴
aperitive	轻泻剂
aperitive	通便药
aperitive	有轻泻效应的
aperitive	有轻泻效应
monospermy	单精入卵
monospermy	单精受精
pdm	特性驱动模型
discouraging	令人气馁的
discouraging	令人气馁
saanen	萨能奶山羊
antitrade	反贸易风的
antitrade	反贸易风
raiser	举起者
raiser	提出者
raiser	筹集者
raiser	饲养者
raiser	酵母
dixie	美国南部各州
dixie	美国南部
dixie	大铁锅
insigne	=insignia
geologist	地质学者
goethean	歌德的
goethean	歌德
goethean	歌德风格的
goethean	歌德风格
goethean	歌德派的
goethean	歌德派
goethean	歌德的崇拜者
thecodontian	=thecodont
zonked	醉酒的
zonked	醉酒
zonked	吸毒而恍惚的
zonked	吸毒而恍惚
zonked	服过麻醉药的
zonked	服过麻醉药
itt	International
itt	Telephone
itt	and
itt	Telegraph
itt	Corp
itt	美国国际电话电信公司
amentiferous	具葇荑花序的
amentiferous	具葇荑花序
notungulate	=notoungulate
phytobiology	植物生物学
grieve	伤心
grieve	忧伤
tenderometer	成熟测度计
chloramine	氯胺
pantomorphic	呈所有各种形状的
pantomorphic	呈所有各种形状
alloantigen	同种抗原
appetising	=appetizing
sbn	Standard
sbn	Book
sbn	Number
sbn	标准书号
extramarginal	意识以外的
extramarginal	意识以外
blowtorch	吹管
blowtorch	喷灯
vermes	vermis
vermes	的复数
consequence	结果
consequence	推理
consequence	推论
consequence	因果关系
consequence	重要的地位
ruefully	悲伤地
ruefully	悲伤
ruefully	可怜地
ruefully	可怜
rhomboidal	长斜方形的
rhomboidal	长斜方形
rhomboidal	长菱形的
rhomboidal	长菱形
homicidal	杀人的
homicidal	杀人
homicidal	行凶的
homicidal	行凶
homicidal	有杀人嗜好的
homicidal	有杀人嗜好
homicidal	杀气腾腾的
homicidal	杀气腾腾
rope	绳
rope	索
rope	绳索
rope	围起
passivation	钝化
deaerate	使除去空气
deaerate	从中除去气泡
mantid	螳螂
psalterion	=psaltery
phosphorylase	磷酸化酶
strawboard	硬纸板
touchback	持球触地
touchback	持球触
aja	Americans
aja	of
aja	Japanese
aja	ancestry
aja	日裔美国人
ponticello	琴马
ponticello	琴桥
geoduck	巨蚌的一种
hydrophily	水生
hydrophily	水媒
infuriate	狂怒的
infuriate	狂怒
infuriate	激怒
unnoticed	不引人注意的
unnoticed	不引人注意
unnoticed	被忽视的
unnoticed	被忽视
heraldry	纹章
heraldry	纹章学
saurophagous	以蜥蜴为食的
saurophagous	以蜥蜴为食
regnum	统治
regnum	统治期间
nccj	National
nccj	Conference
nccj	of
nccj	Christians
nccj	and
nccj	Jews
nccj	全国基督教徒和犹太教徒联合会
soredium	粉芽
inobservance	忽视
insistent	坚持不懈的
insistent	坚持不懈
max	至多
max	Max
max	马克斯
pedobaptist	幼儿洗礼论者
organ	器官
noiseless	无声的
noiseless	无声
noiseless	寂静的
noiseless	寂静
egotistical	自我本位的
egotistical	自我本位
egotistical	任性的
egotistical	任性
inobservant	疏忽的
inobservant	疏忽
inobservant	不遵守的
inobservant	不遵守
inobservant	不注意的
inobservant	不注意
workaround	工作区
capulet	凯普莱特
nllst	National
nllst	Lending
nllst	Library
nllst	for
nllst	Science
nllst	and
nllst	Technology
nllst	国立科学及技术出借图书馆
isogeneic	同基因的
isogeneic	同基因
isogeneic	同系的
isogeneic	同系
qse	qualified
qse	scientist
qse	and
qse	engineer
qse	合格的科学家和工程师
assemble	集合
assemble	聚集
assemble	装配
assemble	集合
ipts	International
ipts	Practical
ipts	Temperature
ipts	Scale
ipts	国际实用温标
ungrammatical	不合文法的
ungrammatical	不合文法
ungrammatical	非文法的
ungrammatical	非文法
ultrastructure	超微结构
ultrastructure	亚显微结构
torchlight	火炬之光
malvina	玛尔维娜
princesse	公主装的
princesse	公主装
princesse	紧身连衣裙的
princesse	紧身连衣裙
coexecutrix	共同执行人
pya	分
octosyllable	八音节字
octosyllable	八音节的诗句
dantesque	但丁式的
dantesque	但丁式
dantesque	庄重的
dantesque	庄重
pentameter	五步格诗
pentameter	有五音步的
pentameter	有五音步
hypoesthesia	感觉迟钝
hypoesthesia	触感减退
ekman	dredge埃克曼采泥器
rolamite	无摩擦滚轴
akene	瘦果
barbell	一种运动器械
barbell	杠铃
lawyeress	女律师
lilliputian	小人国居民的
lilliputian	小人国居民
lilliputian	小人国居民
lilliputian	侏儒
cornfield	小麦田
glimpse	一瞥
glimpse	一看
glimpse	瞥见
plantimal	植动融合体
tambura	=tamboura
ouagadougou	瓦加杜古
valentinite	锑华
unsurveyed	未测量过的
unsurveyed	未测量过
golly	神
golly	呀!
golly	发誓
golly	天哪!!
iguanodon	禽龙
disbennifit	不利
szeged	塞格德
contest	论争
contest	竞赛
contest	争论
contest	争辩
contest	竞赛
contest	争夺
capsulotomy	囊切开术
capsulotomy	被膜切开术
capsulotomy	晶状体切开术
fleetness	快速
fleetness	无常
oloroso	西班牙甜雪利酒
northeastwardly	向东北
northeastwardly	向东北的
northeastwardly	向东北
pusley	=purslane
sigillography	印记学
racon	雷达信号台
ptilopod	脚上有羽毛的
ptilopod	脚上有羽毛
nouakchott	努瓦克肖特
incoherently	无条理地
incoherently	无条理
ideographic	表意的
ideographic	表意
ideographic	表意字构成的
ideographic	表意字构成
passee	已过盛年的
passee	已过盛年
passee	凋谢的
passee	凋谢
forestry	林产
forestry	森林地
forestry	森林
forestry	林学
mezzo	适中的
mezzo	适中
mezzo	中间的
mezzo	中间
gently	轻轻地
gently	轻轻
gently	逐渐地
gently	逐渐
perch	栖木
perch	人所居的高位
perch	有利的地位
perch	杆
perch	河鲈
perch	栖息
perch	就位
perch	位于
haematoblast	血小板
haematoblast	成血细胞
reignite	再点火
reignite	再点燃
reignite	重新激起
chromatrope	旋转彩光板
chromatrope	旋转彩色板
blackboard	黑板
genappe	烧毛毛纱
gothicist	遵奉哥特风格者
snuffling	抽着鼻子的
snuffling	抽着鼻子
snuffling	假装虔诚的
snuffling	假装虔诚
hypo	硫化硫酸钠
hypo	海波
hypo	刺激
hypo	瘾君子
plaintive	悲哀的
plaintive	悲哀
plaintive	哀伤的
plaintive	哀伤
basophil	嗜碱细胞
basophil	大浅盆
perfusion	灌注
perfusion	充满
jambeau	胫甲
jambeau	护胫铠甲
offscourings	渣滓
offscourings	污物
thalli	菌体
sheepherding	牧羊
bioorganic	生物有机的
bioorganic	生物有机
unearned	不劳而获的
unearned	不劳而获
unearned	自然得到的
unearned	自然得到
unearned	不相称的
unearned	不相称
unearned	不应得的
unearned	不应
unfitting	不适当的
unfitting	不适当
unfitting	不相称的
unfitting	不相称
briber	行贿者
monofuel	单元燃料
sapric	含极腐烂生物的
sapric	含极腐烂生物
vote	投票
vote	选举
vote	选票
vote	选举权
vote	表决
vote	得票数
vote	投票
vote	选举
vote	投票选举
vote	投票决定
vote	公认
vote	建议
vote	使投票
megathere	大地懒
clannishly	派系地
clannishly	派系
clannishly	团结地
clannishly	团结
proctorship	代理人之职
necrotic	坏死的
necrotic	坏死
necrotic	坏疽的
necrotic	坏疽
necrotic	骨疽的
necrotic	骨疽
duration	持续时间
duration	为期
noncarcinogenic	非致癌的
noncarcinogenic	非致癌
noncarcinogenic	不促成癌的
noncarcinogenic	不促成癌
scarves	领带
scarves	桌巾
scarves	丝巾
anaclastic	屈折的
anaclastic	屈折
anaclastic	反曲的
anaclastic	反曲
repeal	废止
repeal	撤销
repeal	否定
repeal	放弃
repeal	废除
repeal	废除
repeal	撤销
gript	grip的过去式及过去分词
unnumbered	没有数的
unnumbered	没有数
unnumbered	数不清的
unnumbered	数不清
unnumbered	无数的
unnumbered	无数
unnumbered	未编号的
unnumbered	未编号
rechabite	绝对禁酒者
rechabite	禁酒会员
catridges	字体盒
footer	页脚
nonconformist	非国教徒
nonconformist	不遵奉英国国教的基督新教徒
nonconformist	不信奉英国国教的
nonconformist	不信奉英国国教
disinclination	厌恶
prizefighter	职业拳击手
disunite	不和
disunite	使分离
disunite	变得分离
septuple	七倍
septuple	乘以七
septuple	七的
septuple	七
septuple	七倍的
septuple	七倍
sanguinopurulent	含脓血的
sanguinopurulent	含脓血
monstrous	巨大的
monstrous	巨大
monstrous	畸形的
monstrous	畸形
monstrous	怪异的
monstrous	怪异
monstrous	恐怖的
monstrous	恐怖
monstrous	凶暴的
monstrous	凶暴
monstrous	难以置信的
monstrous	难以置信
monstrous	荒谬的
monstrous	荒谬
loneliness	孤独
loneliness	寂寞
underdog	失败者
underdog	受压迫者
coding	译码
meerschaum	海泡石
meerschaum	海泡石的烟斗
interfile	把……合并为一宗档案
interfile	把……归入档案
interfile	使归入系列
nunatak	冰原岛峰
knocker	门环
adina	艾迪娜
pinkwash	粉红色涂料
stane	=stone
hypostasis	根本原理
hypostasis	本质
hypostasis	原质
ndr	网络数据表示形式
handloader	自己装子弹的猎人
thuoughput	吞吐量
resail	再航行
bose	用撞杆叩
quechuan	盖丘亚人的
quechuan	盖丘亚人
magnetite	磁铁矿
crytic	隐含的
crytic	隐含
oxherd	牧牛人
drawn	draw的过去分词
drawn	拔出的
drawn	拔出
tetradynamous	四强雄蕊的
tetradynamous	四强雄蕊
frigidaria	保持低温房间
toastmistress	宴会女主持人
toastmistress	女祝酒提议人
harsh	粗糙的
harsh	粗糙
harsh	荒芜的
harsh	荒芜
harsh	苛刻的
harsh	苛刻
harsh	刺耳的
harsh	刺耳
harsh	刺目的
harsh	刺目
fetichist	盲目崇拜者
fetichist	拜物教徒
latifundia	latifundium的复数
impish	顽童似的
impish	顽童似
impish	似顽童的
impish	似顽童
impish	顽皮的
impish	顽皮
punditry	专家
apiary	养蜂场
apiary	蜂房
music	音乐
music	乐曲
lacune	缝隙
lacune	洼地
lacune	洼
mudflap	挡泥垂布
harpsichork	大键架
spatchcock	杀后马上烹调的鸡肉
spatchcock	杀后立刻烹调
spatchcock	急忙填写进去
spatchcock	插入
denny	丹尼
arthrodia	滑动关节
arthrodia	摩动关节
frypan	=frying
frypan	pan
tzitzis	=zizith
riverbank	河堤
riverbank	河岸
strandline	滨线
underlease	分租
underlease	转借
chow	中国狗中国人
birthstone	诞生石
hagiolater	圣徒崇拜者
alligator	产于美洲的鳄鱼
encroach	界线
monometallism	单本位制
endothermal	吸热的
endothermal	吸热
mortagage	抵押
mortagage	抵押
etruria	埃特鲁斯坎
chicane	诈骗
chicane	诈骗
chicane	无王牌的一手牌
clubland	俱乐部区
clubland	俱乐部街
bashfully	羞怯地
bashfully	羞怯
bashfully	内向地
bashfully	内向
timorous	胆小的
timorous	胆小
upstage	自负的
upstage	自负
larkishly	嬉戏地
larkishly	嬉戏
larkishly	好嬉戏地
larkishly	好嬉戏
mesoblast	中胚层
oeillade	媚眼
oeillade	秋波
diadromous	有扇状叶脉的
diadromous	有扇状叶脉
laniferous	有羊毛的
laniferous	有羊毛
razzia	掠夺性的军事袭击
rhapsodize	狂热地描述
rhapsodize	写狂想文
rhapsodize	作狂想曲
rhapsodize	狂热地说
malingerer	装病以逃避责任者
malingerer	装病的人
genital	生殖的
genital	生殖
genital	生殖器
saltus	跳越判断
saltus	逻辑的飞跃
eroica	Symphony
typesetting	排字的
typesetting	排字
stabling	马舍设备
stabling	马厩
hardhack	绣线菊属的植物
hypsometrically	测高术地
hypsometrically	测高术
ball	球
ball	球状物
ball	子弹
ball	舞会
ball	尽情地玩
metopon	麦托朋
metopon	甲基二氢吗啡酮
sporades	斯波拉提群岛
quatercentenary	400年的
quatercentenary	400年
quatercentenary	400周年纪念的
quatercentenary	400周年纪念
poetic	诗歌的
poetic	诗歌
preachify	讲道
preachify	唠唠叨叨地讲
durst	dare的过去分词
prescriptive	说明性的
prescriptive	说明性
hansel	新年礼物
hansel	贺礼
arioso	咏叹调的
arioso	咏叹调
arioso	好听的
arioso	好听
arioso	咏叹调
pregenital	性器官发育前的
pregenital	性器官发育前
pregenital	性前期的
pregenital	性前期
kamela	=kamala
venoconstriction	静脉缩窄
watcher	看守人
watcher	岗哨
watcher	观察者
watcher	注视者
nomadic	游牧的
nomadic	游牧
retia	网
retia	丛
retia	膜层
monoclonal	单克隆的
monoclonal	单克隆
inodorous	无气味的
inodorous	无气味
cotton	棉花
cotton	棉线
coliform	大肠菌
coliform	象大肠菌的
coliform	象大肠菌
zoar	避难所
email	电子信函
rebel	造反者
rebel	叛逆者
rebel	反抗者
rebel	叛乱者
rebel	造反的
rebel	造反
rebel	叛逆的
rebel	叛逆
rebel	反抗的
rebel	反抗
rebel	造反
rebel	反叛
rebel	反抗
rebel	叛乱
dageraad	黎明鱼
tonsillitic	扁桃腺炎的
tonsillitic	扁桃腺炎
reperforator	复孔机
reperforator	自动纸带穿孔机
indulgency	放纵
indulgency	赦免
goatfish	绯鲵鲣
nonmember	非会员
seawant	=seawan
ninepence	九便士
ninepence	九便士硬币
exogenous	外因的
exogenous	外因
postman	邮差
towmond	12个月
towmond	1年
jansenism	Jansen
jansenism	派的信条
lipotropic	抗脂肪肝的
lipotropic	抗脂肪肝
monophoto	莫诺照相排字机
kingfisher	鱼狗
kingfisher	翠鸟
revulsant	引起诱导的
revulsant	引起诱导
firedragon	喷火龙
annularly	环状地
annularly	环状
rarotonga	拉罗汤加岛
veining	叶脉的形成
veining	饰以脉纹
veining	脉纹的排列
surculous	有根出条的
surculous	有根出条
flyby	飞机或太空飞船的越过定点
flyby	飞越
nonself	异物
bacciferous	结浆果的
bacciferous	结浆果
shem	闪
endarterium	动脉内膜
endarterium	动脉内层
conventionally	按照惯例
conventionally	照常套
conventionally	照老例
boron	硼
banderol	小旗
banderol	飘带
proton	质子
outmatch	胜过
outmatch	优于
highchair	小孩吃饭时所用之高脚椅子
skyward	向天空的
skyward	向天空
skyward	向上的
skyward	向上
skyward	向天空地
skyward	向天空
pseudoclassic	拟古典的
pseudoclassic	拟古典
pseudoclassic	伪古典的
pseudoclassic	伪古典
pseudoclassic	拟古的
pseudoclassic	拟古
tervalent	三价的
tervalent	三价
egotism	自我中心
egotism	自尊自大
farriery	蹄铁术
farriery	马掌铺
farriery	蹄铁场
mizo	米佐人
individualism	个人主义
individualism	利己主义
pdq	Pretty
pdq	Damn
pdq	Quick
pdq	马上
pdq	立刻
pdq	很快
unfortunately	不幸地
unfortunately	不幸
rubstone	砥石
rpc	Royal
rpc	Pioneer
rpc	Corps
clamp	夹子
clamp	夹具
clamp	夹钳
clamp	夹住
clamp	夹紧
neologist	新语创造者
neologist	新语使用者
neologist	新教义信奉者
sitfast	坐輶瘤
hydric	氢气的
hydric	氢气
hydric	含氢的
hydric	含氢
acquirement	取得
acquirement	取
acquirement	习得
acquirement	习
sexagesimal	六十的
sexagesimal	六十
sexagesimal	六十进位的
sexagesimal	六十进位
sexagesimal	以六十为分母的分数
dingo	澳洲野狗
meistersinger	诗乐协会会员
subcommission	分设委员会
subcommission	专门委员会
thy	pro
thy	你的
thy	你
dichromatism	二色
dichromatism	二色性
dichromatism	二色视
coppery	含铜的
coppery	含铜
coppery	铜制的
coppery	铜制
coppery	铜一样的
coppery	铜一样
subcaudal	尾下的
subcaudal	尾下
hierocracy	僧侣统治
hierocracy	僧侣统治制度
semiuncial	半恩锡尔字体
semiuncial	半恩锡尔字体的字母
contemporaneous	同时期的
contemporaneous	同时期
contemporaneous	同时代的
contemporaneous	同时代
valetta	=Valletta
zoological	动物学的
zoological	动物学
binocle	双眼望远镜
outhaul	驶帆索
costuming	衣料
costuming	服装
luciferous	光亮的
luciferous	光亮
luciferous	光辉的
luciferous	光辉
luciferous	明确的
luciferous	明确
psychotropic	作用于精神的
psychotropic	作用于精神
semiautonomous	半自治的
semiautonomous	半自治
rhebok	短角羚
sparaxis	裂缘莲
sparaxis	水仙菖蒲
fellowship	伙伴关系
fellowship	交情
fellowship	团体
fellowship	奖学金
fellowship	友谊
ecstasize	入迷
holometabolous	完全变态的
holometabolous	完全变态
holometabolous	全变形的
holometabolous	全变形
oas	办公自动化系统
exophthalmus	眼球突出
proteolysis	蛋白质水解
tantivy	疾驱
tantivy	突进
tantivy	快跑
tantivy	狩猎时指示快追的喊声
tantivy	疾速的
tantivy	疾速
tantivy	快的
tantivy	快
tantivy	疾速地
tantivy	疾速
tantivy	int
tantivy	快跑!
pomfret	鲳鱼
pomfret	银鲳
favour	亲切
favour	宠爱
electrician	电工
electrician	电学家
affirmatory	确定的
affirmatory	确定
affirmatory	肯定的
affirmatory	肯定
affirmatory	承诺的
affirmatory	承诺
bpi	bytes
bpi	per
bpi	inch
bpi	字节/英寸
bpi	每英寸字节数。
modom	=madam
thermotropic	向热的
thermotropic	向热
thermotropic	向温的
thermotropic	向温
westabout	向西
copyboy	送稿件的工友
compressure	压缩
compressure	抑制
monosexual	单性别的
monosexual	单性别
dls	Doctor
dls	of
dls	Library
dls	Science图书馆学博士
death	死
death	死亡
death	致死的原因
death	毁灭
death	屠杀
cryoscopy	冰点测定学
athambia	冷静
athambia	沉着
athambia	不动声色
frascati	弗拉斯卡蒂白葡萄甜酒
netful	满网
yellowtop	紫莞科植物
yellowtop	一枝黄花
erotology	色情文学
erotology	色情文艺
schizothymia	分裂样人格
vitiator	损害的人
vitiator	使失效的人
buprestid	吉丁虫
barbary	北非伊斯兰教地区
modacrylic	人造纤维之一种
clairaudient	有超人听力的
clairaudient	有超人听力
clairaudient	听力特别敏感者
queenlike	女王般的
queenlike	女王般
fissile	易分裂的
fissile	易分裂
fissile	易裂的
fissile	易裂
fissile	分裂性的
fissile	分裂性
fissile	可分裂的
fissile	可分裂
fissile	裂变的
fissile	裂变
vibrancy	振动
vibrancy	振动性
vibrancy	活跃
vibrancy	响亮
cardiometer	心力测量器
cardiometer	心力计
cantal	法国硬干酪
benny	安非他明药片
eau	水
dernier	最后的
dernier	最后
dernier	最终的
dernier	最终
eidetic	异常清晰的
eidetic	异常清晰
karachi	卡拉奇
foreshots	初酿威士忌
forcipiform	钳状的
forcipiform	钳状
tongueless	无舌头的
tongueless	无舌头
tongueless	沉默的
tongueless	沉默
tongueless	哑的
tongueless	哑
reflectional	反射的
reflectional	反射
reflectional	反映的
reflectional	反映
tinker	做焊锅匠
tinker	笨拙的修补
tinker	修补
tinker	修补匠
tinker	焊锅
telangiectasia	=telangiectasis
flinthead	朱鹭
haystack	干草堆
biannulate	有二环纹的
biannulate	有二环纹
biannulate	具两个色环的
biannulate	具两个色环
devest	剥夺、褫夺
garishly	华丽地
garishly	华丽
sirupy	糖浆的
sirupy	糖浆
sirupy	象糖浆的
sirupy	象糖浆
stump	树桩
stump	残余
stump	烟头
stump	掘去树桩
stump	砍成树桩
stump	绊倒
stump	难住
stump	截去
insessorial	习惯于栖止的
insessorial	习惯于栖止
insessorial	适合于栖止的
insessorial	适合于栖止
fiducial	基准的
fiducial	基准
fiducial	根据信仰的
fiducial	根据信仰
fiducial	信托的
fiducial	信托
cenobian	寺院的
cenobian	寺院
cenobian	修道士的
cenobian	修道士
sonagram	声谱图
publication	出版物
publication	出版
publication	发行
publication	公布
publication	发表
cachou	口香糖
cachou	驱口臭片
komatsu	小松
dirigibility	操纵可能
unaspiring	无志气的
unaspiring	无志气
unaspiring	无抱负的
unaspiring	无抱负
unaspiring	无上进心的
unaspiring	无上进心
heliocentricism	太阳中心说
adenalgia	腺痛
oviferous	产卵的
oviferous	产卵
oviferous	带卵的
oviferous	带卵
editorship	编辑的地位职位
usis	United
usis	States
usis	Information
usis	Service
usis	美国新闻处
publican	收税员
publican	酒馆老板
hapteron	附著器
hierodule	圣役
eagerness	热心
chocolaty	加巧克力的
chocolaty	加巧克力
chocolaty	如巧克力般的
chocolaty	如巧克力般
sundown	日落
sundown	阔缘的女帽
leasehold	借贷的
leasehold	借贷
leasehold	租赁的
leasehold	租赁
leasehold	租赁权
leasehold	租赁
leasehold	租赁期
leasehold	租赁物
sulfapyrazine	=sulphapyrazine
rearmouse	=reremouse
woomera	=womera
problem	问题
problem	难题
essentialism	基本教育说
essentialism	实在说
scholarship	奖学金
scholarship	学问
scholarship	学识
deride	嘲弄
deride	嘲笑
squamaceous	有鳞的
squamaceous	有鳞
squamaceous	多鳞的
squamaceous	多鳞
squamaceous	鳞状的
squamaceous	鳞状
