mis	管理情报系统
corpsman	海军看护兵
myanmar	缅甸
run	跑
run	赛跑
run	奔跑
run	运转
run	趋向
run	跑
run	奔
run	逃跑
run	竞选
run	跑步
run	蔓延
run	进行
run	行驶
run	使跑
run	参赛
run	追究
run	使流
run	管理
run	运行
run	开动
run	熔化的
run	熔化
run	融化的
run	融化
run	浇铸的
run	浇铸
run	run的过去式和过去分词
paronychia	甲沟炎
ectocrine	外界微量影响物
cartelization	组成卡特尔
cartelization	组成企业联盟
building	建筑物
building	营造物
disannex	使分开
disannex	使脱节
splintage	使用夹板
fledgeling	刚长毛的鸟
fledgeling	初出茅庐者
unlooked	未经检查的
unlooked	未经检查
splitsaw	粗齿锯
observational	观察的
observational	观察
observational	观测的
observational	观测
soppy	湿透的
soppy	湿透
wanderjahr	漫游年
vetch	野豌豆
chorale	赞美诗
mylohyoid	Ⅰ
mylohyoid	下颌舌骨的
mylohyoid	下颌舌骨
gravidity	妊娠
gravidity	怀孕
mideast	=Middle
mideast	East
hypobranchial	鳃下的
hypobranchial	鳃下
chemolysis	化学分解
chemolysis	化学分析
rushing	急流的
rushing	急流
rushing	旺盛的
rushing	旺盛
waggoner	御夫座
phonometer	测音器
phonometer	音波测定器
lightsome	轻快的
lightsome	轻快
navalist	海军至上主义者
ligamental	韧带的
ligamental	韧带
proctitis	直肠炎
convalescence	逐渐康复
budgerigar	相思鹦鹉
klan	三K党
hierurgy	礼拜
hierurgy	礼拜式
scoreless	没得分的
scoreless	没得分
anisochronous	非等时同步
applewife	卖苹果之女人
prothesis	词首增添字母或音节
prothesis	圣餐的准备
prothesis	圣餐台
levallois	文化期的
levallois	文化期
reconcilable	可和解的
reconcilable	可和解
reconcilable	可调和的
reconcilable	可调和
syncaine	盐酸普鲁卡因
sliprail	活动栅栏
radiolarian	散线虫类的各类动物
radiolarian	放射虫
radiolarian	放射目的
radiolarian	放射目
phlebosclerosis	慢性静脉炎
phlebosclerosis	静脉硬化
reforest	重新造林
fiann	芬尼亚勇士团团员
photogenic	易上镜头的
photogenic	易上镜头
sulfuration	硫化
inexpiable	不能抵偿的
inexpiable	不能抵偿
inexpiable	不能平息的
inexpiable	不能平息
fludrocortisone	氟氢可的松
flattop	航空母舰
flattop	平顶的屋子
broadcloth	一种宽幅的细毛织品
broadcloth	一种精细棉布或人造丝织物
redescribe	重新描述
redescribe	完全重新描述
cormorant	鸬鹚
cormorant	贪婪的人
cormorant	贪婪的
cormorant	贪婪
rotund	圆形的
rotund	圆形
rotund	洪亮的
rotund	洪亮
flexional	可弯曲的
flexional	可弯曲
flexional	屈折的
flexional	屈折
speculative	投机的
speculative	投机
cellarer	葡萄酒库管理者
cellarer	衣食住管理员
landsman	同胞
landsman	未出过海的人
corrodibility	可腐蚀性的
corrodibility	可腐蚀性
hostageship	人质的地位
revolutionism	鼓吹革命
revolutionism	从事革命
vfr	visual
vfr	flight
vfr	rules
vfr	目视飞行规则
reforger	再造
reforger	新造
hatshepset	哈特谢普塞特
geophyte	地下芽植物
suppleness	易弯曲
suppleness	顺从
suppleness	柔软
hematocryal	冷血的
hematocryal	冷血
spud	小锄
spud	剥树皮的铲凿
spud	马铃薯
spud	用小锄锄
nuance	细微差别
prevenient	以前的
prevenient	以前
easterling	东方国家的人
incendive	易燃烧的
incendive	易燃烧
incendive	引火的
incendive	引火
zemindar	地主
zemindar	收田赋者
braincase	脑壳
aleph	希伯来文的第一个字母
efficacious	有效的
efficacious	有效
efficacious	灵验的
efficacious	灵验
recline	放置
ebb	退
ebb	弱
ebb	退潮
ebb	衰落
ebb	潮退
ebb	衰退
gorge	咽喉
gorge	胃
gorge	暴食
gorge	山峡
gorge	峡谷
gorge	障碍物
gorge	狼吞虎咽
gorge	塞饱
wongai	枣子
subdean	副助理监督
subdean	副助理主教
hairtail	带鱼
toyama	富山
fructify	富有成果
pint	品脱
heartstricken	悲痛欲绝的
heartstricken	悲痛欲绝
vibrotactile	震动触觉的
vibrotactile	震动触觉
transurethral	经尿道的
transurethral	经尿道
almsgiving	施舍
almsgiving	救济
cheater	骗子
cheater	欺诈者
cheater	背叛者
pythic	=Pythian
toper	豪饮者
toper	酒徒
mesocardium	心系膜
scolops	感橛
hardball	硬式棒球
astutely	敏捷地
astutely	敏捷
astutely	伶俐地
astutely	伶俐
catstep	陡坡上建的窄阶
labourite	英国劳工工党党员
rani	王妃
rani	王侯夫人
denunciate	公开指责
denunciate	公然抨击
denunciate	谴责
slezsko	=Silesia
waveform	波形
numerous	众多的
numerous	众多
numerous	许多的
numerous	许多
numerous	无数的
numerous	无数
palmated	掌状的
palmated	掌状
palmated	有蹼的
palmated	有蹼
foresleeve	前袖
foresleeve	可取下的前袖
cleavable	劈得开的
cleavable	劈得开
drinker	喝的人
drinker	酒徒
songkhla	宋卡
dead	死的
dead	死
dead	无感觉的
dead	无感觉
dead	呆板的
dead	呆板
dead	不流动的
dead	不流动
dead	废弃了的
dead	废弃了
dead	熄灭的
dead	熄灭
dead	死者
dead	完全地
dead	完全
dead	绝对的
dead	绝对
dead	突然的
dead	突然
calisaya	黄金鸡纳树皮
usib	United
usib	States
usib	Intelligence
usib	Board
usib	美国情报委员会
gainer	得利者
gainer	胜利者
gainer	获得者
euclidian	欧几里得的
euclidian	欧几里
euclidian	欧几里得几何学的
euclidian	欧几里得几何学
munition	军需品
munition	供给军需品
shmoo	什穆
shmoo	什穆模型
shmoo	玩具什穆
rowen	一季中牧草之第二度收割
rowen	割除后再生之草
patronizing	俨然以恩人态度的
patronizing	俨然以恩人态度
patronizing	要人领情的
patronizing	要人领情
paragraph	段
paragraph	节
paragraph	段落
outgas	除去……的气
pedicle	=pedicel
deodand	赎罪奉献物
dependence	依靠
dependence	依赖
dependence	信任
dependence	信赖
clift	绝壁
clift	断崖
cryptorchidism	隐睾病
holobenthic	终生在海底或靠近海底生活的
holobenthic	终生在海底或靠近海底生活
lcd	Liquid
lcd	Crystal
lcd	Display
lcd	液晶显示屏
rhizoma	根茎
rhizoma	根状茎
repot	移植
hallstattian	铁器时代初期文化的
hallstattian	铁器时代初期文化
altimetry	测高学
altimetry	高度测量法
immunology	免疫学
pleat	褶
pleat	褶状物
pleat	使……打褶
rodster	钓鱼者
landward	向陆的
landward	向陆
landward	近陆的
landward	近陆
landward	向陆地
landward	向陆
springal	小伙子
trieste	的里雅斯特
trieste	的里雅斯特湾
mulattress	穆拉托女人
notornis	南秧鸟
vegete	健康的
vegete	健康
vegete	生气勃勃的
vegete	生气勃勃
bareboat	空船的
bareboat	空船
presumable	可假定的
presumable	可假定
deviously	弯曲地
deviously	弯曲
deviously	绕道地
deviously	绕道
bermudan	=Bermudian
administrators	管理员
administrators	管理程序/hip//
administrators	管理人的职位
himyaritic	希米亚里特人的
himyaritic	希米亚里特人
himyaritic	希米亚里特语的
himyaritic	希米亚里特语
himyaritic	希米亚里特文化的
himyaritic	希米亚里特文化
wistful	渴望的
wistful	渴望
wistful	想望的
wistful	想望
graveward	向着坟墓地
graveward	向着坟墓
transonic	接近音速的
transonic	接近音速
fallup	放射性尘埃对海洋地区的污染
windless	无风的
windless	无风
windless	平稳的
windless	平稳
windless	喘不过气的
windless	喘不过气
reptiliary	爬行动物馆
reptiliary	蛇馆
character	品质
character	字符
character	性格
character	特征
character	人物
character	写
character	刻
character	印
character	使具有特征
dsn	Data
dsn	Souce
dsn	Name
dsn	数据源名
strongyloid	圆线虫总科的
strongyloid	圆线虫总科
strabismal	斜视的
strabismal	斜视
sagaman	萨迦叙述者
ultraviolet	紫外线的
ultraviolet	紫外线
ultraviolet	紫外的
ultraviolet	紫外
ultraviolet	紫外线辐射
librarian	图书馆员
librarian	图书管理员
prussia	普鲁士
caravaneer	乘敞篷车旅行者
pentagonian	五角大楼工作人员
pentagonian	美国国防部工作人员
magic	魔法
magic	巫术
magic	戏法
magic	魔术的
magic	魔术
magic	有魔力的
magic	有魔力
magic	不可思议的
magic	不可思议
phagolysis	吞噬溶解
epithelization	上皮形成
aciculignosa	针叶植被
aciculignosa	针叶木本群落
existentialist	存在主义者
existentialist	存在主义的
existentialist	存在主义
bidarkee	海豹皮小艇
bidarkee	皮筏子
gamb	腿
gamb	胫
clint	克林特
bacchii	短长长格
unadvised	欠思虑的
unadvised	欠思虑
unadvised	轻率的
unadvised	轻率
unadvised	未曾受到劝告的
unadvised	未曾受到劝告
autographical	亲笔的
autographical	亲笔
salmonellosis	沙门氏菌病
query	质问
query	询问
query	怀疑
query	疑问
query	询问
query	表示怀疑
hid	hide的过去式和过去分词
hid	Home
hid	information
hid	Display
hid	家庭信息显示器
habutai	全丝薄软绸
dustcloak	防尘罩衣
massagist	按摩师
perichondrium	软骨膜
wftu	World
wftu	Federation
wftu	of
wftu	Trade
wftu	Unions
wftu	世界劳工组织
panther	豹
panther	黑豹
enrank	将……排成行列
residue	残余
residue	渣滓
residue	滤渣
residue	残数
residue	剩余物
ikan	鱼
preconceive	预想
chitlings'	NULL)
drachm	古希腊的银币名
drachm	古希腊的重量单位
loadstone	磁铁矿
loadstone	磁性氧化物
staccato	断奏
staccato	断唱
scleroprotein	硬蛋白质
entomophily	虫媒
entomophily	虫媒传粉
davenport	小型写字台
decennium	十年间
decennium	十年
itn	Independent
itn	Television
itn	News独立电视新闻公司
earthlight	地球反照
provisionally	暂时地
provisionally	暂时
provisionally	临时地
provisionally	临时
whig	辉格党
tisza	蒂萨河
monied	=moneyed
unedified	未受教化的
unedified	未受教化
unedified	未被启发的
unedified	未被启发
myosotis	勿忘我草
myosotis	勿忘我属植物
symmetrization	使对称
symmetrization	使平衡
nonofficeholding	下台的
nonofficeholding	下台
nonofficeholding	在野的
nonofficeholding	在野
bumptious	盲目自夸的
bumptious	盲目自夸
bumptious	盲目自大的
bumptious	盲目自大
bumptious	傲慢的
bumptious	傲慢
shortcoming	缺点
shortcoming	短处
ness	海角
fantasticism	奇想
fantasticism	怪诞
infibulate	扣住
infibulate	夹住
infibulate	套住
infibulate	销住
bongo	非洲产大羚羊
bongo	一种用手指敲的小鼓
clipped	省略一部分的
clipped	省略一部分
clipped	发音清楚的
clipped	发音清楚
isocephalic	人像头部等高的
isocephalic	人像头部等高
hawking	利用鹰行猎
idolization	偶像化
idolization	盲目的崇拜
polyesterification	缩聚
polyesterification	聚合
afflated	来自灵感的
afflated	来自灵感
cembalist	羽管键琴演奏者
rhyparographic	对卑贱事物之描写的
rhyparographic	对卑贱事物之描写
calamine	菱锌矿
calamine	炉甘石
appropriative	专用的
appropriative	专用
appropriative	可拨用的
appropriative	可拨用
appropriative	充当的
appropriative	充当
strive	努力
strive	奋斗
strive	力争
strive	斗争
mart	商业中心
mart	市场
catalyst	催化剂
edgebone	牛的臀骨
edgebone	牛的臀骨肉
talnakhite	硫化铜铁
scoff	嘲笑
scoff	嘲弄的话
scoff	嘲弄的对象
scoff	愚弄
scoff	笑柄
scoff	食品
scoff	轻蔑地说
scoff	嘲笑
scoff	嘲弄
scoff	贪吃
scoff	狼吞虎咽
holily	神圣地
holily	神圣
balikpapan	巴厘巴板
commodore	海军准将
commodore	船队队长
chivvy	烦扰
chivvy	耍花招
hominy	玉米粥
phlebothrombosis	静脉血栓
valiancy	骁勇
valiancy	勇猛
playground	运动场
playground	操场
pied	斑驳的
pied	斑驳
pied	杂色的
pied	杂色
titer	浓度测定
titer	滴定量
endosmosis	浸透
endosmosis	细胞内浸透
roily	搅乱的
roily	搅乱
roily	搅浑的
roily	搅浑
roily	焦急的
roily	焦急
roily	动荡的
roily	动荡
roily	被激怒的
roily	被激怒
roily	生气的
roily	生气
overdone	overdo的过去分词
regensburg	雷根斯堡
seminiferous	产生种子的
seminiferous	产生种子
seminiferous	产生精液的
seminiferous	产生精液
seminiferous	输送精子的
seminiferous	输送精子
wisdom	智慧
wisdom	明智的行为
wisdom	学识
wisdom	名言
wisdom	贤人
wisdom	至理名言
micromanipulation	9maIkrEJmE`nIIpjJ`leIFLn/
micromanipulation	[蓀jJleItE
fried	油炸的
fried	油炸
fried	喝醉了的
fried	喝醉了
gasoline	汽油
incendiary	纵火的
incendiary	纵火
incendiary	煽动的
incendiary	煽动
incendiary	纵火犯
incendiary	煽动者
incendiary	燃烧弹
tenonitis	=tendintis
thanedom	=thanage
stripper	清除的人
stripper	剥离器
amnion	羊膜
amnion	胞衣
machinate	图谋
machinate	策划
scapular	肩胛
scapular	无袖外衣
scapular	肩衣
scapular	肩的
scapular	肩
scapular	肩胛的
scapular	肩胛
mansard	双重斜坡的屋顶
mansard	有双重斜坡屋顶的房屋
reckon	计算
reckon	总计
reckon	估计
reckon	猜想
reckon	数
reckon	计算
reckon	估计
reckon	依赖
reckon	料想
siphonal	虹吸的
siphonal	虹吸
siphonal	水管的
siphonal	水管
underclothed	穿衣过少的
underclothed	穿衣过少
underclothed	穿得单薄的
underclothed	穿得单薄
underclothed	穿着不暖的
underclothed	穿着不暖
condonable	赎罪的
condonable	赎罪
condonable	宽恕的
condonable	宽恕
condonable	宽恕
condonable	赎罪
condolatory	吊唁的
condolatory	吊唁
condolatory	慰问的
condolatory	慰问
activation	活化
activation	激活
activation	活化作用
calando	减小音量
podunk	无名小镇
podunk	偏僻小村
spck	Society
spck	for
spck	Promoting
spck	Christian
spck	Knowledge
spck	基督教知识普及协会
testiness	易怒
testiness	暴躁
sandhi	连接音变的
sandhi	连接音变
sandhi	连接音变
portulaca	马齿苋属的植物
venter	子宫
venter	母
imp	小鬼
imp	小淘气
imp	顽童
imp	加强
imp	补充
imp	装翅膀
binuclear	=binucleate
replevin	财物的发还
nonlethal	不致命的
nonlethal	不致命
chalkstone	白垩块
chalkstone	痛风石
inculcation	教授
inculcation	谆谆教诲
vendibility	可销售性
vendibility	市场价值
inequilateral	不等边的
inequilateral	不等边
inequilateral	不等侧的
inequilateral	不等侧
wolfer	捕狼者
wolfer	狼吞虎咽的人
tungstic	钨的
tungstic	钨
tungstic	五价钨的
tungstic	五价钨
tungstic	六价钨的
tungstic	六价钨
trichotomize	三分
nematodiriasis	细颈线虫病
waveguide	波导
coincidental	一致的
coincidental	一致
coincidental	符合的
coincidental	符合
coincidental	巧合的
coincidental	巧合
nitrolic	硝基亚硝基化成物的
nitrolic	硝基亚硝基化成物
creamcups	一种罂粟科植物
naysay	拒绝
naysay	拒绝
battercake	煎饼
loader	装货的人
loader	装货设备
loader	装弹机
bastinade	棒打
bastinade	棍
bastinade	棒
loofah	丝瓜
isobath	等深线
bossy	专横的
bossy	专横
bossy	浮雕装饰的
bossy	浮雕装饰
mandarine	=mandarin
intimity	亲密
intimity	亲近
intimity	隐私
ricketic	佝偻病的
ricketic	佝偻病
wazir	=vizier
treasonable	背叛的
treasonable	背叛
treasonable	叛国的
treasonable	叛国
treasonable	不忠的
treasonable	不忠
tourism	观光事业
tourism	游览
relievable	可减轻的
relievable	可减轻
chymist	化学
autochthonal	土生的
autochthonal	土生
autochthonal	土地固有的
autochthonal	土地固有
autochthonal	土著的
autochthonal	土著
androgenize	给……以雄性激素
whithersoever	到任何地方
whithersoever	无论何处
airflow	气流
passively	被动地
passively	被动
passively	顺从地
passively	顺从
unreactive	不起化学反应的
unreactive	不起化学反应
unreactive	化学上惰性的
unreactive	化学上惰性
atrociously	残酷地
atrociously	残酷
atrociously	万恶不赦地
atrociously	万恶不赦
blackleggery	拒绝罢工
blackleggery	破坏罢工
multocular	多眼的
multocular	多眼
multocular	复眼的
multocular	复眼
tenet	原则
honorific	尊敬的
honorific	尊敬
honorific	表示敬意的
honorific	表示敬意
honorific	敬称的
honorific	敬称
honorific	敬语
hhs	卫生和福利部
subepidermal	表皮下的
subepidermal	表皮下
yachtie	快艇主人
yachtie	帆船运动员
trilithon	巨石牌坊
thrombocytosis	血小板增多
strikebreaker	破坏罢工
batty	古怪的
batty	古怪
batty	疯狂的
batty	疯狂
batty	蝙蝠的
batty	蝙蝠
chlamydeous	有花被的
chlamydeous	有花被
chrysocarpous	结金黄色果实的
chrysocarpous	结金黄色果实
softening	变软
softening	软化
lignicolous	长在树上的
lignicolous	长在树上
greenhouse	温室
greenhouse	花房
cursillo	短期培信班
tripterous	三翅的
tripterous	三翅
etcaeteras	其余
etcaeteras	等等之人或物
dilate	扩大
dilate	详述
dilate	膨胀
dilate	使扩大
dilate	使膨胀
sabbatism	守安息
ornithologic	鸟类学的
ornithologic	鸟类学
theology	神学
plangorous	哀号的
plangorous	哀号
plangorous	悲哀的
plangorous	悲哀
reputably	好评地
reputably	好评
reputably	卓越地
reputably	卓越
encephaloid	类脑的
encephaloid	类脑
encephaloid	脑样的
encephaloid	脑样
hypothenar	小鱼际
hypothenar	小指球
hypothenar	小鱼际的
hypothenar	小鱼际
potash	碳酸钾
potash	苛性钾
taper	锥形
taper	锥度
taper	逐渐变细
taper	逐渐减少
lowlife	下层的人
lowlife	卑劣的人
lowlife	来历不明的男人
iblis	恶魔
adieu	再见
adieu	再会
competently	胜任地
competently	胜任
competently	适合地
competently	适合
mackinawite	马基诺矿
mackinawite	四方硫铁矿
euphausid	磷虾目浮游甲壳动物
diplomacy	外交
reconcilability	可调和性
reconcilability	一致
sicative	促进干燥的
sicative	促进干燥
sicative	收湿的
sicative	收湿
puberal	青春期的
puberal	青春期
puberal	发育期的
puberal	发育期
fastidium	无聊
fastidium	厌烦
microcrystal	微晶
rasbora	波鱼属
correlated	有相互关系的
correlated	有相互关系
humane	仁慈的
humane	仁慈
placental	胎盘的
placental	胎盘
placental	有胎盘哺乳动物
haymaker	制作干草的
haymaker	制作干草
haymaker	干草机
haymaker	强击
morgen	摩根
psid	pounds
psid	per
psid	square
psid	inch
psid	differential
psid	磅/平方英寸
pratie	马铃薯
pratie	土豆
permeability	渗透性
postimpressionism	后期印象派/ist/9pEJstIm`preFEnIst/
postimpressionism	后期印象派的画家
postimpressionism	后期印象派的
postimpressionism	后期印象派
humaneness	深情
humaneness	慈悲
elvan	淡英斑岩
simoom	西蒙风
evangelization	福音传道
evangelization	基督教化
francophonic	讲法语的
francophonic	讲法语
pteropodium	翼足目软体动物的足
aikido	合气道
possible	可能的
possible	可能
possible	可能存在或发生的
possible	可能存在或发生
wristlet	腕套
wristlet	腕饰
metatarsal	跖骨的
metatarsal	跖骨
metatarsal	跖骨
lwl	length
lwl	waterline水线长度
tachyauxesis	局部生长过速
woald	=weld
citizen	市民
citizen	公民
flares	喇叭裤
antiozonant	抗臭氧剂
cretan	克里特岛人
cretan	克利特岛的
cretan	克利特岛
tableau	生动的场面
tableau	戏剧性局面
spongeware	海绵釉陶
frier	做油炸食品的人
frier	煎锅
parian	帕罗斯岛的
parian	帕罗斯岛
parian	帕罗斯岛产白色大理石的
parian	帕罗斯岛产白色大理石
parian	帕罗斯人
prey	被掠食者
prey	牺牲者
prey	掠食
prey	捕食
prey	掠夺
prey	折磨
sayst	=sayest
jolthead	笨头
jolthead	笨人
antineutrino	反中微子
excitatory	有刺激性的
excitatory	有刺激性
excitatory	兴奋的
excitatory	兴奋
pyroborate	=borax
automatic	自动机械
automatic	自动的
automatic	自动
automatic	无意识的
automatic	无意识
automatic	机械的
automatic	机械
dehair	拔……之毛
dehair	除去……之毛
gilolo	济罗罗岛
irishman	爱尔兰人
toboggan	平底雪撬
toboggan	乘橇滑下
toboggan	急剧下降
subarid	半干燥的
subarid	半干燥
hibernacula	离体冬芽
zaguan	门廊
digest	分类
digest	摘要
digest	消化
digest	消化
digest	融会贯通
iridosmine	铱锇矿
saucebox	傲慢的家伙
saucebox	冒失鬼
sneeshing	鼻烟
astable	不稳定的
astable	不稳定
astable	不稳的
astable	不稳
astable	非稳态的
astable	非稳态
fashionable	流行的
fashionable	流行
fashionable	时髦的
fashionable	时髦
swashbuckler	流氓
swashbuckler	恃强凌弱者霸道小说
flatly	平平地
flatly	平平
flatly	水平地
flatly	水平
flatly	无力气地
flatly	无力气
turbopump	涡轮泵
lapidify	使变成石头
bothnia	Gulf
bothnia	of
bothnia	波的尼亚湾
chemism	化学机制
railery	善意的嘲笑
railery	玩笑
univac	Universal
univac	Automatic
univac	Computer
univac	通用自动计算机
engineman	火车司机或其助手
engineman	操纵引擎者
engineman	机械师
petechia	瘀斑
petechia	瘀点
blooming	盛开的
blooming	盛开
lacerta	蝎虎星座
empower	授权与
empower	使能够
carminite	砷铅铁矿
elapse	过去
elapse	消逝
elapse	流逝
baragnosis	重觉丧失
fallage	伐木
fallage	砍下的树枝
cootie	虱子
muntz	metal
muntz	蒙知合金
muntz	蒙知黄铜
lasthome	坟墓
feetfirst	脚先着地
feetfirst	脚先着
feetfirst	死
sabayon	=zabaglione
gynecomastia	=gynaecomastia
theocrat	神权统治者
theocrat	神政主义者
theocrat	神权政治家
necrology	死者名册
necrology	死亡启事
repousse	凸纹面
repousse	金属细工的
repousse	金属细工
omit	省略
omit	疏忽
omit	遗漏
impeditive	阻碍的
impeditive	阻碍
impeditive	妨碍的
impeditive	妨碍
faciend	被乘数
calipee	龟的腹肉
criminal	罪犯
criminal	犯罪者
criminal	犯罪的
criminal	犯罪
criminal	犯法的
criminal	犯法
criminal	罪恶的
criminal	罪恶
callao	卡亚俄
vernix	胎儿皮脂
saloop	以黄樟皮等加味的热饮料
martialize	使变得好战
martialize	使具有尚武精神
martialize	使变得勇敢
martialize	使军事化
occurent	正在发生的
occurent	正在发生
lati	lat的复数
subocular	眼下的
subocular	眼下
coroner	验尸官
festilogy	基督教会节日论文
feijoa	费约果属植物
feijoa	费约果
depurant	净化剂
depurant	净化器
kyack	驮袋
surfaceman	维护工人
peachblossom	桃花
jones	琼斯
repletion	充满
repletion	饱满
sesquioxide	倍半氧化物
sesquioxide	三氧二某化合物
thecae	膜
thecae	鞘
underripe	不够成熟的
underripe	不够成熟
underripe	未全熟的
underripe	未全熟
underripe	部分成熟的
underripe	部分成熟
nounou	奶妈
turgescence	膨压
turgescence	肿胀
turgescence	夸张
trendily	时髦地
trendily	时髦
isohume	等温度线
isohume	等水分线
pressure	压
pressure	压力
pressure	电压
pressure	压迫
pressure	强制
pressure	紧迫
xystarch	竞技场监守官
sadist	虐待狂者
abstersion	洗涤
enclosure	围住
enclosure	围栏
enclosure	四周有篱笆或围墙的场地
enclosure	四周有篱笆或围墙的场
dispope	剥夺教皇的尊严
dispope	罢黜教皇的职位
chloroplast	叶绿体
multivitamin	多种维生素的
multivitamin	多种维生素
multivitamin	多种维生素剂
tapestry	织锦
tapestry	挂毯
tapestry	编织锦或织画
tapestry	用挂毯装饰
hvar	high
hvar	velocity
hvar	aircraft
hvar	rocket
hvar	机载高速火箭
hvar	高速航空火箭
datemark	日戳
chimpanzee	非洲的小人猿
chimpanzee	黑猩猩
patrician	贵族
patrician	贵族的
patrician	贵族
languisher	衰弱、憔悴的人
sharpener	削刀
sharpener	磨床
sharpener	磨器
sharpener	磨具
clave	cleave的过去式
redbird	红雀
immobilism	墨守成规
immobilism	保守主义
afflux	流入
afflux	注入
afflux	涌入
nonrecombinant	非
hoodwink	遮眼
hoodwink	欺骗
hoodwink	蒙蔽
uruguay	乌拉圭
micturate	排尿
kowtow	磕头
kowtow	叩头
graviton	引力子
yaounde	雅温德
surculus	根出条
corncob	玉米的穗轴
bajree	御谷
bajree	珍珠粟
caulicle	草本植物之幼茎
herbarize	=botanize
azotise	=azotize
phosphocreatin	磷酸肌酸
warranty	根据
warranty	授权
warranty	担保
warranty	保证
warranty	根据
khanga	肯加布
engrossment	正式缮写的文件
engrossment	专注
khanate	可汗的领土
khanate	可汗的地位
idg	美国国际数据集团
transnature	改变本质
transnature	改变性质
paging	内存分页
paging	页面调度
unaneled	未受临终涂油礼的
unaneled	未受临终涂油礼
outsourcing	外部采办
outsourcing	外购
aetiology	原因之说明
aetiology	原因论
aetiology	病原
queen	王后
queen	女王
precontract	预约
precontract	预约
disembodiment	脱离
disembodiment	分离
zoan	Tanis的圣经名
aspersion	洒水
aspersion	诽谤
aspersion	中伤
pyrolysis	高温分解
abominable	讨厌的
abominable	讨厌
abominable	令人憎恶的
abominable	令人憎恶
digital	数字的
digital	数字
digital	数位的
digital	数位
digital	手指的
digital	手指
digital	数字
digital	数字式
sphygmic	脉搏的
sphygmic	脉搏
durum	硬质小麦
detainer	挽留者
detainer	非法留滞
detainer	继续监禁令
pasteurism	巴氏灭菌法
pasteurism	巴氏杀菌理论
pasteurism	巴氏狂犬病预防接种法
decapitator	斩首者
decapitator	刽子手
decapitator	免去他人职务者
decapitator	解雇者
comedienne	喜剧女演员
foreland	低岬
foreland	角
foreland	前沿地
foreland	前沿
foreland	前陆
matte	不光滑的
matte	不光滑
mariana	马里亚纳群岛
serfage	农奴地位
serfage	农奴境遇
chinchilla	南美栗鼠
aboveground	在地上
aboveground	未被埋葬地
aboveground	未被埋葬
aboveground	活着
sonofabitch	=son
sonofabitch	of
sonofabitch	a
sonofabitch	bitch
luculent	光亮的
luculent	光亮
luculent	透明的
luculent	透明
pleurotomy	胸膜切开术
lipographic	漏写的
lipographic	漏写
lipographic	字母或词之脱漏的
lipographic	字母或词之脱漏
tusser	=tussa
suspensible	可悬吊的
suspensible	可悬吊
suspensible	可中止的
suspensible	可中止
suspensible	可悬浮的
suspensible	可悬浮
copula	系动词连系
colonel	陆军上校
colonel	团长
inconvertibility	不能交换
inconvertibility	不能兑换
waikiki	怀基基海滩
kincardine	金卡丁郡
anthropophagi	食人族
anthropophagi	食人肉者
micelle	胶束
micelle	胶囊
micelle	微胞
micelle	微团
micelle	胶态离子
anticlastic	互反的
anticlastic	互反
anticlastic	鞍形面的
anticlastic	鞍形面
yarrow	西洋蓍草
capably	能干地
capably	能干
zpg	Zero
zpg	Population
zpg	Growth
zpg	人口零增长
kinesis	由外界刺激引起的不随意运动
penuchle	=pinochle
apocalyptician	预言大灾难降临的人
octangle	八边形
octangle	八角形
underlip	下唇
vaginitis	阴道炎
vaginitis	鞘炎
ostende	=Ostend
literatus	文学界
literatus	学者
judah	犹太
judah	犹太所出的后裔
combine	结合
combine	联合企业
combine	联合收割机
combine	联合收割机
falcongentle	雌隼
falcongentle	雌游隼
carfax	交叉路口
sweatband	防汗带
sweatband	吸汗带
prodigal	浪费的
prodigal	浪费
prodigal	浪子
sapanwood	苏木
sapanwood	苏木材
fontanel	囟门
lamia	女怪
lamia	妖妇
incomprehensibility	不可理絣e/InkRmprI5hensly//
incomprehensibility	费解地
incomprehensibility	费解
incomprehensibility	测
incomprehensibility	不可思议
marinescape	海景
marinescape	海上风光
ogreish	鬼似的
ogreish	鬼似
ogreish	恐怖的
ogreish	恐怖
ichthyology	鱼类学
ichthyology	鱼类学者作
oppugn	责难
oppugn	反驳
oppugn	质疑
oppugn	抗击
objectively	客观地
objectively	客观
jubal	犹八
tropicalize	使热带化
kiri	泡桐树
drowning	溺死
interconversion	互变
interconversion	互换现象
schoolman	学校教师
schoolman	教授
schoolman	烦琐哲学家
immodesty	无礼
liberia	利比里亚
convulse	震动
convulse	震撼
convulse	使抽筋
wonton	馄饨
scotchwoman	苏格兰女人
hamiltonian	哈密尔敦函数
macroinstruction	宏指令
swab	拖把
swab	药签
swab	拭抹
swab	擦洗
biochrome	生物色素
benevolently	仁慈地
benevolently	仁慈
benevolently	慷慨地
benevolently	慷慨
yearbook	年鉴
aruspex	古罗马肠卜祭司
ilmenite	钛铁矿
semiferal	半野的
semiferal	半野
inadequately	不适当地
inadequately	不适当
hideaway	隐避处
seen	see的过去分词
everard	埃弗拉德
akkadian	阿卡得人的
akkadian	阿卡得人
apart	分离
apart	分成零件
apart	分别地
apart	分别
apart	分离着
apart	分开的
apart	分开
chetnik	二次大战中南斯拉夫塞尔维亚人之游击战士
dexiocardia	右位心
gametocide	坏配子素
gametocide	杀配子剂
chesapeake	切萨皮克
nabber	抓人者
terra	土地
terra	土
antimicrobial	抗菌剂
antimicrobial	杀菌剂
