varioloid	假性天花
swagger	吹牛
swagger	昂首阔步
swagger	虚张声势吓人
swagger	大摇大摆
swagger	吹牛
swagger	吓唬
swagger	恫吓
swagger	漂亮的
swagger	漂亮
swagger	时髦的
swagger	时髦
usability	可用性
pervasion	扩散
pervasion	渗透
jittery	神经过敏的
jittery	神经过敏
jittery	战战兢兢的
jittery	战战兢兢
jittery	抖动着
uncivilized	未开化的
uncivilized	未开化
uncivilized	不文明的
uncivilized	不文明
uncivilized	无文化的
uncivilized	无文化
extroversion	外倾
demijohn	坛子
woolpack	羊毛打包布
woolpack	卷毛衣
yuzovka	尤佐夫卡(苏联顿涅茨煤田区城市顿涅茨克
photographica	摄影爱好者的希冀物
makeshift	将就
makeshift	凑合
makeshift	权宜之计
makeshift	权宜之计的
makeshift	权宜之计
makeshift	凑合的
makeshift	凑合
eggheaded	书呆子的
eggheaded	书呆子
eggheaded	书生气十足的
eggheaded	书生气十足
serenade	小夜曲
serenade	唱小夜曲
supranatural	=supernatural
aphis	蚜虫
expiate	补偿
expiate	赎
expiate	赎罪
reclusive	隐遁的
reclusive	隐遁
reclusive	隐居的
reclusive	隐居
ligularia	橐吾
animatism	万物有灵论
cataleptiform	似强直性昏厥的
cataleptiform	似强直性昏厥
popery	天主教会
popery	教皇制度
nondefense	非国防军用的
nondefense	非国防军用
nondefense	与军事防御无关的
nondefense	与军事防御无关
colewort	芸苔属
colewort	海甘蓝属
possessed	着魔的
possessed	着魔
possessed	疯狂的
possessed	疯狂
restfully	平安地
restfully	平安
sabbath	安息日
acrophobe	恐高症患者
acrophobe	高空恐惧症患者
lasso	套索
lasso	以套索捕
lasso	拉拢
lasso	笼络
dynapolis	大城市
canaller	运河货船
canaller	运河船员
underran	underrun之过去式
hpna	Home
hpna	Phoneline
hpna	Networking
hpna	Alliance
hpna	家庭电话线组网联盟
premarketing	上市销售以前的
premarketing	上市销售以前
balladmonger	民谣作者
balladmonger	劣等诗人
balladmonger	街头卖唱者
simper	痴笑
simper	假笑
simper	痴笑
simper	假笑着说
sameness	同一
sameness	一致性
sameness	千篇一律
sameness	同一性
sendmail	发送邮件
trilocular	三室的
trilocular	三室
pyrenees	比利牛斯山脉
incomplete	不完全的
incomplete	不完全
incomplete	不完善的
incomplete	不完善
wholescale	大规模的
wholescale	大规模
wholescale	大量的
wholescale	大量
wholescale	成批的
wholescale	成批
wholescale	不加区别的
wholescale	不加区别
smilodon	剑齿虎
foaming	布满泡沫的
foaming	布满泡沫
hysterics	歇斯底里症的发作
hysterics	发疯
malemute	=Alaskan
malemute	malamute
fibrinopurulent	纤维素性及脓性的
fibrinopurulent	纤维素性及脓性
beadsman	替施主祈祷者
beadsman	乞丐
playboy	寻欢作乐的女子
playboy	花花公子
dependency	依靠
dependency	信赖
dependency	从属
dependency	从属物
dependency	属国
dependency	属地
dependency	属
monostable	单稳的
monostable	单稳
hyperboloidal	双曲面的
hyperboloidal	双曲面
hyperboloidal	北极的
hyperboloidal	北极
concatenate	连接
lacertine	蜥蜴的
lacertine	蜥蜴
lacertine	有蜥蜴状花饰的
lacertine	有蜥蜴状花饰
chump	大木片
chump	大肉片
chump	木人
nop	not
nop	otherwise
nop	provided
nop	除非另有规定
rhodo	杜鹃花
murkiness	黝暗
murkiness	阴沉
lymphopoiesis	淋巴细胞增殖
bimillennium	两千年
bimillennium	两千周年
tussal	咳嗽的
tussal	咳嗽
tussal	与咳嗽有关的
tussal	与咳嗽有关
tussal	咳嗽表现的
tussal	咳嗽表现
valerianic	=valeric
eudaemonics	幸福学
eudaemonics	获得幸福的方法
oeec	Organization
oeec	for
oeec	European
oeec	Economic
oeec	Cooperation欧洲经济合作组织
chrysler	克莱斯勒汽车
mongrelise	=mongrelize
tintinnabulation	铃响声
minium	朱红色
minium	朱砂色
apochromat	高度消色透镜
metalclad	铁壳的
metalclad	铁壳
metalclad	铠装的
metalclad	铠装
toxemia	血毒症
thyrse	聚伞圆锥花序
majorcan	马略卡岛的
majorcan	马略卡岛
majorcan	马略卡人的
majorcan	马略卡人
majorcan	马略卡人
majorcan	马略卡语
egomaniacal	极端利己的
egomaniacal	极端利己
apologetically	辩解地
apologetically	辩解
apologetically	道歉地
apologetically	道歉
pythia	皮提亚
cowbird	北美产的燕八哥
foremastman	前樯水手
foremastman	水手
phallical	阴茎的
phallical	阴茎
phallical	生殖器崇拜的
phallical	生殖器崇拜
namely	即
namely	也就是
mainly	大体上
mainly	主要地
mainly	主要
echinated	有刺毛的
echinated	有刺毛
echinated	有棘皮的
echinated	有棘皮
hesitance	踌躇
hesitance	犹豫
cdgps	Common
cdgps	Differential
cdgps	Global
cdgps	Positioning
cdgps	System
cdgps	普通差分全球定位系统
gyrocompass	旋转罗盘
gyrocompass	回转罗盘
davida	黛维达
ratbag	乖僻之人
ratbag	怪人
loth	憎恶的
loth	憎恶
loth	勉强的
loth	勉强
hypoploid	染色体数目较少的
hypoploid	染色体数目较少
hypoploid	亚倍体的
hypoploid	亚倍体
domineering	极权的
domineering	极权
domineering	作威作福的
domineering	作威作福
aerogramme	无线电报
aerogramme	航空邮件
indecency	下流
indecency	不适当
indecency	猥亵
cinquefoil	五叶形的装饰
cinquefoil	梅花形
sunstroke	日射病
sunstroke	中暑
hallucinosis	幻觉病
hallucinosis	幻觉性精神病
despatch	派遣
chummage	同宿
chummage	同居
chummage	房租
gopura	楼塔
gopura	华饰庙门
hornet	大黄蜂类
hornet	难缠的人物
femtometer	千万亿分之一公尺
semidocumentary	半记录性电影
debase	贬低
debase	降低
distemperedness	不健全
distemperedness	紊乱
suggest	建议
suggest	提出
suggest	使想起
suggest	暗示
slum	贫民窟
slum	访问贫民区
phoning	打电话给
wrt	关于
insufferable	难以忍受的
insufferable	难以忍受
npv	p
npv	net
npv	present
npv	value净现值
broadmoor	布罗德莫精神病院
whitepox	轻型天花
whitepox	乳白痘
whitepox	类天花
breakwater	防浪堤
breakwater	挡浪板
breakwater	挡水板
gravely	严峻地
gravely	严峻
orgeat	杏仁糖浆
screaming	尖叫的
screaming	尖叫
screaming	令人惊愕的
screaming	令人惊愕
screaming	引人捧腹大笑的
screaming	引人捧腹大笑
monologue	独白
monologue	独脚戏
archaeological	考古学的
archaeological	考古学
archaeological	考古学上的
archaeological	考古学上
hma	High
hma	Memory
hma	Area
hma	高端内存区
chainbelt	链带
sbr	Styrene
sbr	Butadiene
sbr	Rubber
sbr	一种橡胶
particularism	完全忠于一种理论
particularism	特殊神宠论
natatorial	游泳的
natatorial	游泳
ameslan	北美式手势语
limicolous	生活在烂泥巴中的
limicolous	生活在烂泥巴中
hypoallergenic	低变应原的
hypoallergenic	低变应原
dyschronous	不合时的
dyschronous	不合时
dyschronous	时间不一致的
dyschronous	时间不一致
inconvincible	无法使人信服的
inconvincible	无法使人信服
inconvincible	难以说服人的
inconvincible	难以说服人
plainsong	单声圣歌
gascony	加斯科涅
cooker	炊具
cooker	蒸为烹食所种水果
squashy	易压碎的
squashy	易压碎
squashy	又湿又软的
squashy	又湿又软
squashy	熟透的
squashy	熟透
automaticity	自动性
interphone	对讲机
chatterer	饶舌的人
bhc	六氯
sensoria	感觉中枢
sensoria	感觉系统
coprophilia	粪便嗜好症
insidious	阴险的
insidious	阴险
sparsely	稀疏地
sparsely	稀疏
sparsely	稀少地
sparsely	稀少
snift	=sniff
mythological	神话学的
mythological	神话学
mythological	神话的
mythological	神话
mythological	虚构的
mythological	虚构
phenoxide	苯氧化物
phenoxide	酚盐
coven	女巫大聚会
coven	十三女巫大集会
mesencephalon	中脑
ingerence	干涉
ingerence	干扰
ingerence	侵犯
electrograph	电位记录器
electrograph	传真机
electrograph	电雕刻器
rendezvous	集合点
rendezvous	在指定地点集合
versifier	拙劣诗人
versifier	诗人
versifier	将散文改成韵文的人
bookable	可预订的
bookable	可预订
monetization	当作货币
monetization	铸造货币
celeb	名人
celeb	著名人士
celeb	名流
trihydric	三羟的
trihydric	三羟
neglectful	忽略的
neglectful	忽略
secondi	secondo的复数
sentimentalize	伤感
metapage	元页
canular	套管状的
canular	套管状
opiniative	=opinionative
meatpacking	肉类加工业
rejoicing	欣喜
rejoicing	高兴
cylindroma	圆柱瘤
bilberry	越桔
enweave	=inweave
unsaid	未用语言表达出来的
unsaid	未用语言表达出来
unsaid	不说的
unsaid	不说
mumm	=mum
starve	使饿死
starve	饿得要死
shopping	买东西
shopping	购物
blender	掺和器
blender	搅拌机
germaine	杰曼
stopping	停止
stopping	停下来
apfelstrudel	薄皮苹果卷
cleome	白花菜属植物
cleome	醉蝶花属
tepefy	使微热
tepefy	变微热
unnoted	不引人注意的
unnoted	不引人注意
unnoted	无价值的
unnoted	无价值
tubulin	微管蛋白
dissector	解剖者
dissector	解剖学家
dissector	解剖器
awake	醒
awake	觉醒
awake	领会
awake	觉悟
awake	唤醒
awake	警觉的
awake	警觉
awake	醒的
awake	醒
samsara	轮回
herman	赫尔曼
amoral	与道德无关的
amoral	与道德无关
amoral	超道德的
amoral	超道德
apolitically	不关心政治地
apolitically	不关心政治
apolitically	非政治地
apolitically	非政治
sweetstuff	糖果
sweetstuff	甜点
houseplace	大起居室
lunarscape	月面景色
dickensian	专门研究狄更斯者
dickensian	崇拜狄更斯者
dickensian	狄更斯的
dickensian	狄更斯
mandamus	书面训令
mandamus	命令书
mandamus	发训令
mandamus	履行职责令
worry	烦恼
worry	忧虑
worry	苦恼
worry	撕咬
worry	使烦恼
worry	使焦虑
worry	使苦恼
worry	撕咬
worry	困扰
worry	折磨
worry	烦恼
worry	担心
worry	撕咬
worry	挣扎着前进
storywriter	故事作者
eshaustibility	可用尽
eshaustibility	可耗尽
planting	种植
planting	栽培
planting	装备
livetrap	用生擒陷阱活捉
viborg	=Vyborg
synchronal	同时的
synchronal	同时
synchronal	同步的
synchronal	同步
ephebos	的男青年
thurston	瑟斯顿
palatium	宫殿
numskull	笨蛋
numskull	傻瓜
urbanization	都市化
urbanization	文雅化
steepled	有尖塔的
steepled	有尖塔
steepled	尖塔状的
steepled	尖塔状
millionnairess	=millionairess
psalter	诗篇
psalter	诗篇集
psalter	圣诗集
dlemocrat	民主党党员
letterpress	凸版印刷机
letterpress	拷贝机
filbert	榛树
filbert	榛子
bullrush	=bulrush
airer	干燥器
airer	晒衣架
interconvert	互变
interconvert	互换
pipsqueak	矮小的人
pipsqueak	小人物
panglossian	过分乐观的
panglossian	过分乐观
panglossian	认为一切都趋于至善的
panglossian	认为一切都趋于至善
panglossian	过分乐观者
ntfs	New
ntfs	Technology
ntfs	File
ntfs	System
ntfs	新技术文件系统
dayfly	蜉蝣
preimplantation	胚胎植入前的
preimplantation	胚胎植入前
shina	希纳语
kedger	小锚
unharmed	未受伤害的
unharmed	未受伤害
unharmed	太太平平的
unharmed	太太平平
vtp	VLAN
vtp	Trunking
vtp	Protocol
vtp	中继协议
demonian	魔鬼似的
demonian	魔鬼似
demonian	疯狂的
demonian	疯狂
mignonne	小巧玲珑的
mignonne	小巧玲珑
mignonne	娇小可爱的
mignonne	娇小可爱
zenocentric	木星中心的
zenocentric	木星中心
hectostere	百立方米
scoreboard	记分板
lulea	律勒欧
waterlogging	涝
waterlogging	水浸
thrill	发抖
crackajack	能干的
crackajack	能干
crackajack	上等的
crackajack	上等
crackajack	杰出的
crackajack	杰出
crackajack	能干
crackajack	杰出
crackajack	上等
oversexed	性欲过剩的
oversexed	性欲过剩
pluralistic	兼管数个教堂的
pluralistic	兼管数个教堂
pluralistic	兼职的
pluralistic	兼职
upbear	支承
upbear	托起
upbear	支持
thermonuke	核子武器
giraffine	长颈鹿的
giraffine	长颈鹿
giraffine	像长颈鹿的
giraffine	像长颈鹿
abettal	=abetment
marrowsky	首音互换
marrowsky	斯本内现象
innutrient	营养不良的
innutrient	营养不良
innutrient	缺乏营养的
innutrient	缺乏营养
vilene	维莱恩衣衬
coronation	加冕礼
enthralment	沉迷
enthralment	奴役
econut	生态迷
econut	鼓吹生态保护的狂热分子
semisomnus	轻昏迷
semisomnus	半昏迷
hydroboration	硼氢化反应
blowfly	大苍蝇
quinquecentennial	=quincentenary
docetic	幻影说的
docetic	幻影说
docetic	幻影说信徒的
docetic	幻影说信徒
maulstick	腕木
pollster	民意测验专家
pollster	整理民意测验结果的人
wander	漫步
wander	徘徊
wander	迷路
wander	迷失方向
wander	离题
excuss	依法索取
prosocial	亲社会的
prosocial	亲社会
prosocial	忠实于既定社会道德准则的
prosocial	忠实于既定社会道德准则
allophonic	音位变体的
allophonic	音位变体
bromoform	溴仿
bromoform	三溴甲烷
sylvics	=silvics
gravific	使变重的
gravific	使变重
gravific	产生重量的
gravific	产生重量
postbellum	战后的
postbellum	战后
postbellum	美国南北战争后的
postbellum	美国南北战争后
singly	单独地
singly	单独
singly	个别地
singly	个别
singly	逐一地
singly	逐一
singly	直截了当地
singly	直截了当
desquamative	脱屑的
desquamative	脱屑
desquamative	脱皮的
desquamative	脱皮
greisen	云英岩
unambiguous	不含糊的
unambiguous	不含糊
unambiguous	明确的
unambiguous	明确
circumplanetary	围绕行星的
circumplanetary	围绕行星
circumplanetary	环行星旋转的
circumplanetary	环行星旋转
accommodable	可适合的
accommodable	可适合
accommodable	可适应的
accommodable	可适应
rusty	生锈的
rusty	生锈
rusty	迟钝的
rusty	迟钝
rusty	腐蚀了的
rusty	腐蚀了
rusty	铁锈色的
rusty	铁锈色
rusty	生了锈的
rusty	生了锈
tar	焦油
tar	柏油
tar	一种压缩文件的扩展名
displeasing	不愉快的
displeasing	不愉快
displeasing	令人发火的
displeasing	令人发火
futilitarian	悲观主义
futilitarian	万事皆空论
futilitarian	悲观的
futilitarian	悲观
damaraland	达马拉兰
equilibrist	走绳索者
equilibrist	杂技表演师
disulfuram	二硫龙
sensorimotor	感觉运动的
sensorimotor	感觉运动
relegation	驱逐
householder	住户
householder	户主
curtainfall	幕落
shipentine	四桅帆船
vitreosil	透明石英
parnassian	希腊帕纳塞斯山的
parnassian	希腊帕纳塞斯山
parnassian	诗的
parnassian	诗
parnassian	法国高蹈派诗人
perpendicularity	垂直
perpendicularity	直立
consortia	公会
consortia	银行团
cevennes	塞文山脉
sclerite	骨片
tortive	扭曲的
tortive	扭曲
siphonophore	管水母目动物
triplicity	三倍
triplicity	三位一体
triplicity	三个一组
triplicity	三个一幅
zydeco	柴迪科舞
intramural	校内的
intramural	校内
intramural	内部的
intramural	内部
windward	向风
windward	迎风
windward	上风
windward	上风的
windward	上风
windward	上风面
codetta	小尾声
careenage	倾船修理厂
careenage	船底修理费
actinometer	暴光计
actinometer	暴光表
paretic	局部麻痹的
paretic	局部麻痹
viscerotonia	内脏强健型
portal	入口
pearmain	红苹果
unintelligible	难解的
unintelligible	难解
unintelligible	无法了解的
unintelligible	无法了解
unintelligible	莫明其妙的
unintelligible	莫明其妙
spasmolytic	解痉的
spasmolytic	解痉
kingpin	中央木柱
kingpin	主脑人物
concutient	受到震荡性撞击的
concutient	受到震荡性撞击
concutient	受到震荡的
concutient	受到震荡
beggary	赤贫
beggary	乞食的习惯
beggary	卑鄙
beggary	卑劣
sothis	天狼星
uneducated	没有受过教育的
uneducated	没有受过教育
uneducated	无知的
uneducated	无知
glost	铅釉药
glost	上釉的瓷器
handworked	手工的
handworked	手工
cake	蛋糕
cake	饼
cake	块
nut	坚果
nut	螺母
nut	螺帽
nut	难解的问题
placentate	=placental
brute	残忍的
brute	残忍
brute	畜生般的
brute	畜生般
brute	残忍的人
brute	畜生
jazzophile	爵士乐爱好者
sapped	受冰川作用侵蚀的
sapped	受冰川作用侵蚀
jesuitical	耶稣会士的
jesuitical	耶稣会士
jesuitical	阴险的
jesuitical	阴险
jesuitical	狡猾的
jesuitical	狡猾
jesuitical	阴险的
jesuitical	阴险
jesuitical	虚伪的
jesuitical	虚伪
guizhou	贵州
sanitarily	在卫生方面
andrew	安德鲁
dryest	为dry之最高级之一的
dryest	为dry之最高级之一
liffey	利菲河
carbamyl	氨基甲酰
electrolyse	电解
infiltree	以渗透方法入境的人
infiltree	渗透者
deice	防止结冰
deice	装以除冰装置
deice	除冰
adrenergic	肾上腺素的
adrenergic	肾上腺素
adrenergic	释放肾上腺素的
adrenergic	释放肾上腺素
ligroin	轻石油
perverse	不正当的
perverse	不正当
ultramicrochemistry	超微量化学
conidia	conidium
conidia	的复数
selectron	选数管
backcourtman	后卫
rutter	开辙犁
thyroidectomize	对……施行甲状腺切除术
asthenosphere	岩流圈
isolation	隔绝
isolation	孤立
isolation	隔离
isolation	绝缘
isolation	离析
washerwoman	洗衣妇
chyliferous	输送乳糜的
chyliferous	输送乳糜
schistous	片岩的
schistous	片岩
schistous	片岩质的
schistous	片岩质
schistous	片岩状的
schistous	片岩状
jams	短裤睡衣
jams	宽短裤
thiophenol	苯硫酚
flitty	同性恋的
flitty	同性恋
flitty	脂粉气的
flitty	脂粉气
idiorrhythmy	住在自治宗教团体的僧侣
idiorrhythmy	供僧侣居住的僧院
prolegomenon	前言
prolegomenon	序论
zolaism	自然主义
zolaism	左拉主义
horripilate	使毛骨悚然
adoringly	崇拜地
adoringly	崇拜
adoringly	敬慕地
adoringly	敬慕
inhumorous	不幽默的
inhumorous	不幽默
inhumorous	不滑稽的
inhumorous	不滑稽
supergranulation	超米粒组织
princox	花花公子
princox	纨袴子弟
princox	自高自大的人
basidium	孢子台
basidium	芽孢台
iphigenia	Agamemnon之女
iphigenia	险被其父供神而牺牲
decaliter	十升
cysto	=cystoscopy
chatelain	城堡主
chatelain	领主
intarsiate	木造镶嵌细工的
intarsiate	木造镶嵌细工
david	大卫
fruitage	果实
fruitage	水果
fruitage	结果
jingoish	侵略主义的
jingoish	侵略主义
jingoish	好战主义的
jingoish	好战主义
jingoish	沙文主义的
jingoish	沙文主义
guan	冠雉
accordable	可一致的
accordable	可一致
photonasty	感光性
framboise	木莓白兰地酒
ruck	弄皱
ruck	变皱
ruck	皱褶
ruck	一群
dispatch	分派
dispatch	派遣
dispatch	派遣
dispatch	急件
trestlework	叉架工程
methylate	使甲基化
methylate	甲基化物
myxoneurosis	黏液神经机能病
homography	单应性
exuviation	脱皮
exuviation	脱壳
anonymously	不具名地
anonymously	不具名
anonymously	化名地
anonymously	化名
cysteine	半胱氨酸
cysteine	巯基丙氨酸
pragmatics	语用论
aluminize	以铝覆盖
aluminize	以铝处理
innocuously	无害地
innocuously	无害
innocuously	无毒地
innocuously	无毒
pataca	澳元
snakey	=snaky
multiplepoinding	互相诉讼
melungeon	默伦琴人
farcically	滑稽地
farcically	滑稽
farcically	闹剧一般地
farcically	闹剧一般
frith	狭窄的海岔
frith	河口
persuasively	口才好地
persuasively	口才好
switzerite	斯威策矿
catcall	不满之声
catcall	嘘声
catcall	发嘘声
choragic	合唱团指挥的
choragic	合唱团指挥
intragroup	社会团体内部的
intragroup	社会团体内部
intragroup	社会团体成员之间的
intragroup	社会团体成员之间
sile	滑下
sile	流下
sile	大雨如注
nonvector	非传病媒介
khaf	希伯莱语第十一个字母的变体
mangosteen	莽吉柿
mangosteen	倒捻子
househusband	操持家务的丈夫
merienda	午后点心
merienda	傍晚小吃
bedsock	睡时穿的保暖袜子
halterbreak	使小马带惯笼头
ribby	多肋骨状物的
ribby	多肋骨状物
ribby	多罗纹的
ribby	多罗纹
ribby	贫穷的
ribby	贫穷
ribby	精疲力竭的
ribby	精疲力竭
matelote	水手鱼
mushily	糊状地
mushily	糊状
mushily	玉米粥状地
mushily	玉米粥状
orthograph	正射影
orthograph	正射投影图
endosporous	孢子内壁
amphitheatre	阶梯教室
amphitheatre	圆形剧场
lexic	=lexical
ruritania	鲁里坦尼亚王国
ruritania	浪漫国
fughetta	小赋格曲
soligenous	由地面水流入造成的
soligenous	由地面水流入造成
bodkin	锥子
bodkin	大眼粗针
valkyrie	瓦尔基里
custom	习惯
custom	风俗
custom	关税
custom	定制
custom	承接定做活的
custom	承接定做活
clotheshorse	晒衣架
nicish	须慎重对待的
nicish	须慎重对待
nicish	精密的
nicish	精密
nicish	细心的
nicish	细心
birotation	=mutarotation
lobscouser	水手
lobscouser	水兵
immission	注入
immission	引入
immission	允许进入
noisiness	吵闹
casper	一个卡通造型
casper	为一可爱的小精灵
decomposability	分解性
ipa	国际药物摘要
ipa	国际语音学协会
initialism	词首字母缩略词
ddn	Defense
ddn	Data
ddn	Service
ddn	数字数据服务
ddn	Digital
ddn	Data
ddn	Network
ddn	数字数据网络
highland	高地
highland	高
highland	丘陵地带
nonpolluting	不会引起污染的
nonpolluting	不会引起污染
kalmyk	=Kalmuck
livery	侍从
livery	制服
livery	特定服装
notary	公证人
emptysis	咯血
emptysis	吐血
monomachy	决斗
kaf	希伯莱语的第十一个字母
topless	无顶的
topless	无顶
topless	穿袒胸衣的
topless	穿袒胸衣
topless	高得好像望不到顶的
topless	高得好像望不到顶
uncannily	惊异地
uncannily	惊异
uncannily	危险地
uncannily	危险
uncannily	神秘地
uncannily	神秘
granulocyte	粒细胞
granulocyte	粒性白细胞
smaltite	砷钴矿
kob	非洲水羚
poe	Port
poe	Of
poe	Entry
poe	进口港
poe	Port
poe	Of
poe	Embarkation
poe	载货港
educible	可引出的
educible	可引出
educible	可推断的
educible	可推断
vocationally	职业性地
vocationally	职业性
vocationally	职业上地
vocationally	职业上
allowance	津贴
allowance	补助
allowance	宽容
allowance	允许
allowance	定量供应
pithily	有力地
pithily	有力
pithily	简洁地
pithily	简洁
equate	使相等
equate	视为平等
equate	等同
poor	贫穷的
poor	贫穷
poor	可怜的
poor	可怜
poor	乏味的
poor	乏味
poor	卑鄙的
poor	卑鄙
compulsory	必需做的
compulsory	必需做
compulsory	必修的
compulsory	必修
compulsory	被强迫的
compulsory	被强迫
compulsory	被强制的
compulsory	被强制
compulsory	义务的
compulsory	义务
ungainliness	怪样子
ungainliness	丑陋
umbellet	=umbellule
ligule	舌叶
ligule	舌状
cyanate	氰酸盐
supporter	支持者
supporter	赡养者
supporter	拥护者
jhvh	耶和华
underseas	海面下地
underseas	海面下
underseas	海底地
underseas	海底
foretooth	前齿
foretooth	门牙
bemegride	贝美格
bemegride	美解眠
spain	西班牙
crimpy	卷缩了的
crimpy	卷缩了
crimpy	皱缩了的
crimpy	皱缩了
tif	Tagged
tif	Image
tif	File
tif	Format
tif	标记位图文件格式
snaggletoothed	牙齿不齐的
snaggletoothed	牙齿不齐
altarage	坛上的祭品
wodginite	锡锰钽矿
tacket	钉
mutagenesis	突变形成
mutagenesis	变异发生
russian	俄国人
russian	俄语
russian	俄国的
russian	俄国
russian	俄国人的
russian	俄国人
russian	俄语的
russian	俄语
coenosarc	共体
coenosarc	共肉
eumycete	真菌
fractionary	分数的
fractionary	分数
fractionary	断片的
fractionary	断片
fractionary	微少的
fractionary	微少
gooseberry	醋栗树
gooseberry	醋栗酒
gooseberry	醋栗
ventriculography	脑室造影术
bullyrag	威吓
bullyrag	欺凌
negentropy	负平均信息量
negentropy	负熵
hypochondrium	忧郁症
hypochondrium	疑病症
hypochondrium	季肋部
waldenstrom	瓦尔登斯特伦病
sauger	加拿大鰤鲈
sauger	大眼鰤鲈
cockneyism	伦敦人的派头
cockneyism	语调等
unfurnish	搬走的家具
unfurnish	拆除……的家具
spermic	精子的
spermic	精子
spermic	种子的
spermic	种子
zonta	职业妇女的互助福利俱乐部
columbium	铌
keratin	角蛋白
nehemiah	公元前
nehemiah	5
nehemiah	世纪的希伯来领导人
nehemiah	尼希米记
allegheny	spurge平铺富贵草
moorcock	雄苏格兰雷鸟
damsite	水库所在地
damsite	水库所在
haematophyte	血寄生真菌
underproof	酒精含量在标准浓度下的
underproof	酒精含量在标准浓度下
underproof	不合格的
underproof	不合格
laysister	干杂活的俗人修女
troopship	军队运输船
troopship	运兵舰
stoneware	瓷器
shellbark	小糙皮山核桃
sialolith	涎石
subfamily	亚科
taaffeite	铍镁晶石
entozoic	内寄生的
entozoic	内寄生
polydirectional	多方向的
polydirectional	多方向
polydirectional	多向性的
polydirectional	多向性
metallurgical	冶金学的
metallurgical	冶金学
citral	柠檬醛
condyloid	髁状的
condyloid	髁状
cerastium	耳草属
japheth	雅弗
jasper	碧玉
shoulder	肩
shoulder	肩部
shoulder	侧翼
shoulder	肩负
shoulder	承当
linkman	前卫
obverse	正面的
obverse	正面
pinwork	细小凸出饰纹
waterscape	水景
waterscape	海景
waterscape	水景画
firmer	坚硬的
firmer	坚硬
firmer	坚固的
firmer	坚固
grayhound	快速船
kingstown	金斯敦
thereout	由此
thereout	从那里
thereout	从其
hen	母鸡
hen	雌鸟
microstrip	微波传输带
proximal	最接近的
proximal	最接近
apheliotropic	背光性的
apheliotropic	背光性
pull	拉
pull	拖
pull	拔
pull	拉
pull	拖
pull	拉力
pull	牵引力
cerebrotonia	大脑紧张型
cerebrotonia	精神抑制型
cerebrotonia	气质孤僻
eunomia	欧诺弥亚
eunomia	=eunomy
intersection	交集
intersection	十字路口
intersection	交叉点
sealflower	荷包牡丹
ctenidium	栉鳃
morphosis	形态形成
clincher	敲弯钉头的工具
clincher	紧钳
clincher	夹子
dobie	=adobe
numbness	麻木
numbness	麻痹
tacirton	躁声闸流管
existing	现有的
existing	现有
fastuously	高傲地
fastuously	高傲
fastuously	炫耀地
fastuously	炫耀
succade	蜜饯
nepaulese	=Nepalese
aeneas	特洛伊战争中的勇士
plotinism	柏罗丁的哲学体系
plotinism	柏罗丁主义
fabricant	制造者
fabricant	制作者
nightmare	梦魇
nightmare	恶梦
nightmare	可怕的事物
southernwood	青蒿
mousebird	鼠鸟
mousebird	齿鹑
ninthly	第九
platelet	血小板
platelet	小盘
platelet	小板
bandspreading	频带扩展
pteridophyte	羊齿类
cheesecloth	一种粗棉布
ringbolt	带环螺栓
catalyzer	触媒剂
catalyzer	催化剂
operation	运转
operation	操作
operation	实施
operation	作用
operation	业务
operation	工作
operation	手术
operation	军事行动
huntsmanship	狩猎术
huntsmanship	狩猎本领
infanticidal	杀婴儿的
infanticidal	杀婴儿
acronym	只取首字母的缩写词
zapatismo	萨帕塔主义
thoracopagus	胸部联胎
commute	交换
commute	抵偿
commute	减刑
commute	整流
matt	马特
andirons	铁制柴架
enarthrosis	杵臼关节
pleuston	水漂生物
alchemistically	炼金术地
alchemistically	炼金术
alchemistically	炼金术士地
alchemistically	炼金术士
polyacrylamide	聚丙烯酰胺
reprobative	指责的
reprobative	指责
reprobative	责备的
reprobative	责备
aerodrome	飞机场
aerodrome	机场
zelanian	新西兰的
zelanian	新西兰
curtsy	屈膝礼
curtsy	行屈膝礼
calyptrogen	根冠细胞层
inconsonance	不调和
inconsonance	不协和
psro	professional
psro	standards
psro	review
psro	organization
psro	职业标准审查组织
prunella	耐用的毛织品之一种
pikeperch	鰤鲈
pikeperch	梭鲈
shelvy	渐渐倾斜的
shelvy	渐渐倾斜
outstretch	伸出
outstretch	伸展
laterad	向侧面地
laterad	向侧面
partyism	党派心
partyism	党派性
furring	镶边
furring	皮毛衬里
furring	钉板条
executant	实行者
executant	执行者
executant	演奏者
beidaihe	北戴河
proprietorial	所有的
proprietorial	所有
antiphonary	轮流吟唱
revolution	革命
revolution	旋转
sensa	sensum的复数
affreighter	租船运货
anonychia	无爪症
anonychia	先天性无趾和指甲症
ingulf	吸进
ingulf	投入深渊
irrotationality	无旋性
sansom	桑塞姆
simulant	拟态的
simulant	拟态
simulant	模拟的
simulant	模拟
ligate	结扎
ligate	绑
caernarvon	卡那封郡
kennebec	肯纳贝克河
hal	Henry的昵称
hal	Hardware
hal	Abstract
hal	Layer
hal	硬件抽象层
mesosphere	中间层
pyritic	硫化铁矿的
pyritic	硫化铁矿
voces	vox
voces	的复数
sandpaper	沙纸
crackless	无裂痕的
crackless	无裂痕
hangchow	杭州
hangchow	见Hangzhou
rantipoled	行为放纵
rupicoline	=rupestrine
citywide	全市的
citywide	全市
citywide	全市性的
