desoxycorticosterone	=deoxycorticosterone
aerarium	古罗马的国库
kusso	苦苏花
kusso	苦苏
evolutive	发展的
evolutive	发展
evolutive	进化的
evolutive	进化
evolutive	演变的
evolutive	演变
evolutive	演化的
evolutive	演化
virgilian	维吉尔的
virgilian	维吉尔
assimilable	可同化的
assimilable	可同化
cppcc	Chinese
cppcc	People''s
cppcc	Political
cppcc	Consultative
cppcc	Conference
cppcc	中国人民政治协商会议
unemployment	失业
unemployment	失业人数
mat	席子
mat	垫子
mat	铺席子
olg	Old
olg	Low
olg	German
grenade	手榴弹
scurfy	满是头屑的
scurfy	满是头屑
scurfy	皮屑的
scurfy	皮屑
silicium	硅
anthropological	人类学的
anthropological	人类学
anthropological	lly//
anthropological	人类学上/人类学上的
anthropological	人类学上/人类学上
sweatbox	发汗装置
mengovirus	门戈病毒
kinfolks	亲属
stablish	使坚固
tarragon	龙嵩
tarragon	龙嵩叶
shaddock	柚子
shaddock	文旦
filicauline	有丝状茎的
filicauline	有丝状茎
hindoo	印度人
hindoo	印度教教徒
hindoo	印度人的
hindoo	印度人
hindoo	印度教的
hindoo	印度教
ferromagnesian	含有铁与镁的
ferromagnesian	含有铁与镁
plutodemocracy	金权民主主义
aerosphere	大气层
meanly	卑贱地
meanly	卑贱
meanly	吝啬地
meanly	吝啬
kimono	和服
kimono	妇女穿着的宽大晨衣
sablefish	裸盖鱼
crosslet	小十字形
geoisotherm	=isogeotherm
dangler	吊着晃来晃去之物
dangler	耳环
dangler	追逐女人的男人
barmaid	酒吧间女
barmaid	招待员
permanently	永存地
permanently	永存
permanently	不变地
permanently	不变
burgrave	贵族
chateau	城堡
feed	饲养
feed	饲料
feed	一餐
feed	喂养
feed	饲养
feed	放牧
feed	靠……为生
feed	吃东西
feed	流入
epistemic	认识的
epistemic	认识
driller	钻孔者
driller	钻孔机
seedtime	播种时期
seedtime	准备阶段
seedtime	发展阶段
absorb	吸收
absorb	吸引
snowman	雪人
unsugared	未加糖的
unsugared	未加糖
unsugared	不放糖的
unsugared	不放糖
macrophyllous	具长叶的
macrophyllous	具长叶
proscript	被排斥的人
proscript	被放逐的人
lubricative	润滑的
lubricative	润滑
lubricative	有润滑作用的
lubricative	有润滑作用
intrusion	闯入
intrusion	侵扰
owlwise	像猫头鹰一样聪慧的
owlwise	像猫头鹰一样聪慧
abrasive	研磨剂
abrasive	研磨的
abrasive	研磨
labyrinthodont	迷齿亚纲动物
berne	伯尔尼
vomiturition	连续呕吐
vomiturition	干呕
phlyctenule	小水疱
vinegarroon	大形蝎子之一种
technically	技术上
technically	学术上
technically	工艺上
somatology	人体学
somatology	比较体格学
wisecrack	俏皮话
wisecrack	说俏皮话
wisecrack	俏皮地说
arginaemia	先天性精氨酸代谢失常
undemonstrative	含蓄的
undemonstrative	含蓄
histochemical	组织化学的
histochemical	组织化学
montenegro	Yugoslavia
montenegro	西南部的地方
cytotechnologist	细胞学技士
sootlike	似煤烟的
sootlike	似煤烟
sootlike	似煤炱的
sootlike	似煤炱
callan	青少年
callan	少年们
inebriate	灌醉
windup	终结
windup	结束
windup	挥臂准备投球的动作
windup	装有发条的
windup	装有发条
windup	结尾的
windup	结尾
randall	兰德尔
asthenopia	弱视的
asthenopia	弱视
polychaetan	疣足多刚毛的
polychaetan	疣足多刚毛
galvanograph	电铸版
galvanograph	电铸版印刷品
dissolving	毁灭性的
dissolving	毁灭性
dissolving	消溶的
dissolving	消溶
hyalite	玉滴石
puncture	小孔
puncture	刺破
triptane	三甲基丁烷
sporadic	零星的
sporadic	零星
sociologise	=sociologize
keyword	关键字
clonal	无性系般的
clonal	无性系般
unpaying	不付款的
unpaying	不付款
unpaying	无利润的
unpaying	无利润
musculoskeletal	肌骨骼的
musculoskeletal	肌骨骼
holocoder	全息编码器
tousy	蓬松的
tousy	蓬松
tousy	凌乱的
tousy	凌乱
tousy	权宜的
tousy	权宜
tousy	临时凑合的
tousy	临时凑合
doughfoot	美军步兵
consolute	会溶质的
consolute	会溶质
violet	紫罗兰
violet	紫罗兰色的
violet	紫罗兰色
violet	Violet
violet	维奥莱特
transcutaneous	经皮的
transcutaneous	经皮
transcutaneous	由皮的
transcutaneous	由皮
progeny	后裔
barfly	常赴酒吧的人
barfly	酒鬼
adolesce	进入青春期
adolesce	如青春期少年般行事
inexplicable	无法说明的
inexplicable	无法说明
carpogonium	果胞
plc	Public
plc	Limited
plc	Company
plc	股票上市公司
ravined	布满沟壑的
ravined	布满沟壑
salicylamide	水杨酰胺
criticality	危险程度
capaneus	卡帕纽斯
ridgelike	如脊的
ridgelike	如脊
ridgelike	脊状的
ridgelike	脊状
unhappen	不发生
unhappen	未发生
unhappen	使不发生
unhappen	使未发生
laureate	佩戴桂冠的
laureate	佩戴桂冠
laureate	戴桂冠的人
jockey	职业赛马骑师
jockey	操作员
iodic	碘的
iodic	碘
plumicorn	耳状羽
plumicorn	羽角
cunt	阴道
cunt	女性之阴部
cunt	性交
cunt	肉体
cunt	女人
present	赠品
present	礼物
present	现在
present	瞄准
present	现在的
present	现在
present	出席的
present	出席
present	当面的
present	当面
present	介绍
present	引见
present	给
present	赠送
present	上演
present	提出
present	呈现
present	举枪瞄准
palm	手掌
palm	棕榈
palm	棕榈叶
palm	与……握手
palm	藏……于掌中
palm	蒙混
astrodome	天体观测窗
astrodome	天文航行舱
radium	镭
wrinkly	有皱纹的
wrinkly	有皱纹
wrinkly	易生皱纹的
wrinkly	易生皱纹
wrinkly	老人
wrinkly	中年人
buttock	屁股的一半
buttock	屁股
buttock	船尾
buttock	背摔
argental	银的
argental	银
argental	似银的
argental	似银
stead	替代
stead	用处
stead	好处
stead	对……有利
stead	对……有用
autocatalysis	自身催化
jillet	轻浮的女子
vociferation	大声叫嚷
vociferation	喧嚷
dense	密集的
dense	密集
dense	浓厚的
dense	浓厚
rascal	流氓
rascal	无赖
rascal	坏蛋
rascal	淘气鬼
rascal	不诚实的
rascal	不诚实
rascal	卑鄙的
rascal	卑鄙
rascal	下贱的
rascal	下贱
explicable	可说明的
explicable	可说明
explicable	可解释的
explicable	可解释
mindexpander	致幻药
postlady	女邮递员
donkeyman	辅助发动机管理工
dinosauric	恐龙般大的
dinosauric	恐龙般大
dinosauric	庞大的
dinosauric	庞大
macrocephali	macrocephalus的复数
rumble	隆隆声
rumble	辘辘行驶
rumble	低沉地说
rumble	隆隆声
rumble	辘辘声
rumble	吵嚷声
ascham	阿斯克姆
jurisprdence	法学
nynorsk	尼诺斯克语
seaway	海上航道
seaway	船只在海上航行
seaway	波涛汹涌的海面
azc	American
azc	Zionist
azc	Council美国犹太复国主义者理事会
margarine	人造黄油
scandia	氧化钪
astronomically	天文学上
tranship	换船
tranship	换车
daytime	白天
daytime	日间
trotter	快跑的马
enphytotic	植物恒定流行病
agassiz	trawl阿格赛兹拖网
futhorc	北欧古字母表
equijoin'	NULL)
symptom	症状
symptom	征兆
myoelectric	肌电的
myoelectric	肌电
psychotherapeutics	精神疗法
psychotherapeutics	心理疗法
rabbinical	希伯莱语的
rabbinical	希伯莱语
spik	=spic
inculpable	无罪的
inculpable	无罪
accordionist	手风琴师
uncomely	不标致的
uncomely	不标致
uncomely	不清秀的
uncomely	不清秀
uncomely	不恰当的
uncomely	不恰当
uncomely	不正派的
uncomely	不正派
tejo	特茹河(源出西班牙东北部的塔霍河
pnr	point
pnr	of
pnr	no
pnr	return
mormondom	摩门教教徒居住区
melodrama	情节剧
admonitor	劝告者
admonitor	训诫者
counterviolence	以暴制暴
counterviolence	反对暴力的暴力
hilarity	欢闹
haemostat	止血器
haemostat	止血药
carinate	有龙骨形的
carinate	有龙骨形
nosophobia	疾病恐怖症
semifitted	半紧身的
semifitted	半紧身
homburg	汉堡帽
homburg	小礼帽
homburg	洪堡软毡帽
homburg	卷边男毡帽
protostar	原恒星
crustacean	甲壳类的
crustacean	甲壳类
crustacean	甲壳类
maduro	色深味浓的烟草做的
maduro	色深味浓的烟草做
maduro	色深味浓的
maduro	色深味浓
coppernose	红鼻子
coppernose	酒糟鼻
lutescent	稍带黄色的
lutescent	稍带黄色
notturno	夜曲
notturno	小夜曲
featheriness	羽毛被覆状
featheriness	羽毛状
featheriness	轻吹
rowdyism	粗暴的行为
tomism	汤姆叔叔主义
concertante	适于发挥高度技巧的
concertante	适于发挥高度技巧
cornetto	小铜喇叭
arguably	可论证地
arguably	可论证
arguably	正如可提出证据加以证明的那样
empennage	尾部
empennage	尾翼
contrail	飞行云
contrail	轨迹
contrail	凝结尾
sororal	姐妹的
sororal	姐妹
madeleine	玛德琳蛋糕
sententiously	简洁地
sententiously	简洁
theatre	=theater
approximator	近似者
approximator	接近者
tautomer	互变体
hyperkeratosis	角化过度
hyperkeratosis	眼角膜细胞增多
outcast	被逐的
outcast	被逐
outcast	被排斥的
outcast	被排斥
outcast	被遗弃的
outcast	被遗弃
outcast	被驱逐者
outcast	流浪者
outcast	流氓
mitigant	缓和的
mitigant	缓和
mitigant	减轻的
mitigant	减轻
gastrotrichan	=gastrotrich
sudamina	粟疹
sudamina	痱子
sudamina	汗疹
boding	凶兆的
boding	凶兆
boding	先兆的
boding	先兆
boding	凶兆
boding	前兆
boding	预感
gibeon	吉比恩
punic	古迦太基人的
punic	古迦太基人
punic	反复无常的
punic	反复无常
punic	没有信义的
punic	没有信义
punic	迦古太基语
contiguity	接触
contiguity	接近
contiguity	邻近
epipetalous	花瓣上着生的
epipetalous	花瓣上着生
acutance	锐度
vermiculite	蛭石
eupatorium	泽兰属植物
ceremoniously	隆重地
ceremoniously	隆重
wharfie	码头工人
wharfie	装卸工人
pronouncement	声明
toilless	不费力的
toilless	不费力
toilless	容易的
toilless	容易
laminarin	海带多糖
chorda	索
chorda	腱
costmary	艾菊
softback	平装书
softback	纸面书
onus	责任
onus	负担
inelegantly	不优美地
inelegantly	不优美
coruscant	闪的
coruscant	闪
coruscant	闪烁的
coruscant	闪烁
persevering	坚忍的
persevering	坚忍
persevering	不屈不挠的
persevering	不屈不挠
boche	德国人
boche	德国兵
snubber	斥责者
snubber	拒绝者
snubber	缓冲器
crossable	可交配的
crossable	可交配
faultiness	有过失
faultiness	可指责
faultiness	不完善
polygonum	蓼属植物
geocentrism	地心说
geocentrism	地球中心说
fit	突然发作
fit	适合
fit	痉挛
fit	一阵
fit	合适的
fit	合适
fit	恰当的
fit	恰当
fit	健康的
fit	健康
fit	准备好的
fit	准备好
fit	适合
fit	安装
fit	使合身
fit	使适应
fit	使合格
fit	适合
fit	符合
polemical	辩论法
polemical	辩论术
polemical	好辩的
polemical	好辩
polemical	挑起争端的
polemical	挑起争端
skillful	灵巧的
skillful	灵巧
skillful	熟练的
skillful	熟练
skillful	制作精巧的
skillful	制作精巧
stuporous	昏迷的
stuporous	昏迷
stuporous	不省人事的
stuporous	不省人事
stuporous	麻木的
stuporous	麻木
recreancy	胆小
recreancy	怯懦
recreancy	不忠
recreancy	变节
tritiated	含氚的
tritiated	含氚
tritiated	用氚示踪的
tritiated	用氚示踪
sunfall	日落
sunfall	日落时分
hemagglutination	/
hemagglutination	使红血球`neIFEn/
hemagglutination	红血球凝聚的
hemagglutination	红血球凝聚
planirostral	具扁喙的
planirostral	具扁喙
steamroll	用压路机碾
steamroll	粉碎
steamroll	压倒
steamroll	以不可抗拒之力前进
antagonise	使反抗
antagonise	使敌对
smileless	没有笑容的
smileless	没有笑容
smileless	严肃的
smileless	严肃
ishmaelite	以实玛利人
ishmaelite	被逐出者
khuskhus	=cuscus
pothole	壶穴
rightable	可纠正的
rightable	可纠正
rightable	可补救的
rightable	可补救
vibrograph	振动计
sitosterol	谷甾醇
veterinary	兽医
veterinary	医牲畜的
veterinary	医牲畜
veterinary	兽医的
veterinary	兽医
tchick	催马快跑所发之声
tchick	发出催马快跑之声
punishment	惩罚
punishment	处罚
punishment	惩处
whitesmith	锡铁匠
coquet	卖弄风情
coquet	卖弄风情的
coquet	卖弄风情
coquet	卖弄风情
coquet	娇艳的
coquet	娇艳
prophet	先知
prophet	预言者
prophet	提倡者
beerburst	=beer
beerburst	bust
acetabularia	伞藻
tremolo	颤音
tremolo	颤声
tremolo	震音的
tremolo	震音
prepositional	前置词的
prepositional	前置词
prepositional	当前置词的
prepositional	当前置词
campanulaceous	吊钟花科的
campanulaceous	吊钟花科
campanulaceous	风轮草属的
campanulaceous	风轮草属
canasta	用两组纸牌的桥牌游戏
uninstall	卸载
uninstall	卸载软件
devotion	热爱
devotion	投入
homesite	住宅根据地
homesite	住宅根据
homesite	家
howe	洞
howe	孔
panopticon	圆形监狱
wader	跋涉者
wader	涉禽类
wader	钓鱼用的防水长靴
iridology	虹膜学
abnormal	反常的
abnormal	反常
abnormal	变态的
abnormal	变态
templet	样板
templet	模板
closefitting	紧身的
closefitting	紧身
acierate	化铁为钢
acierate	掺碳
acierate	增碳
ostracean	牡蛎的
ostracean	牡蛎
ostracean	牡蛎
adapter	适配器
adapter	改编者
adapter	扩充卡或特殊设计的电路
mitis	可锻铁
coparceny	=coparcenary
blur	涂污
blur	污损弄得模糊不清
blur	弄污
blur	污点
dekametre	公丈
maharanee	王公之妻
maharanee	女君主
sysop	系统操作员
sysop	站长
mealtime	进餐时间
buddhist	佛教徒
buddhist	佛教的
buddhist	佛教
unco	不知名的
unco	不知名
unco	没看惯的
unco	没看惯
unco	陌生的
unco	陌生
unco	不可思议的
unco	不可思议
unco	奇怪的
unco	奇怪
unco	非常
reductor	还原器
reductor	减速器
reductor	减压器
plug	堵
plug	塞
plug	插上
plug	插栓
plug	塞子
plug	插头
plug	插销
classically	古典主义地
classically	古典主义
classically	拟古地
classically	拟古
forktail	尾巴开叉的鱼
forktail	尾巴开叉的鸟
itinerate	巡回
antitail	逆向彗尾
mentality	智力
mentality	精神
mentality	心理
mentality	思想情况
traditionist	传统主义者
downtime	停工期
hydraemic	水血症的
hydraemic	水血症
hydraemic	稀血症的
hydraemic	稀血症
transcriptor	录音重放装置
incisive	深刻的
incisive	深刻
incisive	尖锐的
incisive	尖锐
incisive	激烈的
incisive	激烈
slobber	淌口水
slobber	口水
pimply	肿泡的
pimply	肿泡
pimply	有疙瘩的
pimply	有疙瘩
caudiform	尾状的
caudiform	尾状
tenderize	使嫩
curial	元老院的
curial	元老院
enantiosis	反语
propound	提出
propound	提议
barkeep	酒吧间老板
barkeep	酒吧间招待
aerogenically	产气地
aerogenically	产气
artificer	技工
artificer	技师
artificer	发明者
artificer	技术兵
pileorhiza	根冠
hip	臀
hip	蔷薇果
hip	忧郁
hip	熟悉内情的
hip	熟悉内情
hip	使忧郁
hip	给造屋脊
hip	喝彩声
concelebrate	共做弥撒
investitive	授予的
investitive	授予
investitive	赋予的
investitive	赋予
foreseer	有先见之明的人
nigritude	黑
nigritude	漆黑
fanega	法内格
uncorrupt	未堕落的
uncorrupt	未堕落
uncorrupt	不腐败的
uncorrupt	不腐败
uncorrupt	无讹误的
uncorrupt	无讹误
uncorrupt	纯正的
uncorrupt	纯正
setwall	缬草
atlantis	传说沉没于大西洋中的岛
petalody	成花瓣形
petalody	花瓣化
dll	Dynamic
dll	Link
dll	Library
dll	动态链接库
cromer	克罗默
steenbok	小岩羚
lordliness	贵族式
lordliness	皇室气派
lordliness	权势
seminivorous	食种子的
seminivorous	食种子
vacillatingly	犹豫地
vacillatingly	犹豫
disfavor	不悦
disfavor	厌恶
disfavor	失宠
disfavor	不赞成
disfavor	冷待
kate	Catherine
kate	的昵称
pantalettes	长裤
pantalettes	灯笼裤
exostosis	外生骨疣
greenfeed	青绿饲料
depressor	抑压者
depressor	抑压物
depressor	抑制剂
depressor	压板
depressor	压器
aegeus	埃勾斯
upwhirl	向上旋转
erumpent	突然现出的
erumpent	突然现出
erumpent	裂出的
erumpent	裂出
sternforemost	船尾向前地
sternforemost	船尾向前
sternforemost	倒退地
sternforemost	倒退
semiglazed	具半光泽的
semiglazed	具半光泽
semiglazed	略上釉的
semiglazed	略上釉
tabourine	=taborine
underemphasis	强调不够
underemphasis	重视不够
starting	出发
starting	开始
winded	通风的
winded	通风
winded	喘气的
winded	喘气
solitudinarian	隐士
solitudinarian	遁世者
sulfury	硫磺的
sulfury	硫磺
organosilicon	有机硅的
organosilicon	有机硅
hypohepatia	肝功能减退
hypohepatia	肝功能不全
zookeeper	动物园管理者
beater	搅拌器
droit	权利
droit	所有权
droit	权利的对象
gentlewoman	贵妇人
polyurethane	聚亚安酯
calyculate	有杯状小体的
calyculate	有杯状小体
hydromagnetics	磁流体动力学
monchiquite	沸煌岩
spaewife	算命女人
spaewife	女预言者
spaewife	女术士
directness	笔直
directness	率直
directness	直接
harshen	使荒凉
ophiophagous	食蛇的
ophiophagous	食蛇
taciturnly	沉默寡言地
taciturnly	沉默寡言
weediness	杂草状
weediness	瘦弱
sabrina	塞布丽娜
thersites	瑟赛蒂兹
overage	过老的
overage	过老
overage	过剩
overage	过多
bungie	橡皮
cease	停止
cease	终了
ferryboat	渡船
ferryboat	渡轮
convincible	可说服的
convincible	可说服
convincible	可使信服的
convincible	可使信服
polybasite	硫锑铜银矿
enfranchise	给予选举权
enfranchise	给予自治权
enfranchise	解放
unconformity	不顺从
unconformity	不服从
unconformity	不一致
unconformity	不适合
dermatoid	皮状的
dermatoid	皮状
dermatoid	皮样的
dermatoid	皮样
toddle	东倒西歪地走
toddle	蹒跚学步
toddle	散步
toddle	蹒跚走路
toddle	东倒西歪的走路
toddle	刚学走步的小孩
boresome	烦人的
boresome	烦人
folie	疯狂
psyche	心智
psyche	灵魂
psyche	心灵
psyche	精神
quinine	奎宁
quinine	奎宁化合物
unartificial	非人工的
unartificial	非人工
unartificial	自然的
unartificial	自然
epitoxoid	弱亲和类毒素
clamshell	蛤壳
clamshell	蛤壳式挖泥机
virulent	剧毒的
virulent	剧毒
virulent	致命的
virulent	致命
virulent	刻毒的
virulent	刻毒
virulent	有病毒的
virulent	有病毒
virulent	恶毒的
virulent	恶毒
virulent	充满敌意的
virulent	充满敌意
virulent	恶性的
virulent	恶性
reposting	新任命
perfecta	=exacta
alsatian	阿尔萨斯人的
alsatian	阿尔萨斯人
alsatian	阿尔萨斯人
dupable	易于受骗的
dupable	易于受骗
foamback	泡沫塑料衬里
hypoxemic	血氧不足的
hypoxemic	血氧不足
bole	树干
bole	树身
algophobia	疼痛恐怖
antienzymatic	抗酵素的
antienzymatic	抗酵素
stoep	屋前游廊
stoep	门廊
reflectingly	反射地
reflectingly	反射
reflectingly	深思地
reflectingly	深思
reflectingly	反映地
reflectingly	反映
cosmologic	宇宙论的
cosmologic	宇宙论
cosmologic	宇宙哲学的
cosmologic	宇宙哲学
advocaat	荷兰产蛋酒
ecclesiastes	传道书
flump	砰然声
flump	重落
flump	砰的摔下
flump	砰的倒下
unsung	未唱的
unsung	未唱
unsung	未在诗歌中歌颂过的
unsung	未在诗歌中歌颂过
unsung	未赞颂的
unsung	未赞颂
quaker	教友派信徒
quaker	贵格会会员
bribee	受贿者
brocade	织有金银丝浮花的
brocade	织有金银丝浮花
brocade	织锦
brocade	锦缎
serinette	八音琴
nuclide	核素
incurvate	弯曲
incurvate	向内弯曲的
incurvate	向内弯曲
incurvate	内曲的
incurvate	内曲
liveborn	活产的
liveborn	活产
liveborn	活胎产的
liveborn	活胎产
venial	可宽恕的
venial	可宽恕
agrologic	农业土壤学的
agrologic	农业土壤学
clampdown	压制
clampdown	取缔
charactron	字符管
charactron	字码管
embarrassment	困窘
embarrassment	阻碍
jeux	jeu的复数
macroptic	视物显大症的
macroptic	视物显大症
macroptic	患视物显大症的
macroptic	患视物显大症
manometry	压力测量法
manometry	测压法
overemphasize	过分强调
amiss	有毛病的
amiss	有毛病
amiss	出差错的
amiss	出差错
amiss	错误的
amiss	错误
trombone	长号
thiram	二硫四甲秋兰姆
thiram	福美双
thiram	双硫胺甲酰
recalcitration	反对
recalcitration	不服从
recalcitration	顽抗
incorporation	结合
incorporation	合并
incorporation	形成法人组织
incorporation	组成公司
synonymical	=synonymous
bungler	笨拙者
bungler	经验不够的人
interoffice	各办公室间的
interoffice	各办公室间
lent	lend的过去式和过去分词
lent	四旬斋
sas	Scandinavian
sas	Airlines
sas	System
sas	斯堪的纳维亚航空公司
sas	Special
sas	Air
sas	Service
sas	英国空军特别部队
afar	遥远地
afar	遥远
rheumatism	风湿
rheumatism	风湿病
bento	盒饭或饭盒
borrow	借
borrow	借入
borrow	借用
zoosporangium	游动的孢子囊
machinator	阴谋家
machinator	策划者
summersault	=somersault
pluralise	=pluralize
katana	武士刀
katana	刀
decuplet	十个的一组
lampshell	腕足动物
nisi	非绝对的
nisi	非绝对
nisi	非最后的
nisi	非最后
wayleave	通行权
redactor	编辑者
redactor	校订者
redactor	修订者
unrope	把捆绑……的绳解掉
unrope	解绳放开
unrope	解开绳索
unrope	挣脱绳索
coper	马贩子
frangipani	鸡蛋花
frangipani	从鸡蛋花中提炼出来的香料
refurnish	再供给
refurnish	重新装备
usherette	女引座员
scranton	斯克兰顿
borescope	管道镜
prejob	就业前的
prejob	就业前
prejob	职前的
prejob	职前
pledgor	抵押人
pledgor	典押人
forsythia	连翘属植物
alumroot	矾根草
reims	兰斯
inlayer	镶嵌者
inlayer	镶嵌匠
burden	担子
burden	负担
burden	负担
superstitionist	醉心于迷信的人
menses	月经
menses	行经
menses	月经来潮
menses	月经期
nighttide	夜间
nighttide	夜潮
autogenetic	自生的
autogenetic	自生
autogenetic	无生源说的
autogenetic	无生源说
mammonite	=mammonist
emit	发出
emit	放射
emit	吐露
emit	散发
emit	发表
emit	发行
laryngology	喉科学
araroba	柯桠树
dirndl	少女装
dirndl	紧身连衣裙
prevalency	=prevalence
ouzo	希腊产的饭后酒之一种
suspenseful	悬疑的
suspenseful	悬疑
suspenseful	令人紧张的
suspenseful	令人紧张
hahnemannian	哈内曼的
hahnemannian	哈内曼
hahnemannian	哈内曼疗法的
hahnemannian	哈内曼疗法
rhinogenic	由鼻腔引起的
rhinogenic	由鼻腔引起
rhinogenic	鼻性的
rhinogenic	鼻性
maturityonset	diabetes成年糖尿病
logomachy	对词的争议
logomachy	文字游戏
raptured	欢天喜地的
raptured	欢天喜
raptured	狂喜的
raptured	狂喜
raptured	销魂的
raptured	销魂
surgically	如外科手术般地
surgically	如外科手术般
felonious	恶毒的
felonious	恶毒
felonious	凶恶的
felonious	凶恶
felonious	极恶的
felonious	极恶
felonious	重罪的
felonious	重罪
hindrance	妨碍
hindrance	障碍
zonda	佐达风
monitorship	级长或学生纠查的职务
abiogenesis	自然发生
neuroactive	刺激神经组织的
neuroactive	刺激神经组织
labyrinthine	迷宫的
labyrinthine	迷宫
labyrinthine	曲折的
labyrinthine	曲折
euphuist	用浮华词句的人
euphuist	用华丽的文体书写的人
anticlerical	反圣职者的
anticlerical	反圣职者
anticlerical	反对教权的
anticlerical	反对教权
acquiescently	默认地
acquiescently	默认
acquiescently	顺从地
acquiescently	顺从
jilin	吉林
ripsnort	喧闹地行进
ripsnort	喧闹地沿……而去
fibrogenesis	纤维发生
palaeolith	旧石器
leh	列城
hymenotomy	处女膜切开
hymenotomy	膜切开术
jobbernowl	笨蛋
jobbernowl	蠢蛋
jobbernowl	愚蠢的
jobbernowl	愚蠢
enuresis	遗尿
beautify	美化
lumber	木材
lumber	无用的杂物
lumber	废物
lumber	隆隆声
lumber	砍伐木材
lumber	乱堆
lumber	伐木
lumber	喧闹地向前走
lumber	笨重地行动
adsorbent	吸附的
adsorbent	吸附
adsorbent	吸附剂
consuela	康斯薇拉
halfpenny	半便士铜币
halfpenny	半便士之值
ouidah	威达
petrous	岩石的
petrous	岩石
petrous	岩石般的
petrous	岩石般
redowa	雷多瓦舞
redowa	雷多瓦舞曲
wonderland	仙境
wonderland	奇境
filmset	电影布景
imaginable	可想象的
imaginable	可想象
imaginable	可能的
imaginable	可能
noumenal	本体的
noumenal	本体
noumenal	实体的
noumenal	实体
analysis	分析
analysis	分解
hornlessness	无角
hornlessness	无号角
resplendent	辉煌的
resplendent	辉煌
resplendent	灿烂的
resplendent	灿烂
resplendent	光辉的
resplendent	光辉
resplendent	华丽的
resplendent	华丽
acesodyne	止痛
acesodyne	止痛药
acesodyne	止痛的
acesodyne	止痛
upbringing	抚育
upbringing	教养
preludial	序言的
preludial	序言
preludial	序幕的
preludial	序幕
unheroical	不英勇的
unheroical	不英勇
unheroical	胆怯的
unheroical	胆怯
unheroical	给人印象不深的
unheroical	给人印象不深
diocesan	主教管区的
diocesan	主教管区
diocesan	教区主教
teledata'	NULL)
undissembling	不加掩盖的
undissembling	不加掩盖
undissembling	真诚的
undissembling	真诚
undissembling	坦率的
undissembling	坦率
undissembling	公开的
undissembling	公开
fruitery	果实
fruitery	贮存水果的地方
irreverence	不尊敬的
irreverence	不尊敬
quilter	缝被子的人
quilter	绗缝附件
carnify	使成肉质
carnify	长肉
carnify	变成肉质
frizette	=frisette
revolutionology	革命学
revolutionology	革命研究
wristband	袖口
wristband	表带
flagship	旗舰
antiphrasis	反用法
cattail	柔夷花序之花
cattail	香蒲
sarcoidosis	肉状瘤病
sarcoidosis	类肉状瘤病
mux	使混乱
mux	混乱
mux	multiplexer
mux	多路复用器
kidd	基德
roding	锚缆
sitten	sit的过去分词
upmost	最高的
upmost	最高
upmost	最上的
upmost	最上
kenspeckle	明显的
kenspeckle	明显
kenspeckle	引人注意的
kenspeckle	引人注意
kenspeckle	显著的
kenspeckle	显著
gallnut	没食子
gallnut	五倍子
detassel	使
fortran	FORTRAN语言
fortran	公式翻译程序语言
vdt	Video
vdt	Display
vdt	Terminals
vdt	视频显示终端
rile	激怒
rile	使恼怒
childrenese	儿语
illusion	幻想
stere	立方公尺
stere	立方米
whee	哟
whee	啊
spacing	间隔
spacing	间距
disrespectable	不值得尊重的
disrespectable	不值得尊重
disrespectable	不体面的
disrespectable	不体面
wordily	唠叨地
wordily	唠叨
wordily	罗嗦地
wordily	罗嗦
distortedness	扭歪
distortedness	被曲解
helicon	海利空低音大号
hepatic	肝的
hepatic	肝
pangwe	人
autorotate	自转
aldermanship	高级市政官的职位
sirvente	讽刺诗歌
tokonoma	床之间
tokonoma	壁龛
meadowy	牧草地的
meadowy	牧草
molluscoidal	拟软体动物的
molluscoidal	拟软体动物
molluscoidal	似拟软体动物的
molluscoidal	似拟软体动物
floodlit	泛光灯照明的
floodlit	泛光灯照明
sparing	节俭的
sparing	节俭
sparing	保守的
sparing	保守
ammocolous	砂生的
ammocolous	砂生
ammocolous	栖砂的
ammocolous	栖砂
meant	mean的过去式和过去分词
acerbity	涩
acerbity	酸
acerbity	刻薄
slashing	尖锐的
slashing	尖锐
slashing	苛刻的
slashing	苛刻
slashing	鲜明的
slashing	鲜明
slashing	乱砍的
slashing	乱砍
ethnology	人种学
ethnology	人类文化学
religionary	宗教的
religionary	宗教
religionary	涉及宗教的
religionary	涉及宗教
browse	浏览
browse	吃草
browse	放牧
antennary	触角的
antennary	触角
anaesthesia	感觉缺乏
anaesthesia	麻木
anaesthesia	麻醉
firebolt	霹雳
amatively	恋爱地
amatively	恋爱
amatively	好色地
amatively	好色
belvedere	望景楼
etaerio	聚心皮果
collectanea	文选
collectanea	选集
intrada	引子
intrada	前奏
lapm	Line
lapm	Access
lapm	Protocol
lapm	for
lapm	Modem
lapm	调制解调器链路存取协议
furl	卷收
furl	叠
furl	收下
furl	卷起
furl	收拢
furl	卷收
furl	卷起之物
furl	卷起
deerfly	鹿虻
judaeophil	对犹太人友善的
judaeophil	对犹太人友善
judaeophil	善待犹太人的
judaeophil	善待犹太人
twinborn	双胞胎的
twinborn	双胞胎
twinborn	孪生的
twinborn	孪生
ligamentary	韧带的
ligamentary	韧带
malarkey	说大话
malarkey	胡说
solanaceous	茄属的
solanaceous	茄属
furrier	毛皮商
furrier	毛皮衣制作工
poppethead	滑轮轴
