scholasticism	经院哲学
prolifically	多产
prolifically	丰富地
prolifically	丰富
pharmacopoeia	药典
pharmacopoeia	一批备用药品
angustifoliate	窄叶的
angustifoliate	窄叶
volcanism	火山作用
weltanschauung	世界观
weltanschauung	人生观
amende	道歉
amende	赔偿
costive	便秘的
costive	便秘
costive	沉默寡言的
costive	沉默寡言
costive	行动迟缓的
costive	行动迟缓
costive	小气的
costive	小气
wogland	外国
pyroxene	辉石
redressment	=redress
dustman	清洁工
superordination	上位
ricksha	黄包车
ricksha	人力车
angina	咽痛
angina	绞痛
lopstick	棒状树
lopstick	截枝树
genocidal	种族灭绝的
genocidal	种族灭绝
genocidal	集团屠杀的
genocidal	集团屠杀
mommy	妈咪
domesticity	家庭生活
domesticity	专心于家务
domesticity	对家庭的挚爱
domesticity	家庭生活
wildness	野生
wildness	野蛮
anonaceous	=annonaceous
incurvation	内曲
incurvation	弯曲
shortfall	不足
shortfall	不足量
pinfeather	鸟的新生毛
scotomization	精神"盲点"形成
impoverishment	贫穷
impoverishment	穷困
capnomancy	用烟占卜
phatic	交流感情的
phatic	交流感情
phatic	仅仅是交际性的
phatic	仅仅是交际性
sucrase	蔗糖酶
graphomotor	运动的
graphomotor	运动
leze	majesty=lese
leze	majesty
storiology	传说研究
storiology	传说学
batrachian	蛙类的
batrachian	蛙类
batrachian	无尾两栖类的
batrachian	无尾两栖类
batrachian	无尾两栖动物
mshe	Master
mshe	of
mshe	Science
mshe	in
mshe	Home
mshe	Economics
mshe	家政学硕士
saintpaulia	=African
saintpaulia	violet
kyoto	京都
jazzily	有爵士特点地
jazzily	有爵士特点
jazzily	奔放地
jazzily	奔放
jazzily	愉快地
jazzily	愉快
rassle	摔跤
rassle	角力
beztine	=bez
beztine	antler
maturate	成熟
undershorts	短衬裤
loiteringly	懒散地
loiteringly	懒散
loiteringly	吊儿郎当地
loiteringly	吊儿郎当
backless	无背的
backless	无背
backless	无靠背部的
backless	无靠背部
backless	无后盾的
backless	无后盾
mammey	=mammee
ghastfulness	恐怖
ghastfulness	可怕
pachyderm	厚皮类动物
pachyderm	迟钝的人
roucou	=annatto
leptodactyl	有细长脚趾的
leptodactyl	有细长脚趾
viscerate	取出内脏
ezechiel	即Ezekiel
banter	善意地取笑
banter	逗弄
banter	善意的与人开玩笑
odds	可能的机会
odds	成败的可能性
odds	优势
odds	不均
odds	不平等
odds	几率
odds	差别
albuminose	多胚乳的
albuminose	多胚乳
albuminose	含白朊的
albuminose	含白朊
chokedamp	窒息瓦斯
frisian	Friland的
frisian	Friland
frisian	Friesland人的
frisian	Friesland人
frisian	Friesland人
extemportize	即席演说
extemportize	演唱
uricosuric	促尿酸尿的
uricosuric	促尿酸尿
pompey	英国南部的军港
ochreous	赭石的
ochreous	赭石
ochreous	赭色的
ochreous	赭色
ochreous	含赭石的
ochreous	含赭石
corporatist	组合主义者
corporatist	社团主义者
blitz	闪电战
blitz	以闪电战攻击
spadille	最大王牌
opprobrium	不名誉
opprobrium	耻辱
opprobrium	责骂
biter	咬人的动物
biter	骗子
nouny	多名词的
nouny	多名词
nouny	使用许多名词的
nouny	使用许多名词
nouny	具有名词性质的
nouny	具有名词性质
erzgebirge	Erz(即克鲁什涅山脉
crotchet	小钩
crotchet	怪想
crotchet	奇想
crotchet	反复无常
ohmage	欧姆电阻
ohmage	欧姆阻抗
ohmage	欧姆数
trippet	敲击装置
chirpily	嚓嚓叫地
chirpily	嚓嚓叫
chirpily	快活地
chirpily	快活
chirpily	活泼地
chirpily	活泼
paycheck	付薪水的支票
paycheck	薪水
knobbiness	多小丘
knobbiness	多瘤
knobbiness	疙瘩
festivity	欢宴
festivity	欢庆
campanologist	鸣钟术专家
campanologist	铸钟专家
gastrostomy	胃造口术
strychninize	对……施用士的宁
eglestonite	氯汞矿
pastorate	牧师的职责
pastorate	牧师的任期
pastorate	牧师团
manzello	曼泽洛管
exocrine	外分泌的
exocrine	外分泌
excellent	卓越的
excellent	卓越
excellent	极好的
excellent	极好
agnosticism	不可知论
oscillation	摆动
oscillation	振动
gruntle	咕哝
gruntle	嘀咕
gruntle	使高兴
gruntle	使满意
microprint	缩影相片
mack	老兄
mack	老弟
brevet	名誉晋升
brevet	予以名誉晋升
dislike	讨厌
dislike	不喜欢
dislike	嫌恶
vexillary	旗手
vexillary	旗兵
vexillary	军旗的
vexillary	军旗
thyratron	闸流管
refinance	再为……筹钱
refinance	再供……资金
phosphoglucomutase	葡萄糖磷酸变位酶
upend	颠倒
upend	倒放
avdp	avoirdupois
debasement	降低
debasement	改造
underhand	秘密的
underhand	秘密
underhand	下投的
underhand	下投
underhand	欺瞒的
underhand	欺瞒
underhand	秘密地
underhand	秘密
underhand	阴险地
underhand	阴险
underhand	手不过肩地
underhand	手不过肩
diamantiferous	藏有钻石的
diamantiferous	藏有钻石
diamantiferous	产钻石的
diamantiferous	产钻石
photodissociation	光离解
photodissociation	光解
injectable	血管注射剂
injectable	可注射的
injectable	可注射
volcanically	火山似地
volcanically	火山似
volcanically	猛烈地
volcanically	猛烈
orchardman	=orchardist
thanatophidia	毒蛇
peristalith	石柱圈
observability'	NULL)
inheritrix	女继承人
woodpie	斑啄木鸟
automorphism	自守
automorphism	自同构
cubicle	小卧室
inarm	环抱
inarm	拥抱
intermit	中断
drugstore	药房
drugstore	杂货店
bioelectrical	生物电的
bioelectrical	生物电
knowledge	知识
knowledge	学问
knowledge	认识
knowledge	知道
knowledge	学科
polite	有礼貌的
polite	有礼貌
polite	客气的
polite	客气
polite	有教养的
polite	有教养
polite	文雅的
polite	文雅
diathermancy	透热性
remonstrator	提出异议的人
remonstrator	忠告者
accurately	正确地
accurately	正确
accurately	精确地
accurately	精确
pictograph	象形文字
pictograph	古代石壁画
scuzz	邋遢的人
scuzz	脏东西
abrader	磨石
abrader	研磨器
supper	晚餐
mali	马里
unceremoniousness	无礼
dekaliter	=decaliter
endergonic	吸能的
endergonic	吸能
lobsterling	小龙虾
doubtfully	怀疑地
doubtfully	怀疑
doubtfully	含糊地
doubtfully	含糊
ier	乘数
ier	乘数寄存器
homoplasy	类似
homoplasy	同形
squish	咯吱声
squish	果酱
squish	压扁
squish	压烂
squish	咯吱吱地走
submissively	顺从地
submissively	顺从
submissively	服从地
submissively	服从
dihydro	有二个氢原子的
dihydro	有二个氢原子
crabbed	乖戾的
crabbed	乖戾
crabbed	易怒的
crabbed	易怒
crabbed	难懂的
crabbed	难懂
crabbed	潦草的
crabbed	潦草
panelling	镶板
panelling	格子
pseudology	说谎
pseudology	捏造
pseudology	说谎术
duvetyne	混纺毛织品的一种
oligotrophic	贫营养的
oligotrophic	贫营养
urgently	迫切地
urgently	迫切
urgently	急切地
urgently	急切
scrubwoman	女清洁工
scrubwoman	打杂女工
abuzz	嗡嗡的
abuzz	嗡嗡
abuzz	嘁嘁喳喳的
abuzz	嘁嘁喳喳
abuzz	活泼的
abuzz	活泼
absorptive	吸收性的
absorptive	吸收性
absorptive	有吸收力的
absorptive	有吸收力
integrate	使成整体
integrate	使一体化
integrate	求……的积分
integrate	结合
jnd	Just
jnd	Noticeable
jnd	Difference
jnd	刚刚能够看出来的差异
cabas	女用手提包
cabas	提篮
cladding	覆层
ladino	拉地诺语
nitrid	=nitride
nannofossil	微化石
nannofossil	微型浮游生物化石
ingliding	内向滑音的
ingliding	内向滑音
permissibility	允许
permissibility	容许性
picador	骑马斗牛士
exteriorly	从外部
exteriorly	表面上
slype	走廊
palaearctic	古北区的
palaearctic	古北区
preparative	预备的
preparative	预备
preparative	准备的
preparative	准备
preparative	预备
preparative	准备
preparative	准备的事物
firebomb	火焰炸弹
jointress	拥有寡妇所得继承权的女子
respective	分别的
respective	分别
respective	各自的
respective	各自
pterodactyl	翼龙
congratulatory	庆祝的
congratulatory	庆祝
congratulatory	祝贺的
congratulatory	祝贺
tuc	Trades
tuc	Union
tuc	Congress
tuc	英国劳工联合会议
shmear	=schmear
balloonfish	河豚
urban	城市的
urban	城市
urban	市内的
urban	市内
subcortex	下皮层
subcortex	皮层下部
de	Germany
de	德国
de	Direct
de	Etching
de	表面刻蚀
emphysema	气肿
emphysema	肺气肿
kantele	康特勒琴
nematocyst	刺丝囊
nematocyst	刺细胞
guggenheim	=Guggenheim
guggenheim	fellowship
candlefish	蜡烛鱼
mcs	计算机科学硕士
dobla	多卜拉
plagiotropism	斜向性
supergalaxy	超星系
levin	闪电
verbally	用言辞地
verbally	用言辞
verbally	口头地
verbally	口头
dentifrice	牙粉
dentifrice	牙膏
sulfonal	索佛拿
minster	修道院附属的教堂
minster	大教堂
hesperornis	黄昏鸟
gigavolt	吉伏特
gigavolt	千兆伏特
gigavolt	十亿伏特
moffie	脂粉气的男人
metaplasia	转化
metaplasia	化生
metaplasia	组织变形
sauropod	蜥脚类动物
acetophenone	乙酰苯
acetophenone	苯乙酮
acetophenone	苯基甲基甲酮
incapability	无能
jujutsu	柔术
pigeonhearted	胆小的
pigeonhearted	胆小
pigeonhearted	害羞的
pigeonhearted	害羞
entasia	强直性痉挛
acatalectic	音节数完整的
acatalectic	音节数完整
larvikite	歪碱正长岩
spartanize	斯巴达化
vs	对
gloxinia	大岩桐
trowelman	使用镘刀的工人
trowelman	泥工
he	pro
he	他
he	男
he	雄
he	氦
he	He
lapboard	放在膝上代替餐桌的小板
lapboard	膝板
formic	蚁的
formic	蚁
formic	蚁酸的
formic	蚁酸
solidus	古代罗马金币的一种
eelpout	粘鱼类
somatotype	体型分类
somatotype	按体型分类
abscondee	潜逃者
segregationist	隔离主义者
ballistite	火箭固体燃料
limnological	湖泊学的
limnological	湖泊学
limnological	湖沼学的
limnological	湖沼学
encephalograph	en9sefE`lC^rEfI/
encephalograph	大脑
encephalograph	X
encephalograph	光照片/I/
encephalograph	脑照相术
cartelize	组成卡特尔
cartelize	组成企业联盟
bronchography	支气管造影
squetee	=squeteague
coachman	马车夫
suberization	栓化作用
dipshit	笨蛋
scrumptious	极为愉快的
scrumptious	极为愉快
scrumptious	绝妙的
scrumptious	绝妙
scrumptious	极好的
scrumptious	极好
scrumptious	味美的
scrumptious	味美
twoscore	四十
cedilla	变音符号
carmen	卡门
aardwolf	土狼
faineancy	忽略
faineancy	不管
sophist	诡辩家
sophist	博学者
sophist	诡辩者
discombobulate	使混乱
discombobulate	使泄气
discombobulate	使困惑
girdle	带
girdle	腰带
girdle	带状物
girdle	浅锅
girdle	束
girdle	绕
girdle	包围
girdle	围绕
coetaneous	同时代的
coetaneous	同时代
hydrologist	水文学者
melange	混合物
melange	大杂烩
melange	杂乱的一群
melange	混色纱
postboat	邮政船
postboat	客运班船
humate	腐殖酸盐
saturniid	天蚕蛾
boa	蟒蛇
boa	女用毛皮
boa	围巾
reticence	沉默寡言
wraac	Women''s
wraac	Royal
wraac	Australian
wraac	Army
wraac	Corps
wraac	澳大利亚皇家陆军妇女服务队
burrhead	黑人
gunnybag	黄麻袋
paleobotany	古植物学
embargo	禁止出入港口
embargo	禁运
embargo	禁止出入港口
embargo	禁运
blissful	有福的
blissful	有福
auberge	小客栈
auberge	小旅馆
inkiyo	=inkyo
multichain	多链的
multichain	多链
genbakusho	=radiation
genbakusho	sickness
retrospection	回顾
retrospection	回想
retrospection	追溯
clericalize	使当牧师
clericalize	在……中提高教权之影响力
bosnywash	波纽华地区
zoosemiotics	动物符号学
slobbery	流口水的
slobbery	流口水
slobbery	过于伤感的
slobbery	过于伤感
sneaker	鬼鬼祟祟的人
sneaker	卑鄙者
sneaker	运动鞋
adjudicator	判决者
adjudicator	裁定者
blindworm	无脚蜥蜴
galavant	=gallivant
disaggregate	使崩溃
disaggregate	分解
disaggregate	聚集
insufflation	喷洒
insufflation	喷射
insufflation	吹入法
insufflation	注气法
bobbysocks	短袜
socialistically	社会主义地
socialistically	社会主义
outfielder	外场手
setline	有一排钩子的长钓鱼线
receptivity	感受性
receptivity	接受能力
thunderous	打雷的
thunderous	打雷
thunderous	象打雷的
thunderous	象打雷
aubergiste	小旅馆主人
cornball	不懂世故的
cornball	不懂世故
cornball	似乡巴佬的
cornball	似乡巴佬
basidiospore	担子孢子
fieldfare	一种鸟
un	pro
un	家伙
un	东西
un	United
un	Nationals
un	联合国
tripura	特里普拉邦
oleo	人造黄油
oleo	人造奶酪
mic	microphone
tumular	冢的
tumular	冢
tumular	古坟的
tumular	古坟
tumular	如坟墩的
tumular	如坟墩
suffering	苦楚
suffering	受难
suffering	受苦的
suffering	受苦
suffering	患病的
suffering	患病
unleased	未租出的
unleased	未租出
pyrethrin	除虫菊酯
borland	美国Borland公司
borland	以开发计算机语言及软件开发工具而著称
gawain	亚瑟王的圆桌武士中之一
subcrustal	壳下的
subcrustal	壳下
subcrustal	路面底层的
subcrustal	路面底层
tetranitromethane	四硝基甲烷
chainomatic	链码天平
though	虽然
though	可是
though	虽然
though	尽管
sari	卷布
sari	纱丽
bioelectrogenesis	生物电发生
quotient	商
quotient	份额
hyperemization	充血作用
hyperemization	人工充血
hyperemization	致充血
nostology	老人病学
boughten	买来的
boughten	买来
paramenstruum	经前及行经初期
ferrule	金属箍
ferrule	金属环
ferrule	套圈
ferrule	装以金属铁
septicaemia	败血病
buttstock	枪托
nevermore	决不再
marathonian	马拉松平原的
marathonian	马拉松平原
marathonian	马拉松的
marathonian	马拉松
marathonian	马拉松战役的
marathonian	马拉松战役
marathonian	马拉松人
stanvac	Standard
stanvac	Vacuum
stanvac	美孚真空石油公司
aeciostage	锈孢子期
berascal	骂某人是流氓
pentacid	五价的
pentacid	五价
lawing	诉诸法律
lawing	诉讼
reprehension	非难
reprehension	指责
mischance	不幸
mischance	灾难
severalfold	有几部分分的
severalfold	有几部分分
severalfold	几倍的
severalfold	几倍
materiality	物质性
knifesmith	刀匠
sub	潜水艇
sub	低能者
unacquaintance	不熟悉
unacquaintance	不相识
unacquaintance	不知
unacquaintance	无知
zaptiah	土耳其警察
apices	apex的复数
apices	见
apices	apex
thundersquall	雷飑
eulachon	太平洋细齿鲑
lccmarc	国会现行机器读目录文件的图书馆
siderophilin	=transferrin
skimo	n
skimo	爱斯基摩人
sided	有边的
sided	有边
sided	有面的
sided	有面
dateless	无期限的
dateless	无期限
dateless	年代不详的
dateless	年代不详
dateless	虽旧仍好的
dateless	虽旧仍好
spongy	像海绵的
spongy	像海绵
spongy	柔软
spongy	多孔而有弹性的
spongy	多孔而有弹性
panduriform	提琴形的
panduriform	提琴形
alt	高音
alt	高音的
alt	高音
wheelhorse	辕马
wheelhorse	忠实的工作者
elocutionist	雄辩家
elocutionist	演说家
elocutionist	朗诵者
barelegged	露腿的
barelegged	露腿
barelegged	没有穿袜子的
barelegged	没有穿袜子
barelegged	光着腿
serajevo	=Sarajevo
damon	达蒙(与其友皮西厄斯
champleve	雕刻后填上油漆的
champleve	雕刻后填上油漆
champleve	雕刻七宝
mastiff	獒
mastiff	大驯犬
abysmal	深不可测的
abysmal	深不可测
abysmal	无底的
abysmal	无底
bastaard	混血儿
metapsychical	心理玄学的
metapsychical	心理玄学
metapsychical	心灵学的
metapsychical	心灵学
conjunctly	接合
zaqaziq	=Zagazig
offside	后面
offside	越位
waterblink	水照云光
wisperer	低语者
wisperer	耳语者
wisperer	窃窃私语者
wisperer	咬耳嚼舌者
wisperer	造谣生事者
stagnantly	淤积地
stagnantly	淤积
stagnantly	萧条地
stagnantly	萧条
costae	肋脉
costae	叶的主肋
mumpish	愠怒的
mumpish	愠怒
indeliberately	不是故意地
indeliberately	不是故意
indeliberately	无心地
indeliberately	无心
terebic	芸香酸的
terebic	芸香酸
jut	伸出
jut	突击
jut	突出部分
jut	伸出部分
ustc	United
ustc	States
ustc	Tariff
ustc	Commission
ustc	美国关税委员会
parturient	临产的
parturient	临产
lactate	分泌乳汁
lactate	乳酸盐
photogun	光电子枪
conference	会议
conference	讨论会
conference	协商会
polonaise	波兰连衫裙
polonaise	波洛涅兹舞
polacolor	宝丽来一次成像彩色胶片
enophthalmus	眼球内陷
christcross	十字形徽号
christcross	十字形
papeete	帕皮提
expertize	任专家
expertize	做专业性判断
snick	刻痕
snick	刻细痕于
reboil	使再沸
reboil	再煮沸
parky	寒冷的
parky	寒冷
podgy	矮胖的
podgy	矮胖
podgy	短粗的
podgy	短粗
reject	被拒之人
reject	被弃之物
reject	不合格品
reject	落选者
reject	不及格者
reject	拒绝
reject	抵制
reject	否决
reject	呕出
reject	驳回
reject	丢弃
hoverferry	气垫渡船
belgic	Belgae
belgic	人的
belgic	人
belgic	荷兰或比利时的
belgic	荷兰或比利时
intergalactic	银河间的
intergalactic	银河间
reflect	反射
reflect	反映
reflect	表现
reflect	反省
reflect	细想
endowment	捐赠
endowment	捐赠的基金
endowment	天资
endowment	捐款
fatimite	法蒂玛人的
fatimite	法蒂玛人
confarreation	麦饼联姻礼
grum	闷闷不乐的
grum	闷闷不乐
grum	阴郁的
grum	阴郁
digitalize	以洋地黄治疗
intersect	横断
intersect	相交
intersect	交叉
violetta	维奥莱塔
trammel	拘束
trammel	阻碍物
trammel	束缚物
trammel	拘束
trammel	阻碍
trammel	束缚
margrave	边疆伯爵
intactness	完整无缺
intactness	未受损伤
tyler	泰勒秘密会所看守人
schwartza	=schvartze
volcanological	火山学的
volcanological	火山学
volcanological	火山学的
volcanological	火山学
basement	地下室
basement	墙脚
spile	木栓
spile	塞
spile	插管
spile	木桩
spile	打桩
spile	打小孔
spile	插上插管
mirex	灭蚁灵
unabridged	未经删节的
unabridged	未经删节
unabridged	完整的
unabridged	完整
stegosaurus	剑龙
talonavicular	距的
talonavicular	距
appellant	上诉人
appellant	上诉的
appellant	上诉
unreel	回卷
unreel	退绕
unreel	解开
glair	蛋白
glair	蛋白状粘液
glair	釉桨
glair	涂蛋白于
mylonite	糜棱岩
indifference	不关心
backhoe	锄耕机
kidnapper	拐子
kidnapper	绑匪
lemma	引理
lemma	辅助定理
lemma	论点
lemma	主旨
lemma	词条
mozzetta	=mozetta
plutarchy	=plutocracy
rockoon	气球火箭
sacrificially	牺牲地
sacrificially	牺牲
numbhead	=numskull
sloot	=sluit
mergui	丹老
uppercase	大写字母盘
oxychloride	氯氧化物
edacity	贪吃
edacity	狼吞虎咽
edacity	贪婪
somite	体节
mandi	大市场
mandi	大菜市
mandi	大集市
zouave	轻步兵
bott	肤蝇的幼虫
bott	马胃蝇蛆
lithite	平衡石
houseperson	料理家务的人
houseperson	管家的人
deliquescent	溶解的
deliquescent	溶解
deliquescent	溶解性的
deliquescent	溶解性
retinoscopy	视网膜检影法
baotou	包头
mithraicism	=Mithraism
zoologist	动物学家
puffery	吹捧
puffery	鼓吹
puffery	吹捧的广告
gildsman	=guildsman
latvia	拉脱维亚
isophyllous	等叶的
isophyllous	等叶
rashness	轻率
rashness	不瞻前顾后
gracile	细长的
gracile	细长
gracile	纤弱的
gracile	纤弱
dart	标枪
dart	镖
dart	刺
dart	飞快的动作
dart	飞奔
dart	投掷
bamboozlement	欺诈
bamboozlement	哄骗
depravity	堕落
perspective	透视画法
perspective	透视图
perspective	远景
perspective	前途
perspective	观点
perspective	看法
perspective	观点
perspective	观察
sup	一口
sup	吸
sup	进晚餐
sup	体验
sup	吃晚饭
sup	啜饮
motory	引起运动的
motory	引起运动
motory	运动神经的
motory	运动神经
javan	爪哇人
uncoil	解
uncoil	解开
uncoil	展开
uncoil	解开
cordelier	法资产阶级革命时的激进派党员在科尔得利教堂成立之政治组织
sidekick	伙伴
sidekick	插袋
sensate	可感觉的
sensate	可感觉
sensate	知觉的
sensate	知觉
tendencious	立场倾向的
tendencious	立场倾向
tendencious	宣传性的
tendencious	宣传性
molet	=mullet
dockhand	码头工人
differentiability	可辨性
differentiability	可微性
beachside	=beachfront
vestalia	女灶神维斯太节
breezee	微风
breezee	吹微风
madden	发狂
christmastide	圣诞节节期
residentiary	居住者
residentiary	居民
trottoir	人行道
sabaism	拜星教
also	也
also	同样
deformation	变形
whereto	去何处
whereto	为什么
camphor	樟脑
provisory	有附文的
provisory	有附文
caprylic	辛酸的
caprylic	辛酸
caprylic	羊脂酸的
caprylic	羊脂酸
ek	Eastman
ek	Kodak柯达公司
unmix	无法混合
wordiness	多嘴
incestuous	血亲相奸的
incestuous	血亲相奸
incestuous	乱伦的
incestuous	乱伦
vries	弗里斯
schizomycosis	裂殖菌病
grandisonian	葛兰狄生式的
grandisonian	葛兰狄生式
grandisonian	模范绅士的
grandisonian	模范绅士
aircraftman	空军士兵
discontentedness	不满
discontentedness	不平
imbecilic	低能的
imbecilic	低能
imbecilic	愚笨的
imbecilic	愚笨
telly	电视
psychologue	=psychologist
marcel	烫发
marcel	烫发
cockaigne	安乐乡
cockaigne	伦敦及其近郊
germanophobia	厌恶德国
germanophobia	恐德症
sklodowskite	硅镁铀矿
errand	差事
errand	差使
errand	使命
mts	Moving
mts	Target
mts	Simulator
mts	活动目标模拟器
mts	机器翻译系统
mts	资金传输系统
duotype	双色网目版
duotype	双色网目版印的插图
munitioner	军火商
emparadise	=imparadise
tutee	受辅导者
tutee	受指导者
chloritize	把岩石中的矿物变为亚氯酸盐
sheepshank	羊的小腿
sheepshank	缩结
pulmonary	肺部的
pulmonary	肺部
dab	少量
dab	轻拍
dab	比目鱼
dab	熟手
dab	轻拍
dab	轻擦
dab	轻敷
dab	涂
electoral	选举人的
electoral	选举人
electoral	选举的
electoral	选举
hydroid	水螅虫
hydroid	水螅虫的
hydroid	水螅虫
havre	=Le
havre	Havre
complice	同伙
complice	共犯
shirty	心情坏的
shirty	心情坏
shirty	发怒的
shirty	发怒
cathepsin	组织蛋白酶
perinatology	围产期学
authenticate	鉴别
continual	连续的
continual	连续
continual	频繁的
continual	频繁
continual	持续不断的
continual	持续不断
triboelectric	摩擦电的
triboelectric	摩擦电
triboelectric	静电的
triboelectric	静电
photochemical	光化学的
photochemical	光化学
cowry	宝贝
cowry	贝壳
nonsolvency	非溶剂
hyssop	牛膝草
haikou	海口
paleogenetics	古遗传学
accelerant	促进剂
glove	手套
glove	戴手套
absonant	不协调的
absonant	不协调
absonant	不和谐的
absonant	不和谐
reviver	使复活的人
fenman	居于沼泽的居民
unitarianism	上帝一位论
unitarianism	集权制
lawsoniana	=Lawson
lawsoniana	cypress
causationist	相信宇宙因果律的人
slate	板岩
slate	石板
slate	石片
slate	蓝色
slate	暗蓝灰色的
slate	暗蓝灰色
slate	含板岩的
slate	含板岩
slate	铺石板
slithery	滑的
slithery	滑
slithery	滑溜的
slithery	滑溜
dumpishness	愚笨
dumpishness	迟钝
cheapness	廉价
aqueduct	沟渠
aqueduct	导水管
causal	原因的
causal	原因
causal	因果关系的
causal	因果关系
causal	表示原因或理由的
causal	表示原因或理由
causal	表示原因的词
evacuation	撤退
evacuation	走开
kitchenware	厨房用具
socialistic	社会主义的
socialistic	社会主义
prothallium	原叶体
sacerdotal	僧侣的
sacerdotal	僧侣
sacerdotal	祭司的
sacerdotal	祭司
sacerdotal	祭司制度的
sacerdotal	祭司制度
overcharge	讨价过高
overcharge	使过量装填过度充电
overcharge	超载
overcharge	过重的负担
overcharge	过度充电
accelerometer	加速计
slipcase	书套
undisturbed	没受到干扰的
undisturbed	没受到干扰
undisturbed	安静的
undisturbed	安静
undisturbed	镇定的
undisturbed	镇定
crystalloid	结晶的
crystalloid	结晶
crystalloid	晶体
arfvedsonite	钠角闪石
rezaiyeh	=Rizaiyeh
underprivilege	QndE5prIvIlIdV/
underprivilege	相对贫困
underprivilege	生活d/
underprivilege	被剥夺基本水平低下
roseroot	蔷薇根景天
saccharide	糖类
lendable	可借贷的
lendable	可借贷
glede	鸢
glede	老鹰
emr	educable
emr	mentally
emr	retarded
emr	可教育的智力迟钝儿童
glycollate	=glycolate
recount	叙述
muckhill	=muckheap
ectopia	异位:
dodecastyle	十二柱式
dodecastyle	十二柱式的
dodecastyle	十二柱式
tana	塔纳湖
heroize	使英雄化
heroize	以英雄自居
naphtali	拿弗他利拿弗他利宗族
infarction	梗塞形成
infarction	梗死形成
thimbleful	极少量
understand	懂
understand	了解
understand	听说
understand	推定
understand	以为
understand	省略
dextrin	糊精
kiva	大地穴
damning	诅咒
damning	受永罚的
damning	受永罚
damning	咒骂的
damning	咒骂
damning	毁灭的
damning	毁灭
variorum	有诸家注解的
variorum	有诸家注解
variorum	集注版的
variorum	集注版
variorum	集注本
soleus	比目鱼肌
cmb	Chase
cmb	Manhattan
cmb	Bank
cmb	美国大通曼哈顿银行
shahaptian	=Sahaptin
overdrawn	overdraw的过去分词
ginner	轧棉工人
honeyed	多蜜的
honeyed	多蜜
honeyed	甜如蜜的
honeyed	甜如蜜
imitator	模仿者
imitator	仿效者
peytral	=poitrel
blindage	掩体
slimsy	脆弱的
slimsy	脆弱
slimsy	不结实的
slimsy	不结实
slimsy	不耐穿的
slimsy	不耐穿
shebang	事情
shebang	工作
shebang	陋屋
shebang	住所
shebang	赌场
shebang	酒馆
shebang	妓院
shebang	全部家当
otherwhere	在别处
decennial	十年一度的
decennial	十年一度
phlebology	静脉学
pinball	钉球戏
pinball	弹球戏
scoline	司可林
scoline	琥珀胆碱
scripturally	根据圣经地
scripturally	根据圣经
scimiter	=scimitar
eighteenmo	十八开
curvirostral	具曲喙的
curvirostral	具曲喙
photoelasticity	光测弹性学
assentient	同意的
assentient	同意
assentient	赞同的
assentient	赞同
assentient	同意者
assentient	赞同者
disallow	不接受
angus	安格斯
angus	爱神
sunna	伊斯兰教教规
oostende	=Ostend
sewage	下水道
sewage	污水
sewage	用污水灌溉
sewage	装下水道于
colander	滤器
colander	漏锅
gaily	华丽地
gaily	华丽
gaily	欢乐地
gaily	欢乐
idiophonic	非膜质打击乐器的
idiophonic	非膜质打击乐器
macrocell	宏单元
sociable	好交际的
sociable	好交际
sociable	友善的
sociable	友善
sociable	增进友谊的
sociable	增进友谊
sociable	喜欢群居的
sociable	喜欢群居
jackey	杜松子酒
gerontomorphosis	特化进化
gerontomorphosis	成体变形
carposporangium	红海藻之特殊胞子囊
inseparability	不可分离性
hornpipe	从前流行的一种木笛
hornpipe	角笛舞
laryngotracheitis	喉气管炎
laryngotracheitis	家禽呼吸气管病
colouring	色彩
raises	举起
raises	加薪
raises	增加
raises	举起
raises	扬起
raises	建造
raises	饲养
apertured	有孔的
apertured	有孔
apertured	有洞的
apertured	有洞
chomp	切齿
chomp	格格地咬牙
chomp	咬响牙齿
quina	金鸡纳树皮
quina	奎宁
mannerly	有礼貌的
mannerly	有礼貌
cubane	立方烷
epicurean	伊壁鸠鲁的
epicurean	伊壁鸠鲁
epicurean	贪口福的
epicurean	贪口福
epicurean	享乐主义的
epicurean	享乐主义
epicurean	信奉伊比鸠鲁学说者
epicurean	享乐主义者
epicurean	美食家
roscian	像罗西乌斯的
roscian	像罗西乌斯
brooklyn	布鲁克林
vagodepressor	迷走神经抑制剂
percipient	理解的
percipient	理解
bacillicide	杀杆菌剂
collectorship	收税员的职权
collectorship	收集
anhematopoiesis	无血生成
roisterous	作威作福的
roisterous	作威作福
roisterous	饮酒取乐的
roisterous	饮酒取乐
lavvy	盥洗室
lavvy	厕所
monocotyledonous	单子叶植物的
monocotyledonous	单子叶植物
mastocytoma	肥大细胞瘤
unef	United
unef	Nations
unef	Emergency
unef	Force
unef	联合国紧急部队
mantic	预言的
mantic	预言
mantic	预言性的
mantic	预言性
normanize	诺曼化
savour	风味
savour	品尝
cemental	白垩质的
cemental	白垩质
hydrovane	着水板
oxter	腋下
oxter	二腕的内侧
oxter	挽住……手臂
biologist	生物学家
terminological	术语学的
terminological	术语学
terminological	专门名词的
terminological	专门名词
fictionist	小说家
fictionist	创作家
radix	根
radix	基数
spirket	船底板间的空隙
broil	烤
broil	酷热
aduncal	向内弯曲的
aduncal	向内弯曲
cdma2000	Code
cdma2000	Division
cdma2000	Multiple
cdma2000	Access2000
cdma2000	码分多址系统标准2000
