ovulatory	排卵
spaish	西班牙的
spaish	西班牙
hydrophile	亲水
hydrophile	吸水
tolstoian	托尔斯泰的信徒
tolstoian	信仰托尔斯泰的人
tolstoian	托尔斯泰的
tolstoian	托尔斯泰
komondor	匈牙利种牧羊犬
quietive	镇静剂
quietive	止痛药
quietive	趋于寂静的
quietive	趋于寂静
heterocaryotic	=heterokaryotic
historied	有历史的
historied	有历史
historied	史上所载的
historied	史上所载
pellagrin	陪拉格病
pellagrin	糙皮病患者
cataclasis	岩石碎裂
cataclasis	碎裂作用
beltline	一贯作业生产系统
beltline	腰围
polka	波尔卡舞
polka	女用紧身短上衣
radicalize	使激进
pronouncing	发音的
pronouncing	发音
pronouncing	表示发音的
pronouncing	表示发音
coordinate	同等者
coordinate	同等物
coordinate	坐标
coordinate	同等的
coordinate	同等
coordinate	并列的
coordinate	并列
coordinate	调整
coordinate	整理
suicidal	自杀的
suicidal	自杀
suicidal	自毁的
suicidal	自毁
suicidal	自取灭亡的
suicidal	自取灭亡
apennine	Mountains亚平宁山脉
mesoscale	中尺度
disilicide	二矽化物
torino	托里诺
pomeranchuk	theorem坡密朗丘克定理
pseudomonad	=pseudomonas
franchise	特权
franchise	公民权
franchise	赋予特权
franchise	赋予公民权
tergeminate	三次双生的
tergeminate	三次双生
unset	未凝固的
unset	未凝固
unset	未安装的
unset	未安装
unset	弄乱
breadbox	面包箱
breadbox	面包盒
moll	Mary
moll	的昵称
moll	歹徒的情妇
moll	歹徒的女帮凶
moll	妓女
moll	女流氓
panplegia	全麻痹
panplegia	全瘫
budgetary	预算的
budgetary	预算
incontrovertible	/
incontrovertible	无疑地
incontrovertible	无疑
nucleal	=nuclear
matchmaking	火柴制造
matchmaking	做媒
matchmaking	安排比赛
gorcock	雄赤松鸡
dutifully	忠实地
dutifully	忠实
dutifully	忠贞地
dutifully	忠贞
shweli	瑞丽江
scandal	丑行
scandal	丑闻
scandal	诽谤
scandal	耻辱
scandal	流言蜚语
absentee	缺席者
absentee	未上班者
woodlark	森林云雀
czarevna	旧俄太子妃
czarevna	旧俄公主
depauperize	使免于贫困
depauperize	消灭贫穷
inaccessibly	达不到地
inaccessibly	达不到
inaccessibly	进不去地
inaccessibly	进不去
embellish	修饰
housewifery	家政
housewifery	家事
attica	阿提卡
trucker	卡车司机
trucker	卡车运输者
disseat	使离座
disseat	夺席位
disseat	使退位
malabar	马拉巴尔海岸
ambulatory	走动的
ambulatory	走动
ambulatory	流动的
ambulatory	流动
ambulatory	非固定的
ambulatory	非固定
ambulatory	回廊
productively	有结果地
productively	有结果
productively	有成果地
productively	有成果
reentrant	再进去
reentrant	凹角
reentrant	再进去的
reentrant	再进去
reentrant	凹角的
reentrant	凹角
panjandrum	首领
panjandrum	大人
bunko	诈骗的输赢
bunko	诈欺
ciliolate	有纤毛的
ciliolate	有纤毛
openmouthed	张嘴的
openmouthed	张嘴
openmouthed	惊讶的
openmouthed	惊讶
aflatoxin	黄曲霉毒素
ghazi	立誓与异教徒战斗的伊斯兰教徒战士
ghazi	勇士
phylogeny	语系发生
phylogeny	发展史
comeliness	漂亮的
comeliness	漂亮
comeliness	好看的
comeliness	好看
phenomenism	=phenomenalism
tumid	肿胀的
tumid	肿胀
tumid	肿大的
tumid	肿大
eddo	芋根
hekla	赫克拉火山
loneness	幽静
loneness	孤寂
distributee	分配遗产受益人
grimly	严格地
grimly	严格
grimly	可怕地
grimly	可怕
grimly	冷酷地
grimly	冷酷
inspirational	有灵感的
inspirational	有灵感
inspirational	给予灵感的
inspirational	给予灵感
inspirational	灵感的
inspirational	灵感
mugearite	橄榄粗安岩
parthenos	处女
lumberer	伐木人
ertebolle	新石器时代文化的
ertebolle	新石器时代文化
teniacide	=taeniacide
extragovernmental	政府管辖之外的
extragovernmental	政府管辖之外
insectile	昆虫的
insectile	昆虫
insectile	似昆虫的
insectile	似昆虫
insectile	由昆虫组成的
insectile	由昆虫组成
imagist	意象派诗人
imagist	意象派的
imagist	意象派
airwaves	电视广播
acidy	有些酸味的
acidy	有些酸味
woodbind	忍冬属植物
woodbind	五叶地锦
ranula	舌下囊肿
halves	一学期
halves	同分数
photomontage	集锦照相
photomontage	蒙太奇照片
vaaljapie	劣质新酒
bringdown	使感失望的
bringdown	使感失望
bringdown	使人失望的事物
aryan	印欧语
aryan	印欧语系的人
aryan	雅利安人
aryan	雅利安语系的
aryan	雅利安语系
aryan	印欧语系的
aryan	印欧语系
faitour	冒名顶替者
faitour	骗子
corselet	盔甲
corselet	胸衣
madre	母亲
madre	妈妈
katharevousa	现代希腊语
katharevousa	道地希腊语
septicidal	室间开裂的
septicidal	室间开裂
rouser	唤醒者
rouser	激励者
galea	盔状突起物
farmyard	农场建筑物周围的空地
farmyard	农场建筑物周围的空
farmyard	农家庭院
postcode	邮递区号
wheelman	舵手
wheelman	骑脚踏车的人
solicitudinous	关心的
solicitudinous	关心
solicitudinous	焦虑的
solicitudinous	焦虑
solicitudinous	担忧的
solicitudinous	担忧
solicitudinous	挂念的
solicitudinous	挂念
subeconomic	经济上不合算的
subeconomic	经济上不合算
subeconomic	不经济的
subeconomic	不经济
subeconomic	缺乏经济意义的
subeconomic	缺乏经济意义
pict	皮克特人
revibration	再震动
speaker	说话者
speaker	演讲人
speaker	演说者
speaker	扬声器
speaker	喇叭
demisemi	四分之一的
demisemi	四分之一
cape	海角
cape	岬
smokechaser	森林灭火员
inrush	涌入
villose	象绒毛一样的
villose	象绒毛一样
villose	有绒毛的
villose	有绒毛
villose	长绒毛的
villose	长绒毛
acaudal	无尾的
acaudal	无尾
snout	猪嘴
needlewoman	缝纫女工
aerotactic	趋氧性的
aerotactic	趋氧性
aerotactic	趋气性的
aerotactic	趋气性
castoff	被丢弃的人
castoff	废弃物
fruity	果味的
fruity	果味
fruity	洪亮的
fruity	洪亮
renerve	重新振作
renerve	恢复勇气
orthogon	矩形
orthogon	长方形
antefix	装饰屋瓦
antefix	末端装饰
anticrop	破坏作物的
anticrop	破坏作物
nephropathy	肾病
rubberize	涂橡胶
rubberize	用橡胶处理
luxation	脱臼
spilosite	绿点板岩
footling	愚昧的
footling	愚昧
footling	无价值的
footling	无价值
footling	微不足道的
footling	微不足道
indistinctly	不明了地
indistinctly	不明了
indistinctly	朦胧地
indistinctly	朦胧
therapsid	兽孔目爬行动物
therapsid	兽孔目的
therapsid	兽孔目
largess	赠送
largess	赏赐
largess	赠品
largess	贺礼
prf	pulse
prf	recurrence
prf	frequency脉冲重复频率
lophobranch	Ⅰ
lophobranch	总鳃类的
lophobranch	总鳃类
inswing	内弧线球的运动
tyumen	秋明
johnsonian	约翰逊的
johnsonian	约翰逊
johnsonian	约翰逊流派的
johnsonian	约翰逊流派
johnsonian	庄重的
johnsonian	庄重
johnsonian	约翰逊研究者
grungy	蹩脚的
grungy	蹩脚
grungy	低劣的
grungy	低劣
grungy	丑的
grungy	丑
grungy	脏的
grungy	脏
grungy	邋遢的
grungy	邋遢
scabbed	有疙瘩的
scabbed	有疙瘩
scabbed	生疥癣的
scabbed	生疥癣
related	叙述的
related	叙述
related	讲述的
related	讲述
related	有关系的
related	有关系
antiballistic	反弹道的
antiballistic	反弹道
vpd	Vital
vpd	Product
vpd	Data
vpd	or
vpd	Virtual
vpd	Printer
vpd	Device
vpd	重要产品数据或虚拟打印设备
spencerian	斯宾塞哲学的
spencerian	斯宾塞哲学
spencerian	斯宾塞哲学体系的
spencerian	斯宾塞哲学体系
interauthority	当局之间的
interauthority	当局之间
chickenlivered	胆小的
chickenlivered	胆小
lithotomy	切石术
woops	=vomit
propyl	丙烷基
propyl	丙基
lacrimator	=lachrymator
wattage	瓦特数
pyrolyze	使热解
pyrolyze	使裂解
exconvict	有前科者
absently	心不在焉地
absently	心不在焉
absently	茫然地
absently	茫然
mollification	缓和
yaren	亚伦
mile	英里
mile	较大的距离
coop	小屋
coop	鸡
coop	拘禁
wakayama	和歌山
preceptive	教训性的
preceptive	教训性
preceptive	好教训人的
preceptive	好教训人
skew	歪斜的
skew	歪斜
superdominant	上属音
poultice	膏状药
poultice	敷膏状药于
savourily	有味道地
savourily	有味道
savourily	有滋味地
savourily	有滋味
oxcart	牛车
shark	鲨鱼
shark	骗子内行
shark	专家
shark	敲诈
leaving	离开
swingle	打麻器
swingle	用打麻器打
repetend	循环节
repetend	反复语句
aeroplankton	空气浮游生物
nagmaal	圣餐
nagmaal	举行圣餐仪式的时刻
dionysius	戴奥尼夏
dionysius	为叙拉古的暴君
corona	冠壮物
corona	王冠
corona	光环
recidivist	惯犯
prudently	谨慎地
prudently	谨慎
prudently	慎重地
prudently	慎重
boundlessly	无穷地
boundlessly	无穷
boundlessly	无限地
boundlessly	无限
gypper	骗子
shakeout	轻度经济衰退
shakeout	股票市场震动
flay	剥皮
flay	去皮
flay	抢夺
flay	严厉批评
ajut	突出的
ajut	突出
ajut	伸出的
ajut	伸出
macroorganism	大生物体
anadiplosis	联珠法
parapodium	侧足
stylite	修行的人
recognized	公认的
recognized	公认
recognized	经过验证的
recognized	经过验证
boulevard	林荫大道
sharpy	=sharpie
scrouge	挤
scrouge	推
suzuribako	文房四宝盒
variolar	=variolous
alight	落下
alight	点着的
alight	点着
alight	发亮的
alight	发亮
rotiform	轮状的
rotiform	轮状
rotiform	轮形的
rotiform	轮形
elytrum	翅鞘
elytrum	翅基
skydive	跳伞运动员在降落伞张开前做空中造型动作
isoceraunic	等雷雨的
isoceraunic	等雷雨
frutescose	灌木的
frutescose	灌木
kraal	关着栏栅的部落
kraal	牛栏
granivorous	食谷类的
granivorous	食谷类
pressboxer	体育记者
papal	罗马教皇的
papal	罗马教皇
papal	教皇制度的
papal	教皇制度
peptogen	助消化物质
peptogen	助消化制剂
basting	疏缝
basting	疏缝的针脚
basting	疏缝用线
basting	涂油
unlistening	不留神听的
unlistening	不留神听
unlistening	不敏感的
unlistening	不敏感
shoyu	酱油
signable	可签名的
signable	可签名
congoese	=Congolese
fostress	养母
fostress	保姆
knucklehead	蠢人
knucklehead	傻瓜
orrery	太阳系仪
mambo	曼博
mambo	曼博音乐
mambo	跳曼博
dryad	森林女神
ohm	欧姆
opposed	反对的
opposed	反对
opposed	敌对的
opposed	敌对
educe	得出
educe	导出
educe	引出
educe	唤起
educe	使显出
nutty	多坚果的
nutty	多坚果
nutty	产坚果的
nutty	产坚果
nutty	坚果般的
nutty	坚果般
nutty	狂热的
nutty	狂热
nivation	雪蚀
sickish	多病的
sickish	多病
sickish	象是要吐的
sickish	象是要吐
hypobaric	比重低于脑脊髓液的
hypobaric	比重低于脑脊髓液
hypobaric	低比重的
hypobaric	低比重
foreclose	排除在外
foreclose	妨碍
foreclose	自称
foreclose	阻止
foreclose	预先处理
foreclose	取消抵押品赎回权
foreclose	取消抵押品赎回权
loyalism	忠诚
loyalism	忠义
phagun	印度历的12月
middleweight	平均体重
middleweight	中量级选手
middleweight	体重中等的
middleweight	体重中等
crank	脾气暴燥的
crank	脾气暴燥
crank	易怒的
crank	易怒
crank	转动曲柄
shareware	共享件
aerosinusitis	高空鼻窦炎
corymbose	伞状花序的
corymbose	伞状花序
intrant	入学者
intrant	加入的
intrant	加入
panoptic	展示全景的
panoptic	展示全景
progesterone	孕酮
progesterone	黄体酮
struggling	奋斗的
struggling	奋斗
struggling	努力的
struggling	努力
struggling	苦斗的
struggling	苦斗
prang	使……坠毁
prang	撞击
prang	飞机坠毁
prang	撞击
prang	轰炸
encyclopaedist	百科全书编纂作者
exiled	流亡的
exiled	流亡
exiled	放逐的
exiled	放逐
jollification	热闹
jollification	欢乐
tetrahydrofurfuryl	氢糠基
tetrahydrofurfuryl	四氢化糠基
mesothoracic	中胸的
mesothoracic	中胸
pedosphere	土壤圈
pedosphere	土界
unput	未放置的
unput	未放置
unput	未提出的
unput	未提出
tremulant	=tremulous
springhare	=springhaas
rubdown	擦身
rubdown	按摩
rubdown	磨平
rubdown	磨光
decarbonate	除去碳酸
ashtoreth	阿什脱雷思
pyralid	螟蛾
paediatric	儿科的
paediatric	儿科
paediatric	儿科医学的
paediatric	儿科医学
testimonial	证明书
testimonial	推荐书
juniper	刺柏属丛木或树木
prevailing	占优势的
prevailing	占优势
prevailing	主要的
prevailing	主要
prevailing	流行的
prevailing	流行
bookshelves	书架
battlewise	富有战场经验的
battlewise	富有战场经验
battlewise	身经百战的
battlewise	身经百战
inequation	不等式
amphipathic	两性分子的
amphipathic	两性分子
mildness	温和
mildness	温暖
aerobee	高空探测初期用的一种火箭
bergamasca	柏加马斯卡舞曲
colligation	捆绑
colligation	缚束
colligation	结束
colligation	综合
ephesians	以非所书
odic	颂歌的
odic	颂歌
odic	颂诗的
odic	颂诗
erg	尔格
abate	使被废除
derealize	使不现实
derealize	使不真实
conflicting	相冲突的
conflicting	相冲突
conflicting	不一致的
conflicting	不一致
conflicting	相矛盾的
conflicting	相矛盾
adiaphoretic	止汗药
adiaphoretic	止汗剂
adiaphoretic	止汗的
adiaphoretic	止汗
bozzetto	制雏形
distrait	心不在焉的
distrait	心不在焉
efficaciously	有效地
efficaciously	有效
efficaciously	灵验地
efficaciously	灵验
lobbyist	活动议案通过者
lobbyist	说客
planation	均夷作用
oceanization	洋化作用
metalled	碎石铺面的
metalled	碎石铺面
microspore	小孢子
microspore	花粉粒
braze	铜焊
braze	用黄铜镀或制造
angiomatous	血管瘤的
angiomatous	血管瘤
angiomatous	血管肿的
angiomatous	血管肿
chloette	克洛埃特
ouzel	黑鸫鸟
dominical	主的
dominical	主
dominical	主日的
dominical	主日
dominical	基督的
dominical	基督
phytogenous	=phytogenetic
sturdiness	强健
sturdiness	雄壮
sturdiness	坚固
symphonism	交响乐
symphonism	交响曲
minicom	小型计算机
catachresis	用词不当
catachresis	修辞生硬且自相矛盾的误用
catachresis	词形更改
zygomere	接合粒
sweepback	后掠角
willow	柳树
willow	柳木制品
willow	柳木制的
willow	柳木制
quadrisonic	=quadraphonic
cavelike	似坑洞的
cavelike	似坑洞
cavelike	似穴的
cavelike	似穴
infradian	超昼夜的
infradian	超昼夜
twinned	成双成对的
twinned	成双成对
twinned	一胎双生的
twinned	一胎双生
twinned	孪晶生成
synchroneity	=synchronism
fez	土耳其毡帽
setter	安装员
setter	排字工人
setter	镶嵌工人
setter	塞特种猎狗
colubrine	蛇的
colubrine	蛇
colubrine	蛇似的
colubrine	蛇似
subphylum	亚门
spermatogonium	精原细胞
grisly	恐怖的
grisly	恐怖
grisly	可怕的
grisly	可怕
grisly	令人毛骨悚然的
grisly	令人毛骨悚然
aggressor	侵略者
aggressor	攻击者
mlf	multilateral
mlf	force
mlf	多边核力量
demolishment	破坏
demolishment	毁坏
nailsick	因多次钉过后而不结实的
nailsick	因多次钉过后而不结实
sext	祷告
sext	第六时祷告仪式
barbacue	野外宴会
barbacue	烧烤
parvus	小的
parvus	小
parvus	少的
parvus	少
shunt	逃避
skeesicks	=skeezicks
contrafactum	换词歌曲
reckless	不计后果的
reckless	不计后果
atrocity	残暴
atrocity	暴行
atrocity	凶恶
quaggy	沼地的
quaggy	沼
quaggy	泥泞的
quaggy	泥泞
salicylate	水杨酸盐
ito	International
ito	Trade
ito	Organization
hungnam	兴南
sild	小鲱鱼
pba	Public
pba	Buildings
pba	Administration
pba	公共房产管理局
irresistible	不可抵抗的
irresistible	不可抵抗
irresistible	不能压制的
irresistible	不能压制
parpen	穿墙石
parpen	系石
parpen	贯石
microampere	微安培
grassquit	草雀
lvov	利沃夫
feracious	多产的
feracious	多产
feracious	丰富的
feracious	丰富
glulam	胶合层积材
glulam	胶合层木
grandee	贵族
grandee	大公
grandee	显贵者
arbitrageur	从事于套利之人
endbrain	端脑
endbrain	终脑
glucosuria	糖尿
curtilage	庭园
curtilage	宅地
curtilage	宅
crossbones	交叉腿骨的图形
haily	冰雹的
haily	冰雹
haily	冰雹状的
haily	冰雹状
haily	夹有冰雹的
haily	夹有冰雹
noontime	中午
noontime	中午的
noontime	中午
kilorad	千拉德
pigout	一顿大吃
pigout	过量的一顿
cloistress	修女
unmanliness	无男子气概
unmanliness	怯懦
toothy	露出牙齿的
toothy	露出牙齿
toothy	多齿的
toothy	多齿
umpy	=umpire
hydronic	液体循环加热的
hydronic	液体循环加热
absorptivity	吸收率
absorptivity	吸收性
tractive	牵引的
tractive	牵引
tractive	曳引的
tractive	曳引
tosspot	酒徒
tosspot	醉汉
wirespun	=wiredrawn
hyperacid	酸过多的
hyperacid	酸过多
hyperacid	胃酸过多的
hyperacid	胃酸过多
sarmentaceous	=sarmentose
alkylate	烷基化物
proteoglycan	蛋白聚糖
proteoglycan	蛋白多糖
meningitic	脑膜炎的
meningitic	脑膜炎
typification	典型化
typification	代表
typification	象征
recapitulatory	概括性的
recapitulatory	概括性
recapitulatory	着重阐述要点的
recapitulatory	着重阐述要点
bullhorn	手提式扩音器
bullhorn	手提式扩音器
saltillo	萨尔提略
otology	耳科学
stearate	硬脂酸盐
iturup	=Etorofu
intercrop	间作
intercrop	间作作物
circumscissile	周裂的
circumscissile	周裂
unleavened	未经发酵的
unleavened	未经发酵
unleavened	没放酵粉的
unleavened	没放酵粉
unleavened	未受激发的
unleavened	未受激发
propagandize	宣传
aridity	干旱
aridity	乏味
vinylon	维尼纶
igbo	伊博人
issuable	可发行的
issuable	可发行
issuable	争论的
issuable	争论
issuable	可提出抗辩的
issuable	可提出抗辩
rectum	直肠
armonica	玻璃口琴
asyllabic	不成音节的
asyllabic	不成音节
asyllabic	非音节的
asyllabic	非音节
altorilievo	隆雕
altorilievo	圆雕
libelous	损害名誉的
libelous	损害名誉
libelous	用言语中伤他人的
libelous	用言语中伤他人
syndesmophyte	韧带骨赘
blah	废话
blah	瞎说
blah	无聊的
blah	无聊
blah	乏味的
blah	乏味
academicals	大学制服
transbus	超级公共汽车
disendow	没收基金
mohammedanism	伊斯兰教
midsection	中央部分
midsection	上腹部
revoltingly	背叛地
revoltingly	背叛
revoltingly	叛乱地
revoltingly	叛乱
nutburger	碎果仁馅饼
nutburger	坚果牛肉饼
supersensitive	过敏的
supersensitive	过敏
glengarry	苏格兰高地人戴用的无檐帽子
overtrain	训练过度
tavern	酒馆
tavern	客栈
coequally	平等地
coequally	平等
quotidian	每日的
quotidian	每日
quotidian	每日发作的
quotidian	每日发作
quotidian	平凡的
quotidian	平凡
quotidian	日常的
quotidian	日常
quotidian	日发虐
pretence	伪装
kellock	应急锚
kellock	锚
comingout	为介绍少女初次参加社交活动而举行的正式舞会
optacon	奥普特康盲人电子阅读仪
rumaki	腊肉春卷
templelike	似神殿的
templelike	似神殿
templelike	似庙宇的
templelike	似庙宇
highway	公路
highway	大路
tailpiece	附属物
tailpiece	补白用的图片
existential	有关存在的
existential	有关存在
existential	存在判断的
existential	存在判断
foreworn	=forworn
genearch	家长
genearch	族长
canavalin	刀豆球蛋白
philadelphia	费城
fusimotor	肌梭运动神经的
fusimotor	肌梭运动神经
judaize	使成犹太式
judaize	使犹太化
imply	暗示
imply	意味
muppet	提线木偶
periostracum	角质层
computistical	经统计计算的
computistical	经统计计算
computistical	统计计算的
computistical	统计计算
nailer	制钉者
nailer	自动敲钉机
adjuratory	誓言的
adjuratory	誓言
adjuratory	恳求的
adjuratory	恳求
inaudibly	听不见似地
inaudibly	听不见似
inaudibly	不可闻地
inaudibly	不可闻
antithetic	正相反的
antithetic	正相反
antithetic	对立的
antithetic	对立
eddie	埃迪
phaseout	分阶段
magnanimous	宽宏大量的
magnanimous	宽宏大量
magnanimous	有雅量的
magnanimous	有雅量
herbarium	腊叶集
herbarium	干燥标本集
perceptron	感知器
education	教育
education	训导
education	训练
education	培养
education	教育学
yugoslavic	南斯拉夫的
yugoslavic	南斯拉夫
laminar	由薄片或层状体组成的
laminar	由薄片或层状体组成
laminar	薄片状的
laminar	薄片状
spar	晶石
spar	园材
spar	争论
spar	争吵
ptah	卜塔
featherbone	羽骨
nannar	巴比伦神话的月神
togated	着官服的
togated	着官服
togated	庄严的
togated	庄严
acetin	醋精
acetin	甘油醋酸酯
acetin	乙酸甘油酯
facedown	直接对抗
facedown	摊牌
egression	外出
marlite	泥灰岩
camphol	龙脑
chassepot	后膛步枪
saucer	茶托
saucer	碟子
saucer	茶碟
colossi	阿波罗神之巨像
fairytale	童话式的
fairytale	童话式
fairytale	童话中才有的
fairytale	童话中才有
fairytale	优美无比的
fairytale	优美无比
londonization	伦敦化
nee	旧姓的
nee	旧姓
nee	娘家姓的
nee	娘家姓
japonica	日本产植物
hexadecimal	十六进制的
hexadecimal	十六进制
hexadecimal	十六进制
pentomino	五格拼板
spiritualize	使精神化
spiritualize	使灵化
unavailable	难以获得的
unavailable	难以获
acta	America''s
acta	Carriers
acta	Telecommunications
acta	Association
acta	美国载波通信联盟
retransfer	重新传送
retransfer	再转移
retransfer	转移到原状
sitting	入席
sitting	就座
sitting	开会
sitting	孵卵
sitting	坐着的
sitting	坐着
sitting	就座的
sitting	就座
sitting	在任期中的
sitting	在任期中
sitting	孵卵中的
sitting	孵卵中
sitting	易击中的
sitting	易击中
consumable	可消费的
consumable	可消费
consumable	消费品
hallali	吹号声
laryngitic	喉炎的
laryngitic	喉炎
blustering	狂风大作的
blustering	狂风大作
blustering	狂暴的
blustering	狂暴
vizcacha	=viscacha
sagacity	睿智
sagacity	聪敏
prodigalise	=prodigalize
plumbaginous	石墨的
plumbaginous	石墨
unseriousness	不严肃
unseriousness	不庄重
unseriousness	不认真
albuminoid	蛋白似的
albuminoid	蛋白似
albuminoid	蛋白质的
albuminoid	蛋白质
albuminoid	蛋白质
albuminoid	硬蛋白
vapidness	无趣
vapidness	没有生气
childbirth	分娩
wive	娶妻
wive	嫁
wive	娶
wive	与……结婚
martin	马丁
martin	燕子
means	手段
means	方法
means	意味
means	想要
noncompliance	不服从
noncompliance	不顺从
counterargument	辩论
counterargument	抗辩
sedgy	莎草密茂的
sedgy	莎草密茂
sedgy	莎草的
sedgy	莎草
fibrocystic	纤维囊性的
fibrocystic	纤维囊性
brutalization	兽性
brutalization	残酷
diverticulosis	憩室病
mellophone	美乐号
haven	港口
haven	避难所
pully	具吸引力的
pully	具吸引力
alphabetically	按字母顺序地
alphabetically	按字母顺序
ini	初始化设置文件的后缀名
skiplane	滑橇起落架飞机
skiplane	雪上飞机
pageant	盛会
pageant	庆典
pageant	游行
pageant	虚饰
pageant	露天表演
orthodontia	正牙学
accusatival	宾语的
accusatival	宾语
accusatival	宾格的
accusatival	宾格
scummy	满是浮渣的
scummy	满是浮渣
scummy	浮渣般的
scummy	浮渣般
scummy	下流的
scummy	下流
oestradiol	雌二醇
ficin	无花果蛋白酶
unveil	使公诸于众
unveil	揭开
unveil	揭幕
unveil	除去……的面纱
unveil	显露
unveil	除去面纱
pasteurise	=pasteurize
pancreatin	胰液素
obligingly	亲切地
obligingly	亲切
cancroid	癌症状的
cancroid	癌症状
cancroid	蟹状的
cancroid	蟹状
cancroid	一种皮肤癌
bloop	做蠢事
bloop	将棒球打到内外野之间
fumatory	烟薰室
fumatory	烟薰的
fumatory	烟薰
lasque	形态较差的扁平钻石
hurtling	疾驰的
hurtling	疾驰
hurtling	飞奔的
hurtling	飞奔
initialize	初始化
civilize	使开化
civilize	使文明
civilize	教化
gamesmanship	竞赛时使用的虽不光明但不犯规的方法
gnawing	咬
gnawing	苛责
gnawing	不断的苦痛
gnawing	咬的
gnawing	咬
gnawing	使苦恼的
gnawing	使苦恼
gaullist	戴高乐主义者
gaullist	反纳粹德国占领运动的支持者
bairn	小孩
rummer	大酒杯
anthema	疹
anthema	皮疹
bardolino	巴多利诺酒
rosewater	有玫瑰香水味的
rosewater	有玫瑰香水味
alvan	阿尔万
zambezi	赞比西河
semidet	半独立式住宅
plainclothes	便衣的
plainclothes	便衣
aerobatic	特技飞行的
aerobatic	特技飞行
pulperia	杂货店
pulperia	酒店
pulperia	客栈
sundry	各式各样的
sundry	各式各样
vallation	壁垒
vallation	筑城术
mesmeric	催眠术的
mesmeric	催眠术
flowage	流出
flowage	流动
flowage	泛滥
flowage	泛滥的河水
extent	广度
extent	宽度
extent	长度
extent	范围
extent	程度
extent	区域
extent	临时所有权令
wusih	见Wuxi
apres	在……以后
trickster	骗子
trickster	魔术师
microstomatous	小口的
microstomatous	小口
microstomatous	小嘴的
microstomatous	小嘴
tushery	古文体
econometric	计量经济学的
econometric	计量经济学
stalemate	僵局
stalemate	成为僵局
polygene	多基因
kilometer	千米
kilometer	公里
unsheathe	抽出鞘
unsheathe	拔出
salometer	=salinometer
resolutive	消肿药
resolutive	使分解的
resolutive	使分解
resolutive	消肿的
resolutive	消肿
albigensianism	阿比尔派的教义
conarial	松果体的
conarial	松果体
homeomorphous	同胚的
homeomorphous	同胚
homeomorphous	同拓扑的
homeomorphous	同拓扑
photoelectron	光电子
microsection	=microscopic
microsection	section
solarization	日晒
solarization	负感作用
solarization	反感作用
commerciogenic	有市场吸引力的
commerciogenic	有市场吸引力
bakkie	小型厢式轻便货车
sequence	次序
sequence	顺序
sequence	序列
ingestible	可摄取的
ingestible	可摄取
ingestible	可吸收的
ingestible	可吸收
hose	软管
hose	水龙带
hose	长筒袜
hose	用软管浇水
pali	巴利语
knotter	打结的人
zoolatrous	动物崇拜的
zoolatrous	动物崇拜
yoicks	催赶猎犬的声音
yoicks	唷
yoicks	唷克斯
toluic	甲苯酸的
toluic	甲苯酸
neighbour	邻居
medius	中指
salchow	后内结环一周跳
motorise	=motorize
pacifistic	和平主义的
pacifistic	和平主义
radar	雷达
radar	电波探测器
waterhead	水源
waterhead	水坝拦住的水
waterhead	脑积水
gastric	胃的
gastric	胃
declivity	倾斜
declivity	下坡
geegee	劣等赛马
geegee	马
thingification	=reification
nephralgia	肾痛
piccata	嫩煎小牛肉片
piccata	香溜肉片
anil	木蓝属植物
anil	假蓝靛
lamona	白毛矮脚鸡
derealization	现实感丧失
honied	多蜜的
honied	多蜜
honied	甜如蜜的
honied	甜如蜜
repairer	修理工人
repairer	修补者
landslip	山崩
landslip	地滑
landslip	崩塌
landslip	塌方
crowded	拥挤的
crowded	拥挤
crowded	塞满的
crowded	塞满
cytomorphology	细胞形态学
bosom	胸部
bosom	胸
bosom	胸怀
bosom	内心
bosom	内部
bosom	中间
bosom	任何温暖、舒适而熟悉的地方
bosom	怀抱
bosom	隐匿
mitch	逃学
talent	天才
talent	才干
talent	才能
pursiness	喘气
pursiness	肥胖
tumult	吵闹
tumult	骚动
tumult	拥挤
tumult	混乱
sympathise	=sympathize
carbo	碳水化合物食品
carbo	含糖食品
lipizzaner	利比扎马
roughout	人造品原型
yikker	叽叽喳喳
yikker	发出重复短促的尖叫声
ventromedial	腹正中的
ventromedial	腹正中
corinne	科琳
osteosarcoma	骨肉瘤
calabash	炮弹果
calabash	葫芦
mamillated	乳头状的
mamillated	乳头状
mamillated	有乳头的
mamillated	有乳头
mamillated	有乳头状突出物的
mamillated	有乳头状突出物
rushy	多灯心草的
rushy	多灯心草
centric	中心的
centric	中心
centric	中央的
centric	中央
munitions	军需品
agami	黄胸长脚长颈鸟
archenteron	原肠之消化道
vervet	东南非洲产之一种小猴
corel	加拿大Corel软件公司
corel	出品的软件有CorelDraw等
tocsin	警钟
tocsin	警报
hoodlum	强盗
hoodlum	无赖
hoodlum	阿飞
hoodlum	恶棍
hoodlum	流氓
nse	National
nse	Stock
nse	Exchange
nse	国家证券交易所
simious	猴的
simious	猴
gottland	=Gotland
miniaturization	小型化
puky	令人恶心的
puky	令人恶心
puky	令人厌恶的
puky	令人厌恶
antiforeign	排外的
antiforeign	排外
razorstrop	磨剃刀皮带
wrinkle	皱纹
wrinkle	使皱
syllabi	判决理由书的要旨
scenography	透视法
scenography	配景图法
pedantry	炫学
pedantry	假装学者
pedantry	卖弄学问
cervicitis	子宫颈炎
clapstick	=clapperboard
isochromosome	等臂染色体
