epergne	饰盘
ferrotungsten	铁钨
hopeless	没有希望的
hopeless	没有希望
hopeless	绝望的
hopeless	绝望
hopeless	不可救药
neurotrophic	神经营养的
neurotrophic	神经营养
neurotrophic	向神经的
neurotrophic	向神经
neurotrophic	亲神经的
neurotrophic	亲神经
episcope	反射幻灯机
battlesome	好斗的
battlesome	好斗
battlesome	好争吵的
battlesome	好争吵
prelatical	高位者的
prelatical	高位者
prelatical	教长政治的
prelatical	教长政治
lachrymation	流泪
pewchair	教堂长椅旁的加座
estriol	雌激素三醇
masterdom	支配
befittingly	适当地
befittingly	适当
befittingly	适宜地
befittingly	适宜
sferics	天电
sferics	天电探测
remissness	怠慢
remissness	不小心
transfinalization	目的性转变
bladder	膀胱
bladder	气泡
bladder	球胆
fomentation	煽动
liber	书籍
liber	登记册
basle	=Basel
langobardic	伦巴第语
langobardic	伦巴第的
langobardic	伦巴第
langobardic	伦巴第语的
langobardic	伦巴第语
uninspected	未经检查的
uninspected	未经检查
amylopsin	胰淀粉酶
washland	泛滥地
washland	泛滥
washland	河漫滩
fetus	胎儿
counterproductive	反生产的
counterproductive	反生产
counterproductive	使达不到预期目标的
counterproductive	使达不到预期目标
poddock	蟾蜍
poddock	蛙
hyson	熙春茶
superfine	特级的
superfine	特级
rollock	胡扯!
asphyxia	窒息
asphyxia	昏厥
schist	片岩
enantiomer	对映体
amplexicaul	抱茎的
amplexicaul	抱茎
kayf	=cafe
hemostat	止血钳子
hemostat	止血剂
seasonably	合时令地
seasonably	合时令
seasonably	应时地
seasonably	应时
boatyard	船坞
boatyard	造船厂
boatyard	修船厂
succose	多液的
succose	多液
succose	多汁的
succose	多汁
spitcher	击沉
coccid	介壳虫
moonish	如月的
moonish	如月
moonish	反复无常的
moonish	反复无常
hunt	打猎
hunt	猎取
hunt	搜索
hunt	搜寻
hunt	猎获
hunt	打猎
hunt	猎取
hunt	搜索
hunt	搜寻
hunt	狩猎
votive	奉献的
votive	奉献
upwell	上涌
campcraft	露营术
splash	溅
splash	飞溅
splash	斑点
splash	溅
splash	泼
splash	溅湿
heavenly	如天堂的
heavenly	如天堂
heavenly	神圣的
heavenly	神圣
heavenly	天空的
heavenly	天空
heavenly	极优美的
heavenly	极优美
heavenly	天上的
heavenly	天上
barleycorn	大麦粒
fieriness	猛烈
fieriness	火性子
disazo	双偶氮的
disazo	双偶氮
railway	铁道
railway	铁路
whitehanded	两手雪白的
whitehanded	两手雪白
whitehanded	清白的
whitehanded	清白
whitehanded	诚实的
whitehanded	诚实
underclothe	给……穿内衣
underclothe	为……提供内衣
floor	难倒
magpie	鹊
chandleress	女杂货商
chandleress	女蜡烛贩卖商
seek	寻找
seek	探索
seek	寻求
lateralize	使向侧面
temporality	此时
temporality	暂时
determinative	决定的
determinative	决定
determinative	限定的
determinative	限定
determinative	决定之事
determinative	限定词
najd	=Nejd
logo	标识语
logo	Logo教学语言
your	pro
your	你的
your	你
your	你们的
your	你们
wud	发疯的
wud	发疯
wud	疯狂的
wud	疯狂
capsize	倾覆
uar	United
uar	Arab
uar	Republic
uar	阿拉伯联合共和国(阿拉伯埃及共和国
blowout	爆裂
blowout	喷出
blowout	保险丝烧断
blowout	井中喷水或油等
disoriented	分不清方向或目标的
disoriented	分不清方向或目标
disoriented	无判断力的
disoriented	无判断力
photoenvironment	光照环境
nellie	内尔
lammergeier	髭兀鹰
folklike	=folkish
reticulated	网状的
reticulated	网状
footfall	脚步
footfall	脚步声
mrs	Muzzle
mrs	Reference
mrs	Sight
mrs	炮口基准系统
erythropsin	视红质
erythropsin	视紫质
wiliness	狡猾
unminished	=undiminished
tuckahoe	美洲茯苓
tuckahoe	茯苓
environmental	周围的
environmental	周围
environmental	环境的
environmental	环境
environmental	环境论
beautifully	美好地
beautifully	美好
beautifully	漂亮地
beautifully	漂亮
testacean	贝壳的
testacean	贝壳
testacean	贝壳类的
testacean	贝壳类
testacean	有壳类
testacean	贝壳类
cooky	饼干
unliquefied	未液化的
unliquefied	未液化
plastosome	=chondriosome
levorotatory	左旋的
levorotatory	左旋
passingly	顺便
grown	长大的
grown	长大
grown	成年的
grown	成年
grown	长满某物的
grown	长满某物
grown	grow的过去分词
phytozoon	植形动物
atropism	阿托品中毒
atropism	颠茄碱中毒
bearable	可忍受的
bearable	可忍受
bearable	支持得住的
bearable	支持得住
haematin	氧化苏木景
dens	牙齿
dens	齿状部分
saker	猎隼
kaleidophone	发音体振动显像仪
misname	叫错……名字
misname	给……取名不当
tertio	第三
culpable	该责备的
culpable	该责备
culpable	有罪的
culpable	有罪
culpable	不周到的
culpable	不周到
sprightliness	愉快
sprightliness	快活
smokeless	无烟的
smokeless	无烟
damoiselle	少女
damoiselle	处女
pastureland	牧草地
pastureland	牧草
pastureland	牧场
cheval	glass穿衣镜
slangster	使用俚语者
hemispheroidal	半球体的
hemispheroidal	半球体
vitaceous	葡萄属植物的
vitaceous	葡萄属植物
gambian	冈比亚的
gambian	冈比亚
gambian	冈比亚人
wismar	维斯马
retranslate	重译
retranslate	再译
retranslate	译回原文
oxidizable	可氧化的
oxidizable	可氧化
organule	=molechism
pained	痛的
pained	痛
pained	痛苦的
pained	痛苦
saltatory	跳跃的
saltatory	跳跃
fructosan	聚果糖
fructosan	聚左旋糖
refractional	屈折的
refractional	屈折
refractional	折射的
refractional	折射
phonation	发声
bandoeng	=Bandung
sorbefacient	吸收促进药
vinylbenzene	乙烯基苯
vinylbenzene	苯乙烯
extractible	可引出的
extractible	可引出
extractible	可提取的
extractible	可提取
babbitt	巴比特
babbitt	市侩
teleplasm	灵的外质
thinnet	细电缆网
desiccator	使干燥的人
desiccator	干燥器
joke	笑话
joke	玩笑
joke	开玩笑
wafery	薄的
wafery	薄
wafery	象薄脆饼似的
wafery	象薄脆饼似
coleopterist	鞘翅目昆虫学家
contagium	接触传染物
origin	起源
origin	由来
origin	起因
origin	出身
origin	血统
origin	原点
trengganu	丁加奴州
adrenocorticotro	亲肾上腺皮rophic/E`dri:nEJrophic
adrenocorticotro	hormone//rophin/E`dri:nEJropic/E`dri:nEJ9ropin/E`dri:
adrenocorticotro	nEJ质荷尔蒙
adrenocorticotro	肾上腺9kR:tIkEJ`trCfIk
adrenocorticotro	促肾上腺9kR:tIkEJ`trCfInkR:tIkEJ`trCpIk/9kR:
adrenocorticotro	tIkEJ`trCpIぶ世喙檀
flow	流程
flow	流动
flow	泛滥
flow	洋溢
flow	流动
flow	涌流
flow	川流不息
flow	飘扬
flow	溢过
flow	淹没
thermoform	加热成形
thermoform	热力塑型
thermoform	使加热成形
thermoform	给……用热力塑型
uranium	铀
glandiferous	结坚果的
glandiferous	结坚果
downtonian	当顿的
downtonian	当顿
valorisation	=valorization
baluchi	俾路支人
baluchi	俾路支人讲的伊朗语
coyote	一种产于北美大草原的小狼
coyote	山狗
antemarital	婚前的
antemarital	婚前
vistadome	观景车顶
vistadome	有观景车顶的客车车厢
advocatory	拥护者的
advocatory	拥护者
advocatory	有关拥护者的
advocatory	有关拥护者
arroyo	干枯的河床
arroyo	峡谷
arroyo	小河
overawe	威慑
overawe	威震
nadge	北大西洋公约组织地面防空系统
dyschizia	大便疼痛
dyschizia	大便困难
fingersmith	接生婆
fingersmith	扒手
ivr	Interactive
ivr	Voice
ivr	Response
ivr	交互式语音响应
subtorrid	=subtropical
glauconite	海绿石
glauconite	海绿沙
spaceworthy	能作航天飞行的
spaceworthy	能作航天飞行
spaceworthy	具有太空耐航力的
spaceworthy	具有太空耐航力
antidotal	解毒的
antidotal	解毒
semipro	半职业性选手或运动员
handmaiden	侍女
handmaiden	女仆
unsized	不依一定尺寸制造的
unsized	不依一定尺寸制造
unsized	未上胶水的
unsized	未上胶水
unsized	未上浆的
unsized	未上浆
alabaster	雪花石膏
alabaster	雪花石膏制的
alabaster	雪花石膏制
cheek	颊
cheek	厚颜
cheek	类似颊的事物
cheek	臀部
proscription	剥夺人权
proscription	放逐
proscription	禁止
antiphony	轮流吟唱的歌
antiphony	唱和
chronicler	年代记编者
subacute	稍尖的
subacute	稍尖
subacute	亚急性的
subacute	亚急性
perform	履行
perform	执行
perform	表演
perform	演出
perform	完成任务
tightfisted	吝啬的
tightfisted	吝啬
levigate	捻成细粉
levigate	挑选
electrology	电学
electrology	电疗学
thoron	钍射气
deradicalize	使放弃政治上过激的立场
deradicalize	使非激进化
periodate	高碘酸盐
pittance	少量
pittance	微薄的薪俸
jade	碧玉
jade	翡翠
jade	老马
jade	绿色的
jade	绿色
jade	玉制的
jade	玉制
jade	疲倦
burdock	牛蒡属
fireweed	在火烧过的土地上长得极快的杂草
dewindtite	磷铅铀矿
thibetan	=Tibetan
elude	躲避
judaeophile	对犹太人亲善的
judaeophile	对犹太人亲善
menstrual	月经的
menstrual	月经
menstrual	一月一次的
menstrual	一月一次
menstrual	每月的
menstrual	每月
gersdorffite	辉砷镍矿
maoist	毛泽东主义者
maoist	毛泽东的
maoist	毛泽东
maoist	毛主义的
maoist	毛主义
inwit	良知
inwit	理解
leechcraft	医术
leechcraft	医学
construable	可做语法分析的
construable	可做语法分析
construable	可做……解释的
construable	可做……解释
railfan	=railwayac
deweyism	杜威主义
deweyism	实用主义
burman	缅甸人的
burman	缅甸人
plazolite	杂水榴石
theoretically	理论上
theoretically	理论地
theoretically	理论
metaboly	物质交替
metaboly	新陈代谢
newsworthy	有报导价值的
newsworthy	有报导价值
bluing	靛青漂白粉
jug	水壶
jug	监牢
jug	模仿夜莺的叫声
jug	放入壶中
jug	炖
jug	关押
jug	模仿夜莺叫
receptacle	容器
receptacle	插座
brachycephal	圆头型的人
kalevala	芬兰的民族史诗
encash	付现
encash	兑现
sketchy	粗略的
sketchy	粗略
clipsheet	报刊等只印一面
embayment	湾状之物
embayment	港湾形成的
embayment	港湾形成
monopolistic	独占的
monopolistic	独占
monopolistic	垄断的
monopolistic	垄断
monopolistic	专利的
monopolistic	专利
orthoclastic	有彼此直交的解理面的
orthoclastic	有彼此直交的解理面
aftereffect	余波
aftereffect	后果
lactalbumin	乳白蛋白
osfcw	Office
osfcw	of
osfcw	Solid
osfcw	Fuels
osfcw	Coordinator
osfcw	for
osfcw	War
osfcw	作战用固体燃料协调人办事处
epithet	绰号
epithet	称号
havdalah	=Habdalah
desubstantiate	使失去实质
unconscious	不省人事
unconscious	未发觉的
unconscious	未发觉
unconscious	无意识的
unconscious	无意识
intergeneric	属间的
intergeneric	属间
rutile	金红石
sylvinite	钾盐
dogberry	山茱萸的果实
dogberry	山茱萸
reknit	再织
reknit	再扣牢
tarsal	跗骨的
tarsal	跗骨
tarsal	眼睑软骨的
tarsal	眼睑软骨
tarsal	跗骨
unslaked	未满足的
unslaked	未满足
unslaked	未安抚的
unslaked	未安抚
predigest	预先消化
predigest	简化
rayonnant	辐射式的的
rayonnant	辐射式
thuggee	谋财害命
clinquant	仿金箔
clinquant	金光闪闪的
clinquant	金光闪闪
teratogen	致畸剂
teratogen	畸胎剂
hexaemeron	创世之六日
hexaemeron	关于创世之论说
wheeze	喘息
wheeze	很困难地呼吸
pandoor	残忍的士兵
pandoor	从事掠夺的兵
deplumation	除去羽毛
deplumation	换羽毛
chromatology	色彩学
chromatology	色彩论
aerophobia	高空恐惧
epaulement	肩墙
catacomb	地下墓穴
catacomb	茔窟
associational	联想的
associational	联想
associational	协会的
associational	协会
jerez	赫雷斯
blip	雷达上显示的点
detent	棘爪
detent	掣子
detent	扳手
detent	制动器
tearless	无泪的
tearless	无泪
tearless	不流泪的
tearless	不流泪
pyrograph	烙花
pyrograph	烙出图形
pyrograph	烙花
pyrograph	烫花
espial	观察
espial	侦探
espial	间谍活动
ubiquity	到处存在
ubiquity	普遍存在
neolite	新石
memsahib	夫人
memsahib	太太
acetifier	醋化器
gynogenesis	雌核生殖
gynogenesis	雌核发育
handwoven	以手织机编织的
handwoven	以手织机编织
locrian	洛克里斯的
locrian	洛克里斯
locrian	洛克里斯人的
locrian	洛克里斯人
locrian	洛克里斯人
stipulation	约定
stipulation	约束
stipulation	契约
psychograph	心理描绘图
peck	啄痕
peck	许多
peck	配克
peck	啄食
peck	扔
peck	啄
peck	吹毛求疵
peck	啄食
peck	扔石头
peck	吃一点点
agriculturist	农业家
agriculturist	农场经营者
yeoman	自耕农
yeoman	仆人
thusly	=thus
applicator	敷药用的器具
applicator	涂药器
applicator	为人敷药的人
stile	墙
oft	常常
oft	再三
ghee	酥油
nosogenesis	致病原因
nosogenesis	发病原理
concoct	调制
concoct	调合
concoct	编造
marage	使受马氏体时效处理
cheyenne	夏安族
lps	Lord
lps	Privy
lps	Seal
roofer	盖屋顶的人
roofer	客人对主人道谢的函
singer	歌手
rerebrace	上臂护甲
sanative	治疗病症的
sanative	治疗病症
sanative	有益于健康的
sanative	有益于健康
quintuplicate	五倍的
quintuplicate	五倍
stroud	粗呢衣服
stroud	粗呢毯子
cosmotron	质子同步加速器
tenebrosity	暗
tenebrosity	黑暗
tenebrosity	阴暗
jenny	移动式起重机
jenny	纺织机
cachepot	放置花盆的装饰性托盆
drunken	酒醉的
drunken	酒醉
most	最多的
most	最多
most	多数的
most	多数
most	大部分的
most	大部分
most	最
most	最多
most	很
most	十分
most	最
most	最大的
most	最大
most	其中大多数
most	极其
most	大多数
most	大部分
kvar	kilovar
lestobiotic	窃食共生的
lestobiotic	窃食共生
lestobiotic	靠偷取异种动物为生的
lestobiotic	靠偷取异种动物为生
pierrot	走江湖的丑角
harmonicon	口琴
harmonicon	一种自动风琴
floatage	漂浮
floatage	浮力
fibrillate	有原纤维的
fibrillate	有原纤维
fibrillate	有原纤维组织的
fibrillate	有原纤维组织
senor	先生
senor	绅士
inscriptive	铭文的
inscriptive	铭文
inscriptive	题写的
inscriptive	题写
waggish	爱开玩笑的
waggish	爱开玩笑
waggish	滑稽的
waggish	滑稽
memomotion	慢速摄影
memomotion	延时摄影
inertialess	无惯性的
inertialess	无惯性
teravolt	太
babiroussa	野猪
extract	精
extract	汁
extract	榨出物
extract	摘录
extract	选粹
extract	拔出
extract	榨取
extract	开方
extract	求根
extract	摘录
extract	析取
extract	吸取
cordilleras	南美安地斯山系
weftwise	纬向地
weftwise	纬向
weftwise	横向地
weftwise	横向
castroism	卡斯特罗主义
bumpiness	崎岖不平
bimorph	双压电晶片元件
reenaction	再制定
reenaction	再扮演
signpost	路标
phenolate	酚盐
fledging	羽毛初长的雏鸟
fledging	刚会飞的幼鸟
fledging	无经验的人
eventuality	不测的事
eventuality	可能性
eventuality	可能发生的事
thinkpad	IBM公司生产的笔记本电脑
assyrian	亚述的
assyrian	亚述
assyrian	亚述人的
assyrian	亚述人
assyrian	亚述语的
assyrian	亚述语
assyrian	亚述人
sanborn	桑伯恩
isotac	同时解冻线
forfeiter	受没收处分者
forfeiter	因犯罪而丧失职位的人
plumbeous	铅的
plumbeous	铅
plumbeous	沉重的
plumbeous	沉重
webfoot	蹼趾动物
webfoot	蹼足
clavecinist	大键琴演奏者
undersheriff	代理郡长
uncanny	离奇的
uncanny	离奇
machete	弯刀
suckle	哺乳
suckle	养育
suckle	吮吸
suckle	吸奶
ideograph	象形文字
tagrag	乌合之众
tagrag	褴褛的
tagrag	褴褛
complication	复杂化
complication	因素
complication	并发症
ratable	可估价的
ratable	可估价
ratable	按比例的
ratable	按比例
ratable	应课税的
ratable	应课税
ashcan	垃圾桶
ashcan	深水炸弹
esc	转义字符
esc	转换字符
esc	计算机上的Esc按键
esc	/ESC/Page
esc	EPSON公司开发的页描述语言
sig	Special
sig	Interest
sig	Group
sig	有共同特殊观点或要求的群体
bioautography	生物自检法
bioautography	生物自显影法
addible	可添加的
addible	可添加
blessing	祝福
epoxy	环氧的
epoxy	环氧
netsuke	悬锤
netsuke	坠子
papacy	罗马教皇职位
papacy	教皇的在位期间
resolutely	毅然地
resolutely	毅然
resolutely	坚决地
resolutely	坚决
builder	建筑者
builder	施工人员
builder	营造商
builder	增洁剂
gamelin	=gamelan
transformism	进化论
iatrochemically	化学疗法地
iatrochemically	化学疗法
dendron	树模石
dendron	树枝石
crannog	湖中人工岛上之住宅
crannog	沼泽地内之人工岛
agreeably	愉快地
agreeably	愉快
agreeably	欣然
erotologist	色情文学家
erotologist	色情文艺家
agreeable	使人愉快的
agreeable	使人愉快
agreeable	惬意的
agreeable	惬意
agreeable	适合的
agreeable	适合
fingo	芬果族人
closely	接近地
closely	接近
dicotyledonous	双子叶的
dicotyledonous	双子叶
subluxation	不全脱位
subluxation	半脱位
overcapitalization	资本之过高估价
overcapitalization	投资过多
strisciando	滑唱的
strisciando	滑唱
wordpad	写字板
wordpad	记事本
raincoat	雨衣
stannic	锡的
stannic	锡
stannic	四价锡的
stannic	四价锡
reemployment	重新雇用
reemployment	重新使用
symbiote	=symbion
malease	=malaise
bin	箱柜
bin	二进制文件的扩展名
phasemeter	相位计
roul	roulette
marasmic	衰弱的
marasmic	衰弱
computerese	电脑行话电脑语言
pounce	突袭
pounce	突袭
whosit	=whoosis
thallogen	=thallophyte
lanuginose	=lanuginous
kinematography	=cinematography
solvolysis	溶剂分解
deicide	杀神
deicide	杀神者
deicide	害死耶稣的人
resistencia	雷西斯膝西亚
rattled	慌乱的
rattled	慌乱
rattled	恼火的
rattled	恼火
busier	比较忙碌
havelock	遮阳布
psilophytic	裸蕨植物的
psilophytic	裸蕨植物
squamulose	有小鳞片的
squamulose	有小鳞片
squamulose	多小鳞片的
squamulose	多小鳞片
sociocentrism	社会中心论
sociocentrism	群体中心论
algidity	寒气
algidity	发冷
motherhood	母性
motherhood	为母之道
motherhood	母亲身份
motherhood	母亲们
graham	全麦
previous	在前的
previous	在前
previous	早先的
previous	早先
previous	在……以前
previous	返回上一级菜单
overlie	躺在……上面
overlie	睡在……上面
graeae	格里伊三姐妹
cohesion	结合
cohesion	凝聚
cohesion	内聚力
gumbo	坚硬黏土
surplusage	剩余物
meum	pro
meum	我的东西
meum	我的
meum	我
videotex	可视数据
videotex	可视图文
bewitching	迷人的
bewitching	迷人
bewitching	使人着迷的
bewitching	使人着迷
cocktail	鸡尾酒
cocktail	开味食品
cocktail	鸡尾酒的
cocktail	鸡尾酒
ease	安逸
ease	安心
ease	不费力
ease	悠闲
ease	使悠闲
ease	使安心
ease	减轻
ease	放松
ease	减弱
ease	减轻
ease	放松
ease	灵活地移动
ectomorphic	外胚层体型的
ectomorphic	外胚层体型
ectomorphic	瘦型体质的
ectomorphic	瘦型体质
kennel	狗窝
kennel	狗屋
kennel	阴沟
kennel	置于狗窝
kennel	宿于狗舍
kennel	进狗窝
depletory	放血的
depletory	放血
depletory	使空虚的
depletory	使空虚
urticariogenic	致荨麻疹的
urticariogenic	致荨麻疹
vmi	Virginia
vmi	Military
vmi	Institute
vmi	弗吉尼亚军事学院
explicit	外在的
explicit	外在
explicit	清楚的
explicit	清楚
explicit	直率的
explicit	直率
explicit	直接付款的
explicit	直接付款
westward	西方
westward	西部
westward	向西旅行
westward	西方的
westward	西方
westward	向西的
westward	向西
westward	向西
imine	亚胺
catafalque	灵柩台
catafalque	灵柩车
caprification	虫媒授粉法
exasperater	触怒他人者
exasperater	惹人生气者
algerine	阿尔及利亚的
algerine	阿尔及利亚
algerine	阿尔及利亚人的
algerine	阿尔及利亚人
draff	残渣
draff	废物
draff	糟粕
renavigate	再导航
renavigate	再领港
administration	/网络管理
binovular	=biovular
resemble	象
resemble	类似
exfiltrate	溜出敌军阵地
exfiltrate	溜出敌军阵
radiculitis	脊神经根炎
acclivity	向上的斜坡
marburg	disease马尔堡病
marburg	青猴病
effort	努力
effort	成就
stratus	层云
nighthawk	夜鹰
nighthawk	夜生活者
woden	沃登
hanepoot	非洲白葡萄
hanepoot	非洲白葡萄酒
explanate	平坦的
explanate	平坦
explanate	展开的
explanate	展开
regimen	摄生法
regimen	政权
regimen	政体
habitability	可居住
hexameral	=hexamerous
intercessory	仲裁的
intercessory	仲裁
intercessory	调解的
intercessory	调解
blowzy	红脸的
blowzy	红脸
blowzy	蓬乱的
blowzy	蓬乱
blowzy	不整洁的
blowzy	不整洁
appeasable	平息得了的
appeasable	平息得了
appeasable	缓和得了的
appeasable	缓和得了
appeasable	劝解得了的
appeasable	劝解得了
destination	目的地
destination	目的
destination	目的文件
destination	目的单元格
coign	突出之角
coign	隅石
cuckoopint	斑叶阿若母
cuckoopint	延龄草
crepe	绉纱
crepe	绉绸
preclassical	古典期前的
preclassical	古典期前
blackart	妖术
blackart	魔法
collarband	领子
hydropathic	水疗法的
hydropathic	水疗法
hydropathic	水疗院
umiak	木架蒙皮船
polocrosse	兜网马球
conservatize	成为保守
isopycnosis	等凝缩
isopycnosis	等皱缩
mexico	墨西哥
coalport	煤港瓷器
underquote	对价格
shawwal	10月
electrolytic	电解的
electrolytic	电解
electrolytic	由电解产生的
electrolytic	由电解产生
locution	独特的措辞
locution	惯用语
locution	说话风格
despotic	专制的
despotic	专制
despotic	暴虐的
despotic	暴虐
luetic	梅毒的
luetic	梅毒
succussatory	摇动的
succussatory	摇动
succussatory	猛摇的
succussatory	猛摇
succussatory	振荡的
succussatory	振荡
montage	蒙太奇
montage	文学音乐或美术的组合体
stupa	佛塔
fingerpaint	用手指画
moore	摩尔
literalise	=literalize
lampstandard	灯柱
lampstandard	路灯柱
ichthyolatry	鱼神崇拜
ichthyolatry	鱼类崇拜
grok	通过神入作用而理解
grok	体验
premarital	结婚前的
premarital	结婚前
albata	铜镍合金
albata	德国银
albata	镍黄铜
floppy	懒散的
floppy	懒散
floppy	邋遢的
floppy	邋遢
floppy	松软的
floppy	松软
bergschrund	冰河上端的裂缝
durable	持久的
durable	持久
durable	耐用的
durable	耐用
escapee	逃亡者
escapee	逃避者
inedited	未经编辑的
inedited	未经编辑
inedited	未出版的
inedited	未出版
codeine	可待因
codeine	用以镇痛
codeine	镇咳
codeine	催眠等
hydroforming	加氢重整
repoussage	凸纹饰物
arbo	由节肢动物传播的
arbo	由节肢动物传播
arbo	虫媒的
arbo	虫媒
cariostatic	止龋的
cariostatic	止龋
coniform	圆锥形的
coniform	圆锥形
thessalonian	帖撒罗尼迦人
system	系统
system	体系
system	制度
system	体制
system	秩序
system	规律
system	方法
anthelmintic	驱虫的
anthelmintic	驱虫
anthelmintic	驱虫剂
anthelmintic	打虫药
recordership	记录员的职位
cainozoic	新生界的
cainozoic	新生界
cainozoic	新生代的
cainozoic	新生代
simar	=cymar
epidermization	皮肤移植法
supinely	掌心向上地
supinely	掌心向上
supinely	仰卧地
supinely	仰卧
debilitate	使衰弱
debilitate	使虚弱
romping	嬉戏喧闹的
romping	嬉戏喧闹
romping	乱蹦乱闹的
romping	乱蹦乱闹
esthesis	知觉
esthesis	感觉
sexagenarian	六十岁的
sexagenarian	六十岁
beeper	能发出哔哔声音的仪器
choice	选择
choice	抉择
choice	精选品
choice	选择机会
choice	选择权
choice	精选的
choice	精选
choice	上等的
choice	上等
choice	挑三拣四的
choice	挑三拣四
choice	可选的
choice	可选
choice	宠爱的
choice	宠爱
choice	爱惜的
choice	爱惜
contubernal	一起生活的
contubernal	一起生活
contubernal	亲密的
contubernal	亲密
dirtiness	污秽
dirtiness	肮脏
shrewdly	机灵的
shrewdly	机灵
acidulous	多少带酸味的
acidulous	多少带酸味
acidulous	不悦的
acidulous	不悦
kettle	壶
kettle	罐
kettle	釜
kettle	鼓
widest	宽的
widest	宽
widest	广阔的
widest	广阔
skelp	快步走
crochet	钩针编织品
crochet	钩边
crochet	用钩针编织
scousian	利物浦的
scousian	利物浦
scousian	利物浦人的
scousian	利物浦人
scousian	利物浦方言的
scousian	利物浦方言
epixylous	木上生的
epixylous	木上生
serigraph	绢网印花
serigraph	用丝网印制的彩色画
kicksorter	脉冲振幅分析器
radioautogram	=autoradiograph
comer	来者
comer	新来者
comer	有希望者
gym	gymnasium
gym	体育
gym	体育馆
gym	体操
hygroscope	湿度计
afire	燃烧着
obsolescence	荒废
obsolescence	退化
robbin	=roband
mephistophelean	冷酷的
mephistophelean	冷酷
mephistophelean	险恶而狡猾的
mephistophelean	险恶而狡猾
extradition	引渡
comusmacv	Commander
comusmacv	United
comusmacv	States
comusmacv	MilitaryAssistance
comusmacv	Command
comusmacv	Vietnam
comusmacv	驻越美军司令
microscope	显微镜
gottwaldov	哥特瓦尔德夫
feign	假装
feign	装作
feign	捏造
feign	想象
feign	作假
heliocentric	以太阳为中心的
heliocentric	以太阳为中心
caboodle	群
caboodle	堆
caboodle	伙
distinction	区别
distinction	差别
distinction	级别
distinction	特性
distinction	声望
distinction	显赫
scorbutic	坏血病的
scorbutic	坏血病
scorbutic	患坏血病的
scorbutic	患坏血病
scorbutic	坏血病患者
balliol	贝列尔学院
cosmin	齿鳞质
beltane	西洋旧历五月一日
beltane	古凯尔特族的五朔节
dubitative	怀疑的
dubitative	怀疑
dubitative	半信半疑的
dubitative	半信半疑
irreality	缺乏真实性
irreality	虚构
inflammable	易燃的
inflammable	易燃
inflammable	易怒的
inflammable	易怒
eicon	加拿大网络软件公司
xanthous	黄色的
xanthous	黄色
xanthous	黄色人种的
xanthous	黄色人种
churchwarden	教会委员
churchwarden	陶制的长烟斗
voder	语音合成仪
matelot	水手
matelot	海员
exponible	可说明的命题
exponible	应阐明的命题
exponible	可说明的
exponible	可说明
grievous	令人忧伤的
grievous	令人忧伤
happenchance	偶然事件
illogically	不合逻辑地
illogically	不合逻辑
assaultive	喜好攻击的
assaultive	喜好攻击
assaultive	好动武的
assaultive	好动武
kneeboss	护膝
kneeboss	膝甲
nannoplankton	微型浮游生物
tdma	Time
tdma	Division
tdma	Multiple
tdma	Access
tdma	时分多路寻址技术
longipennate	有长翅的
longipennate	有长翅
longipennate	长羽的
longipennate	长羽
undying	不死的
undying	不死
undying	永恒的
undying	永恒
undying	不朽的
undying	不朽
pathogen	病菌
pathogen	病原体
grizzly	略灰色的
grizzly	略灰色
grizzly	呈灰色的
grizzly	呈灰色
grizzly	灰熊
cannonade	连续开炮
cannonade	炮击
aproposity	适当
aproposity	巧合
refusable	可拒绝的
refusable	可拒绝
porterage	搬运业
phonic	声音的
phonic	声音
phonic	有声的
phonic	有声
phonic	声学的
phonic	声学
menstruous	行经的
menstruous	行经
menstruous	月经来潮的
menstruous	月经来潮
menstruous	月经的
menstruous	月经
zineb	代森锌
tennessee	田纳西州
multimode	多状态
multimode	多方式
soldiership	军人的职务
soldiership	军事手腕
telemetric	遥感勘测的
telemetric	遥感勘测
stuart	英国斯图亚特王室
belemnite	箭石
belemnite	乌贼的化石
rearmament	重整军备
rearmament	改良装备
boogiewoogie	一种爵士乐
articulacy	口齿清楚的说话能力
manufactory	制造厂
manufactory	工厂
demotics	社会学
demotics	人与社会学
diphycercal	圆尾鳍的
diphycercal	圆尾鳍
greenback	美钞
greenback	背部为绿色之动物
bitterness	苦味
bitterness	辛酸
bitterness	苦难
indignantly	愤怒地
indignantly	愤怒
schizogenic	=schizogenous
schnitzel	炸肉排
dinothere	恐兽
moschatel	五福花
rubella	风疹
djin	=jinn
cryoextraction	冷冻摘出术
robustly	要用体力地
robustly	要用体力
robustly	粗鲁地
robustly	粗鲁
hurt	刺痛
hurt	伤害
hurt	伤感情
hurt	危害
hurt	损害
hurt	受伤
hurt	伤痛
hurt	伤害
tacit	默许的
tacit	默许
refection	便餐
refection	点心
refection	小吃
penological	刑罚学的
penological	刑罚学
penological	监狱管理学的
penological	监狱管理学
singletree	车前横木
downwards	向下
enigma	谜
enigma	不可思议的东西
sustenance	食物
sustenance	生计
sustenance	支持
matchstick	火柴杆
matchstick	火柴杆似的东西
waggonette	=wagonette
unreserved	不隐瞒的
unreserved	不隐瞒
unreserved	坦白的
unreserved	坦白
unreserved	无限制的
unreserved	无限制
verapamil	戊脉安
verapamil	异搏定
vizir	元老
vizir	高官
xat	为纪念死者的雕刻柱
word	字
word	词
word	话
word	消息
