daishiki	=dashiki
dissectional	仔细分析的
dissectional	仔细分析
dissectional	剖析的
dissectional	剖析
fluviograph	河川水位自动记录器
lowest	最低的
lowest	最低
lowest	最底下的
lowest	最底下
lowest	最小的
lowest	最小
denicotinize	除去尼古丁
heptathlon	七项全能
selma	塞尔玛
exoderm	外胚叶
exoderm	外胚层
railsplitter	劈木头作为栏杆者
seawards	向海地
seawards	向海
inkstone	砚
odontophorous	有舌突起的
odontophorous	有舌突起
teth	希伯来语的第九个字母
neoprene	氯丁橡胶
variocoupler	可变结合器
pichiciago	铠鼹
biff	一击
biff	打
unpresentable	拿不出去的
unpresentable	拿不出去
unpresentable	不登大雅之堂的
unpresentable	不登大雅之堂
unpresentable	见不得人的
unpresentable	见不得人
unpresentable	不像样的
unpresentable	不像样
atlantic	大西洋
atlantic	大西洋的
atlantic	大西洋
ostrejculture	牡蛎养殖
gagger	善于插科打浑的喜剧演员
gagger	笑料的作者
gagger	塞住别人的口
keenness	敏锐
cachinnatoria	放声大笑的
cachinnatoria	放声大笑
kneebrush	膝上毛簇
penicillinase	青霉素酶
homocentric	具同一中心的
homocentric	具同一中心
homocentric	同心的
homocentric	同心
vexation	恼怒
vexation	烦恼
vexation	着急
vexation	苦恼的原因
decagon	十边形
decagon	十角形
nonpartizan	无党无派的
nonpartizan	无党无派
nonpartizan	超乎党派的
nonpartizan	超乎党派
caravaggesque	卡拉瓦乔的
caravaggesque	卡拉瓦乔
caravaggesque	卡拉瓦乔作品的
caravaggesque	卡拉瓦乔作品
geometrize	做成几何学图形
geometrize	研究几何学
spindleshanks	细长腿的人
semiparasite	半寄生
preadapted	预适应的
preadapted	预适应
xxix	罗马数字
xxix	29
livestock	家畜
livestock	牲畜
traitoress	=traitress
cephaloid	头状花
cephaloid	形状像头的花
cephaloid	像头的
cephaloid	像头
gestic	与身体动作有关的的
gestic	与身体动作有关
aftercare	疾病治疗后的照顾调养
aftercare	安置
digress	离题
poitrine	胸脯
mendacious	虚假的
mendacious	虚假
mendacious	说谎的
mendacious	说谎
stagnation	停滞
movable	活动的
movable	活动
movable	变动的
movable	变动
slammer	监狱
yellow	黄色
yellow	黄色的
yellow	黄色
slank	slink的过去式
nazareth	拿撒勒
corncake	玉米饼
spode	斯波德陶瓷
spode	斯波德式的
spode	斯波德式
zoophytologist	研究植物形动物的学者
concessively	让步地
concessively	让步
expressionless	无表情的
expressionless	无表情
vindicability	可辩护性
vindicability	可证明性
siscowet	湖鳟
marmaduke	马默杜克
zain	纯暗色马
sheathy	紧身的
sheathy	紧身
sheathy	合身的
sheathy	合身
frowst	不通气
frowst	闷气
frowst	闷居室内
drizzly	下毛毛雨的
drizzly	下毛毛雨
esophagean	=esophageal
skytroops	伞兵部队
currach	沼泽
currach	小型手推货车的一种
hyposecretion	分泌不足
centrosymmetric	中心对称的
centrosymmetric	中心对称
anaphoric	首语重复法的
anaphoric	首语重复法
southing	南向
southing	南进
southing	南行航程
southing	中天
nonviable	无法生活的
nonviable	无法生活
pmla	Publications
pmla	of
pmla	the
pmla	Modern
pmla	Language
pmla	Association
pmla	of
pmla	America
pasteurisation	=pasteurization
serotype	血清型
serotype	按血清型分类
serotype	决定……的血清型
serotype	把……按血清型分类
premise	前提
premise	房屋连地基
premise	提论
premise	预述
premise	假定
premise	作出前提
jejuneness	幼稚
jejuneness	空洞
cornflakes	脆玉米片
sexism	男性至上主义
sexism	蔑视女性
clemency	温和
clemency	仁慈
clemency	和蔼
sneezy	打喷嚏的
sneezy	打喷嚏
sneezy	有喷嚏的
sneezy	有喷嚏
sneezy	引起喷嚏的
sneezy	引起喷嚏
peg	钉
peg	栓
peg	桩
peg	销子
peg	借口
peg	钉木钉
peg	固定
peg	限制
peg	坚持不懈地工作
peg	Peg
peg	佩格
conche	巧克力搅拌揉捏机
neurotropism	神经亲和力
neurotropism	趋向神经性
plutus	普路托斯
plutus	财神
sleighing	乘橇
sleighing	橇运
spirula	旋壳乌贼
underofficer	使官员配备不足
empathy	移情作用
empathy	神入
alcayde	狱吏
xylan	木聚糖
sphacelus	脱疽
sphacelus	坏疽
garnishry	装饰品
garnishry	装饰
pyopneumothorax	脓气胸
illiberalism	反自由主义
illiberalism	非自由主义
jokey	好开玩笑的
jokey	好开玩笑
jokey	滑稽的
jokey	滑稽
unequable	不稳定的
unequable	不稳定
unequable	无规律的
unequable	无规律
unequable	不平和的
unequable	不平和
unequable	不温和的
unequable	不温和
thyrocalcitonin	降钙素
squiffer	六角形手风琴
pocketful	满袋
pocketful	一袋之量
creatureliness	动物或人
creatureliness	动物或人有的特质
keening	哭丧
keening	哀恸
tripy	=tripey
braggart	吹嘘
braggart	吹牛的
braggart	吹牛
braggart	自夸的
braggart	自夸
waur	=war
proletcult	无产阶级文化
semiabstract	半抽象的
semiabstract	半抽象
unreaped	未收割的
unreaped	未收割
unreaped	没有收获的
unreaped	没有收获
hypnology	催眠学
metafile	元文件
metafile	图元文件
tetramethyl	四甲基的
tetramethyl	四甲基
subdivisible	可以再分的
subdivisible	可以再分
subdivisible	可以细别的
subdivisible	可以细别
scrinium	装卷轴用的圆筒
underproduce	使生产不足
underproduce	使减产
underproduce	使生产供不应求
underproduce	生产不足
underproduce	减产
underproduce	生产供不应求
yarmulke	圆顶小帽
dewdrop	露珠
dewdrop	露滴
malvoisie	=malmsey
neurotomy	神经切断术
neurotomy	神经解剖学
dumfriesshire	邓弗里斯郡
inveterate	根深的
inveterate	根深
inveterate	成癖的
inveterate	成癖
phyllodium	=phyllode
gallstone	胆石
quadricentennial	400周年纪念的
quadricentennial	400周年纪念
quadricentennial	400岁的
quadricentennial	400岁
quadricentennial	400周年
injured	受伤的
injured	受伤
injured	受损害的
injured	受损害
injured	受委屈的
injured	受委屈
slp	Socialist
slp	Labor
slp	Party
slp	社会劳工党
salivous	唾液的
salivous	唾液
crossbearer	十字杖捧持者
polyhedron	多面体
pressroom	印刷间
pressroom	记者室
petrologic	岩石学的
petrologic	岩石学
cyaneous	深蓝色的
cyaneous	深蓝色
tachysterol	速甾醇
derelict	被抛弃了的
derelict	被抛弃了
derelict	遗弃物
coenozygote	多核合子
phenetics	表现型分类法
shin	胫骨
shin	攀
shin	爬
restful	宁静的
restful	宁静
pilous	多毛的
pilous	多毛
pilous	有毛的
pilous	有毛
corolitic	树叶纹装饰的
corolitic	树叶纹装饰
sideman	伴奏者
influential	有影响的
influential	有影响
influential	有势力的
influential	有势力
printer	印刷工
printer	打印机
hyperirritable	应激性过度的
hyperirritable	应激性过度
patentee	专利权所有人
asininity	愚钝
golan	Heights戈兰高地
golan	Heights戈兰高
anisodont	牙齿高低不齐的
anisodont	牙齿高低不齐
immunoglobulin	免疫血球素
immunoglobulin	免疫球蛋白
knitting	编织品
knitting	针织
lux	勒克斯
barrette	发夹
barrette	条状发夹
childermas	儿童节
operon	操纵子
choosy	慎重选择的
choosy	慎重选择
choosy	好挑剔的
choosy	好挑剔
wilsonian	威尔逊的
wilsonian	威尔逊
boccia	室外地滚球戏
posteriorly	其次地
posteriorly	其次
posteriorly	后来地
posteriorly	后来
hypersexual	非常好色的
hypersexual	非常好色
hypersexual	性欲过度的
hypersexual	性欲过度
hypersexual	纵欲的
hypersexual	纵欲
funkia	玉簪
notable	值得注意的
notable	值得注意
notable	显著的
notable	显著
notable	著名的
notable	著名
passional	热情的
passional	热情
punk	废物
punk	小阿飞
punk	年轻无知得人
punk	无用的
punk	无用
punk	低劣的
punk	低劣
punk	朋客
punk	崩客
assiduous	勤勉的
assiduous	勤勉
assiduous	刻苦的
assiduous	刻苦
anchormanese	新闻节目主持人的语言风格
claustrophobe	患幽闭恐怖症的人
obscurantist	反启蒙主义者
obscurantist	反启蒙主义者的
obscurantist	反启蒙主义者
barroque	巴洛克式
examinatorial	考试的
examinatorial	考试
examinatorial	检查的
examinatorial	检查
allopatric	在不同地区发生的
allopatric	在不同地区发生
allopatric	单独地发生的
allopatric	单独地发生
speedway	机器脚踏车的竞赛场
speedway	高速公路
quist	林鸽
voltolize	对……作无声放电处理
voltolize	对……作高电压处理
baron	男爵
overmatch	打败
chemigraphic	化学镌版术的
chemigraphic	化学镌版术
mythopoeic	创作神话的
mythopoeic	创作神话
mythopoeic	神话时代的
mythopoeic	神话时代
aerobiologic	大气生物学的
aerobiologic	大气生物学
westernmost	最西的
westernmost	最西
westernmost	极西的
westernmost	极西
reuter	路透社
microstation	微型工作站
lifegiver	给予活力之人
unpunished	未受惩罚的
unpunished	未受惩罚
ducky	极好的
ducky	极好
ducky	可喜的
ducky	可喜
ducky	极为愉快的
ducky	极为愉快
univallate	围有单层防护土墙的
univallate	围有单层防护土墙
landship	陆地上供训练用的船
landship	篷车或其他类似的车辆
indivertible	不能引开的
indivertible	不能引开
dactyl	强弱格
dactyl	长短格
tetraploid	四倍体的
tetraploid	四倍体
malaprop	用词错误可笑的
malaprop	用词错误可笑
calculous	结石的
calculous	结石
calculous	结石症的
calculous	结石症
calculous	微积分
originate	引起
originate	发明
originate	发起
originate	创办
originate	起源
originate	发生
ostraca	ostracon
ostraca	的复数
phanerogamic	开花的
phanerogamic	开花
phanerogamic	显花植物的
phanerogamic	显花植物
parulis	龈脓肿
colourbred	按特定毛色培育的
colourbred	按特定毛色培育
sulfinpyrazone	=sulphinpyrazone
degressively	递减地
degressively	递减
firenet	安全网
pelerine	细长披肩
incontinence	不能自制
incontinence	无节制
incontinence	失禁
catfacing	畸形
catfacing	表面所呈现的凹凸
kern	紧排
pergola	棚架
pergola	藤架
pergola	绿廊
pergola	凉棚
fatuous	愚昧的
fatuous	愚昧
fatuous	昏庸的
fatuous	昏庸
fatuous	发呆的
fatuous	发呆
fatuous	愚笨的
fatuous	愚笨
fatuous	自满的
fatuous	自满
plexiglas	树脂玻璃
vitamin	维他命
vitamin	维生素
underflow	下溢
stationary	固定的
stationary	固定
radiotelemetry	生物遥测学
konfyt	水果糖
konfyt	蜜饯水果
drudgingly	辛劳地
drudgingly	辛劳
drudgingly	苦役般地
drudgingly	苦役般
vastly	广大地
vastly	广大
vastly	许多
vastly	巨额地
vastly	巨额
punningly	一语双关地
punningly	一语双关
molybdenian	钼的
molybdenian	钼
meself	pro
meself	=myself
sacral	祭典的
sacral	祭典
sacral	圣礼的
sacral	圣礼
sacral	荐骨的
sacral	荐骨
outdistance	抛在后头
outdistance	凌驾
brize	牛虻
hamamatsu	滨松
marl	泥灰
marl	泥灰土
marl	泥灰砖
marl	撒泥灰土
leafy	叶状的
leafy	叶状
leafy	多叶的
leafy	多叶
leafy	阔叶的
leafy	阔叶
leafy	树叶茂盛的
leafy	树叶茂盛
sialomucin	唾液黏蛋白
flaring	发光的
flaring	发光
flaring	燃烧的
flaring	燃烧
flaring	引人注目的
flaring	引人注目
flaring	花哨的
flaring	花哨
flaring	俗丽的
flaring	俗丽
salination	盐化
superior	长者
superior	高手
superior	上级
superior	较高的
superior	较高
superior	上级的
superior	上级
superior	上好的
superior	上好
superior	出众的
superior	出众
superior	高傲的
superior	高傲
penitential	后悔的
penitential	后悔
penitential	忏悔的
penitential	忏悔
penitential	苦行赎罪的
penitential	苦行赎罪
penitential	赎罪规则书
incant	念咒语
sterile	贫脊的
sterile	贫脊
sterile	不育的
sterile	不育
sterile	不结果的
sterile	不结果
sterile	消过毒的
sterile	消过毒
sterile	毫无结果的
sterile	毫无结果
culet	多面体宝石的底面
cookshop	小餐馆
cookshop	小菜馆
auction	拍卖
auction	拍卖
ethene	乙烯
sidelong	打横
fascicule	束
springhalt	跛行症
heliometer	太阳仪
bolwtorch	乙炔吹嘴
intoxicated	喝醉的
intoxicated	喝醉
intoxicated	极其兴奋的
intoxicated	极其兴奋
sycosis	须疮
sororize	结为姐妹
langrage	钉弹
facture	制作
facture	制作法
bibliotics	笔迹鉴定学
bibliotics	文件真伪鉴定学
pyelitis	肾盂炎
haemophiloid	类血友病的
haemophiloid	类血友病
tuneful	和谐的
tuneful	和谐
tuneful	音调谐美的
tuneful	音调谐美
inveracious	不真实的
inveracious	不真实
inveracious	虚假的
inveracious	虚假
variably	易变地
variably	易变
variably	不定地
variably	不定
drip	水滴
drip	滴下
biradial	两侧辐射对称的
biradial	两侧辐射对称
biradial	双重对称的
biradial	双重对称
xenia	齐妮亚
xenia	种子直感
xenia	异粉性
relaxative	缓和的
relaxative	缓和
relaxative	有缓和作用的
relaxative	有缓和作用
mattins	晨祷
bedquilt	棉被
chrysoberyl	金绿玉
impersonalization	非人格化
staphyloplasty	悬雍垂成形术
flooding	泛滥
flooding	灌溉
flooding	溢流
flooding	变色
flooding	产后出血
effulge	闪闪发亮
effulge	照耀
asthma	哮喘
slowly	慢慢地
slowly	慢慢
slowly	迟缓地
slowly	迟缓
cervicovaginal	子宫颈阴道的
cervicovaginal	子宫颈阴道
chengtu	成都
buccaneerish	海盗似的
buccaneerish	海盗似
indigitation	肠套叠
deflocculation	抗絮凝
sempiternal	永久的
sempiternal	永久
sempiternal	永恒的
sempiternal	永恒
fst	Flat
fst	Square
fst	Technology
fst	超平面技术
hrvatska	赫尔瓦次卡
sawfly	叶蜂
sawfly	锯蝇
emploment	雇用
grandpapa	爷爷
grandpapa	外公
hussif	针线盒
doura	=durra
isospondylous	等椎目的
isospondylous	等椎目
rule	规则
rule	惯例
rule	统治
rule	章程
rule	破折号
rule	准则
rule	标准
rule	控制
rule	规定
rule	统治
rule	支配
rule	裁决
rule	统治
rule	管辖
rule	裁定
rule	规则
rule	水线
naice	=nice
winnipeg	温尼伯湖
swift	雨燕
swift	大滚筒
swift	迅速的
swift	迅速
swift	快的
swift	快
swift	敏捷的
swift	敏捷
swift	立刻的
swift	立刻
swift	迅速地
swift	迅速
swift	敏捷地
swift	敏捷
disobedience	不服从
disobedience	违抗
sepsis	脓毒病
sepsis	脓血症
hent	企图
hent	目的
hent	目
hent	抓
apical	顶上的
apical	顶上
apical	顶点的
apical	顶点
clavicular	锁骨的
clavicular	锁骨
whereover	在那上面
whereover	在那上方
herts	=Hertfordshire
adamancy	坚硬
adamancy	坚强
adamancy	固执
unspotted	清白的
unspotted	清白
lessen	减少
lessen	减轻
blae	深蓝色的
blae	深蓝色
blae	青灰色的
blae	青灰色
luster	光彩
luster	光泽
luster	有光泽
luster	发亮
luster	使有光泽
ceroplastic	蜡塑的
ceroplastic	蜡塑
ceroplastic	蜡塑术
ceroplastic	蜡塑工艺
born	天生的
born	天生
born	原本
born	天生就……的
born	天生就……
born	出生
pasteurize	用巴氏法灭菌
evan	埃文
resource	资源
resource	财力
resource	办法
resource	智谋
dislocation	混乱
dislocation	断层
dislocation	脱臼
drinkery	酒店
drinkery	酒吧间
dolefully	悲哀地
dolefully	悲哀
dolefully	寂寞地
dolefully	寂寞
sanandaj	萨南达杰
dniester	德涅斯特河
upsurgence	=upsurge
yabber	谈话
yabber	闲聊
boltrope	帆边绳
autoalarm	自动报警器
worsen	变得更坏
worsen	恶化
worsen	损害
avouch	确保
seaquake	海震
seaquake	海啸
mercurialise	=mercurialize
bha	butylated
bha	hydroxyanisole
bairam	拜兰节
vagus	迷走神经
briny	盐水的
briny	盐水
briny	咸的
briny	咸
briny	海水的
briny	海水
reprimand	申斥
rerecording	再录音
unselected	未经选择的
unselected	未经选择
unselected	随意选定的
unselected	随意选定
unselected	非精选的
unselected	非精选
juvenilize	抑制……的生长
juvenilize	使保幼
cognizant	认知的
cognizant	认知
circassian	切尔克斯人
circassian	切尔克斯语
circassian	切尔克斯的
circassian	切尔克斯
informative	情报的
informative	情报
informative	提供情报的
informative	提供情报
informative	见闻广博的
informative	见闻广博
kafue	喀辅埃河
haemagglutinate	`hi:mE9^lU:teIt/
haemagglutinate	使袸`neIFEn/
haemagglutinate	血细胞凝集
subequal	几乎相等的
subequal	几乎相等
subequal	近似相等的
subequal	近似相等
tamanoir	大食蚁兽
samely	千篇一律的
samely	千篇一律
samely	单调的
samely	单调
samely	无变化的
samely	无变化
remould	改造
remould	改铸
plugboard	线路连接板
luzern	=Lucerne
roesti	瑞士式炸土豆
pillwort	美洲线叶苹
perineal	会阴的
perineal	会阴
tampax	丹碧斯月经棉塞
wushu	武术
covered	隐蔽着的
covered	隐蔽着
covered	掩藏着的
covered	掩藏着
covered	有屋顶的
covered	有屋顶
preventible	可阻止的
preventible	可阻止
preventible	可预防的
preventible	可预防
disposed	有某种健康状态的
disposed	有某种健康状态
disposed	有……倾向的
disposed	有……倾向
astringently	收敛性地
astringently	收敛性
astringently	压缩地
astringently	压缩
documentarily	在记录上
documentarily	在文书上
cling	粘紧
cling	附着
cling	紧贴
cling	坚持
osteomyelitis	骨髓炎
caulker	填塞船缝的人或器具
dissociably	可分离地
dissociably	可分离
dissociably	不调和地
dissociably	不调和
samfu	中国女式紧腰身套装
artiodactylous	偶蹄动物的
artiodactylous	偶蹄动物
jinan	济南
voyage	航程
voyage	航空
voyage	航海记
voyage	旅行记
voyage	航海
voyage	航行
voyage	渡过
voyage	飞过
fraktur	德文尖角体的活字
wirehair	硬毛狗
amid	在……中
pimpmobile	豪华型定制轿车
purine	嘌呤
purine	咖啡碱
heptavalence	七价
dialogically	对话地
dialogically	对话
dialogically	问答体地
dialogically	问答体
drumbeat	鼓声
drumbeat	打鼓
logged	笨拙的
logged	笨拙
logged	劈成木材的
logged	劈成木材
councilor	议员
councilor	评议员
incompletion	不完全
lavage	灌洗
lavage	洗胃
lavage	灌洗
lavage	洗
narcotic	麻醉药
narcotic	致幻毒品
narcotic	镇静剂
narcotic	麻醉的
narcotic	麻醉
narcotic	催眠的
narcotic	催眠
siren	汽笛
siren	警报器
siren	空袭警报
siren	妖妇
siren	响着警报器行驶
certificate	证书
certificate	证明书
certificate	发给证明书
certificate	以证书形式授权给……
dukhobors	=Doukhobors
nauseate	作呕
nauseate	产生恶感
nauseate	厌恶
nauseate	使厌恶
nauseate	使恶心
nauseate	使作呕
stopgap	补缺者
stopgap	权宜之计
stopgap	暂时的
stopgap	暂时
stopgap	权宜的
stopgap	权宜
rehouse	移往新居
rehouse	供以新住宅
gironde	法国革命时期的稳健共和党
boomlet	小景气
boomlet	略为繁荣
perfidiously	不忠实地
perfidiously	不忠实
perfidiously	背信地
perfidiously	背信
ammonoid	菊石
fork	叉
fork	耙
fork	叉形物
fork	餐叉
incomer	进来者
habituate	使习惯于
habituate	使熟习于
empress	皇后
empress	女皇帝
empress	皇太后
empress	极有权力的女人
streptothricosis	链丝菌病
capri	卡普里酒
aerosiderite	陨铁
alcestis	阿尔刻提斯
educator	教育家
sidewalk	人行道
cepheus	仙王
countersubject	对题
tetrabranchiate	四鳃的
tetrabranchiate	四鳃
reestimate	重新估计
reestimate	重新估计
reestimate	再估值
sweepingly	扫荡地
sweepingly	扫荡
cupful	满杯
swaybacked	背凹了的
swaybacked	背凹了
swaybacked	弄伤了背的
swaybacked	弄伤了背
knives	刀子
in	在……之内
in	Intelligent
in	Network
in	智能网络
betrothal	婚约
betrothal	订婚礼
redefine	重新定义
redefine	重新定义
bedevil	虐待
bedevil	使苦恼
bedevil	使痛苦
guanidine	胍
chablis	白葡萄酒的一种
pedantocracy	腐儒政治
pedantocracy	腐儒统治
goodwife	女主人
goodwife	女子的敬称
equiponderance	等重
equiponderance	平衡
hieland	易受骗的
hieland	易受骗
hieland	易上当的
hieland	易上当
quintillion	百万的五次方
bioacoustics	生物声学
mummer	哑剧演员
mummer	伶人
sennight	七昼夜
sennight	一星期
yell	大叫
yell	忍不住笑
yell	呼喊
yell	叫着说
yell	叫声
yell	喊声
lipogenous	产生脂肪的
lipogenous	产生脂肪
bloodless	不流血的
bloodless	不流血
bloodless	苍白的
bloodless	苍白
bloodless	冷酷的
bloodless	冷酷
pseudoscorpion	拟蝎
pseudoscorpion	伪蝎
pseudoscorpion	假蝎
compandor	=compander
extraofficial	职务以外的
extraofficial	职务以外
extraofficial	职权外的
extraofficial	职权外
exaltedly	得意忘形地
exaltedly	意忘形
ureter	尿管
ureter	输尿管
icebound	冰封的
icebound	冰封
icebound	被冰封冻着的
icebound	被冰封冻着
zonerefine	用区域熔炼法生产
zonerefine	区域精炼
passably	尚可地
passably	尚可
passably	也还过得去地
passably	也还过得去
sasin	印度羚
mirador	塔楼
mirador	眺台
mirador	凸窗
hydrolysis	水解
bough	大树枝
bough	主枝
subabdominal	腹下的
subabdominal	腹下
tricklet	细流
tricklet	小溪
diphenylhydantoin	苯妥英
humerus	肱上膊
humerus	肱部
camalig	仓库
camalig	小屋
necrographer	死亡启事作者
megabit	百万位
megabit	兆位
adagissimo	很慢的
adagissimo	很慢
adagissimo	很慢地
adagissimo	很慢
purpoint	=pour
purpoint	point
ammonic	氨的
ammonic	氨
ammonic	铵的
ammonic	铵
slimmer	减轻体重者
slimmer	减肥者
mullet	胭脂鱼
mullet	鲻鱼
bootie	=bootee
lyophiled	用低压冻干法取得的
lyophiled	用低压冻干法取
lyophiled	冻干的
lyophiled	冻干
fictionalize	把编成小说
fictionalize	使小说化
inutterable	=unutterable
elevon	升降舵补助翼
disadvantage	不利
disadvantage	不利条件
disadvantage	缺点
disadvantage	劣势
anthrosphere	人类生命层
anthrosphere	人类活动圈
usbek	=Uzbek
trient	=Trento
sha	sidereal
sha	hour
sha	angle恒星时角
sha	=shah
exsertile	可伸出的
exsertile	可伸出
exsertile	可突出的
exsertile	可突出
quass	=kvas
cheerily	快活地
cheerily	快活
cheerily	兴高采烈地
cheerily	兴高采烈
treadwheel	踏车
treadwheel	令人厌倦的工作
anamorphosis	歪像
anamorphosis	畸形
anamorphosis	变体
anamorphosis	失真的形象
unwittingly	不知情地
unwittingly	不知情
unwittingly	无意地
unwittingly	无意
abecedarium	入门书
abecedarium	初级读物
lamenting	悲伤的
lamenting	悲伤
lamenting	悲哀的
lamenting	悲哀
absolvent	赦免的
absolvent	赦免
tonga	轻便双轮马车
tonga	Tonga
tonga	汤加
insistence	坚持
insistence	坚决主张
anthropoid	类人猿
anthropoid	似人类的
anthropoid	似人类
palma	帕尔马
abcoulomb	C
abcoulomb	G
abcoulomb	S
apprenticeship	学徒的身份
apprenticeship	学徒的年限
spyglass	小望远镜
spyglass	美国spyglass公司
spyglass	以开发Mosaic浏览器闻名
critic	批评家
critic	评论家
critic	吹毛求疵者
orthicon	正析
orthicon	象管
discolor	使脱色
discolor	使污染
discolor	退色
multipurpose	多种用途的
multipurpose	多种用途
multipurpose	多目标的
multipurpose	多目标
pretone	重读音节前的音节
scoticise	=Scoticize
agatize	使化成玛瑙
tromba	小号
tromba	小喇叭
cardan	=Cardan
cardan	joint
saveloy	干腊肠
tsugaru	Strait津轻海峡
toque	无边女帽
toque	羽饰丝绒帽
chaffingly	嘲笑地
chaffingly	嘲笑
chaffingly	戏弄地
chaffingly	戏弄
cense	焚香
cense	用香熏
cense	燃香
retirement	退休
retirement	引退
retirement	退却
retirement	撤退
ichnite	=ichnolite
protectionism	保护主义
ontogenetic	个体发生的
ontogenetic	个体发生
ontogenetic	个体发育的
ontogenetic	个体发育
laudation	赞美
laudation	称赞
laudation	颂词
misfortune	不幸
misfortune	灾祸
fractionalize	把……分成几部分
distobuccal	远中颊的
distobuccal	远中颊
pail	桶
pail	提桶
punka	布屏风扇
rhizophoraceous	红树科的
rhizophoraceous	红树科
rockweed	生于海岸岩石上的海草
gilt	镀金
gilt	表面装饰
gilt	小母猪
gilt	镀金的
gilt	镀金
gilt	gild的过去式和过去分词
hydri	Hydrus
hydri	的所有格
evocative	唤出的
evocative	唤出
evocative	唤起的
evocative	唤起
outwit	瞒骗
outwit	以智取胜
smitch	一点点
justification	认为有理
justification	认为正当
justification	理由
justification	辩护
justification	释罪
laryngopharyngeal	咽喉的
laryngopharyngeal	咽喉
reenlistment	延长服役期限
reenlistment	再从军
aspirator	吸气器
aspirator	吸出器
indescribably	不可名状地
indescribably	不可名状
pallid	苍白的
pallid	苍白
pallid	暗淡的
pallid	暗淡
mandola	大型曼陀琳
slablike	板状的
slablike	板状
slablike	平板状的
slablike	平板状
chiefy	空军上士
arrayal	排列
tamar	他玛
princedom	王子的领土
princedom	王子的称号
physiographer	地文学者
physiographer	地形学者
sheerhulk	立桅起重船
sheerhulk	人字起重架船
clean	清洁的
clean	清洁
clean	干净的
clean	干净
clean	清白的
clean	清白
clean	打扫
clean	使干净
clean	清扫
tympanoplasty	中耳整复术
segetal	在谷类田间生长的
segetal	在谷类田间生长
conchoid	贝壳状
conchoid	蚌线
plastid	质体
plastid	成形原体
otaru	小樽
shakuhachi	尺八
warszawa	=Warsaw
unbuckle	解开
unbuckle	解开扣子
glaswegian	Glasgow
glaswegian	Glasgow
glaswegian	市民
puggaree	印度人用的轻薄头巾
yaguarundi	=jaguarundi
nobleite	四水硼钙石
regenerate	使新生
regenerate	重建
regenerate	改革
regenerate	革新
regenerate	新生
regenerate	再生
regenerate	起革新作用
regenerate	新生的
regenerate	新生
regenerate	更新的
regenerate	更新
occupational	职业的
occupational	职业
occupational	占领的
occupational	占领
floristry	花卉栽培技术
demerara	红糖的一种
contextual	文脉上的
contextual	文脉上
contextual	前后关系的
contextual	前后关系
infect	传染
infect	感染
libertyman	上岸休假船员
farinha	木薯粉
afterword	编后记
dell	小谷
dell	小溪谷
dell	幽谷
dell	美国德尔公司
dell	美国最大电脑厂商之一
compunication	计算机通信
pumiceous	轻石的
pumiceous	轻石
pumiceous	象轻石的
pumiceous	象轻石
proteiform	易变形的
proteiform	易变形
proteiform	形式多变的
proteiform	形式多变
proteiform	多型的
proteiform	多型
sideline	副业
sideline	边界线
sideline	兼职
sideline	附带销售的货物
sideline	局外人的观点
sideline	倾斜的
sideline	倾斜
sideline	迫使退出
brambly	荆棘多的
brambly	荆棘多
brambly	有刺的
brambly	有刺
repristinate	使复原
vegetative	有关植物生长的
vegetative	有关植物生长
vegetative	植物的
vegetative	植物
vegetative	有生长力的
vegetative	有生长力
vegetative	生活呆板单调
pentalogy	互相关联五部分的组合体
pentalogy	五部互相连贯的作品
pentalogy	五部曲
dishtowel	干毛巾布
dishtowel	擦碟干布
cosmetician	美容品业者
cosmetician	化妆师
riazan	=Ryazan
dixieland	爵士音乐的一种
spectatoritis	观众病
polymolecular	多分子的
polymolecular	多分子
polymolecular	几个分子厚度的
polymolecular	几个分子厚度
semitic	闪族人
semitic	闪族的
semitic	闪族
semitic	闪族语系的
semitic	闪族语系
hydrodesulphurization	加氢脱硫
hydrodesulphurization	氢化脱硫作用
root	根
root	根部
root	根本
root	根源
root	扎根
root	使立定不动
root	坚定不移
root	确立
extensimeter	=extensometer
dilutee	非熟练工人
cloture	讨论终结
cloture	结束辩论
leukodermal	白斑病的
leukodermal	白斑病
leukodermal	白变病的
leukodermal	白变病
seiko	日本精工株式会社
quincuncial	五点梅花状排列
sustentaculum	支柱
sustentaculum	支持物
fallacy	谬误
fallacy	谬论
tetrapolis	四城镇城邦
tetrapolis	四城镇行政区
hasidism	哈西德主义
counselee	听取意见者
counselee	接受劝告者
affranchise	恢复自由
affranchise	释放
taratantara	喇叭声
biggity	=biggety
sheld	duck=shelduck
metz	梅斯
incoming	引入的
incoming	引入
antideuterium	反氘
summertime	夏
summertime	夏季
flashboard	插板
flashboard	闸板
tetrazzini	烤制成脆皮的
tetrazzini	烤制成脆皮
magellanic	麦哲伦的
magellanic	麦哲伦
magellanic	以麦哲伦命名的
magellanic	以麦哲伦命名
magellanic	麦哲伦海峡的
magellanic	麦哲伦海峡
overlord	最高统治主
overlord	霸王
crock	坛子
crock	瓦罐碴
welchman	=Welshman
veritably	真地
veritably	真
veritably	真实地
veritably	真实
veritably	真正地
veritably	真正
confirmable	可以确定的
confirmable	可以确定
metrics	韵律学
metrics	作诗法
helleborine	火烧兰
transmissible	可传送的
transmissible	可传送
transmissible	可遗传的
transmissible	可遗传
crosswalk	人行横道
galactose	半乳糖
reen	沟
