balalaika	俄式三弦琴
deceleration	减速
visuosensory	视觉的
visuosensory	视觉
lacrosse	长曲棍球
pathologic	病理的
pathologic	病理
pathologic	病态的
pathologic	病态
tragical	悲剧的
tragical	悲剧
tragical	悲剧性的
tragical	悲剧性
ophite	辉绿岩之一种
collenchyma	厚角组织
burra	大人
depsid	缩酚酸
mitochondrion	线粒体
tribonucleation	摩擦成核作用
ketol	酮醇
bluet	开蓝花的植物
bluet	矢车菊
voyeuristic	喜好窥阴的
voyeuristic	喜好窥阴
dephlegmator	精馏器
dephlegmator	提聚器
iterate	反复说
iterate	重申
iterate	重述
slopseller	廉价现成衣服销售商
clutter	混乱
rhonda	朗达
toadstool	伞菌
toadstool	毒菌
toadstool	羊肚菌
were	be的过去式
streetward	向街
rheumatoid	风湿症的
rheumatoid	风湿症
rheumatoid	患风湿症的
rheumatoid	患风湿症
inductee	就任者
inductee	应召入伍的士兵
landgravine	女伯爵
landgravine	伯爵夫人
landgravine	领主夫人
smile	微笑
smile	微笑
hitfest	有多次安打和跑垒的棒球比赛
gasiform	气体状的
gasiform	气体状
quizzical	古怪的
quizzical	古怪
quizzical	引人发笑的
quizzical	引人发笑
quizzical	嘲弄的
quizzical	嘲弄
quizzical	探询的
quizzical	探询
lcp	Link
lcp	Control
lcp	Protocol
lcp	链路控制协议
lcp	Landing
lcp	Craft
lcp	Personnel
lcp	人员登陆艇
galactorrhea	乳漏
nonagricultural	非农业的
nonagricultural	非农业
nod	点头
nod	点……
nod	点头
wingover	跃升转弯半滚倒转
fulling	漂洗法
fulling	缩密法
uprose	uprise的过去式
jaffna	贾夫纳
molotov	莫洛托夫(苏联乌拉尔城市彼尔姆
inblowing	向内部吹的
inblowing	向内部吹
stownlins	秘密地
stownlins	秘密
stownlins	偷偷地
stownlins	偷偷
pergunnah	大区
enflurane	安氟醚
undernourish	使营养不足
undernourish	使吃不饱
easter	复活节
scepticize	持怀疑论
scepticize	怀疑一切
jagged	锯齿状的
jagged	锯齿状
jagged	有凹口的
jagged	有凹口
jagged	参差不齐的
jagged	参差不齐
triliteral	三字母的
triliteral	三字母
triliteral	有三个字母的
triliteral	有三个字母
triliteral	由三个字母组成的词
microassembler	微汇编程序
cinemactress	电影女演员
micrococcal	微球菌的
micrococcal	微球菌
micrococcal	微球菌引起的
micrococcal	微球菌引起
lamination	迭片结构
spiflicate	痛打
spiflicate	使混乱
spiflicate	使沮丧
difform	不同形状的
difform	不同形状
difform	不相似的
difform	不相似
skimp	节约使用
orthography	正确拼字
orthography	正字法
orthography	正字学
exploder	爆炸物
exploder	爆炸装置
exploder	放炮器
exploder	雷管
dari	达里语
coz	堂兄弟姊妹
coz	表兄弟姊妹
tollhouse	通行税征收处
tankerman	油船船员
duplicated	复制出的
duplicated	复制出
duplicated	复写书的
duplicated	复写书
scamp	流氓
scamp	草率地做
cucumiform	黄瓜状的
cucumiform	黄瓜状
decorous	有礼貌的
decorous	有礼貌
adjutancy	副官职
tribunism	主义
gayly	快乐地
gayly	快乐
gayly	华美地
gayly	华美
multiprobe	多星球探测器
neuropathology	神经病理学
distilland	被蒸馏物
postilion	左马驭者
ubiquitarian	基督圣体遍在论者
retentivity	保持力
retentivity	记忆力
rival	竞争者
rival	对手
rival	竞争
rival	对抗
rival	相匹敌
surname	姓
surname	用姓称呼
polluting	污染
polluting	玷污
daphnia	水蚤
reinsertion	重新插入
reinsertion	再插入
pilus	毛
pilus	纤毛
pilus	菌毛
pectinaceous	果胶的
pectinaceous	果胶
pectinaceous	含果胶的
pectinaceous	含果胶
roach	蟑螂
roach	使成拱状
dichromat	二色视者
dichromat	二原色视者
asepsis	无菌
asepsis	防腐处理
asepsis	灭菌法
collusion	共谋
collusion	勾结
outfit	用具
outfit	配备
outfit	机构
outfit	全套装配
outfit	配备
outfit	装备
outfit	得到装备
hyperbaton	倒装法
mississippi	密西西比河
spatulate	竹片状的
spatulate	竹片状
privy	个人的
privy	个人
privy	有利害关系的人
ispy	一种捉迷藏游戏
compotator	会饮者
compotator	酒伴
nonconformity	不信奉国教
nonconformity	不墨守成规
nonconformity	不一致
lawgiver	立法者
asbestus	石棉
stench	恶臭
stench	臭气
stench	发恶臭
clipper	大剪刀
clipper	快速帆船修剪者
sessioneer	=session
sessioneer	musician
reast	=reest
fifer	吹横笛的人
calculator	计算机
calculator	计算器
darby	手铐
dynamiter	炸药使用者
domesticate	驯养
domesticate	使安于土地
domesticate	使安于土
domesticate	教化
lev	列弗
polyglandular	多腺的
polyglandular	多腺
metrazol	米特腊唑的商标名
metrazol	卡地阿唑
metrazol	五甲烯四氮唑
zygote	受精卵
zygote	接合子
zygote	接合体
responsive	响应的
responsive	响应
responsive	作出响应的
responsive	作出响应
kymogram	记波图
bountiful	慷慨的
bountiful	慷慨
bountiful	宽大的
bountiful	宽大
perilous	危险的
perilous	危险
warehouseman	仓库管理人
warehouseman	货栈主
warehouseman	仓库老板
hemiglobin	变性血红素
hemiglobin	高铁血红蛋白
wake	叫醒
wake	激发
wake	醒来
wake	醒着
wake	警觉
wake	振奋
wake	醒
wake	守夜
wake	尾迹
wake	痕迹
wake	守丧
autotext	自动图文集
samnite	意大利一古民族人
samnite	意大利一古民族人的
samnite	意大利一古民族人
landrace	兰德瑞斯猪
landrace	长白猪
derivatively	衍生地
derivatively	衍生
gassy	气体的
gassy	气体
gassy	气状的
gassy	气状
gassy	含气的
gassy	含气
gassy	夸夸其谈的
gassy	夸夸其谈
gassy	空话连篇的
gassy	空话连篇
gassy	吹牛的
gassy	吹牛
tenement	房屋
tenement	住户
tenement	租房子
yvonne	伊冯
tungstate	钨酸盐
bacteriuria	细菌尿
bacteriuria	菌尿症
scenery	风景
scenery	景色
fatigue	疲乏
fatigue	疲劳
fatigue	累活
fatigue	杂役
fatigue	使疲劳
fatigue	使心智衰弱
fatigue	疲劳
cater	备办食物
cater	满足
cater	投合
x	字母x
x	罗马数字10
x	X形的
x	X形
x	X级的
x	X级
x	第二十四的
x	第二十四
carpogenic	生果实的
carpogenic	生果实
carpogenic	结果实的
carpogenic	结果实
diseuse	朗诵艺术家
diseuse	独白艺人
diseuse	单口相声演员
spotless	没有污点的
spotless	没有污点
lassock	小女孩
lassock	少女
bhil	比尔人
stegomyia	埃及伊蚊
kero	=kerosene
helpful	有帮助的
helpful	有帮助
helpful	有用的
helpful	有用
helpful	有益的
helpful	有益
arsonist	纵火犯人
inexcusably	无法原谅地
inexcusably	无法原谅
kenogenesis	=cenogenesis
asphyxy	窒息
asphyxy	昏厥
retrocognition	倒摄认知
saleroom	销售额
saleroom	销售活动
yersiniosis	耶尔森氏鼠疫杆菌肠道病
refundment	退款
refundment	退还
catgut	肠线
rawinsonde	无线电探空测风仪
dicot	=dicotyledon
rebuttable	可辩解的
rebuttable	可辩解
rebuttable	可反驳的
rebuttable	可反驳
intercut	使镜头交切
intercut	作镜头交切
fighter	斗士
fighter	战士
fighter	斗争者
fighter	奋斗者
fighter	好战者
intradermic	=intradermal
impeccance	无罪
impeccance	无误
murdabad	打倒
explanative	=explanatory
pushmobile	手推玩具汽车
woodsy	树林中的
woodsy	树林中
woodsy	树林多的
woodsy	树林多
prosthesis	弥补
prosthesis	添字首音
dilaceration	弯曲牙
dilaceration	撕毁
soar	高飞
soar	高丛
soar	滑翔
soar	剧增
soar	昂扬
soar	高飞范围
soar	高涨程度
sneak	鬼鬼祟祟做事
sneak	偷偷摸摸地做
sneak	帆布胶底运动鞋
sneak	暗中进行的
sneak	暗中进行
sudetic	苏台德山脉
psylla	木虱
tritiation	氚化作用
pinchfist	吝啬鬼
pinchfist	守财奴
adduceable	=adducible
acock	边翻卷地
acock	边翻卷
acock	歪斜着
cannonize	封……死者为圣徒
cannonize	使加入圣徒之列
cannonize	褒扬
nonfarm	非农场的
nonfarm	非农场
nonfarm	与农场无关的
nonfarm	与农场无关
nonfarm	非农业品的
nonfarm	非农业品
hydroxytryptamine	=serotonin
hemolysis	溶血
vocoder	声音合成机
normoblast	正常红细胞
lashio	腊戍
varicocelectomy	曲张精索静脉切除术
womanliness	女性气质
peachick	孔雀的雏鸟
gasolier	=gaselier
teal	水鸭
exoatmosphere	外大气层
qic	1/4
qic	尺磁带盒
insectival	昆虫的
insectival	昆虫
insectival	似昆虫的
insectival	似昆虫
saurel	竹荚鱼
limites	lime@的复数
notepad	记事本
guttiferous	产藤黄的
guttiferous	产藤黄
guttiferous	产树胶的
guttiferous	产树胶
osteomalacic	骨软化的
osteomalacic	骨软化
overplow	对……犁耕过度
pitsaw	大锯
triamcinolone	去炎松
triamcinolone	氟羟氢化泼尼松
triamcinolone	氟羟泼尼松龙
triamcinolone	氟羟强的松龙
gsp	Generalized
gsp	System
gsp	of
gsp	Preference一般特惠制
allegorical	寓言的
allegorical	寓言
allegorical	讽喻的
allegorical	讽喻
nonnasal	非鼻的
nonnasal	非鼻
nonnasal	非鼻音的
nonnasal	非鼻音
kaiserdom	皇帝的地位
kaiserdom	政权
kaiserdom	皇帝的辖区
overprice	将……标价过高
overprice	索价过高
pigwash	饲猪的厨房剩菜
elicitation	引出
elicitation	诱出
elicitation	抽出
elicitation	启发
airways	航空公司
piteous	哀怨的
piteous	哀怨
piteous	可怜的
piteous	可怜
inverseimage	逆像
inverseimage	原像
briefness	简单
briefness	短促
capetown	南非共和国立法机关所在地
capetown	南非共和国立法机关所在
nonlicet	不准许的
nonlicet	不准许
nonlicet	非法的
nonlicet	非法
snippers	手剪
iaa	indoleacetic
iaa	acid
doggo	静静躲藏着地
doggo	静静躲藏着
doggo	一动也不动地
doggo	一动也不动
amplifier	扩音器
amplifier	放大器
sparklingly	闪烁地
sparklingly	闪烁
laevo	=laevorotatory
antivirus	抗病毒液
sarcosine	肌氨酸
nurseling	奶妈养育的婴幼儿
nurseling	养子
misdone	misdo
misdone	的过去分词
flowerless	无花的
flowerless	无花
flowerless	隐花的
flowerless	隐花
quaint	离奇有趣的
quaint	离奇有趣
quaint	奇怪的
quaint	奇怪
quaint	做得很精巧的
quaint	做得很精巧
nook	隐蔽处
anaesthetist	麻醉师
kamerad	伙伴
kamerad	朋友
imam	阿訇
imam	教长
pilaf	肉饭
naboth	拿伯
immunize	使免疫
immunize	赋予免疫性
immunize	使成为无害
theory	理论
theory	学说
theory	……论
theory	原理
theory	意见
theory	推测
reduplicate	重复
reduplicate	重复的
reduplicate	重复
gally	吓唬
towfish	拖鱼
derry	民谣
derry	歌谣
conrail	联合铁路公司
conrail	联铁
gothland	哥特兰岛
coombe	深陷的山谷
coombe	狭谷
foremost	最先的
foremost	最先
foremost	最初的
foremost	最初
foremost	最重要的
foremost	最重要
foremost	首要地
foremost	首要
foremost	首先
thunderstorm	雷暴
nationhood	作为一个国家的地位
tilde	加在西班牙语n字上的发音符号
catalepsis	全身僵硬症
catalepsis	强直性昏厥
reinstitution	重新建立
reinstitution	再建立
reinstitution	再设立
desmoenzyme	不溶性酶
desmoenzyme	结合酶
dialectician	辩证家
dialectician	辩论的能手
atherosis	动脉粥样化
uninsured	未保险的
uninsured	未保险
adonis	阿多尼斯
adonis	美少年
adonis	小白脸
negrophile	亲近黑人的人
timpanist	定音鼓手
offendedly	生气地
offendedly	生气
impavid	无畏的
impavid	无畏
impavid	无惧的
impavid	无惧
impavid	大胆的
impavid	大胆
widgie	女流氓
widgie	女无赖
tetrasyllable	四音节字
funfest	同乐会
funfest	娱乐会
molecule	分子
molecule	些微
manticore	怪兽
aiguille	锥状的岩石
aiguille	尖峰
aiguille	钻头
aiguille	钻石器
aiguille	钻孔器
itching	贪得的
itching	贪
itching	痒的
itching	痒
itching	渴望的
itching	渴望
thorium	钍
promote	促进
promote	发扬
promote	提升
promote	提拔
promote	晋升为
promote	/
promote	升级/降级
elfish	如小精灵的
elfish	如小精灵
elfish	小妖精的
elfish	小妖精
elfish	好恶作剧的
elfish	好恶作剧
partygoer	社交聚会常客
sceptical	怀疑论的
sceptical	怀疑论
sceptical	怀疑的
sceptical	怀疑
transpire	发生
transpire	得知
transpire	使蒸发
transpire	使排出
transpire	蒸发
transpire	发散
transpire	泄露
luteotropin	=luteotrophin
drumble	行动缓慢之人或动物
drumble	行动缓慢
drumble	动作缓慢
elicit	得出
elicit	引出
elicit	抽出
elicit	引起
potsdam	波茨坦
pinbone	髋骨
gory	血淋淋的
gory	血淋淋
gory	血污的
gory	血污
gory	满是血的
gory	满是血
wetland	潮湿的土壤
wetland	沼泽地
wetland	沼泽
preequalization	预均衡
surinamer	苏里南人
covert	隐蔽的
covert	隐蔽
covert	偷偷摸摸的
covert	偷偷摸摸
covert	在丈夫保护下的
covert	在丈夫保护下
covert	掩蔽处
covert	隐藏处
laxation	松弛
laxation	松懈
laxation	轻泻
laxation	轻泻剂
conjecture	推测
conjecture	臆说
conjecture	猜想
gladness	欢乐
gladness	喜悦
gladness	欢喜
landaulet	landau
landaulet	形的小型车
landaulet	小型之
landaulet	landau
landaulet	轿式汽车
raffinose	蜜三糖
raffinose	棉子糖
allegedly	依其申述
yodle	反复用真假嗓音互换唱歌
incumbrance	阻碍物
incumbrance	累赘
obtruncate	砍去头部
poll	选举之投票
poll	民意测验
poll	投票
poll	获得选票
poll	选举中获得
poll	选举中获
cinefluoroscopy	荧光屏电影摄影检查术
bacteriology	细菌学
loadability	载荷能力
loadability	载荷率
laudable	值得赞美的
laudable	值得赞美
laudable	值得称赞的
laudable	值得称赞
eurybath	广深性水生生物
laparoscope	腹腔镜
maneb	代森锰
airdent	气磨洞形器
academe	研究院
academe	学会
academe	学术界
academe	学院
priscan	古代存在的
priscan	古代存在
priscan	涉及古代的
priscan	涉及古代
sarcoadenoma	腺肉瘤
fibrositis	纤维组织炎
anomic	社会道德沦丧
anomic	社会之紊乱
anomic	没有目的的
anomic	没有目
chaeta	刺
chaeta	刚毛
allegorize	寓言化
allegorize	以寓言诠释
detonation	爆炸
detonation	爆炸声
detonation	爆裂
playscript	剧本
playscript	剧本原稿
victress	女胜利者
leakiness	泄漏
leakiness	易漏
leakiness	易泄漏秘密
reckoner	计算手册
moctezuma	即Montezuma
homotransplant	=homograft
feirie	灵活的
feirie	灵活
feirie	健壮的
feirie	健壮
fixure	固定位置
fixure	坚定
tablier	围裙式装饰
massless	无质量的
massless	无质量
cardfile	卡片盒
vigorous	精力旺盛的
vigorous	精力旺盛
vigorous	有力的
vigorous	有力
vigorous	健壮的
vigorous	健壮
microalgae	微藻类
pestilence	瘟疫
plumbite	铅酸盐
aeciospore	锈孢子
risk	冒……的危险
risk	冒险
risk	风险
acceleration	加速度
whoops	哎呦
praxis	实践
praxis	实习
praxis	例题
praxis	习题
praxis	现实
thyristor	半导体闸流管
laddic	拉蒂克多孔磁心
romany	吉普赛人
romany	吉普赛人之风俗习惯的
romany	吉普赛人之风俗习惯
carpogonial	果胞的
carpogonial	果胞
esr	electron
esr	spin
esr	resonance
slightly	些微地
slightly	些微
slightly	苗条地
slightly	苗条
cany	藤制的
cany	藤制
cany	藤的
cany	藤
codeclination	余赤纬
stress	重压
stress	逼迫
stress	压力
stress	重点
stress	着重
stress	强调
stress	重音
stress	着重
stress	强调
stress	重读
subtilin	枯草菌素
carefree	无忧无虑的
carefree	无忧无虑
carefree	轻松愉快的
carefree	轻松愉快
carefree	不负责的
carefree	不负责
violinmaker	小提琴制作人
violinmaker	小提琴制作家
flocculi	小叶
flocculi	谱斑
snatchy	断断续续的
snatchy	断断续续
snatchy	不规则的
snatchy	不规则
hippocras	用葡萄酒及香料调制的甜酒
unrepealed	未被撤销的
unrepealed	未被撤销
unrepealed	仍有效的
unrepealed	仍有效
pupiparous	蛹生的
pupiparous	蛹生
publishing	出版的
publishing	出版
publishing	出版业的
publishing	出版业
calf	小牛
calf	小牛皮
calf	小腿
nidifugous	孵出后立即离巢的
nidifugous	孵出后立即离巢
nwa	Northwest
nwa	Airlines
nwa	西北航空公司
tess	泰丝
garrigue	=garigue
farrowing	产小猪
pustular	脓疱的
pustular	脓疱
pustular	有小脓疱的
pustular	有小脓疱
pyeloscopy	肾盂X线透视检查
deltawing	有三角翼的
deltawing	有三角翼
disenchanting	使不再着迷的
disenchanting	使不再着迷
discriminatorily	歧视地
discriminatorily	歧视
discriminatorily	有区别地
discriminatorily	有区别
disrespectful	失礼的
disrespectful	失礼
disrespectful	无礼的
disrespectful	无礼
bowwow	狗吠的声音
phosphatidylcholine	卵磷脂
menservants	manservant
menservants	的复数
expositorily	以解说的方式
frogmouth	蛙嘴夜鹰
hemorrhage	出血
amidate	化为醯胺
sneering	嘲笑的
sneering	嘲笑
sneering	轻蔑的
sneering	轻蔑
chromosphere	色球
sulphurous	硫磺的
sulphurous	硫磺
sulphurous	含有硫磺的
sulphurous	含有硫磺
holdall	手提箱或手提袋
hydrometeor	水汽凝结体
hydrometeor	水汽现象
tunicate	有被膜的
tunicate	有被膜
tunicate	有被囊的
tunicate	有被囊
bestow	给予
bestow	安放
souteneur	靠妓女养活的人
pronograde	俯行的
pronograde	俯行
pumpable	可用泵抽吸的
pumpable	可用泵抽吸
yarwhelp	=godwit
crossette	门耳
crossette	窗耳
germanium	锗
traumatic	外伤的
traumatic	外伤
traumatic	创伤的
traumatic	创伤
escritoire	有抽屉的写字桌
photoptometer	光觉计
unrepair	=disrepair
retractor	牵引器
humourously	滑稽地
humourously	滑稽
humourously	幽默地
humourously	幽默
gastroscopy	胃镜检查法
cavitron	一种无痛穿孔锥
dwc	deadweight
dwc	capacity
dwc	载重吨位
paraleipomena	=paralipomena
ecbatic	表示结果
topographic	地志的
topographic	志
topographic	地形学上的
topographic	形学上
siesta	午睡
siesta	午睡
siesta	午休
copycat	无主见的家伙
copycat	复印机
electrodermal	皮电活动的
electrodermal	皮电活动
electrodermal	皮电性质的
electrodermal	皮电性质
appurtenant	隶属的
appurtenant	隶属
appurtenant	附属的
appurtenant	附属
appurtenant	从属物
defoliant	脱叶剂
defoliant	落叶剂
aauw	American
aauw	Association
aauw	of
aauw	University
aauw	Women
aauw	美国大学妇女联合会
melon	瓜
webworm	结网毛虫
irreproachability	无可责备
irreproachability	无懈可击
raffle	抽彩售货
raffle	杂物
raffle	抽彩售货
raffle	抽彩
lamby	羔羊似的
lamby	羔羊似
lamby	多毛如羊的
lamby	多毛如羊
jitteriness	神经过敏
jitteriness	战战兢兢
dancetty	锯齿形的
dancetty	锯齿形
kgb	Komitet
kgb	Gosudarstvennoi
kgb	Bezopasnosti
kgb	苏联国家安全委员会
prosper	成功
prosper	兴隆
prosper	昌盛
prosper	使成功
prosper	使昌隆
prosper	繁荣
locky	成束的
locky	成束
saury	刀鱼
saury	竹刀鱼
saury	秋刀鱼
prepared	准备好的
prepared	准备好
prepared	精制的
prepared	精制
fortunate	幸运的
fortunate	幸运
fortunate	幸福的
fortunate	幸福
kenyan	肯尼亚人
kenyan	肯尼亚共和国的
kenyan	肯尼亚共和国
babysitter	临时照顾幼儿者
incised	雕刻的
incised	雕刻
incised	切入的
incised	切入
incised	雕刻的
incised	雕刻
incised	有锯齿状边缘的
incised	有锯齿状边缘
tarsia	嵌木细工
comby	蜂巢状的
comby	蜂巢状
tooltips	工具提示
stippling	点刻法
stippling	点画
aglare	闪耀的
aglare	闪耀
aglare	耀眼的
aglare	耀眼
aglare	闪耀地
aglare	闪耀
dais	台
dais	讲台
pigheaded	固执的
pigheaded	固执
pigheaded	顽固的
pigheaded	顽固
pigheaded	愚蠢的
pigheaded	愚蠢
adrift	漂浮着
adrift	随波逐流地
adrift	随波逐流
adrift	漂泊的
adrift	漂泊
keno	一种赌博
slavey	女佣人
theophoric	有字义为"
theophoric	神"
theophoric	的:
semibarbarian	半野蛮的
semibarbarian	半野蛮
chaplaincy	礼拜堂牧师之职位或任期
nagged	经常遭责怪的
nagged	经常遭责怪
nagged	被压制的
nagged	被压制
nagged	感到厌烦的
nagged	感到厌烦
nagged	被激怒的
nagged	被激怒
foresight	远见
foresight	深谋远虑
snorty	令人讨厌的
snorty	令人讨厌
snorty	心眼小的
snorty	心眼小
snorty	流鼻涕的
snorty	流鼻涕
slowness	缓慢
slowness	迟钝
arthrodial	滑动关节的
arthrodial	滑动关节
arthrodial	摩动关节的
arthrodial	摩动关节
viscosity	粘质
viscosity	粘性
adjuvant	辅佐的
adjuvant	辅佐
adjuvant	助理员
collectivist	集体主义者
foudroyant	引起敬畏的
foudroyant	引起敬畏
foudroyant	使人眼花缭乱的
foudroyant	使人眼花缭乱
foudroyant	爆发的
foudroyant	爆发
dishy	有魅力的
dishy	有魅力
vaporware	雾件
reciprocitarian	支持通商互惠者
reciprocitarian	互惠的
reciprocitarian	互惠
fixing	固定
fixing	稳固
fixing	设备
fixing	安装
fixing	修理
fixing	调料
needler	刺激别人者
needler	揶揄别人者
hematimeter	血球计
radula	齿舌
staminode	退化雄蕊
inelasticity	无伸缩性
hydridic	带一个负电荷的
hydridic	带一个负电荷
precatory	委托的
precatory	委托
precatory	恳求的
precatory	恳求
agamic	无性的
agamic	无性
agamic	无性生殖的
agamic	无性生殖
irreproducible	不能繁殖的
irreproducible	不能繁殖
irreproducible	不能复制的
irreproducible	不能复制
irreproducible	不能再现的
irreproducible	不能再现
ultracytochemistry	超显微生物化学
preterite	过去式
preterite	过去时态
preterite	过去时态的
preterite	过去时态
craniopharyngioma	颅咽管瘤
barege	巴雷格纱罗
leptoprosopic	面孔狭窄的
leptoprosopic	面孔狭窄
negrophilism	亲近黑人
tetra	脂鲤
untrammeled	自由自在的
untrammeled	自由自在
untrammeled	无阻碍的
untrammeled	无阻碍
tutelary	守护神
tutelary	守护圣徒
tutelary	保护
karass	情投意洽的一帮人
staircase	楼梯
inopportune	不合适的
inopportune	不合适
synanthy	联生花性
lycopod	石松属的植物
latifundium	大农场主
exhaustion	耗尽枯竭
exhaustion	疲惫
exhaustion	筋疲力尽
exhaustion	竭尽
exhaustion	详尽无遗的论述
grovy	树丛的
grovy	树丛
grovy	树丛般的
grovy	树丛般
grovy	在树丛中的
grovy	在树丛中
sapa	葡萄浓汁
sherpa	夏尔巴人
precondemn	预定……有罪
unpaired	不成双的
unpaired	不成双
unpaired	无对手的
unpaired	无对手
troth	誓言
disunionist	分离主义者
oquassa	蓝背红点鲑
cedarbird	雪松太平鸟
crocodilian	鳄鱼
pemmican	干肉饼
pemmican	摘要
pemmican	要旨
restrictionism	限制主义
lynch	私刑
lynch	诽谤
lynch	处以私刑
lynch	诽谤
lynch	中伤
beribboned	有饰缎带的
beribboned	有饰缎带
hora	传统式圆舞
hora	霍拉舞
ecstatically	心醉神迷地
ecstatically	心醉神迷
ecstatically	入神地
ecstatically	入神
vaporise	=vaporize
reflector	反射体
reflector	反射镜
aclu	American
aclu	Civil
aclu	Liberties
aclu	Union
aclu	美国公民自由协会
insectarium	昆虫饲养所
insectarium	饲养之昆虫
sheerlegs	起重机柱
sheerlegs	人字起重架
mottramite	钒铜铅矿
versemonger	拙劣诗人
versemonger	打油诗人
upright	垂直的
upright	垂直
upright	竖式的
upright	竖式
upright	正直的
upright	正直
upright	诚实的
upright	诚实
upright	合乎正道的
upright	合乎正道
upright	笔直
upright	竖立着
upright	垂直
upright	竖立
oneparty	一党的
oneparty	一党
bipack	二重彩色胶片
progenitive	繁殖的
progenitive	繁殖
progenitive	有生殖力的
progenitive	有生殖力
changeably	易变地
changeably	易变
changeably	不稳定地
changeably	不稳定
changeably	可变地
changeably	可变
eluviate	淋溶
tumbledung	=tumblebug
aerobatics	特技飞行
aerobatics	特技飞行术
avatar	化身
avatar	天神下凡
avatar	具体化
garrotte	绞刑
garrotte	绞杀
tallness	高
tallness	高度
concertation	共商
concertation	合作
concertation	协调
fantabulous	极出色的
fantabulous	极出色
fantabulous	极妙的
fantabulous	极妙
muscly	=muscular
harborer	窝藏
possie	职位
possie	职务
possie	差事
smokables	烟草
headrace	导水渠
headrace	送水渠
scintigraphy	闪烁扫描法
mendicant	乞丐的
mendicant	乞丐
mendicant	乞丐
third	第三
third	三分之一
wassailer	祝酒者
wassailer	痛饮者
tebriz	=Tabriz
horsepox	马痘
horsepox	马天花
holmic	钬的
holmic	钬
holmic	含钬的
holmic	含钬
karelia	卡累利阿
elusively	巧妙逃避地
elusively	巧妙逃避
elusively	易忘记地
elusively	易忘记
explosive	爆炸的
explosive	爆炸
explosive	暴露
explosive	爆炸物
explosive	炸药
ogygia	奥杰吉厄岛
bragger	吹牛
amnesia	健忘症
sized	有……大小的
sized	有……大小
tattler	说闲话的人
minicoy	米尼科伊岛
parlance	谈话
parlance	说法
parlance	用法
necessitarianism	必然论
unprepare	使无准备
unprepare	使不适合
bedclothing	寝具
phagosome	吞噬小体
phagosome	吞噬体
raucously	沙哑地
raucously	沙哑
raucously	粗声地
raucously	粗声
purulency	化脓
purulency	脓汁
biquadratic	四乘幂的
biquadratic	四乘幂
biquadratic	四次的
biquadratic	四次
biquadratic	四乘幂
biquadratic	四次方程式
millcake	亚麻籽渣
millcake	亚麻籽饼
volgograd	伏尔加格勒
dissemblance	虚饰
dissemblance	伪装
gastropod	腹足纲的软体动物
fernbrake	羊齿植物丛
phonemicist	音位学家
crinkle	皱纹
crinkle	起皱
cogon	白茅属植物
seaward	朝海的
seaward	朝海
seaward	海那一边的
seaward	海那一边
seaward	向海
seaward	向海那一边
spreadable	容易被涂开的
spreadable	容易被涂开
heteropolar	异极的
heteropolar	异极
heteropolar	有极的
heteropolar	有极
sandblast	喷沙
sandblast	喷沙器
sandblast	喷沙
lameness	跛
lameness	残废
lameness	僵而疼痛的
lameness	僵而疼痛
uninjurious	无害的
uninjurious	无害
uninjurious	不招致损害的
uninjurious	不招致损害
heliskiing	由直升机送上山顶的高山滑雪
psammophyte	沙生植物
monsoon	季候风
monsoon	雨季
monsoon	季风
epiglottal	会厌的
epiglottal	会厌
abridgable	可以删节的
abridgable	可以删节
panchreston	万能解释
impregnation	怀孕
impregnation	受精
impregnation	注入
macedonia	马其顿王国
macedonia	马其顿地区
noun	名词
bourgeoisie	资产阶级
microtron	电子加速器
microtron	电子回旋加速器
gyrovague	游方僧人
podocarp	罗汉松科的
podocarp	罗汉松科
procathedral	代主教座堂
yvr	加拿大温哥华机场之代号
horsefeathers	胡说八道
horsefeathers	梦话
apologized	道歉
manuduction	指引
manuduction	引导
consolatory	慰问的
consolatory	慰问
consolatory	可藉慰的
consolatory	可藉慰
multisensory	多种感觉的
multisensory	多种感觉
glaum	一瞥
glaum	抢夺
glaum	一瞥
hyaloid	透明的
hyaloid	透明
informant	通知的人
informant	密告者
informant	被调查的人
lightstruck	曝光而不能用的
lightstruck	曝光而不能用
lightstruck	意外曝光的
lightstruck	意外曝光
prelibation	先尝
prelibation	预尝
sputum	唾液
sputum	痰
canvass	细查
canvass	讨论
canvass	劝诱
canvass	彻底检查
canvass	细究
canvass	向……拉票或拉生意
canvass	讨论
canvass	游说
canvass	拉选票
pyrogenic	高热所产生的
pyrogenic	高热所产生
pyrogenic	火成的
pyrogenic	火成
rickey	杜松子酒和柠檬汁、汽水的混合饮料
cinchonize	用金鸡纳处理
cinchonize	使金鸡纳中毒
muckworm	粪蛆
muckworm	守财奴
muckworm	街头流浪儿
vibraphone	电颤琴
untalented	没有天赋的
untalented	没有天赋
untalented	缺乏才能的
untalented	缺乏才能
untalented	不聪明的
untalented	不聪明
wolframium	=tungsten
hyte	疯狂的
hyte	疯狂
arugula	芝麻菜
ignitible	=ignitable
defog	从……除雾
sexipolar	六极的
sexipolar	六极
erythritol	赤藻糖醇
shimonoseki	下关
conplane	处于同一平面的
conplane	处于同一平面
peroxisome	过氧物酶体
gravitino	引力微子
preadamite	亚当以前的
preadamite	亚当以前
preadamite	认为亚当以前便有人类的
preadamite	认为亚当以前便有人类
preadamite	亚当以前的人
cargo	船货
cargo	货物
willemstad	威廉斯塔德
nitrometer	测氮管
