theosophical	神智学
hypoploidy	亚倍性
vision	视力
vision	视觉
vision	先见之明
vision	眼力
vision	想象力
vision	幻想
vision	幻影
vision	景象
vision	梦见
vision	想象
vision	显示
rhizopodan	根足虫纲动物
rhizopodan	根足虫纲动物的
rhizopodan	根足虫纲动物
rhizopodan	似根足虫纲动物的
rhizopodan	似根足虫纲动物
abbeystead	修道院所在地
abbeystead	修道院所在
apiarist	养蜂家
drawplate	拉模板
accidently	=accidentally
hereinafter	以下
hereinafter	在下文中
fubsy	肥胖的
fubsy	肥胖
fubsy	矮胖的
fubsy	矮胖
rivalry	竞争
rivalry	竞赛
rivalry	敌对
rivalry	敌对状态
inductivist	归纳法优越论者
osmoregulation	渗透调节
actinism	光化度
actinism	光化作用
jetboat	喷射艇
procurer	做淫媒者
procurer	拉皮条者
sarpedon	萨耳珀冬
annuli	轮
annuli	环形
belfried	有钟楼的
belfried	有钟楼
ait	河中的小岛
hance	拱腰
hance	椭圆拱脚尖最短半径的弧
dualism	二元论
cephalitis	脑炎
bailiwick	执行官之职
bailiwick	范围
bandit	强盗
lovebird	多情鹦鹉
stript	strip
stript	的过去式和过去分词
roseate	玫瑰色的
roseate	玫瑰色
roseate	红润的
roseate	红润
roseate	容光焕发的
roseate	容光焕发
roseate	愉快的
roseate	愉快
roseate	乐观的
roseate	乐观
racegoer	经常去看赛马或赛车的人
stradivarius	弦乐器
jcl	job
jcl	control
jcl	language
jcl	作业控制语言
weave	编法
weave	织法
weave	编织
weave	编织
weave	组合
weave	编排
weave	使迂回前进
weave	纺织
weave	迂回行进
weave	摇晃
weave	织法
weave	织物
ingression	进入
ingression	进入许可
antivivisection	`AntI9vIvI`FEn/
antivivisection	反对sekFEnIzEm/
antivivisection	反痘钐褰馄/物实验手术
mortarman	迫击炮手
spray	喷雾
spray	飞沫
spray	喷射
spray	喷溅
deism	自然神论
deism	自然神教派
portend	预示
fleece	羊毛
fleece	羊毛状之物
fleece	绒头织物
fleece	羊毛大衣呢
fleece	剪下羊毛
fleece	诈取
cacorhythmic	节奏不和谐的
cacorhythmic	节奏不和谐
january	一月
revolutionist	革命家
nagasaki	长崎
ecclesiae	教会
ecclesiae	教堂
astroid	星状的
astroid	星状
astroid	星形线
eurasia	欧亚大陆
gabrovo	加布罗沃
coprecipitation	一起沉淀
isolator	隔离的人
isolator	隔音装置
isolator	绝缘体
triturate	弄成粉
triturate	粉碎
triturate	磨碎
triturate	捣碎
triturate	磨碎的东西
guidwillie	热诚的
guidwillie	热诚
guidwillie	高兴的
guidwillie	高兴
leukovirus	白血病病毒
tintinnabular	铃的
tintinnabular	铃
tintinnabular	铃声的
tintinnabular	铃声
tintinnabular	丁当响的
tintinnabular	丁当响
lankly	瘦地
lankly	瘦
lankly	细长地
lankly	细长
erectormuscle	竖立肌
erectormuscle	勃起肌
hammering	锤打
hammering	锤打的声音
wintertime	冬
wintertime	冬季
meaning	意义
meaning	含意
meaning	意图
meaning	内涵
meaning	意味深长的
meaning	意味深长
defeature	损伤外貌
defeature	使不能辨认
ninny	笨人
ninny	傻子
sedilia	sedile的复数
coital	性交的
coital	性交
dunnage	手提物品
dunnage	日常用品
consentience	一致
consentience	同意
endocytic	内吞作用的
endocytic	内吞作用
satellite	人造卫星
astronome	的形式而成]
fijian	斐济群岛人
fijian	斐济群岛语
fijian	斐济族
fijian	斐济的
fijian	斐济
fijian	斐济人的
fijian	斐济人
fijian	斐济语的
fijian	斐济语
supportably	可支持地
supportably	可支持
supportably	可忍受地
supportably	可忍受
clamour	喧闹
clamour	吵闹
clamour	叫喊
misarrange	排错
misarrange	作不适当的安排
biowarfare	=biological
biowarfare	warfare
defame	诽谤
blinding	使眩目的
blinding	使眩目
blinding	使失去判断力的
blinding	使失去判断力
blinding	碎石子
electrotype	电版
electrotype	电版印刷物
electrotype	制成电版
electrotype	制电版
standing	直立的
standing	直立
standing	停滞的
standing	停滞
standing	固定的
standing	固定
standing	常备的
standing	常备
standing	标准的
standing	标准
standing	常设的
standing	常设
standing	站立
standing	身分
standing	名望
standing	持续
standing	站
outback	内地
outback	内
outback	内地的
outback	内
outback	在内地
outback	在内
shrank	shrink的过去式
trembly	发抖的
trembly	发抖
trembly	战栗的
trembly	战栗
mecopteran	长翅目昆虫
mecopteran	蝎蛉
skippy	日本女人
inverter	反用换流器
inverter	变极器
subaltern	次长
subaltern	中尉
subaltern	副官
subaltern	下的
subaltern	下
subaltern	副的
subaltern	副
subaltern	次的
subaltern	次
mechanization	机械化
mechanization	机动化
trothplight	誓约
trothplight	订婚
canape	夹鱼子或小鱼的烤面包
serialize	连载
serialize	使连续
blastocoele	囊胚腔
blastocoele	分裂腔
intervertebral	椎间的
intervertebral	椎间
scoriaceous	铁渣子的
scoriaceous	铁渣子
scoriaceous	烧石的
scoriaceous	烧石
gesundheit	干杯祝福
divinize	奉为神圣
divinize	偶像化
murphy	土豆
murphy	马铃薯
pictorial	图示的
pictorial	图示
pictorial	画报
fluorocarbon	碳氟化合物
prehormone	前激素
florist	种花人
monohull	单体船
trisyllabic	三音节的
trisyllabic	三音节
banjo	班卓琴
banjo	五弦琴
neuromuscular	神经肌肉的
neuromuscular	神经肌肉
drowsily	睡地
drowsily	睡
drowsily	懒洋洋地
drowsily	懒洋洋
drowsily	昏昏欲睡地
drowsily	昏昏欲睡
interferometric	干涉测量的
interferometric	干涉测量
interferometric	干涉仪的
interferometric	干涉仪
interferometric	用干涉仪测量的
interferometric	用干涉仪测量
necropolis	大墓地
necropolis	大墓
necropolis	古代的埋葬地
necropolis	古代的埋葬
changeroom	更衣室
wham	重打声
wham	重打
subsynchronous	次同步的
subsynchronous	次同步
subsynchronous	亚同步的
subsynchronous	亚同步
keppen	为kep之过去分词
gastroduodenostomy	胃与十二指肠吻合术
syncromesh	=synchromesh
ugt	urgent
ugt	急电
alfine	到头了
charrette	专家研讨会议
amazedly	吃惊地
amazedly	吃惊
amazedly	惊奇地
amazedly	惊奇
phantomlike	幽灵似地
phantomlike	幽灵似
forgetfully	不注意地
forgetfully	不注意
forgetfully	健忘地
forgetfully	健忘
silphid	埋葬虫
anchoress	女隐士
criticise	批评
criticise	吹毛求疵
criticise	非难
greenshank	青足鹬
flammenwerfer	喷火器
offhand	即时的
offhand	即时
offhand	无准备的
offhand	无准备
offhand	唐突的
offhand	唐突
offhand	即时地
offhand	即时
offhand	随便地
offhand	随便
amandine	含有杏仁的
amandine	含有杏仁
aristocratic	贵族的
aristocratic	贵族
aristocratic	贵族化的
aristocratic	贵族化
aristocratic	贵族政治的
aristocratic	贵族政治
tragus	耳屏
tragus	耳珠
coatdress	女式紧身外衣
emasculate	阉割
emasculate	使柔弱
emasculate	删削
emasculate	使无力
emasculate	阉割了的
emasculate	阉割了
emasculate	柔弱的
emasculate	柔弱
beckoning	引诱人的
beckoning	引诱人
beckoning	令人心动的
beckoning	令人心动
lubrical	=lubricous
gis	geographic
gis	information
gis	system
gis	地理信息系统
dahomey	达荷美共和国
chronaxie	时值
epicyclic	本轮的
epicyclic	本轮
nobody	pro
nobody	谁也不
nobody	无人
nobody	任何人
nobody	没有任何人
sphygmomanometer	血压计
sphygmomanometer	血压测量计
monochroic	一色的
monochroic	一色
monochroic	单色的
monochroic	单色
creamometer	乳脂计
kishke	真皮
kishke	皮肤
malam	=mallam
universality	普遍性
universality	一般性
universality	多方面性
universality	广泛性
bluebottle	矢车菊
bluebottle	青蝇
gummous	树胶的
gummous	树胶
gummous	由树胶构成的
gummous	由树胶构成
gummous	似树胶的
gummous	似树胶
hectogram	一百公克
phytogenesis	植物发生论
autocratic	独裁的
autocratic	独裁
autocratic	专制的
autocratic	专制
lymphangial	淋巴管的
lymphangial	淋巴管
revisionist	修正主义者
revisionist	修正主义的
revisionist	修正主义
cornetist	小铜喇叭吹奏者
ial	英特尔架构实验室
ial	Internationl
ial	Algebaic
ial	Language国际代数语言
novillero	见习斗牛士
conglutinant	促创口愈合的
conglutinant	促创口愈合
conglutinant	粘合的
conglutinant	粘合
completely	十分
completely	完全地
completely	完全
antenuptial	结婚前的
antenuptial	结婚前
hydrated	含水的
hydrated	含水
hydrated	与水结合的
hydrated	与水结合
cylindric	圆筒的
cylindric	圆筒
cylindric	圆柱状的
cylindric	圆柱状
pinpoint	精确
pinpoint	极微小的
pinpoint	极微小
pinpoint	查明
diametical	直径的
diametical	直径
diametical	正相反的
diametical	正相反
windgall	关节软瘤
orbitale	眶最下点
cryptographist	密码专家
cryptographist	使用密码之人
creedal	信经的
creedal	信经
creedal	信条的
creedal	信条
creedal	教义的
creedal	教义
haymaking	割晒牧草
deceitfully	骗人地
deceitfully	骗人
ankara	安卡拉
podiatry	脚病学
encapsidate	用壳体包裹
encapsidate	使壳体化
lagend	=lagan
untread	折回
untread	退回
trusteeship	托管统治
trusteeship	托管领土
trusteeship	托管人职责
bases	base的复数
bases	见base
ada	艾达
ada	Augusta
ada	Ada
ada	Byron
ada	ADA编程语言
ping	子弹飞过空中的声音
ping	发出砰或咻的声音
fixation	定置
fixation	固定
fixation	定色
fixation	定影
fixation	定象
bassinet	摇篮
bassinet	摇篮车
businesslike	事务性的
businesslike	事务性
businesslike	公事公办的
businesslike	公事公办
businesslike	有条理的
businesslike	有条理
businesslike	有效率的
businesslike	有效率
revolutionize	宣传革命
revolutionize	大事改革
fuzzbuster	挫警仪
symphonette	流行交响曲
symphonette	小型交响曲
ruwenzori	鲁文佐里山
rhetorician	修辞学者
rhetorician	雄辩家
homocercy	正尾
flounder	挣扎
flounder	困难地往前走
flounder	踌躇
flounder	发慌
flounder	挣扎
flounder	辗转
flounder	比目鱼
monometallist	单本位制论者
oersted	磁场强度的CGS
hafta	=have
hafta	to
isoantibody	同种抗体
isoantibody	同族抗体
quai	=quay
hydrothoracic	水胸的
hydrothoracic	水胸
hydrothoracic	胸膜积水的
hydrothoracic	胸膜积水
epimere	上段
freshperson	大学一年级生
resite	给……择新址
yaffingale	绿啄木
syzygy	会合
syzygy	朔望
stereometry	体积测定
stereometry	求积法
softbound	=softcover
spiky	大钉似的
spiky	大钉似
spiky	长而尖的
spiky	长而尖
spiky	装有大钉的
spiky	装有大钉
spiky	尖刻的
spiky	尖刻
gloat	心满意足
coda	乐章结尾部
coda	完结部
coda	终结句
amidol	阿米酚
prickle	刺
prickle	刺痛
prickle	柳条篮子
prickle	刺
prickle	扎
prickle	戳
dissociation	分裂
lousewort	马先蒿属
electrowinning	电积金属法
electrowinning	电解冶金法
villiform	绒毛状的
villiform	绒毛状
synodic	相合的
synodic	相合
harmonics	和声学
jewry	犹太人区
jewry	犹太人
jewry	犹太民族
emperorship	皇帝的身份
frankincense	乳香
attabal	=atabal
launching	下水
altocumulus	高积云
rubbery	橡胶似的
rubbery	橡胶似
rubbery	有弹力的
rubbery	有弹力
yawper	吵闹者
yawper	抱怨的人
uaw	United
uaw	Automobile联合汽车工会
daybed	坐卧两用长椅
arhythmical	无韵律的
arhythmical	无韵律
arhythmical	无节奏的
arhythmical	无节奏
webmaster	WEB站点管理员
jet	喷射
jet	黑玉
jet	喷射
jet	黑玉色的
jet	黑玉色
jet	墨黑的
jet	墨黑
jet	喷气机
aubrey	奥布里
reboot	重新启动
disanimation	灰心
disanimation	失去生命
woodworking	木工艺
woodworking	木工行业
woodworking	干木工活的
woodworking	干木工活
instrumentally	仪器地
instrumentally	仪器
instrumentally	有益地
instrumentally	有益
gibbous	突起的
gibbous	突起
escallonia	鼠刺
occident	西方
occident	西洋
occident	欧美
occident	西欧诸国
jehad	运动
maffick	狂欢庆祝
clinkstone	响石
limpidness	清澈
limpidness	透明
travelling	旅行
fungoid	菌类
fungoid	真菌样的
fungoid	真菌样
tutania	锡合金
mum	菊花
mum	沉默
mum	沉默的
mum	沉默
mum	演哑剧
mum	别说话!
narcolept	发作性睡病患者
bookselling	书籍贩卖
thereto	另外
thereto	往那里
thereto	到那
dossier	档案
dossier	卷宗
severalty	各有各事
severalty	各别
severalty	单独保有
labradorian	拉布拉多半岛的
labradorian	拉布拉多半岛
labradorian	拉布拉多的居民
jota	霍塔舞
camorrism	克莫拉的活动
corporator	法人团体的一员
cowling	飞机引擎罩
spurry	大竹草
myopathy	肌病
workerist	强调工人利益的社会观的
workerist	强调工人利益的社会观
carnous	肉的
carnous	肉
disregardfulness	不顾
disregardfulness	轻视
velsen	费尔森
linewalker	管道巡查工
linewalker	护管道工
collaborator	合作者
conidial	无性孢子的
conidial	无性孢子
conidial	分生孢子的
conidial	分生孢子
doomwatcher	观望末日的人
doomwatcher	末日论者
unbounded	极大的
unbounded	极大
redheaded	红头的
redheaded	红头
redheaded	急躁的
redheaded	急躁
retrofited	作翻新改进
immigrate	使移居入境
immigrate	移来
monachism	修道生活
monachism	出家生活
lexemic	词位学
electrostatic	静电的
electrostatic	静电
electrostatic	静电学的
electrostatic	静电学
untrue	不真实的
untrue	不真实
untrue	不正确的
untrue	不正确
untrue	不忠实的
untrue	不忠实
centrifugate	以离心力分出之物
centrifugate	使离心
centrifugate	利用离心力分离
cyclopentane	环戊烷
telford	泰尔福特路面
biotin	维生素H
biotin	生物素
canonize	封……死者为圣徒
canonize	使加入圣徒之列
canonize	褒扬
canonize	推崇
sesotho	塞索托语
moonship	探月太空船
conquest	征服
conquest	战利品
nitrotoluene	硝基甲苯
triangularity	成三角形
vlad	弗拉德
insider	内部的人
insider	会员
insider	知道内情的人
insider	权威人士
recital	朗诵
recital	背诵
recital	叙述
recital	独奏会
recital	独唱会
overuse	使用过度
overuse	过度使用
farcied	患有马皮疽的
farcied	患有马皮疽
maldives	马尔代夫
chillon	夏兰
enfeoff	授予封地
enfeoff	授予封
enfeoff	授予领地
enfeoff	授予领
enfeoff	授予采邑
enfeoff	转让
enfeoff	让渡
vestry	小礼拜室
zeroize	拨回零点
sunburnt	起晒斑的
sunburnt	起晒斑
sunburnt	晒黑的
sunburnt	晒黑
sunburnt	sunburn过去式及过去分词
diggable	可挖掘的
diggable	可挖掘
mineable	=minable
smokily	冒着烟
smokily	烟熏着
beylik	土耳其省都辖区
fragmental	破片的
fragmental	破片
fragmental	断片的
fragmental	断片
rockfall	岩崩
rockfall	落石
conversationist	健谈者
conversationist	有口才的人
electricize	充电
electricize	使带电
guatemala	危地马拉
guatemala	危地马拉人
undeceive	使不受欺骗
undeceive	使醒悟
overpunch	上部穿孔
overpunch	补孔修改
signature	签名
signature	署名
signature	信号
germanophil	崇拜德国的人
kibe	冻疮
kibe	蹦裂
exacting	苛求的
exacting	苛求
exacting	严格的
exacting	严格
exacting	吃力的
exacting	吃力
exacting	需付出极大耐心
misspelt	misspell的过去式及过去分词
misspelt	拼写错误
circadian	生理节奏的
circadian	生理节奏
circadian	以24小时为周期的
circadian	以24小时为周期
chapel	小礼拜堂
chapel	礼拜
cuba	古巴
gratulation	祝贺
gratulation	满足
gratulation	欣喜
oxalidaceous	酢浆草科的
oxalidaceous	酢浆草科
warve	=wharve
rodriguan	罗得里格斯岛的
rodriguan	罗得里格斯岛
rodriguan	罗得里格斯岛人的
rodriguan	罗得里格斯岛人
dextral	右侧的
dextral	右侧
dextral	右旋的
dextral	右旋
dextral	用右手的
dextral	用右手
akimbo	两手叉腰的
akimbo	两手叉腰
akimbo	两手叉腰
backbench	后座议员席
backbench	后座议员的
backbench	后座议员
dink	漂亮的
dink	漂亮
dink	装饰打扮
graduation	毕业
graduation	毕业典礼
graduation	刻度
graduation	分等级
sportfishing	消遣性钓鱼
sportfishing	垂钓
sportfishing	从事垂钓的
sportfishing	从事垂钓
sportfishing	垂钓用的
sportfishing	垂钓用
oap	Old
oap	Age
oap	Pension
oap	养老金
ropery	制绳厂
ropery	开玩笑
fucked	受骗的
fucked	受骗
fucked	fuck的过去时
manifestation	显示
manifestation	表现
manifestation	示威运动
egypt	埃及
forefeet	船龙骨的前端部分
trimly	整齐地
trimly	整齐
trimly	整洁地
trimly	整洁
counterdevice	对抗装置
counterdevice	反飞弹装置
necrophil	嗜尸成癖者
maile	齐墩果状念珠藤
mauve	紫红色
mauve	紫红色的
mauve	紫红色
sketchpad	画板
fawning	奉承的
fawning	奉承
whiskers	腮须
whiskers	胡须
aslope	成斜坡的
aslope	成斜坡
vixen	雌狐
vixen	唠叨的女人
vixen	坏心眼的女人
vixen	刁妇
vixen	泼妇
unduplicated	无复制品的
unduplicated	无复制品
unduplicated	无副本的无法匹敌的
unduplicated	无副本的无法匹敌
unduplicated	无法模拟的
unduplicated	无法模拟
soreness	痛苦
soreness	愤慨
soreness	悲伤
acetylate	加乙酰基于
votable	能投票的
votable	能投票
votable	有投票权的
votable	有投票权
electrics	电学
yair	=yeah
fewtrils	小事
fewtrils	琐碎东西
fewtrils	无价值的东西
orthoepic	正音法的
orthoepic	正音法
orthoepic	发音正确的
orthoepic	发音正确
simpleness	简单
simpleness	单纯
ecopornography	别有用心的生态保护宣传
elver	幼鳗
metaethics	元伦理学
disappointed	失望的
disappointed	失望
synopsis	大纲
silvichemical	从树木中提炼的化学物质
silvichemical	林产品
cueist	撞球家
cueist	玩撞球的人
siffleuse	女吹哨手
ergosome	多核蛋白体
ergosome	多核糖体
ergosome	动体
numbly	失去知觉
numbly	麻木
corvette	轻巡洋舰
bunkhouse	简陋屋
pathometer	探谎器
yetorofu	=Etorofu
handkerchief	手帕
coldhearted	冷淡无情的
coldhearted	冷淡无情
nauseant	引起呕吐的
nauseant	引起呕吐
nauseant	呕吐剂
olympian	奥运会选手
olympian	奥林山神的
olympian	奥林山神
olympian	庄严的
olympian	庄严
math	数学
nainsook	印度产的一种薄棉织物
hide	兽皮
hide	皮革
hide	剥……的皮
hide	痛打
hide	隐藏
hide	掩藏
hide	隐瞒
hide	掩饰
clodhopping	粗鲁的
clodhopping	粗鲁
clodhopping	不礼节的
clodhopping	不礼节
zinlac	玉米漆
bulgy	膨胀的
bulgy	膨胀
bulgy	凸出的
bulgy	凸出
molucan	摩鹿加群岛的
molucan	摩鹿加群岛
molucan	摩鹿加人的
molucan	摩鹿加人
molucan	摩鹿加语的
molucan	摩鹿加语
syntagm	结构体
syntagm	结构段
syntagm	语段
evisceration	取出内脏
upton	厄普顿
reflected	反射的
reflected	反射
reflected	得自他人的
reflected	自他人
reprocess	再生
reprocess	再加工
dissemble	掩饰
dissemble	假装不知道
airsick	晕机的
airsick	晕机
airsick	患航空病的
airsick	患航空病
mallemuck	大海鸟
schoolmate	同窗
schoolmate	同学
volkspele	南非白人民间舞
bardic	吟游诗人的
bardic	吟游诗人
paresis	局部麻痹
enthral	迷惑
enthral	迷醉
enthral	奴役
hypertonic	张力亢进的
hypertonic	张力亢进
hypertonic	高渗的
hypertonic	高渗
squinny	斜眼看
squinny	斜视
squinny	使斜看
squinny	使斜视
curatrix	女管理人或女监护人之团体
volsci	沃尔西人
revolvably	能旋转地
revolvably	能旋转
revolvably	能被旋转地
revolvably	能被旋转
alap	阿拉普
rondavel	圆形茅屋
sagaciousness	睿智
sagaciousness	聪敏
endoneurium	神经内膜
endoneurium	神经内衣
pettipants	女式半长内裤
sylvan	森林之神
sylvan	有森林的
sylvan	有森林
guarani	瓜拉尼人
guarani	瓜拉尼语
deemphasize	不再给予强调
deemphasize	使不重要
monial	=mullion
constantsa	康斯坦萨
forename	名
hadorwould	有
hadorwould	将
beatific	祝福的
beatific	祝福
beatific	快乐的
beatific	快乐
beatific	幸福的
beatific	幸福
setiform	刚毛状的
setiform	刚毛状
setiform	似刺毛的
setiform	似刺毛
whiggery	辉格党的原则
anaesthesiologist	麻醉学者
ballottement	触诊子宫检胎法
tarbrush	焦油毛刷
breadthways	横地
breadthways	横
indeliberate	不是故意的
indeliberate	不是故意
indeliberate	无心的
indeliberate	无心
indeliberate	未经考虑的
indeliberate	未经考虑
cockeye	喝醉的
cockeye	喝醉
cockeye	扭曲的
cockeye	扭曲
cockeye	斜视
scalprum	骨刮
scalprum	骨锉
rale	罗音
rale	水泡音
rale	肺的诊音
eblaite	埃卜拉语
peritectic	包晶的
peritectic	包晶
peritectic	转熔的
peritectic	转熔
kodak	美国柯达公司
checkerman	西洋跳棋棋子
autocoding'	NULL)
tightwire	钢索
carlowitz	奥地利产的红葡萄酒
ratbaggery	古怪举止
ratbaggery	古怪行为
ratbaggery	流氓派头
ratbaggery	流氓行为
appaloosa	阿帕卢萨马
online	联机
online	在线式
yellows	枯黄病
yellows	黄疸病
stuggy	矮胖的
stuggy	矮胖
stuggy	健壮的
stuggy	健壮
bacteriolysin	溶菌素
likability	可爱
sirtaki	瑟塔基舞
lauraldehyde	樟醛
lauraldehyde	十二醛
unwakened	未被唤醒的
unwakened	未被唤醒
unwakened	未觉醒的
unwakened	未觉醒
metro	伦敦地下铁道
metro	地下铁道
untapped	塞子未开的
untapped	塞子未开
untapped	未使用的
untapped	未使用
desublimate	使失去升华机制
depersonalization	失去人性
depersonalization	人格解体
diastolic	心脏舒张的
diastolic	心脏舒张
coaming	舱口栏板
coaming	边材
surgent	澎湃的
surgent	澎湃
surgent	汹涌的
surgent	汹涌
phenacetine	乙酰对氨苯乙醚
phenacetine	非那西汀
flinders	碎片
flinders	破片
desideratum	所愿望之物
desideratum	迫切需要之物
sheller	剥壳者
sheller	脱壳机
menes	美尼斯
urbane	彬彬有礼的
urbane	彬彬有礼
urbane	文雅的
urbane	文雅
prizeman	得奖人
rambunctiously	粗暴地
rambunctiously	粗暴
tooling	加工
publisher	出版者
publisher	发行人
publisher	/
publisher	出版者/订阅者
tutsi	图西人
absorptiometer	吸收计
absorptiometer	吸收测定器
absorptiometer	溶气汁
absorptiometer	调稠器
rhenish	莱茵河的
rhenish	莱茵河
parry	躲避
adenocarcinoma	腺癌
laticifer	乳汁细胞
laticifer	乳汁管
laticifer	乳汁器
ashur	阿舒尔
ashur	Assyria
ashur	最初的首都
waffie	流浪者
waffie	漂泊者
tig	拍着
tig	追到
lonely	孤独的
lonely	孤独
lonely	寂寞的
lonely	寂寞
lonely	偏僻的
lonely	偏僻
lonely	人迹罕至的
lonely	人迹罕至
tomium	啮喙
freesia	小苍兰属植物
hoopster	篮球运动员
extravasation	溢出
extravasation	溢出物
extravasation	熔岩外喷
homoplastic	类似的
homoplastic	类似
homoplastic	同形的
homoplastic	同形
breakthrough	突破
crossband	横条
crossband	装饰薄木板
lettrism	字母派
quadrasonic	=quadraphonic
parosmia	嗅觉倒错
parosmia	嗅觉异常
salty	有盐分的
salty	有盐分
salty	咸味浓的
salty	咸味浓
ex	不包括
ex	无权得到
satiny	光滑的
satiny	光滑
episematic	花纹使同种动物互相认识的
episematic	花纹使同种动物互相认识
biogasification	生物气制造
cloy	过饱
cloy	使厌腻
cloy	吃饱
malpighia	金虎尾科的
malpighia	金虎尾科
roadman	修路工人
roadman	通路保养工人
messianic	弥赛亚的
messianic	弥赛亚
messianic	救世主似的
messianic	救世主似
substitution	代替
substitution	取代作用
substitution	代入法
substitution	置换
hurrier	匆忙的人
hurrier	催促者
penghu	澎湖
pleonastic	冗言的
pleonastic	冗言
pleonastic	重复的
pleonastic	重复
fructicative	能结果实的
fructicative	能结果实
gromwell	紫草属植物
victimologist	受害者研究专家
ifac	国际农业生产联盟
walnut	胡桃
walnut	胡桃木
redivivus	再现
redivivus	复活
ringworm	癣
ringworm	癣菌病
molestation	骚扰
molestation	干扰
molestation	调戏
estrepe	做不必要的破坏
estrepe	浪费
unchain	解除
unchain	释放
dreamy	空幻的
dreamy	空幻
dreamy	梦想的
dreamy	梦想
dreamy	多梦的
dreamy	多梦
streetwalking	拉客卖淫
seismograph	地震仪
seismograph	测震仪
mafic	铁镁质的
mafic	铁镁质
baseband	基带
novosibirsk	新西伯利亚
entameba	内阿米巴属
granddaughter	孙女
homodont	同型齿的
homodont	同型齿
malmsey	白葡萄酒的一种
bel	贝尔
afdc	Aid
afdc	to
afdc	Families
afdc	with
afdc	Dependent
afdc	Children对有子女家庭补助计划
scientificity	科学性
admittible	=admittable
apiarian	蜜蜂的
apiarian	蜜蜂
apiarian	养蜂的
apiarian	养蜂
allocution	训示
allocution	面谕
mouldwarp	欧洲鼹鼠
calloused	变得无情的
calloused	变得无情
calloused	变硬的
calloused	变硬
microanalysis	微量分析
interpleader	交互诉讼
ventail	护面具
sanctimonious	假装神圣的
sanctimonious	假装神圣
ampholyte	两性电解质
chaung	河道
chaung	水道
pilferage	行窃
pilferage	偷盗
lionism	捧社会名流
activable	能被活化的
activable	能被活化
kirghizian	吉尔吉斯的
kirghizian	吉尔吉斯
kirghizian	吉尔吉斯人的
kirghizian	吉尔吉斯人
fucose	海藻糖
triaxiality	三轴
journeywork	临时工
journeywork	散工
howl	嚎叫
howl	怒吼
howl	嚎啕大哭
howl	喝住
howl	号叫
howl	嚎叫
howl	怒号
howl	嚎哭
forbore	bear的过去式
kilometre	公里
tigrine	虎的
tigrine	虎
tigrine	似虎的
tigrine	似虎
surrounding	围绕物
surrounding	环境
surrounding	周围的
surrounding	周围
lassell	拉塞尔坑
fh	fire
fh	hydrant
aplastic	无形的
aplastic	无形
aplastic	成长不全的
aplastic	成长不全
fraenum	=frenum
actinotheraphy	放射疗法
basketfish	筐蛇尾
basketfish	筐鱼
lapwing	田凫
performing	表演的
performing	表演
performing	履行的
performing	履行
measureless	无限的
measureless	无限
measureless	不可量的
measureless	不可量
expanding	展开的
expanding	展开
expanding	扩大的
expanding	扩大
ingathering	收入
ingathering	收集
ingathering	收获
epson	日本爱普生科技公司
fortepiano	钢琴
ornithoid	鸟状的
ornithoid	鸟状
springwater	天然泉水
harassment	折磨
sensitize	使变得敏感
sensitize	使具有感光性
sensitize	变得敏感
sensitize	敏化
parochialism	教区制度
parochialism	乡土观念
parochialism	偏狭
parochialism	狭隘
flavourful	味浓的
flavourful	味浓
flavourful	有香味的
flavourful	有香味
flavourful	可口的
flavourful	可口
flavourful	美味的
flavourful	美味
flavourful	有风趣的
flavourful	有风趣
shoresman	陆上业务人员
gracefully	温文地
gracefully	温文
hairdress	=hairdo
trews	紧身格子呢绒裤
computernik	电脑人员
computernik	电脑迷
trevira	特雷维拉
trevira	聚对苯二甲酸乙二酯纤维
unpledged	未经保证的
unpledged	未经保证
unpledged	未许诺的
unpledged	未许诺
coccidology	介壳虫学
coefficient	系数
scratcher	抓扒者
scratcher	抓扒工具
vouvray	沃莱白葡萄酒
megaric	=Megarian
euphemistic	委婉的
euphemistic	委婉
gearchange	=gear
gearchange	lever
usrc	United
usrc	States
usrc	Reserve
usrc	Corps
usrc	美国后备军
semidarkness	半暗
grandstand	正面看台
vulnerable	易受攻击的
vulnerable	易受攻击
vulnerable	易受……的攻击
murmur	低沉连续的声音
murmur	咕哝
murmur	怨言
murmur	低语
murmur	发低沉连续的声音
murmur	发怨言
murmur	低声说
murmur	低语
proseman	散文作家
nostologic	老人学的
nostologic	老人学
nostologic	老年医学的
nostologic	老年医学
histomap	历史地图
opercula	operculum的复数
strafe	用机枪扫射
strafe	猛烈炮轰
strafe	惩罚
strafe	猛烈炮轰
strafe	机枪扫射
strafe	损害
supportless	无支持者的
supportless	无支持者
supportless	无支撑的
supportless	无支撑
dormie	=dormy
asgard	仙宫
payload	有效载荷
bargirl	酒吧女
bargirl	酒吧女招待
bargirl	常到酒吧间的妓女
bravely	勇敢地
bravely	勇敢
tawie	顺从的
tawie	顺从
tawie	易驾驭的
tawie	易驾驭
tawie	易对付的
tawie	易对付
heirdom	继承权
heirdom	继承的财产
superscalar	超标量体系结构
barebacked	无鞍的
barebacked	无鞍
nonreliance	不信赖
euphonize	美化语调
euphonize	使声音悦耳
dinky	极小的
dinky	极小
dinky	不足道的
dinky	不足道
dinky	整洁的
dinky	整洁
leishmanial	利什曼原虫的
leishmanial	利什曼原虫
solanine	茄碱
usa	美国
proclamation	宣布
trichome	毛状体
communicate	沟通
communicate	通信
communicate	相通
communicate	传达
