presidiary	驻防
bergson	柏格森
radiophony	利用辐射能发声的科学
soundscriber	桑德斯克莱伯录音机
spectrograph	光谱摄制仪
spectrograph	声谱仪
yieldly	生产地
yieldly	生产
yieldly	支付地
yieldly	支付
infauna	底内动物
sacramentalist	圣事主义者
wistfulness	渴望
wistfulness	愿望
varied	杂色的
varied	杂色
varied	各式各样的
varied	各式各样
octopodes	octopus的复数
avocado	鳄梨
avocado	鳄梨树
gatefold	大张折页插图
gatefold	折叠插页
manavelins	各式设备
manavelins	船具
repellant	=repellent
punty	顶底杆
ryurik	即
ryurik	Rurik
lambkill	狭叶山月桂
excussion	依法索取
hyperthermal	过高热的
hyperthermal	过高热
hyperthermal	极高热的
hyperthermal	极高热
fertiliser	=fertilizer
refold	再摺起
refold	再打摺
nephalist	禁酒主义者
nephalist	完全戒酒论者
respirometry	呼吸运动计量法
cadmus	卡德摩斯
pravda	俄
foreverness	永远
gnathitis	颔炎
devour	毁灭
devour	破坏
devour	吞没
devour	贪看
devour	贪听
lade	装载舀出
chelifer	恶蚬
chelifer	螯蝎
piratic	剽窃的
piratic	剽窃
piratic	海盗的
piratic	海盗
piratic	盗版的
piratic	盗版
regenerator	收革者
regenerator	交流换热器
regenerator	再生器
tanglesome	复杂的
tanglesome	复杂
tanglesome	杂乱的
tanglesome	杂乱
firearm	火器
firearm	枪炮
triandrous	三雄蕊的
triandrous	三雄蕊
smokable	可以点燃抽吸的
smokable	可以点燃抽吸
sawder	奉承
sawder	恭维
sawder	花言巧语
sawder	谀辞
truest	真的
truest	真
truest	确实的
truest	确实
renminbi	人民币
brelogue	系于表链上的小饰物
pisiform	豌豆状的
pisiform	豌豆状
poltfooted	足畸形的
poltfooted	足畸形
jiggered	''damned''
jiggered	等的委婉代用语
endoradiosonde	体腔内无线电测压器
dalmatic	法衣
dalmatic	加冕服
metacode	元代码
community	公社
community	团体
community	社会
community	群落
leningrad	列宁格勒
cambogia	藤黄
odeum	奏乐堂
odeum	音乐厅
odeum	剧场
stingy	吝啬的
stingy	吝啬
stingy	小气的
stingy	小气
stingy	缺乏的
stingy	缺乏
stingy	有刺的
stingy	有刺
pentamer	五聚物
pentamer	五节聚化物
level	水平
level	水平面
level	水准
level	标准
level	级别
level	同高的
level	同高
level	平坦的
level	平坦
level	齐平的
level	齐平
level	水平的
level	水平
level	使……水平
level	夷平
level	使同等
level	瞄准
level	对准
level	变平
level	拉平
spatter	溅污
spatter	滴落
sporozoite	孢子体
sporozoite	子孢子
mariolatry	对圣母玛利亚的崇拜
biltong	干肉片
biltong	干肉
pennyroyal	薄荷类
pennyroyal	薄荷油
cocarcinogen	助致癌原
cocarcinogen	辅致癌物
variedly	各种各样地
variedly	各种各样
variedly	改变地
variedly	改变
hirudinoid	水蛭的
hirudinoid	水蛭
hirudinoid	似水蛭的
hirudinoid	似水蛭
lawless	非法的
lawless	非法
lawless	违法的
lawless	违法
overperform	超乐谱演奏
overperform	偏离乐谱演奏
overperform	超剧本表演
overperform	偏离剧本表演
prevail	流行
prevail	盛行
prevail	获胜
prevail	成功
christocentric	以基督教义为中心的
christocentric	以基督教义为中心
lover	爱人
lover	爱好者
lover	情人
guitarfish	犁头鳐
photoscan	光扫描图
lpg	Liquefied
lpg	Petroleum
lpg	Gas
lpg	液化石油气体
pandybat	惩戒皮带
tainture	污染
tainture	污点
tainture	瑕疵
multinomial	多项的
multinomial	多项
multinomial	多项式
unclarity	不清澈
unclarity	不清晰
unclarity	含糊
unclarity	不明确
palaeoethnobotany	古民族植物学
cpa	Canadian
cpa	Pacific
cpa	Airlines
cpa	加拿大太平洋航空
schvartze	黑人
schvartze	黑人姑娘
iba	Independent
iba	Broadcasting
iba	Authority
iba	英国独立广播机构
mosso	活跃的
mosso	活跃
wattle	编条
wattle	枝条
wattle	枝条编成的篱笆
wattle	板条
wattle	金合欢树
wattle	由编条做成
wattle	板条的
wattle	板条
wattle	用编条做成
resojet	共鸣式喷气发动机
featherpate	=featherbrain
ratchet	棘齿
saprophyte	腐生物
fastish	相当快速的
fastish	相当快速
fastish	尚快的
fastish	尚快
fastish	有些放荡的
fastish	有些放荡
aquosity	潮湿
driegh	=dree
audiovisual	视听设备
audiovisual	视听教材
audiovisual	视听的
audiovisual	视听
chorioallantois	尿囊绒膜
selectee	征召员
crinolette	裙衬
cordwood	以单位出售或成堆积之木材
cordwood	锯成4英尺长之木材
eutrapelia	机智
eutrapelia	敏捷
insolvency	无力偿还
insolvency	破产
bellarmine	贝拉明酒瓶
miacis	小古猫
sheepshead	羊头
sheepshead	红鲈
dauntless	不屈不挠的
dauntless	不屈不挠
dauntless	大胆的
dauntless	大胆
tycoon	企业界大亨
tycoon	将军
equalitarian	平均主义的
equalitarian	平均主义
equalitarian	平均主义者
sargasso	马尾藻类海草
inept	不适当的
inept	不适当
inept	无能的
inept	无能
inept	不称职的
inept	不称职
moray	海鳗
moray	欧洲海鳗
attestant	证明的
attestant	证明
attestant	连署人
attestant	证人
arrhythmically	没有节奏地
arrhythmically	没有节奏
arrhythmically	节律不整地
arrhythmically	节律不整
terminate	停止
terminate	结束
terminate	终止
sunrise	日出
polarisable	=polarizable
without	没有
without	不
without	如果没有
without	要没有
without	在外
without	在屋外
bronchogenic	支气管原的
bronchogenic	支气管原
bronchogenic	产生于支气管的
bronchogenic	产生于支气管
bronchogenic	影响支气管的
bronchogenic	影响支气管
urgent	急迫的
urgent	急迫
urgent	紧急的
urgent	紧急
shortstop	游击
shortstop	速显液
obfuscate	使模糊
obfuscate	使迷乱
polyamine	聚胺
polyamine	多胺
attemper	令缓和
attemper	调度
attemper	调和
loophole	枪眼
loophole	望孔
loophole	射弹孔
gaudiness	华美
gaudiness	俗丽的美
semifinalist	于初赛获得以在半决赛时出赛的选手
scutch	打麻机
scutch	将麻
scutch	棉等的纤维打散
scutch	以打麻机打
documentarist	=documentarian
superannuated	退休的
superannuated	退休
superannuated	过时的
superannuated	过时
soundex	探测法
hyperphysical	超自然的
hyperphysical	超自然
hyperphysical	超肉体的
hyperphysical	超肉体
hyperphysical	与肉体分开的
hyperphysical	与肉体分开
hyperphysical	与物质无关的
hyperphysical	与物质无关
channel	海峡
channel	水道
channel	沟
channel	路线
channel	引导
channel	开导
channel	形成河道
channel	信道
channel	频道
monuron	灭草隆
obstetrician	产科医师
histophysiological	`hIstEJ9fIzI`CIE`lCdVIkEl/
histophysiological	lEdVI/
histophysiological	组织生理组织生理学的
histophysiological	组织生理组织生理学
federalism	联邦政治
federalism	联邦制度
elise	伊莉斯
regimental	团
manful	勇敢的
manful	勇敢
overexpose	使感光过度
gallygaskins	=galligaskins
mastoiditis	乳般突起炎
injunctive	命令的
injunctive	命令
injunctive	指令的
injunctive	指令
injunctive	禁止令
octosyllabic	八音节的
octosyllabic	八音节
octosyllabic	八音节的诗句
contrastively	对比地
contrastively	对比
salut	祝你健康
salut	干杯
simile	明喻
simile	明喻的说法
simile	明喻的词语用法
fullface	黑体铅字
fullface	正面像
botryoidal	一束葡萄状的
botryoidal	一束葡萄状
fetishist	物神崇拜者
thermosetting	热硬化性的
thermosetting	热硬化性
reave	剥夺
reave	抢走
font	字体
font	字形
font	洗礼盘
font	泉
font	圣水器
vascar	Visual
vascar	Average
vascar	Speed
vascar	Computer
vascar	and
vascar	Recorder电脑平均车速记录器
convolvulus	旋花植物
sharpshooter	射击名手
sharpshooter	神枪手
sharpshooter	奸商
corny	谷类的
corny	谷类
corny	乡下味的
corny	乡下味
corny	粗野的
corny	粗野
corny	有鸡眼的
corny	有鸡眼
texturize	=texture
subcompany	子公司
subcompany	附属公司
fair	美丽的
fair	美丽
fair	女性的
fair	女性
fair	晴朗的
fair	晴朗
fair	公平地
fair	公平
fair	公正地
fair	公正
fair	直接地
fair	直接
fair	清楚地
fair	清楚
fair	美好的事物
fair	美人
fair	展览会
fair	市集
fair	转晴
handicap	障碍
handicap	阻碍
handicap	障碍赛跑
handicap	妨碍
handicap	使不利
handicap	阻碍
dryly	干燥地
dryly	干燥
dryly	枯躁无味地
dryly	枯躁无味
dryly	冷淡地
dryly	冷淡
talcous	滑石的
talcous	滑石
talcous	含滑石的
talcous	含滑石
panniculus	膜
ration	定量
ration	配给量
ration	定量配给
ration	配给
ration	分发
ration	实行定量配给
gyral	旋转的
gyral	旋转
gyral	回旋的
gyral	回旋
domesticable	习于家居的
domesticable	习于家居
domesticable	可移植的
domesticable	可移植
rotterdam	鹿特丹
peasantize	使成为农民
peasantize	使像庄稼人
customshouse	=customhouse
twine	合股线
twine	细绳
twine	麻线
twine	搓
twine	搓
twine	织
twine	编饰
twine	缠绕
diandrous	有两个雄蕊的
diandrous	有两个雄蕊
gastronomer	考究饮食的人
expertly	熟练地
expertly	熟练
interval	间隔
interval	距离
interval	幕间休息
interval	时间间隔
ecclesia	古希腊城邦的国民大会
ecclesia	教会
ecclesia	会友
ecclesia	教堂
turbotrain	汽轮机列车
quoit	金属环
quoit	铁环
quoit	绳圈
quoit	掷
roadway	车行道
roadway	路面
roadway	路线
bivalve	双壳类
claudication	跛行
triethanolamine	三乙醇胺
triethanolamine	三羟乙基胺
hoop	箍
hoop	铁环
hoop	戒指
hoop	篮
hoop	加箍于
hoop	环绕
headhunt	野蛮人猎取人头的出征
headhunt	出外猎取人头
thermidor	热月
omar	奥马尔
abusive	辱骂的
abusive	辱骂
abusive	滥用的
abusive	滥用
patroclinous	=patriclinous
cryptographical	密码的
cryptographical	密码
cryptographical	暗lly//
cryptographical	密码地
cryptographical	密码
cryptographical	号的
cryptographical	号
atomics	原子学
peronism	庇隆主义
gammy	跛足的
gammy	跛足
gammy	跛行的
gammy	跛行
stableman	马夫
disfiguration	=disfigurement
ocam	非洲与马尔加什共同组织
pertussis	百日咳
pseudomemory	记忆错误
handmaid	女佣人
handmaid	侍女
aswandam	阿斯旺水坝
enfetter	上脚镣
enfetter	使为奴隶
enfetter	束缚
unprizable	不值得评价的
unprizable	不值得评价
unprizable	无多大价值的
unprizable	无多大价值
condensibility	可压缩性
condensibility	可简约性
myelosclerosis	脊髓硬化
myelosclerosis	骨髓硬化
cartage	货车运输
cartage	货车运费
saponaceous	圆滑的
saponaceous	圆滑
pundit	印度学者
pundit	梵文学家
pundit	博学者
ambilingnal	精通两国语言的
ambilingnal	精通两国语言
gynandromorph	雌雄嵌体
gynandromorph	两性体
karate	空手道
rabies	狂犬病
rabies	恐水病
crackdown	压迫
crackdown	镇压
crackdown	打击
luxate	使骨脱节
luxate	使脱臼
leafleteer	发传单的人
settler	移民者
settler	殖民者
settler	财产赠予者
settler	托管财产者
remoulade	加料的蛋黄酱
cheltenham	切尔滕纳姆
rurp	钩状小钢锥
muffle	包
muffle	蒙住
muffle	压抑
muffle	围巾
muffle	头巾
muffle	消声器
thrang	=throng
anthroposophy	人智说
pillory	颈手枷
pillory	示众
pillory	上颈手枷
pillory	使惹人嘲笑
phonomania	杀人狂
sabbatize	守安息
sabbatize	过安息日
sabbatize	把……作为安息日
paraldehyde	仲醛
paraldehyde	三聚乙醛
indemnitor	赔偿者
indemnitor	保障者
endamage	使损坏
ruffianly	恶棍般的
ruffianly	恶棍般
ruffianly	残暴的
ruffianly	残暴
royalty	皇室
royalty	王权
regroup	重组
regroup	重编
numerology	数字命理学
manway	人行巷道
junkerism	德国贵族地主之精神或政策
sorbol	=sorbitol
overlay	覆盖
overlay	覆盖图
billionaire	亿万富翁
supposable	可假定的
supposable	可假定
supposable	可想象得到的
supposable	可想象得到
jena	耶拿
abstractively	抽象地
abstractively	抽象
abstractively	抽象性地
abstractively	抽象性
measurable	可测量的
measurable	可测量
kavakava	=kava
anarchism	无政府主义
photopigment	光色素
tartarean	阴间的
tartarean	阴间
tartarean	地狱的
tartarean	狱
sextillion	千的七乘方
sextillion	百万的六乘方
snazzy	时髦的
snazzy	时髦
angulated	使成角的
angulated	使成角
angulated	使有角的
angulated	使有角
thriller	使人毛骨悚然的东西
thriller	使人毛骨悚然的小说
saltchucker	海钓者
skulker	偷偷隐躲起来的人
skulker	偷懒的人
charmingly	迷人地
charmingly	迷人
charmingly	愉悦地
charmingly	愉悦
dpg	diphosphoglyceric
dpg	acid
uscgr	United
uscgr	States
uscgr	Coast
uscgr	Guard
uscgr	Reserve美国海岸警卫队后备队
balneology	浴疗学
circumoral	在嘴边的
circumoral	在嘴边
circumoral	绕着嘴的
circumoral	绕着嘴
sialid	泥蛉
sclc	Southern
sclc	Christian
sclc	Leadership
sclc	Conference
sclc	南方基督教领袖会议
borrowing	借款
qemm	一种计算机内存管理软件
plumbum	铅
discouragement	气馁
discouragement	挫折
discouragement	劝阻
stook	稻堆
stook	整理成堆
stook	堆禾束
intersected	分割的
intersected	分割
khansamah	男管家
complimentary	问候的
complimentary	问候
complimentary	称赞的
complimentary	称赞
complimentary	夸奖的
complimentary	夸奖
complimentary	免费赠送的
complimentary	免费赠送
occidentally	西方地
occidentally	西方
occidentally	西方文化地
occidentally	西方文化
merton	默顿
laredo	拉雷多
basilic	重要的
basilic	重要
jackknife	折叠刀
jackknife	vi对折
jackknife	用折叠刀切
belligerent	好战的
belligerent	好战
belligerent	交战国的
belligerent	交战国
belligerent	交战的
belligerent	交战
cummer	教母
cummer	女友
cummer	女人
menfolk	男人们
tipcat	棒打游戏
tipcat	两头尖的短木片
shaviana	有关萧伯纳的文物
jiangsu	江苏
hemigroup	半群
zincate	锌酸盐
quintile	五分之一对座
rainily	下着雨
rainily	多雨地
rainily	多雨
bundestag	国联邦议院
yellowknife	耶洛奈夫
observer	观测者
observer	观察员
observer	遵守者
monarchial	国王的
monarchial	国王
monarchial	帝王风度的
monarchial	帝王风度
sinarquist	辛那其主义分子
lipophilic	亲脂性的
lipophilic	亲脂性
improper	不适当的
improper	不适当
improper	不合适的
improper	不合适
improper	不正确的
improper	不正确
improper	不合礼仪的
improper	不合礼仪
improper	不适宜
regrater	囤积居奇者
regrater	转手倒卖者
totty	发昏的
totty	发昏
totty	喝醉的
totty	喝醉
bibliographer	书志学家
bibliographer	书目提要编著人
reliquidate	再清算
reliquidate	重新调整
foolproof	十分简单的
foolproof	十分简单
foolproof	十分安全的
foolproof	十分安全
foolproof	极坚固的
foolproof	极坚固
napery	餐桌用布
napery	家用亚麻布
cavendish	板烟
cavendish	烟草饼
reseau	网格
reseau	网状物
cataleptic	全身僵硬症的
cataleptic	全身僵硬症
cataleptic	全身僵硬症病人
learned	有学问的
learned	有学问
learned	学术上的
learned	学术上
atomy	微粒
atomy	尘埃
atomy	原子
atomy	矮人
atomy	侏儒
chorister	唱诗班歌手
chorister	唱诗队指挥
epexegesis	增词
epexegesis	补说
luik	=Liege
insusceptibility	无感觉
insusceptibility	无感受性
tomato	番茄
tomato	西红柿
nimbostratus	乱层云
lack	缺乏
lack	短缺的东西
lack	缺乏
lack	没有
lack	需要
lack	缺乏
lack	没有
lordy	老天爷
biopack	生命包
terrestrial	陆地
terrestrial	陆
pushcart	手推车
phenomenological	现象学的
phenomenological	现象学
phenomenological	现象的
phenomenological	现象
hepatobiliary	肝胆的
hepatobiliary	肝胆
hepatobiliary	肝胆管的
hepatobiliary	肝胆管
dde	Dynamic
dde	Data
dde	Exchange
dde	动态数据交换
lowell	洛厄尔
mongrel	杂种
mongrel	杂种狗
mongrel	混血儿
mongrel	杂种的
mongrel	杂种
mongrel	混血儿的
mongrel	混血儿
morality	道德的
morality	道德
morality	道德
eponym	齐名的人
eponym	名字被用于命名地方的人
sophister	大学的二年级学生
sophister	诡辨家
allosaur	异龙
jihad	讨伐异教徒
jihad	拥护运动
cinqfoil	=cinquefoil
transvaluation	重新评估
algous	藻类的
algous	藻类
guiltless	无罪的
guiltless	无罪
guiltless	无辜的
guiltless	无辜
heading	标题
denver	丹佛
socialise	=socialize
tannaim	tanna的复数
highgate	Cemetery
highgate	海格特墓地
highgate	海格特墓
rubescent	变红的
rubescent	变红
proportionment	比例
proportionment	匀称
proportionment	调和
eradiculose	没有小根的
eradiculose	没有小根
lovebug	黑色小毛蚊
acting	代理的
acting	代理
acting	起作用的
acting	起作用
acting	演戏的
acting	演戏
unpropertied	无产的
unpropertied	无产
testamentary	遗嘱的
testamentary	遗嘱
testamentary	据遗嘱的
testamentary	据遗嘱
testamentary	遗嘱中有的
testamentary	遗嘱中有
oxpecker	黄嘴牛椋鸟
xxv	罗马数字
xxv	25
tersanctus	=Sanctus
cineol	桉油酚
cineol	桉树脑
cineol	桉树脑
jingly	叮玲响的
jingly	叮玲响
newsmagazine	新闻杂志
seigniorial	领主的
seigniorial	领主
syrupy	糖浆似的
syrupy	糖浆似
syrupy	像糖浆的
syrupy	像糖浆
sentry	岗哨
klatch	聚会
klatch	谈话会
palladious	=palladous
cog	嵌齿
cog	小船
cog	上齿轮
cog	欺骗
easting	东行航程
easting	朝东方
vermicular	蠕虫的
vermicular	蠕虫
vermicular	蠕动的
vermicular	蠕动
partizan	党人
partizan	党徒
partizan	敌后游击队员
faceplate	面板
faceplate	花盘
debris	碎片
debris	残骸
doomful	充满厄运的
doomful	充满厄运
gossipmonger	饶舌
gossipmonger	爱说闲话的人
adat	传统法律
caecilian	蚓螈
grilse	溯河产卵鲑
grilse	幼鲑
juliet	朱丽叶
deamination	去氨基
arroba	阿罗瓦
frenchmen	法国人
versify	作诗
versify	用诗表达
versify	把改写为诗
comique	滑稽角色
comique	丑角
sanely	心智健全地
sanely	心智健全
sanely	稳健地
sanely	稳健
armyman	军人
ostler	马夫
lae	莱城
enemy	敌人
enemy	仇敌
enemy	大敌
enemy	敌人的
enemy	敌人
enemy	敌方的
enemy	敌方
overexert	用力过度
overexert	用力过猛
dwarfism	矮小
dwarfism	矮态
down	向下的
down	向下
down	向下
down	在下面
down	下去
down	降下
down	往下
down	沿着
down	绒毛
down	软毛
down	开阔的高地
down	开阔的高
placentology	胎盘学
expiration	满期
expiration	呼出
expiration	呼气
expiration	终止
lateral	侧部
lateral	支线
lateral	边音
lateral	横的
lateral	横
lateral	侧面的
lateral	侧面
dern	=darn
yhwh	耶和华
myoclonia	肌阵挛
maoriland	毛利兰
shareable	可分摊的
shareable	可分摊
shareable	可分享的
shareable	可分享
shareable	可分担的
shareable	可分担
ate	吃
ate	Automatic
ate	Test
ate	Equipment
ate	自动试验设备
targe	圆盾
cutcha	贫弱的
cutcha	贫弱
cutcha	暂时的
cutcha	暂时
cutcha	晒干的
cutcha	晒干
melaleuca	白千层属灌木
pentazocine	戊唑辛
pentazocine	镇痛新
midge	蚊
midge	侏儒
astylar	无柱式的
astylar	无柱式
decree	法令
decree	政令
decree	教令
decree	天命
decree	判决
decree	颁布
brooder	孵化器
brooder	沉思者
brooder	默想的人
hainan	海南
guncotton	强棉药
flowerage	花
flowerage	开花
phosphate	磷酸盐
fluoridization	用氟化物处理
carcinomatosis	癌扩散
battlements	碉堡上的城垛
chasm	深坑
chasm	裂口
northeasternmost	最东北的
northeasternmost	最东北
northeasternmost	极东北的
northeasternmost	极东北
toadflax	云兰属植物
shrinkproof	防缩的
shrinkproof	防缩
molybdenite	辉钼矿
moneygrubber	守财奴
moneygrubber	财迷
dictature	独裁政府
dictature	独裁
quinquina	金鸡纳树皮
lithotomist	切石专家
lupulone	蛇麻酮
deactivate	解除动员
deactivate	使无效
deactivate	复员
deactivate	使不活动
graniform	谷粒状的
graniform	谷粒状
horologe	钟表
tapette	搞同性性关系的男子
tapette	脂粉气的男人
dirt	污垢
dirt	泥土
corpman	看护兵
fendillate	多处微裂
karaganda	卡拉干达
regurgitation	回流
actiniae'	NULL)
laxativeness	轻度腹泻
laxativeness	放肆
sheepskin	羊皮
sheepskin	毕业证书
squawk	发出叫声
squawk	诉苦
squawk	抗议
squawk	叫声
squawk	诉苦
squawk	抗议
squawk	故障
agog	兴奋的
agog	兴奋
agog	热切的
agog	热切
agog	热切地
agog	热切
agog	渴望
vasoactive	血管活性的
vasoactive	血管活性
vasoactive	作用于血管的
vasoactive	作用于血管
vasoactive	影响血管的
vasoactive	影响血管
parameterize	=parametrize
anabiosis	回生
anabiosis	复苏
splenial	夹肌的
splenial	夹肌
landstream	陆潮流
fluvioglacial	冰水的
fluvioglacial	冰水
fluvioglacial	河冰的
fluvioglacial	河冰
fluvioglacial	冰水生成的
fluvioglacial	冰水生成
fluvioglacial	河冰生成的
fluvioglacial	河冰生成
burgoo	燕麦牛奶粥
interstice	空隙
interstice	裂缝
powwow	巫师
powwow	医师
powwow	仪式
powwow	举行仪式
powwow	行巫术
powwow	用巫术医治
catrigged	独桅艇装有桅艇式之索具的
catrigged	独桅艇装有桅艇式之索具
leonore	利奥诺
packthread	包裹绳
inboard	舷内的
inboard	舷内
inboard	在向内
inboard	在船内
platinocyanid	铂氰化物
platinocyanid	氰亚铂酸盐
trachyte	粗面岩
sanguiferous	运血的
sanguiferous	运血
sanguiferous	含血的
sanguiferous	含血
idolater	偶像崇拜者
idolater	崇拜者
idolater	皈依者
idolater	追星族
enterovirus	肠道病毒
unfurl	展开
unfurl	展示
unfurl	公开
unfurl	使旗招展
unfurl	打开
unfurl	展开
unfurl	显露
replamineform	有机骨架复制
horunspatio	horae
horunspatio	unius
horunspatio	spatio
aries	白羊座
aries	白羊宫
nocuous	有害的
nocuous	有害
nocuous	有毒的
nocuous	有毒
cotyledon	子叶
heidi	海蒂
slipknot	活结
odt	Office
odt	of
odt	Defense
odt	Transportation
odt	国防运输局
therme	=therm
thuggish	暗杀的
thuggish	暗杀
thuggish	杀人的
thuggish	杀人
diamondback	有菱形斑纹的
diamondback	有菱形斑纹
diamondback	菱形斑纹
mercia	麦西亚
merosymmetrical	=merohedral
blackcoat	牧师
blackcoat	职员
quickish	相当快的
quickish	相当快
anchorage	停泊地点
anchorage	抛锚地点
maisie	梅齐
merge	合并
merge	并入
merge	结合
merge	吞没
merge	融合
europe	欧洲
impropriety	不适当
impropriety	不适当的事物
colourplate	彩色版
colourplate	套色彩印图片
affreight	租船运货
programmer	程序师
programmer	程序规划员
tuboplasty	输卵管整复术
hosteler	旅馆主人
quaestor	刑事推事
quaestor	主管财务官吏
rhesis	名句
rhesis	名句段
fruitlet	小水果
fruitlet	小果实
environs	市郊
environs	郊外
dibasic	二盐基的
dibasic	二盐基
wicket	小门
wicket	边门
wicket	便门
wicket	售票窗
voxel	三维空间中定义一个点的图象信息的单位
baisakh	印度历的2月
stretch	伸展
stretch	伸长
stretch	一段时间
stretch	一段路程
stretch	伸展
morat	桑椹酒
deterrable	可威慑住的
deterrable	可威慑住
deterrable	可制止的
deterrable	可制止
deterrable	可防止的
deterrable	可防止
dullard	愚人
dullard	笨蛋
paddywhack	爱尔兰人
sec	SEC
sec	书记
sec	大臣
sec	秒
cue	暗示
cue	提示
cue	球杆
swingboat	船形秋千
comsomol	共青年团团员
perambulation	巡视
oligosaccharide	低聚糖
oligosaccharide	寡糖
pedometer	步数计
pedometer	步程计
mcg	microgram
unload	卸货
unload	退子弹
unload	摆脱……之负担
unload	倾销
unload	卸
impalement	刺穿
impalement	刺刑
impalement	围住
hotfoot	恶作剧
hotfoot	急忙地
hotfoot	急忙
hotfoot	火急地
hotfoot	火急
hotfoot	急行
unselfish	不自私的
unselfish	不自私
unselfish	无欲的
unselfish	无欲
unselfish	慷慨的
unselfish	慷慨
unmercenary	不是仅仅为金钱的
unmercenary	不是仅仅为金钱
unmercenary	非雇佣的
unmercenary	非雇佣
flour	面粉
fibster	惯撒小谎者
polychrome	彩饰的
polychrome	彩饰
polychrome	多彩艺术品
arbour	藤架
arbour	凉亭
illfare	不幸福
illfare	逆境
illfare	困苦
suppliantly	恳求着
suppliantly	哀求着
sacculus	小囊
sacculus	球囊
wormhole	虫孔
wormhole	蛀洞
vertigo	眩晕
vertigo	晕头转向
redirector	转向器
wallpaper	壁纸
wallpaper	墙纸
wallpaper	贴墙纸
musicassette	卡式音乐录音带
prudential	谨慎的
prudential	谨慎
ethnic	人种的
ethnic	人种
ethnic	种族的
ethnic	种族
ethnic	异教徒的
ethnic	异教徒
decedent	死者
headteacher	中小学的校长
matchmaker	媒人
matchmaker	安排体育比赛的人
impreg	浸渍木
impreg	浸脂材
slubber	弄污
slubber	草率地做
mandatory	命令的
mandatory	命令
mandatory	强制的
mandatory	强制
mandatory	托管的
mandatory	托管
flagitious	极恶的
flagitious	极恶
flagitious	残忍的
flagitious	残忍
flagitious	凶恶的
flagitious	凶恶
flagitious	罪大恶极的
flagitious	罪大恶极
flagitious	无耻的
flagitious	无耻
pherentasin	弗伦塔辛
crockford	英国圣公会圣职者名册
ceramide	神经酰胺
lose	遗失
lose	浪费
lose	错过
lose	输去
lose	使失去
lose	使迷路
lose	使沉溺于
lose	受损失
lose	失败
shinto	日本之神道教
shinto	1945年前为日本国教
disqualification	剥夺资格
disqualification	失格
disqualification	不合格
seaside	海滨
seaside	滨海城镇
seaside	海边
seaside	海边的
seaside	海边
seaside	海滨的
seaside	海滨
quadrangle	四角形
quadrangle	四边形
quadrangle	方院
quadrangle	方庭
trichogyne	受精丝
cad	卑鄙的男人
cad	下流人
cad	无赖
cad	Computer
cad	Aided
cad	Design
cad	计算机辅助设计
newspeak	官方宣传语言
oleate	油酸盐
pharyngoscopy	咽镜检查
defaulter	不履行者
defaulter	违反军规者
defaulter	缺席者
dacron	涤纶织物
dacron	的确良
orzo	米粒状面食
modeless	非模态的
modeless	非模态
borickite	磷钙铁矿
transmountain	越过山的
transmountain	越过山
transmountain	穿过山的
transmountain	穿过山
guinzo	=ginzo
corrosible	会腐蚀的
corrosible	会腐蚀
corrosible	可侵蚀的
corrosible	可侵蚀
coset	陪集
coset	傍系
fluoroscopist	使用者
decalogue	摩西的十诫
serpentinize	使蛇纹石化
funeral	葬礼
funeral	出殡
bafflegab	难懂的话
outpoint	得分多于……
outpoint	比……更向逆风航行
damnedest	最大的努力
stumble	绊倒
stumble	使困惑
stumble	蹒跚
stumble	结结巴巴地说话
stumble	踌躇
stumble	绊倒
stumble	错误
washiness	水分多
washiness	稀薄
antsy	热锅上的蚂蚁般的
antsy	热锅上的蚂蚁般
antsy	坐立不安的
antsy	坐立不安
barroom	酒吧间
koei	日本光荣公司
aesthete	审美家
aesthete	唯美主义者
byrnie	锁子甲
byrnie	铠甲
outstation	远的驻扎地
outstation	远的驻扎
outstation	分部办事处
humidistat	恒湿器
humidistat	湿度调节器
riverfront	河边地区
riverfront	河边陆地
riverfront	河边陆
inhaul	引索
inhaul	卷帆索
argala	印度或非洲产的鹳类
quadriplegic	四肢瘫痪者
quadriplegic	四肢瘫痪的
quadriplegic	四肢瘫痪
tanghan	=tangun
tilth	耕作
tilth	耕地
tilth	耕
tilth	耕过的土地
tilth	耕过的土
inconnu	食用淡水鱼的一种
flabellifoliate	叶呈扇形排列的
flabellifoliate	叶呈扇形排列
montera	布帽
pardoner	宽恕的人
pardoner	卖赦罪符者
ovibos	=musk
ovibos	ox
antehall	前厅
tsade	=sadhe
corymbous	伞房花序的
corymbous	伞房花序
repagination	重编页码
burgomaster	市长
wily	老谋深算的
wily	老谋深算
relatum	被关系者
speedometer	速度计
speedometer	里程计
curriery	鞣皮业
curriery	鞣皮场
ruga	皱
ruga	皱褶
ruga	皱纹
tumbleweed	风滚草
infundibuliform	漏斗状的
infundibuliform	漏斗状
carpentry	木工工作
fielding	守备
uniform	统一的
uniform	统一
uniform	相同的
uniform	相同
uniform	一致的
uniform	一致
uniform	始终如一的
uniform	始终如一
uniform	均衡的
uniform	均衡
uniform	制服
uniform	使成一样
uniform	使穿制服
peak	山顶
peak	顶点
peak	帽舌
peak	最高峰
peak	最高的
peak	最高
peak	到达最高点
peak	消瘦
peak	缩小
peak	使竖起
peak	使达到最高点
brede	编带
brede	刺绣
barefoot	赤脚的
barefoot	赤脚
indeterminate	不确的
indeterminate	不确
indeterminate	不确定的
indeterminate	不确定
