sclerotioid	似菌核
remedy	修补
monosabio	斗牛士助手
devonshire	英格兰西南部的州
quayside	码头周围
expertise	专家的意见
expertise	专门技术
adopter	养父母
partridgeberry	蔓虎刺之类
partridgeberry	其果实
audacity	大胆
audacity	厚颜
folkloric	民间传说的
folkloric	民间传说
folkloric	民俗的
folkloric	民俗
folkloric	如同民间传说的
folkloric	如同民间传说
newscaster	新闻广播员
newscaster	新闻评论广播员
now	现在
now	目前
now	此刻
now	立刻
now	马上
now	现在
now	如今
now	既然
playbroker	=play
playbroker	agent
nishinomiya	西宫
filo	=phyllo
aleak	漏水的
aleak	漏水
aleak	湿气的
aleak	湿气
aleak	漏水地
aleak	漏水
lockram	旧时英国产的)
lockram	粗亚麻织物
lockram	亚麻制品
unseemly	不体面的
unseemly	不体面
unseemly	不适宜的
unseemly	不适宜
unseemly	不恰当的
unseemly	不恰当
unseemly	不体面地
unseemly	不体面
antisymmetric	反对称的
antisymmetric	反对称
presuppose	预示
accommodator	调解人
twelfth	第十二
corvus	乌鸦座
dioptometer	视力计
dioptometer	眼折光力计
jerquer	水上稽查员
jerquer	船舶检查员
pentoxid	五氧化物
localitis	局部利益症
offhanded	立即的
offhanded	立即
offhanded	即席的
offhanded	即席
banquet	宴会
neoplasticism	新造型主义
dashy	时髦的
dashy	时髦
dashy	浮华的
dashy	浮华
surround	包围
surround	环境
surround	围绕
particularize	详细说明
particularize	列举
particularize	大书特书
ketene	乙烯酮
ketene	烯酮
degasify	排除……的气
degasify	排除……的毒气
cryocable	低温电缆
cryocable	超导电缆
disallowance	不许可
disallowance	驳回
disallowance	拒绝
outskirt	外边
outskirt	郊区
germanious	含二价锗的
germanious	含二价锗
whizz	子弹等在空中掠过的声音
whizz	精明的人
whizz	专家
whizz	飕飕作声
uncalled	未叫到的
uncalled	未叫到
uncalled	未经请求的
uncalled	未经请求
uncalled	未经邀请的
uncalled	未经邀请
composure	镇静
composure	沉着
hithermost	最靠近的
hithermost	最靠近
celature	金属浮雕
celature	浮凸纹饰
exaggerator	夸张者
exaggerator	言过其实者
vibratiuncle	轻微震动
vibratiuncle	轻微颤动
vibratiuncle	小振动
vibratiuncle	小抖动
overinsure	给……超额保险
expectability	能预期
expectability	意料中
tennantite	砷黝铜矿
cornelian	光玉髓
cornelian	红玉髓
gerrymander	为本党利益改划选举区分
gerrymander	不公正操纵
gerrymander	欺骗
gerrymander	改变选举区
gerrymander	欺骗
dipsomaniacal	=dipsomaniac
amuck	疯狂地
amuck	疯狂
ordure	污物
ordure	排泄物
ordure	粪
ordure	淫秽的话
altho	虽然
altho	纵使
hexahydric	六元的
hexahydric	六元
aton	阿托恩
setterwort	熊足嚏根草
acantha	脊椎
acantha	刺
hurdle	篱笆
hurdle	栏
hurdle	障碍
hurdle	跨栏
hurdle	活动篱笆
hurdle	用篱笆围住
hurdle	跳过
airburst	炸弹在空中的爆炸
supermultiplet	超多重态
harpins	临时木材
harpins	临时牵条
insalivate	使混涎
paleogeophysics	古地球物理学
ichnographically	平面图法地
ichnographically	平面图法
barricado	=barricade
adscititious	外加的
adscititious	外加
adscititious	补充的
adscititious	补充
tureen	有盖的汤盘
tureen	盛汤的碗
inappreciably	微不足道地
inappreciably	微不足道
caprifig	野生无花果的一种
doby	=adobe
undeflected	不偏离的
undeflected	不偏离
undeflected	不偏斜的
undeflected	不偏斜
walty	易倾侧的
walty	易倾侧
walty	易横倾的
walty	易横倾
duvetyn	混纺毛织品的一种
labialized	唇音化的
labialized	唇音化
hymnodist	赞美诗学者
antimonic	锑的
antimonic	锑
antimonic	含锑的
antimonic	含锑
abherent	信徒
abherent	追随者
abherent	拥护者
flunk	失败
flunk	不及格
flunk	失败
flunk	放弃
flunk	考试不及格
flunk	使不及格
centra	centrum
centra	的复数
armigerous	有佩带徽章资格的
armigerous	有佩带徽章资格
spectrogram	光谱图
spectrogram	光谱照片
spectrogram	声谱图
antoninianus	第三世纪的罗马银币
cornea	角膜
sachet	小袋
sachet	香袋
sachet	香料袋
sachet	香粉
unabated	不衰退的
unabated	不衰退
unabated	不减弱的
unabated	不减弱
raven	大乌鸦
raven	掠夺
raven	乌黑的
raven	乌黑
raven	掠夺
raven	狼吞虎咽
cancered	患癌症的
cancered	患癌症
introducing	介绍
introducing	引介
proffer	提供
proffer	提供
reclassification	重新分类
reclassification	重新安排等级
aviary	大型鸟舍
aviary	鸟类饲养场
indivisibility	不可分割
indivisibility	除不尽
anopsia	上斜视
grid	格子
grid	栅格
dullish	稍钝的
dullish	稍钝
dullish	昏暗的
dullish	昏暗
clinicopathologic	/
clinicopathologic	罰E`lCdVIk/
clinicopathologic	[屹床病理的
clinicopathologic	[屹床病理
ensilage	新鲜秣草之保藏
ensilage	保藏于地窖中的未干秣草
ensilage	保藏于地窖
provocable	=provokable
gnosticism	诺斯替教
heptose	庚糖
hidalgo	西班牙的下级贵族
hidalgo	西班牙的绅士
verbose	详细的
verbose	详细
verbose	冗长的
verbose	冗长
reapply	再运用
reapply	再申请
gioconda	蒙娜丽莎的肖像画
gioconda	迷一般的
gioconda	迷一般
gioconda	不可思议的
gioconda	不可思议
eeler	捕鳗者
arillus	一层假种皮
dazzle	眼花
dazzle	眩耀
dazzle	耀眼
entomological	昆虫学的
entomological	昆虫学
aeronomy	上层圈气流研究
aeronomy	超高层气流物理学
darkly	暗黑
darkly	呈黑色
chat	聊天
chat	聊天
unexpected	想不到的
unexpected	想不到
unexpected	意外的
unexpected	意外
unexpected	未预料到
neurogenetics	神经遗传学
odograph	里程表
pinder	=pinda
protective	给予保护的
protective	给予保护
protective	保护的
protective	保护
centenary	一百年
centenary	一百年的
centenary	一百年
glottis	声门
theologise	=theologize
lao	老挝人的
lao	老挝人
homozygote	同质接合体
homozygote	均质接合体
homozygote	纯和体
homozygote	同型接合子
fraulein	小姐
fraulein	未婚女人
anticommute	反对易
anticommute	负对易
millet	稷
millet	粟
millet	黍的子实
altaic	阿尔泰山的
altaic	阿尔泰山
altaic	阿尔泰语的
altaic	阿尔泰语
wampus	开襟绒线衫
mineragraphy	矿相学
gridiron	烤架
gridiron	格状物
trinary	三倍的
trinary	三倍
trinary	三重的
trinary	三重
gramma	=grama
gramma	grass
transvalue	以新价值观重新评估
transvalue	重新评价
parashah	律法书片段
commy	共产党员
commy	共产主义者
stowp	=stoup
mazhabi	马扎比
judaea	朱迪亚
withy	柳树
withy	柳条绳索
withy	柔韧的
withy	柔韧
withy	瘦长而结实的
withy	瘦长而结实
ovariole	卵巢管
vyborg	维堡
tide	潮
tide	潮汐
tide	潮流
tide	趋势
honeybee	蜜蜂
apl	APL语言
terrine	陶制盖碗
terrine	陶制盖碗食品
terrine	沙锅
chapfallen	沮丧的
chapfallen	沮丧
fnma	Federal
fnma	National
fnma	Mortgage
fnma	Association联邦国民抵押协会
amidship	在船中部
amidship	向船的中部
swabia	斯瓦比亚
inspectoral	检查员的
inspectoral	检查员
sango	桑戈语
frcp	Fellow
frcp	of
frcp	the
frcp	Royal
frcp	College
frcp	of
frcp	Physicians
frcp	皇家内科医师学会会员
antineoplaston	抗肿瘤物质
cytolysin	溶细胞素
lobster	龙虾
progress	前进
progress	进步
progress	发展
progress	前进
progress	进步
progress	进行
aristotle	亚里斯多德
pentagrid	五栅管
wagnerism	瓦格纳音乐和理论的影响
iaf	International
iaf	Astronautical
iaf	Federation
iaf	国际宇航联合会
unitholder	单位信托证券持有者
slingman	使用投石环索者
slingman	投石手
adh	antidiuretic
adh	hormone
adh	抗利尿激素
binding	装订
binding	捆绑
binding	捆绑物
binding	粘合物
prediction	预言
prediction	预报
transconfessional	超越教派的
transconfessional	超越教派
transconfessional	教派间的
transconfessional	教派间
minable	可开采的
minable	可开采
seafloor	海底
dropout	退学学生
dropout	中途退学
dropout	辍学学生
timeous	=timely
gangman	劳动班组成员
gangman	一起工作的人
gangman	劳动伙伴
knut	花花公子
knut	纨裤子弟
sittwe	实兑(即阿恰布
balboa	巴拿马的银币
falsettist	假嗓子歌手
voodooist	伏都教信徒
voodooist	魔术师
connatural	先天的
connatural	先天
connatural	固有的
connatural	固有
connatural	同性质的
connatural	同性质
leftwinger	左翼队员
evaginable	外翻的
evaginable	外翻
evaginable	翻转的
evaginable	翻转
dioxane	二氧杂环乙烷
ravc	Royal
ravc	Army
ravc	Veterinary
ravc	Corps
ravc	皇家陆军兽医队
biosafety	生物研究安全性
cloudling	小云
nihilistic	虚无主义的
nihilistic	虚无主义
nihilistic	无政府主义的
nihilistic	无政府主义
hardtack	硬面饼
autoeroticism	自体性行为
autoeroticism	手淫
autoeroticism	自我淫荡
hypomagnesemia	血镁过少
hypomagnesemia	低镁症
contribution	捐献
contribution	贡献
contribution	投稿
pygmaean	极小的
pygmaean	极小
oophorectomy	卵巢切除术
wiseass	=smart
wiseass	alec
apperceive	感知
apperceive	认识
apperceive	洞察
fils	儿子
fils	伊拉克、约旦、科威特等国的铜币
enclises'	NULL)
tessie	泰茜
dilantin	苯妥英纳
desist	终止
caudate	有尾的
caudate	有尾
caudate	有尾状附属物的
caudate	有尾状附属物
skatol	粪臭素
macilent	瘦的
macilent	瘦
misbecome	不适宜于
cream	乳酪
cream	奶油
cream	面霜
aicpa	American
aicpa	Institute
aicpa	of
aicpa	Certified
aicpa	Public
aicpa	Accountants美国会计师协会
endosome	内涵体
caloyer	东正教之僧侣
sampler	样品检验员
sampler	刺绣样品
sampler	取样器
hoot	猫头鹰的叫声
hoot	汽车喇叭声
hoot	表不满或轻蔑的叫嚣
hoot	嘲骂声
hoot	鸣响
hoot	大声叫嚣
hoot	鸣响
hoot	猫头鹰叫
hoot	呵斥
hoot	轰赶
xanthomelanous	有橄榄色皮肤和黑色头发的
xanthomelanous	有橄榄色皮肤和黑色头发
incongruity	不调和的
incongruity	不调和
incongruity	不适宜的
incongruity	不适宜
prosaically	散文式地
prosaically	散文式
prosaically	平凡地
prosaically	平凡
atomism	原子说
atomism	原子论
samara	翼果
cayenne	辣椒
singularly	不常见地
singularly	不常见
singularly	另人无法理解地
singularly	另人无法理解
singularly	异乎寻常地
singularly	异乎寻常
wattlebird	食蜜雀
wattlebird	垂耳鸦
isophene	=isophane
antasthmatic	镇喘剂
antasthmatic	气喘治疗剂
antasthmatic	治疗气喘的
antasthmatic	治疗气喘
petroliferous	产石油的
petroliferous	产石油
harbourer	窝藏
stealth	秘密行动
airconditioned	备有空气调节装置的
airconditioned	备有空气调节装置
airconditioned	装有空气调节器的
airconditioned	装有空气调节器
rooted	根深蒂固的
rooted	根深蒂固
rooted	确立
serjeanty	=sergeanty
sporadical	=sporadic
fmn	flavin
fmn	mononucleotide
mucky	粪肥的
mucky	粪肥
mucky	肮脏的
mucky	肮脏
tepefaction	微温
tepefaction	微热
quadriphony	四声道立体声
walker	徒步者
walker	常散步的人
walker	参加竞走者
onomatopoetic	拟声的
onomatopoetic	拟声
onomatopoetic	声喻的
onomatopoetic	声喻
bordetela	博德特氏菌
npa	Newspaper
npa	Publishers''
npa	Association
npa	报纸出版商协会
facilitate	使容易
facilitate	使便利
facilitate	推动
facilitate	帮助
facilitate	使容易
facilitate	促进
feculent	不洁的
feculent	不洁
feculent	肮脏的
feculent	肮脏
feculent	臭的
feculent	臭
feculent	浑浊的
feculent	浑浊
anonym	假名
anonym	匿名者
anonym	化名
euploid	整倍体的
euploid	整倍体
euploid	整倍体
uhlan	枪骑士
hindenburg	兴登堡(波兰南部城市扎布热
examinant	主考人
kerbside	街道边
kerbside	马路边
escheatage	归属产业获得权
escheatage	没收产业权
urea	尿素
ablatival	离格的
ablatival	离格
frenzied	狂热的
frenzied	狂热
frenzied	激怒的
frenzied	激怒
frenzied	狂乱的
frenzied	狂乱
ragnarok	世界毁灭
polarise	=polarize
pebble	小圆石
pebble	小鹅卵石
globularity	球状
globularity	球形
gibeonite	做苦工者
gibeonite	卑微的劳动者
cinderella	灰姑娘
wiriness	铁丝状
wiriness	筋肉横生
ameloblast	成釉细胞
trainee	练习生
trainee	新兵
triangulation	三角测量
triangulation	分成三角形
culture	文化
culture	文明
greasewood	藜科灌木的一种
clothing	衣服
overworn	overwear的过去分词
generosity	慷慨
generosity	宽大
unexcited	不激动的
unexcited	不激动
unexcited	不兴奋的
unexcited	不兴奋
unexcited	镇静的
unexcited	镇静
unexcited	镇定的
unexcited	镇定
semiannular	半圆形的
semiannular	半圆形
helicograph	螺旋规
attack	进攻
attack	攻击
attack	攻击
sinaitic	西奈山的
sinaitic	西奈山
sinaitic	西奈半岛的
sinaitic	西奈半岛
apperception	领悟
apperception	知觉
embryotrophy	胚胎营养
unwholesome	不健康的
unwholesome	不健康
enthralling	迷人的
enthralling	迷人
nib	嘴
nib	鹅管笔的尖端
nib	钢笔尖
nib	装尖头
nib	削尖
nib	插入
ghettoize	使成为少数民族居住区
europocentric	欧洲中心论的
europocentric	欧洲中心论
jeopardousness	危险
jeopardousness	冒险
thaneship	=thanage
overfulfilment	在限期前完成
overfulfilment	超越预定计划
hexahedral	具有六面的
hexahedral	具有六面
hexahedral	六面体的
hexahedral	六面体
disconfirm	证明不成立
disconfirm	驳斥
vengefully	复仇心切地
vengefully	复仇心切
liberalism	自由主义
gapa	地对空导弹
diphtheritic	白喉的
diphtheritic	白喉
diphtheritic	患白喉的
diphtheritic	患白喉
georgina	乔治娜
rics	Royal
rics	Institution
rics	of
rics	Chartered
rics	Surveyors
rics	皇家特许测量员协会
hurtfully	有害地
hurtfully	有害
cauda	尾
cauda	尾状物
nucleocapsid	核壳体
nucleocapsid	核蛋白壳
nucleocapsid	核包核酸
nucleocapsid	病毒粒子
chaffer	讲价
chaffer	讲价
chaffer	吹毛求疵
trousers	裤子
trousers	长裤
sailcloth	帆布
bewray	泄露
bewray	暴露
bewray	显示
affiance	信托
affiance	婚约
affiance	使订婚
lone	孤独的
lone	孤独
lone	独立的
lone	独立
counterpropaganda	反宣传
ulm	乌尔姆
intangibly	无形地
intangibly	无形
intangibly	模糊地
intangibly	模糊
intangibly	不明白地
intangibly	不明白
edwardian	爱德华七世时代的
edwardian	爱德华七世时代
edwardian	爱德华七世时代的人
sclerosis	硬化症
sclerosis	硬化
sclerosis	硬结
dewater	使脱水
dardic	达尔德语
consolidate	巩固
yuchi	优奇人
yuchi	优奇族
choreodrama	舞蹈剧
centricity	中心
centricity	中心性
macle	双晶
macle	斑点
seventeenth	第十七
seventeenth	十七分之一的
seventeenth	十七分之一
silvana	西尔瓦娜
fishworm	蚯蚓
confounded	糊涂的
confounded	糊涂
confounded	困惑的
confounded	困惑
confounded	讨厌的
confounded	讨厌
unperforated	=imperforate
mattress	床垫
mattress	空气垫
mattress	沉床
palestine	巴勒斯坦
snoopery	窥探行为
rarebit	欧洲种的兔子
rarebit	家兔
elburz	Mountains厄尔布尔士山脉
drift	冲洗
drift	漂流物
drift	观望
drift	漂流
drift	漂流
reapparel	再穿衣
eagle	鹰
eagle	鹰状标饰
courlan	库隆鸟
konstanz	=Constance
collet	宝石座
collet	筒夹
collet	夹头
collet	镶进底座
collet	装筒夹或夹头
fresnel	菲
unemployable	不能受雇的
unemployable	不能受雇
unemployable	不能受雇者
war	战争
war	作战
war	打仗
oracular	神谕的
oracular	神谕
oracular	谜似的
oracular	谜似
venire	陪审员召集令
rory	罗里
tocometer	=tocodynamometer
adventurously	爱冒险地
adventurously	爱冒险
everyday	每天的
everyday	每天
everyday	日常的
everyday	日常
everyday	平常的
everyday	平常
everyday	平凡的
everyday	平凡
warbler	鸣鸟
warbler	用颤音歌唱的人
rouse	唤醒
rouse	激起
rouse	使振奋
rouse	惊起
rouse	觉醒
rouse	奋起
slouchy	没精打采的
slouchy	没精打采
slouchy	懒散的
slouchy	懒散
inscrutability	不能预测
inscrutability	不能解
inscrutability	不可思议
stick	棍
stick	棒
stick	手杖
stick	粘住
stick	粘贴
stick	刺
stick	戳
lovestruck	热恋中的
lovestruck	热恋中
postscript	附言
postscript	后记
faithlessly	不忠实地
faithlessly	不忠实
faithlessly	靠不住地
faithlessly	靠不住
apra	秘鲁革新政党名
katakana	片假名
manama	麦纳麦
asterid	海盘车
vesicle	小泡
inorganizable	无法组织的
inorganizable	无法组织
inorganizable	不能组织的
inorganizable	不能组织
inorganizable	缺乏组织
portreeve	市长
portreeve	市镇治安长官
apograph	誊本
airmail	航空邮件
betel	萎叶
fcis	Fellow
fcis	of
fcis	the
fcis	Chartered
fcis	Institute
fcis	of
fcis	Secretaries特许文书协会会员
otohemineurasthenia	单耳听觉不全
eighty	八十
eighty	八十个
morton	莫顿
strewment	撒
hornpout	鲶鱼类
arnhem	阿纳姆
desterilization	解除货币管制
desterilization	解除禁止使用
dressguard	护衣装置
befriend	待人如友
befriend	帮助
presurmise	预先推测
bowels	肠
bowels	内脏
bowels	内部
dealt	deal的过去式和过去分词
cabochon	依天然形状磨圆的宝石
fenny	沼泽的
fenny	沼泽
fenny	沼泽多的
fenny	沼泽多
fenny	长在沼泽地带的
fenny	长在沼泽地带
fenny	住在沼泽地的
fenny	住在沼泽
subline	亚系
dowd	邋遢的人
serenity	平静
slaky	多烂泥的
slaky	多烂泥
slaky	泥泞的
slaky	泥泞
poroplastic	多孔柔韧的
poroplastic	多孔柔韧
stylistic	格式上的
stylistic	格式上
stylistic	体裁上的
stylistic	体裁上
chait	印度历的1月
hebetic	青春期的
hebetic	青春期
hebetic	青春期发生的
hebetic	青春期发生
polyether	聚醚
polyether	多醚
auctioneer	拍卖人
auctioneer	拍卖
arrantly	声名狼籍地
arrantly	声名狼籍
arrantly	众目昭彰地
arrantly	众目昭彰
mtbf	Mean
mtbf	Time
mtbf	Between
mtbf	Failures
mtbf	平均故障间隔时间
tattle	闲谈
grot	洞穴
sheepcot	羊栏
sheepcot	羊圈
unformulated	未用公式表示的
unformulated	未用公式表示
unformulated	未系统地阐述的
unformulated	未系统地阐述
racially	按人种
racially	人种上
sulfarsphenamine	硫阿斯凡纳明
sandglass	沙漏
arrange	安排
arrange	排列
arrange	协商
dispart	分
dispart	分离
dispart	分开
pigboat	潜水艇
dodgasted	被咒的
dodgasted	被咒
dodgasted	迷惑的
dodgasted	迷惑
zoologize	研究动物
zoologize	对某一动物作动物学上的研究
mammiferous	有乳房的
mammiferous	有乳房
mammiferous	哺乳动物的
mammiferous	哺乳动物
fluorimetry	=fluorometry
archeolithic	旧时器时代的
archeolithic	旧时器时代
coprophobia	排粪恐怖
coprophobia	粪便恐怖
resegregate	对……重新实行种族隔离
resegregate	在……恢复种族隔离
nullarbor	Plain
nullarbor	纳勒博平原
guile	狡诈
guile	诡计
copasetic	=copacetic
unpleasure	不愉快
unpleasure	不高兴
unpleasure	不满足
massoretical	=Masoretic
magnesium	镁
latinity	拉丁语的使用
latinity	拉丁语的知识
blossom	花
blossom	花开的状态
blossom	兴旺期
blossom	开花
blossom	兴旺
blossom	发展
digraph	两字母发一音
digraph	连字
vegetal	植物的
vegetal	植物
vegetal	植物性的
vegetal	植物性
vegetal	生长的
vegetal	生长
vegetal	动植物共通的
vegetal	动植物共通
demarch	市长
delectate	使高兴
delectate	使愉快
traitress	女性叛逆者
egress	出口
egress	外出
egress	外出
historiated	=storiated
penuche	粗糖
penuche	红糖糖果
exceptionable	可反对的
exceptionable	可反对
exceptionable	可抗议的
exceptionable	可抗议
exceptionable	要不得的
exceptionable	要不
rejuvenate	使年轻
rejuvenate	使复原
rejuvenate	使恢复精神
rejuvenate	使恢复活力
rejuvenate	使回春
rejuvenate	使更新
rejuvenate	返老还童
rejuvenate	复原
pretorian	监理军事的执政官的
pretorian	监理军事的执政官
mariupol	马里乌波尔(苏联乌克兰东南部港市日丹诺夫
electrodeposit	电沉积
electrodeposit	电镀
electrodeposit	电沉淀物
orthoaxis	正轴
aginner	反对变革的人
decimalization	十进制
daedalian	巧妙的
daedalian	巧妙
wristwatch	手表
disconformity	n
disconformity	不一致
disconformity	矛盾
disconformity	假整合
fugacity	易逃逸
fugacity	无常
fugacity	不安定
bitch	母狗
bitch	母狼
bitch	母狐
bitch	婊子
infrasound	次声
impress	印
impress	盖印
impress	留下印象
intramuscular	肌肉的
intramuscular	肌肉
valvulotomy	瓣膜切开术
carmot	构成点金石的原料
cullion	卑劣的人
cullion	痞子
cullion	坏蛋
metaphorize	使用隐喻
metaphorize	用隐喻讲话
metaphorize	将……比作
unbirthday	非生日当天送的
unbirthday	非生日当天送
unbirthday	非生日那一天的
unbirthday	非生日那一天
hemogenia	假性血友症
nitrification	氮化合
nitrification	氮饱和
nitrification	硝化作用
onboard	随车携带的
onboard	随车携带
cubeb	荜澄茄
cubeb	含有荜澄茄粉的药用香烟
struggle	竞争
struggle	努力
struggle	奋斗
struggle	努力
struggle	奋斗
struggle	挣扎
struggle	尽力使得
struggle	尽力使
struggle	使劲移动
amusingly	有趣地
amusingly	有趣
amusingly	好笑地
amusingly	好笑
shipworm	船蛆
lavishly	浪费地
lavishly	浪费
lavishly	丰富地
lavishly	丰富
java	爪哇
java	一种新型的计算机语言
icarus	伊卡洛斯
vladimirite	针水砷钙石
seawater	海水
interlacustrine	位于湖泊间的
interlacustrine	位于湖泊间
interlacustrine	湖间的
interlacustrine	湖间
erotical	=erotic
dreamer	做梦的人
dreamer	梦想家
erotomania	色情狂
emotion	情绪
emotion	情感
emotion	感情
unspiritual	非精神的
unspiritual	非精神
unspiritual	非灵魂的
unspiritual	非灵魂
unspiritual	非宗教的
unspiritual	非宗教
unspiritual	尘世的
unspiritual	尘世
banket	含金砾岩层
monocline	单斜层
isobathytherm	等温深度线
electrobiology	生物电学
lighting	照明
lighting	照明设备
lighting	舞台灯光
lighting	点火
inquietness	不安
inquietness	焦急
calyceal	萼的
calyceal	萼
backbeat	基调强节奏
antibaryon	重子的反物质微粒
antibaryon	反重子
countermine	反地道
countermine	对抗计划
countermine	用候敌地道防卫
countermine	将计就计
countermine	以计破计
countermine	对抗
iridaceous	鸢尾科的
iridaceous	鸢尾科
iridaceous	鸢尾属的
iridaceous	鸢尾属
reeded	有凹槽的
reeded	有凹槽
brasswind	铜管乐器的
brasswind	铜管乐器
cutinize	使充满蜡状质
chirimoya	=cherimoya
claustrophobic	幽闭恐怖症的
claustrophobic	幽闭恐怖症
claustrophobic	导致幽闭恐怖症的
claustrophobic	导致幽闭恐怖症
sabang	沙璜
entries	个
bidden	出价
madrileno	马德里人
ichthyol	鱼油精
khalifate	哈里发的职位
khalifate	职权及领域
dravidian	德拉威人的
dravidian	德拉威人
dravidian	德拉威人
dravidian	德拉威语
slob	懒汉
slob	粗俗汉
slob	笨蛋
aeriality	类似空气的性质
aeriality	空虚
mustard	芥菜
mustard	芥末
mustard	芥末色
mustard	芥子气
shoemaker	鞋店
shoemaker	皮鞋匠
fenrir	芬里厄
bassoon	低音管
bassoon	巴颂管
magnesian	氧化镁的
magnesian	氧化镁
magnesian	镁的
magnesian	镁
pushball	推球
ovaritis	卵巢炎
canthus	眼睛的两端
canthus	眼角
canthus	眦
adminiculate	用旁证证实
cityfied	=citified
errantry	游侠行为
errantry	骑士精神
errantry	侠义
irrevocable	不能取消的
irrevocable	不能取消
admix	使混合
admix	混合
pyrometallurgy	热冶术
pyrometallurgy	热冶学
forgivable	可宽恕的
forgivable	可宽恕
sarcomata	恶性毒瘤
undignify	使丧失尊严
hairpin	发夹
hairpin	束发夹
hairpin	夹发针
whp	water
whp	horsepower
whp	水马力
whp	水功率
pomposo	华丽地
pomposo	华丽
bivouacking	bivouac的现在时
contrasty	明暗差别强烈的
contrasty	明暗差别强烈
whilst	时时
whilst	同时
sketchbook	写生簿
sketchbook	小品集
amphitropous	植物横生的
amphitropous	植物横生
hydrops	=dropsy
helmsman	舵手
multifoil	繁叶饰
undersong	伴唱歌
undersong	隐匿之意义
jamming	干扰台
jamming	人为干扰
azygos	不成对的部分
azygos	无对偶的部分
azygos	单一器官
blastochyle	囊胚腔液
scantily	缺乏地
scantily	缺乏
scantily	吝啬地
scantily	吝啬
ittf	International
ittf	Table
ittf	Tennis
ittf	Federation
ittf	国际乒乓球联合会
residual	剩余的
residual	剩余
residual	残留的
residual	残留
multibarrel	多管的
multibarrel	多管
antisocialist	反社会主义者
hydroclone	=hydrocyclone
absinthism	苦艾酒中毒
gavel	槌
wineglass	葡萄酒杯
wineglass	玻璃酒杯
fugate	不严格遵守形式的赋格曲
semicylinder	半圆柱
semicylinder	半柱面
pelles	佩莱斯
thioguanine	硫鸟嘌呤
chufa	荸荠
chufa	油莎果
longshanks	长腿的人
longshanks	千鸟类之涉禽
ultrafax	电视传真电报
diapedetic	血球渗出的
diapedetic	血球渗出
unfathered	私生的
unfathered	私生
unfathered	出处不明的
unfathered	出处不明
magnon	磁振子
undermost	最下的
undermost	最下
undermost	最低的
undermost	最低
undermost	最低地
undermost	最低
undermost	最下地
undermost	最下
idd	国际直拨长途电话
clathrate	窗格形的
clathrate	窗格形
clathrate	插合物的
clathrate	插合物
saturable	可饱和的
saturable	可饱和
transmission	播送
transmission	发射
transmission	传动
transmission	传送
transmission	传输
transmission	转播
crazyweed	=locoweed
amban	办事大臣
subrogation	代位
subrogation	代位偿清
subrogation	更替
geniculation	膝状弯曲
geniculation	膝状部分
living	生活
living	生计
living	生存空间
living	居住面积
living	活的
living	活
living	起作用的
living	起作用
living	逼真的
living	逼真
living	现存的
living	现存
acetification	使变成醋
acetification	醋化
useless	无用的
useless	无用
useless	无效的
useless	无效
useless	无益的
useless	无益
useless	无价值的
useless	无价值
dumpling	面团布丁
dumpling	团子
azobenzol	偶氮苯
dishoard	抛售
dishoard	减少……的储存
dishoard	抛售囤积货物
dishoard	减少储存
mankind	人类
mankind	男性
mankind	男子
soapie	肥皂剧
harmless	无害的
harmless	无害
cannonproof	防弹的
cannonproof	防弹
deuteranopic	绿色盲的
deuteranopic	绿色盲
violable	易受侵犯的
violable	易受侵犯
superficies	表面现象
superficies	面积
illness	疾病
illness	生病
menu	菜单
executor	被指定遗嘱执行者
executor	执行者
enshroud	掩盖
enshroud	隐蔽
liminal	阈限的
liminal	阈限
returf	再铺绿草
jibb	船首三角帆
etymon	字的原形
etymon	词源
etymon	字根
procession	行列
procession	队伍
exfiltration	溜出敌军阵地
exfiltration	溜出敌军阵
wheelwright	车轮制造人
wheelwright	车匠
magma	稀糊
magma	岩浆
magma	乳浆剂
tunic	束腰外衣
antideuteron	反氘核
neurovascular	神经与血管的
neurovascular	神经与血管
polyzonal	多区域的
polyzonal	多区域
polyzonal	多环带的
polyzonal	多环带
polyzonal	多圈的
polyzonal	多圈
guardship	警戒船
guardship	守卫船
guardship	哨舰
anyway	无论如何
anyway	总之
laingian	兰恩的
laingian	兰恩
laingian	兰恩学说的追随者
laingian	兰恩治疗法的追随者
latvian	拉脱维亚的
latvian	拉脱维亚
latvian	拉脱维亚人的
latvian	拉脱维亚人
latvian	拉脱维亚语的
latvian	拉脱维亚语
latvian	拉脱维亚
latvian	拉脱维亚人
latvian	拉脱维亚语
cytospectrophotometry	细胞分光光度学
cytospectrophotometry	细胞分光光度测定法
ced	Committee
ced	for
ced	Economic
ced	经济发展委员会
nonscheduled	不定期的
nonscheduled	不定期
partible	可分的
partible	可分
ballistic	弹道的
ballistic	弹道
ballistic	弹道学的
ballistic	弹道学
cosmopolitism	世界主义
cosmopolitism	大同思想
applicable	可适用的
applicable	可适用
applicable	可应用的
applicable	可应用
bourride	蒜味蛋黄鱼羹
carabin	卡宾枪
synchronous	同时的
synchronous	同时
synchronous	同步的
synchronous	同步
corvet	木帆海防舰
corvet	轻型护卫舰
corvet	驱潜快艇
corvet	专门追求军官的海军女兵
unyieldingness	不屈服
masorete	马所拉学士
cankerous	溃疡的
cankerous	溃疡
cankerous	使溃疡的
cankerous	使溃疡
cankerous	腐蚀的
cankerous	腐蚀
bibliopegistic	/
bibliopegistic	书籍装订蕋Ik/
