synclinal	倾斜
decreasingly	渐渐减少地
decreasingly	渐渐减少
decreasingly	渐减地
decreasingly	渐减
distributism	分产主义
phosphaturia	高磷酸盐尿
tache	色彩
tache	斑点
tache	搭扣
tache	钩扣
tache	纽带
tache	环节
cooking	烹饪
cornaceous	山茱萸科的
cornaceous	山茱萸科
pleasure	愉快
pleasure	快乐
pleasure	乐事
pleasure	乐趣
pleasure	意志
pleasure	愿望
visby	维斯比
billingsgate	下流的
billingsgate	下流
billingsgate	粗俗的骂人话
multivocal	多义的
multivocal	多义
multivocal	暧昧的
multivocal	暧昧
ho	引人注意
ho	表示惊讶
ho	满足
ho	symb
ho	钬
ho	Ho
datura	曼陀罗属的植物
countship	伯爵的地位
petrel	海燕类
creosote	杂芬油
creosote	木馏油
creosote	碳酸
creosote	用木馏油处理
washrag	毛巾
washrag	面巾
ferrite	铁素体
cqd	come
cqd	quick
cqd	danger
cqd	遇险
cqd	请速来救
elegant	文雅的
elegant	文雅
elegant	端庄的
elegant	端庄
elegant	雅致的
elegant	雅致
elegant	上品的
elegant	上品
elegant	第一流的
elegant	第一流
ecdysiast	脱衣舞女
explorative	探险的
explorative	探险
explorative	探测的
explorative	探测
subordination	部属
subordination	部下
subordination	次要
chloronaphthalene	氯奈
affluency	=affluence
lively	活泼的
lively	活泼
lively	活跃的
lively	活跃
lively	栩栩如生的
lively	栩栩如生
lively	真实的
lively	真实
emiction	排尿
emiction	小便
emiction	尿
darius	大流士
carnitine	肉碱
hydrid	氢化物
telewriter	电传书写机
blm	Bureau
blm	of
blm	Land
blm	Management土地管理局
particularist	同上主义者
tinnily	锡地
tinnily	锡
tinnily	含锡地
tinnily	含锡
tinnily	光亮而不值钱地
tinnily	光亮而不值钱
uprate	提高……的等级的价值
leaping	跳跃
leaping	跳跃的
leaping	跳跃
leaping	跳跃而行的
leaping	跳跃而行
inexpediency	不适当
inexpediency	失策
schoolwork	作业
cupferron	铜铁灵
cupferron	铜试剂
cupferron	铜铁试剂
sports	有关运动的
sports	有关运动
gks	Graphics
gks	Kernel
gks	System
gks	计算机图形核心系统
reassess	再估价
reassess	再评价
reassess	再课税
supersensuous	超感觉的
supersensuous	超感觉
dimorphism	同种二形
dimorphism	二态性
clothesbasket	放待洗衣物的篮子
zengakuren	极端左翼学生运动
semitropical	亚热带的
semitropical	亚热带
pituitous	黏液的
pituitous	黏液
asana	瑜珈的任何一种姿势
smattering	略知
smattering	少数
fidate	稳固棋子使它不被对方吃掉
jar	震动
jar	刺耳声
jar	震惊
jar	争吵
jar	罐
jar	广口瓶
jar	震惊
jar	冲突
jar	发刺耳声
jar	不一致
jar	震动
jar	刺激
heronsew	=hernshaw
intensively	强烈地
intensively	强烈
intensively	集中地
intensively	集中
nohow	绝不
nohow	毫不
nohow	一点也不
omsk	鄂木斯克
portamento	滑音
portamento	延音
fetterbush	绊脚灌木
entad	向内
entad	向心
micropublishing	缩微出版
ctd	Committee
ctd	on
ctd	Trade
ctd	and
ctd	Development
ctd	贸易发展局
mysticism	神秘
mysticism	神秘主义
mysticism	谬论
chew	咀爵
chew	咀嚼
chew	认真考虑
aquatint	凹铜版腐蚀制版法
emancipationist	解放主义者
emancipationist	解放论的人
rubberlike	橡皮状的
rubberlike	橡皮状
rubberlike	如橡胶的
rubberlike	如橡胶
unsphere	使离开所在位置
chin	下巴
chin	下颚
congregationalist	公理会之教友
congregationalist	公理会的
congregationalist	公理会
lepra	麻风
innervate	使受神经支配
innervate	促使活动
regretful	后悔的
regretful	后悔
regretful	抱歉的
regretful	抱歉
regretful	惋惜的
regretful	惋惜
regretful	遗憾的
regretful	遗憾
cloudward	朝着云地
cloudward	朝着云
blinking	闪光的
blinking	闪光
blinking	一眨眼的
blinking	一眨眼
neutercane	变性热带气旋
neutercane	中性热带气旋
collage	抽象拚贴画
disuse	废弃
disuse	不被使用
disuse	废止
disuse	停止使用
strobic	旋转的
strobic	旋转
strobic	似旋转的
strobic	似旋转
love	爱
love	热爱
love	爱情
love	爱好
love	性爱
love	情人
love	零
love	爱
love	热爱
love	爱好
love	爱慕
love	爱
dolerite	粗粒玄武岩
dolerite	辉绿岩
heavy	重的
heavy	重
heavy	繁重的
heavy	繁重
heavy	巨大的
heavy	巨大
heavy	沉重的
heavy	沉重
heavy	阴沉的
heavy	阴沉
heavy	沉重地
heavy	沉重
heavy	笨重地
heavy	笨重
heavy	大量地
heavy	大量
heavy	重物
heavy	严肃角色
photojournalism	摄影新闻工作
herculean	力大无比的
herculean	力大无比
herculean	巨大的
herculean	巨大
extender	混合剂
extender	添加物
isotropic	等方性的
isotropic	等方性
flannelet	棉织法兰绒
bossism	头领的支配
bossism	领袖的政党控制
disulfoton	乙拌磷
thuringer	图林根香肠
depressible	可抑压的
depressible	可抑压
depressible	可抑低的
depressible	可抑低
depressible	消沉的
depressible	消沉
antagonist	敌手
antagonist	对手
aberglaube	迷信
compaction	压紧
compaction	紧束之状态
molise	莫利塞
cardinalate	枢机主教之职
ambiguous	暧昧的
ambiguous	暧昧
ambiguous	不明确的
ambiguous	不明确
cringle	索眼
cringle	索圈
radiator	散热器
radiator	水箱
radiator	冷却器
radiator	电暖炉
radiator	辐射体
pyrostat	高温传感器
pyrostat	自动报警装置
batonist	指挥
party	党
party	政党
party	随行人员
party	当事人
party	社交会
allele	等位基因
mitered	斜接的
mitered	斜接
mitered	戴礼冠的
mitered	戴礼冠
microparasite	微寄生物
microparasite	寄生性微生物
entitle	给……权利
entitle	给……题名
entitle	给……称号
entitle	授权
entitle	授权
standaway	不贴住身体的
standaway	不贴住身体
standaway	撑开的
standaway	撑开
iii	罗马数字
iii	3
ambisonics	高保真度立体声响复制
emphasize	强调
emphasize	着重
emphasize	强调
mizzen	后桅
theatergoing	看戏
theatergoing	观剧
cascalho	砂石沉积物
ductility	展延性
ductility	柔软性
ductility	顺从
woollenette	薄呢
neoarsphenamine	新胛凡纳明
neoarsphenamine	九一四
epact	岁首月龄
epact	闰余
pleiotaxy	多轮式
authentic	可信的
authentic	可信
exanimation	昏迷
moschate	有麝香气味的
moschate	有麝香气味
penman	书法家
rooflet	小屋顶
fancied	空想的
fancied	空想
fancied	虚构的
fancied	虚构
fancied	被特别爱好的
fancied	被特别爱好
tepid	微温的
tepid	微温
tepid	温热的
tepid	温热
tepid	不太热烈的
tepid	不太热烈
tepid	不热情的
tepid	不热情
stalagmometer	滴重计
bombax	木棉树
assertative	=assertive
riser	起床者
riser	起义者
riser	叛乱者
chasten	磨炼
concupiscence	强烈的邪欲
decenary	征收什一税的
decenary	征收什一税
japonic	日本的
japonic	日本
japonic	日本特有的
japonic	日本特有
japonic	日语的
japonic	日语
lymphangiogram	淋巴管X射线照片
tel	电话
metabiosis	后继共生
metabiosis	半共生
metabiosis	随从生活
ctol	conventional
ctol	takeoff
ctol	and
ctol	landing
ctol	常规起落
ctol	常规起落飞机
spinet	古时的小型竖琴
spinet	小型立式钢琴
doofunny	=dofunny
embarment	囚禁
embarment	阻遏
superfusate	浇注液
cachinnate	大声笑
cachinnate	哄笑
jacana	水雉
jennings	詹宁斯
ectotropic	体外营养的
ectotropic	体外营养
ectotropic	外生的
ectotropic	外生
nucleolar	核仁的
nucleolar	核仁
unsoldierly	非军人的
unsoldierly	非军人
unsoldierly	不像军人的
unsoldierly	不像军人
unsoldierly	不适于军人的
unsoldierly	不适于军人
unsoldierly	不英勇的
unsoldierly	不英勇
polygamize	多配偶化
polygamize	实行多配偶制
oswald	奥斯瓦德
underkill	低量毁伤
astigmatoscope	散光检查器
astigmatoscope	散光计
dyspepsia	消化不良
dyspepsia	胃弱
accessary	同谋
accessary	帮凶
accessary	从犯
accessary	同谋的
accessary	同谋
accessary	帮凶的
accessary	帮凶
facs	Fellow
facs	of
facs	the
facs	American
facs	College
facs	of
facs	Surgeons美国外科医师协会会员
cussed	该诅咒的
cussed	该诅咒
cussed	固执的
cussed	固执
cussed	乖僻的
cussed	乖僻
methodic	有条理的
methodic	有条理
methodic	有组织的
methodic	有组织
noviceship	=novitiate
underivative	不乏独创性的
underivative	不乏独创性
underivative	非模仿他人的
underivative	非模仿他人
eib	European
eib	Investment
eib	Bank
eib	欧洲投资银行
osmidrosis	臭汗症
osmidrosis	腋臭
precautionary	预防的
precautionary	预防
manzanita	石兰科常绿灌木
neptunist	岩石水成论者
kirgizia	=Kirghizia
goodbye	再见
salmanazar	大酒瓶
takoradi	塔科腊迪
abranchiate	无鳃动物
incunabulum	最初期
incunabulum	古版书
ten	十
ten	十个
coprozoic	生长在粪便中的
coprozoic	生长在粪便中
coprozoic	寄生在粪便中的
coprozoic	寄生在粪便中
bacterial	细菌的
bacterial	细菌
monostabillity	单稳态
lending	出借
lending	出租
lending	贷款
lending	出借物
lending	出租物
zoopsychology	动物心理学
gainsay	否认
shawn	肖恩
selenologist	月球学家
bulldyke	=bulldike
leavy	多叶的
leavy	多叶
leavy	叶茂盛的
leavy	叶茂盛
maxim	格言
maxim	座右铭
ishikari	Bay
ishikari	石狩湾
peacemaking	调解
peacemaking	调停
exodermis	外皮层
deglutinate	从
deglutinate	中提取麸质
azoth	水银
azoth	万应灵丹
javari	查瓦利河
brightness	光亮
brightness	明亮
brightness	聪明
brightness	智慧
brightness	亮度
tarawa	塔拉瓦岛
gadid	鳕科的
gadid	鳕科
vihara	寺院
linguaphone	灵格风
linguaphone	其商标名
spongiose	多孔的
spongiose	多孔
asti	=Asti
asti	spumante
gramary	魔术
gramary	魔法
recuperate	复原
hinder	后面的
hinder	后面
hinder	阻碍
hinder	打扰
prepackage	事先做好的包装
prepackage	出售前预先包装
attending	主治的
attending	主治
endoscope	内诊镜
earthworm	蚯蚓
mesogaster	=mesogastrium
hoariness	灰白
hoariness	老年
foliature	=foliage
suspend	吊
suspend	悬挂
suspend	延缓
relumine	=relume
satanophobia	魔王恐怖
phlebography	静脉造影术
phlebography	静脉搏动描记法
ptolemaic	埃及的托勒密五朝的
ptolemaic	埃及的托勒密五朝
ptolemaic	托勒密的
ptolemaic	托勒密
kemalist	基马尔主义者
kemalist	基马尔主义的
kemalist	基马尔主义
kemalist	基马尔式的
kemalist	基马尔式
clump	土块
clump	丛生
neuroleptoanalgesia	=neuroleptanalgesia
peacockery	虚荣
peacockery	虚饰
bullous	大疱的
bullous	大疱
bullous	大泡的
bullous	大泡
monocracy	独裁政治
systematist	组织主义者
sunflower	向日葵
shadchan	职业媒人
canonicity	合乎教会法
canonicity	合正典
canonicity	正规
hosiery	针织品
hosiery	袜类
benne	胡麻
benne	胡麻子
schizont	裂殖体
attenuation	变薄
attenuation	稀薄化
attenuation	变细
attenuation	衰减
decretal	教皇的教书
decretal	教令集
decretal	教令
decretal	法令的
decretal	法令
hiking	徒步旅行
topline	背线
primates	灵长类
hetman	哥萨克人的酋长波兰军事指挥官
coppernob	头发呈紫铜色的人
cryophorus	凝冰器
uraemia	尿毒症
buckshee	额外津贴
buckshee	意外获得之物
buckshee	免费的
buckshee	免费
shortcoat	给穿第一套童装
subheading	副标题
taiyuan	太原
poisoner	毒害者
bethought	bethink的过去式和过去分词
pike	矛
pike	长枪
pike	梭子鱼
pike	用矛刺穿
crampon	鞋底钉
crampon	铁钩
crampon	攀登用鞋底钉
blastocele	囊胚腔
blastocele	分裂腔
guessingly	凭猜测
niobous	亚铌的
niobous	亚铌
niobous	三价铌的
niobous	三价铌
brachyuran	短尾亚目甲壳动物
brachyuran	蟹
chicana	女奇卡诺人
jellyfish	水母
exorcize	=exorcise
caseworm	在身体周围筑巢的幼虫
inspectress	女检查员
inspectress	女监督
hemodilution	血液稀释
distant	远的
distant	远
distant	关系远的
distant	关系远
distant	疏远的
distant	疏远
distant	间隔的
distant	间隔
distant	冷漠的
distant	冷漠
cryptogam	隐花植物
trophoblast	滋养层
portocaval	=portacaval
atingle	刺痛的
atingle	刺痛
atingle	兴奋的
atingle	兴奋
atingle	疼痛的
atingle	疼痛
insurgently	造反地
insurgently	造反
insurgently	汹涌地
insurgently	汹涌
obsessive	强迫性的
obsessive	强迫性
obsessive	分神的
obsessive	分神
churchianity	教派派性
fuzzball	马勃科菌
orbiter	盘旋物
orbiter	人造卫星
divisible	可分的
divisible	可分
proenzyme	酶原
mankey	=manky
rage	愤怒
rage	情绪激动
rage	狂暴
rage	精神错乱
rage	大怒
rage	狂吹
rage	风行
marriageability	结婚适龄
hippophobia	恐马
codominant	等显性的
codominant	等显性
codominant	共显性的
codominant	共显性
typically	代表性地
typically	代表性
typically	作为特色地
typically	作为特色
idealize	理想化
perfective	完成的
perfective	完成
perfective	完成式
hesperides	守护金苹果树的仙女
hesperides	金苹果园
libratory	游移的
libratory	游移
libratory	保持平衡的
libratory	保持平衡
gillyflower	紫罗兰花
gillyflower	康耐馨
handjob	手淫
interiorly	在内部
interiorly	在室内
interiorly	在国内
interiorly	在内地
interiorly	在内
camauro	教宗所戴之红帽
orienteering	徒步横渡旷野的竞赛
tuitional	讲授的
tuitional	讲授
tuitional	学费的
tuitional	学费
excremental	排泄物的
excremental	排泄物
excremental	粪便的
excremental	粪便
harshly	严厉地
harshly	严厉
harshly	苛刻地
harshly	苛刻
argyrol	含银液
eyeservice	在雇主看着时才干的活
eyeservice	赞赏的目光
eyeservice	尊敬的眼神
dc	直流电
dc	Digital
dc	Certificate
dc	数字认证
dormin	休眠素
dormin	脱落酸
drastic	激烈的
drastic	激烈
drastic	猛烈的
drastic	猛烈
duplicate	复制的
duplicate	复制
duplicate	副的
duplicate	副
duplicate	两重的
duplicate	两重
duplicate	两倍的
duplicate	两倍
duplicate	完全相同
duplicate	复制品
duplicate	副本
duplicate	复写
duplicate	复制
duplicate	使加倍
duplicate	使成双
shellheap	=kitchen
shellheap	midden
tumefacient	膨胀的
tumefacient	膨胀
tumefacient	使肿胀的
tumefacient	使肿胀
balibuntal	一种棕榈纤维
balibuntal	棕榈纤维女帽
cicisbeo	情夫
translunary	似梦的
translunary	似梦
translunary	虚构的
translunary	虚构
professional	自由职业者
professional	专业人员
professional	职业运动员
professional	职业艺人
professional	专业的
professional	专业
professional	职业的
professional	职业
placing	出售
glaucomatous	绿内障的
glaucomatous	绿内障
reichsmark	马克
equalize	使相等
equalize	补偿
intensify	加强
intensify	强化
xeransis	干燥
organization	组织
organization	机构
organization	团体
adaptor	编剧者
adaptor	改编者
incisal	切的
incisal	切
incisal	割的
incisal	割
trichologist	毛发学者
karnataka	卡纳塔克邦(旧称迈索尔邦
austerity	严峻
austerity	严厉
austerity	朴素
austerity	节俭
austerity	苦行
mathurai	=Madurai
groin	腹股沟
groin	交叉拱
groin	使成穹窿形
lighter	点火者
lighter	打火机
lighter	驳船
lighter	驳运
australopithecus	南猿
heteronuclear	RNA
heteronuclear	异核核糖核酸
wahhabism	瓦哈比教派的教义和习俗
extoll	=extol
electroplating	电镀
electroplating	电镀术
cymbate	船形的
cymbate	船形
bacteriform	细菌状的
bacteriform	细菌状
preservatize	用防腐剂处理
tenderness	嫩
tenderness	亲切
tenderness	柔和
tenderness	敏感
tenderness	棘手
enframe	配上框子
enframe	装在框内
anglistics	英语学
unscripted	不用稿子的
unscripted	不用稿子
unscripted	不用剧本的
unscripted	不用剧本
overclothes	外衣
overclothes	罩衣
geraniaceous	牻牛儿苗科的
geraniaceous	牻牛儿苗科
phytol	叶绿醇
phytol	植醇
ottava	=octave
cabana	小屋
cabana	有凉台的屋子
dogate	共和制总督职位
vindicatory	惩罚的
vindicatory	惩罚
vindicatory	报复的
vindicatory	报复
dichromate	重铬酸盐
pullulate	发芽
pullulate	抽芽
pullulate	充满
pullulate	成长
pullulate	发展
pullulate	产生
cowson	狗养的
cowson	狗养
cowson	杂种
fecal	排泄物的
fecal	排泄物
fecal	渣滓的
fecal	渣滓
fecal	糟粕的
fecal	糟粕
autotoxin	自体毒素
comstockery	对有伤风化的文艺作品的强烈反对
andante	行板
andante	缓慢的曲子
andante	缓慢的
andante	缓慢
andante	缓慢地
andante	缓慢
orcish	兽人
televisionless	无电视机的
televisionless	无电视机
televisionless	不看电视的
televisionless	不看电视
zygogenesis	合子形成
schizanthus	蛾蝶花
empyrean	最高天
empyrean	苍天
empyrean	九天
prelatic	高级教士的
prelatic	高级教士
prelatic	高级教士职位的
prelatic	高级教士职位
prelatic	主教制的
prelatic	主教制
logaoedic	由混合韵律组成的
logaoedic	由混合韵律组成
logaoedic	由混合韵律组成的诗行
drinking	喝
drinking	喝酒
entoil	使入圈套
entoil	陷害
blackfish	黑鲸
breadbasket	胃
breadbasket	腹
hydrarthrosis	关节积水
wingman	边锋
fluorometer	荧光计
mapmaking	=cartography
intermetallic	金属间的
intermetallic	金属间
lobsterman	捕龙虾的渔夫
pku	phenylketonuria
commit	犯
commit	把……交托给
commit	提交
commit	答应负责
exercitor	船主
exercitor	包船者
tootsies	小脚
tootsies	脚趾
arriero	赶骡人
biomathematics	生物数学
thorianite	方钍石
wosa	Windows
wosa	Open
wosa	System
wosa	Architecture
wosa	Windows开放系统结构
noseglasses'	NULL)
kazakstan	哈萨克
liquidly	清脆地
liquidly	清脆
liquidly	流畅地
liquidly	流畅
genf	=Geneva
desexualize	使无性能力
desexualize	阉割
lixiviate	浸出
lixiviate	浸滤
alameda	林荫散步道路
unfathomable	深不可测的
unfathomable	深不可测
unfathomable	无底的
unfathomable	无底
unfathomable	难解的
unfathomable	难解
inturned	内弯的
inturned	内弯
inturned	性格内向的
inturned	性格内向
euphroe	绳索收紧器
furcation	分叉
furcation	分歧
furcation	叉形
reactively	反动地
reactively	反动
reactively	反应性地
reactively	反应性
skillion	棚屋
skillion	披屋
dishonour	拒收
strife	斗争
strife	冲突
strife	竞争
rhine	莱茵河
dihybrid	双因子杂种的
dihybrid	双因子杂种
outswing	外弧线球的运动
footbath	洗脚
footbath	洗脚盆
strafford	homas
strafford	Wentworth
strafford	斯特拉福德
geometrically	用几何学
geometrically	几何学上
persecute	迫害
forwards	向前方
forwards	继续向前
xenoantiserum	异种抗血清
isotropism	=isotropy
radiotherapist	放射线治疗医师
intwine	盘绕
intwine	编织
impaludism	疟疾
osteopathy	整骨疗法
lawdy	=Lawd
superposition	重叠
superposition	重合
superposition	叠合
diddicoy	=didicoi
psilocybin	采自墨西哥蘑菇的一种迷幻药
dogie	迷途小牛
dogie	失去母牛的小牛
churn	搅乳器
churn	搅拌
churn	搅动
peripherad	向外
peripherad	向周围
peripherad	向边缘
unscrew	从……旋出螺丝
unscrew	旋开
unscrew	旋松
urochrome	尿色素
becloud	使遮暗
becloud	蒙蔽
bicorn	双角的
bicorn	双角
bicorn	新月状的
bicorn	新月状
dickeybird	小鸟
podzol	灰壤
podzol	灰化土
curtal	切短物
curtal	被剪短之物
curtal	切短的
curtal	切短
rotta	=rote
angel	天使
angel	完善可爱的人
aldis	lamp
aldis	奥尔迪斯手提信号灯
punctatim	逐点地
punctatim	逐点
lunisolar	日与月的
lunisolar	日与月
lunisolar	由于日月的引力的
lunisolar	由于日月的引力
winslow	温斯洛
cabriole	弯曲的脚
cabriole	跳跃中以脚碰脚的动作
heathery	石南丛生的
heathery	石南丛生
heathery	似石南的
heathery	似石南
reproachful	责备的
reproachful	责备
supposititious	冒充的
supposititious	冒充
supposititious	想象的
supposititious	想象
supposititious	假的
supposititious	假
supposititious	私生的
supposititious	私生
delint	将纤维从棉花籽除去
regimentation	管辖
omdurman	乌姆杜尔曼
exudation	渗出
exudation	渗出物
exudation	分泌
rockless	无岩石的
rockless	无岩石
embraceor	企图以非法手段左右法庭或陪审团的人
embraceor	收买法庭或陪审团的人
unwilled	非自愿的
unwilled	非自愿
unwilled	非故意的
unwilled	非故意
unwilled	无意的
unwilled	无意
fuddled	醉的
fuddled	醉
daftly	愚蠢地
daftly	愚蠢
daftly	癫狂地
daftly	癫狂
juggle	玩戏法
juggle	诓骗
juggle	篡改
juggle	耍弄
juggle	歪曲
juggle	篡改
juggle	玩戏法
juggle	魔术
juggle	欺骗
warily	留心地
warily	留心
warily	小心地
warily	小心
warily	警惕地
warily	警惕
frailty	虚弱
frailty	脆弱
frailty	意志薄弱
frailty	过失
frailty	品德上的弱点
intinction	面包蘸酒
prefab	预制的
prefab	预制
prefab	活动房屋
unbaptized	未受洗礼的
unbaptized	未受洗礼
anarchistic	无政府主义的
anarchistic	无政府主义
smacksman	小渔船的船员
dragonesque	似龙的
dragonesque	似龙
dragonesque	龙状的
dragonesque	龙状
hohum	令人生厌的
hohum	令人生厌
hohum	厌烦的
hohum	厌烦
demonolatry	崇拜鬼神
proverbs	箴言篇
fillet	头带
fillet	带子
fillet	肉片
fillet	鱼片
fillet	用带缚
fillet	把切成片
slaveholding	拥有奴隶
slaveholding	蓄奴的
slaveholding	蓄奴
slaveholding	拥有奴隶的
slaveholding	拥有奴隶
transignification	质变
hydrogeology	水文地质学
canonic	依教规的
canonic	依教规
canonic	轮唱的
canonic	轮唱
cariosity	龋
cariosity	蛀牙
multifarious	种种的
multifarious	种种
multifarious	各式各样的
multifarious	各式各样
zaragoza	=Saragossa
mesh	网孔
mesh	网丝
mesh	网眼
mesh	圈套
mesh	陷阱
mesh	啮合
mesh	以网捕捉
mesh	啮合
mesh	编织
mesh	落网
mesh	相啮合
unpitiful	不仁慈的
unpitiful	不仁慈
unpitiful	无恻隐之心的
unpitiful	无恻隐之心
delustering	去光法
polysulphide	多硫化物
violinist	小提琴演奏者
violinist	小提琴家
yahoo	美国Yahoo公司
yahoo	提供Internet上的目录信息检索服务
gramdan	赠村
gramdan	赠地
gramdan	赠
unquelled	未被镇压的
unquelled	未被镇压
submissive	顺从的
submissive	顺从
paisana	女同胞
paisana	女伙伴
bani	动员令
bani	恶骂
broomcorn	高粱
axially	向轴的方向
propoxyphene	丙氧芬
ecwa	西亚经济委员会
carabineer	卡宾枪手
reimpose	再强加
reimpose	重新征收
pemphigus	天疱疮
wucai	五彩瓷
xenolalia	=xenoglossia
ran	run的过去式
quercine	栎树的
quercine	栎树
quercine	栎木制的
quercine	栎木制
organizational	组织的
organizational	组织
sialogogue	=sialagogue
ataractic	镇静剂
ataractic	安定药
ataractic	镇静剂的
ataractic	镇静剂
synesis	非成文造句法
confirm	确定
confirm	批准
confirm	使巩固
confirm	使有效
confirm	确认
confirm	给……行按手礼
yellowbill	黄嘴鹃
wriggle	宛蜒行进
wriggle	扭动
mongolia	蒙古
charleston	查尔斯顿
paleoflora	古植物群
reunification	再统一
reunification	重新团结
somasteroid	体海星纲的
somasteroid	体海星纲
somasteroid	体海星亚纲的
somasteroid	体海星亚纲
comecon	Council
comecon	for
comecon	Mutual
comecon	Economic
comecon	Assistance
comecon	经济互助会
consistorial	宗教法院的
consistorial	宗教法院
consistorial	红衣主教会议的
consistorial	红衣主教会议
consistorial	监督法院的
consistorial	监督法院
coagulation	凝结
coagulation	凝结物
kabyle	卡拜尔人
kabyle	其语言
stouten	坚定
ballonet	升降气袋
ballonet	气囊
fadedly	色彩已褪地
fadedly	色彩已褪
fishbolt	鱼尾板螺栓
fishbolt	轨条螺栓
intensification	激烈化
intensification	增强明暗度
colonialism	殖民主义
cbu	cluster
cbu	bomb
cbu	unit
cbu	集束炸弹
unerring	无过失的
unerring	无过失
unerring	正确的
unerring	正确
gruff	粗哑的
gruff	粗哑
underlet	廉价出租
underlet	转租
potation	饮料
traditor	叛教者
eruptive	暴发的
eruptive	暴发
eruptive	喷火的
eruptive	喷火
eruptive	疹的
eruptive	疹
horsebreaker	驯马师
informing	提供情报的
informing	提供情报
informing	增长见闻的
informing	增长见闻
informing	鼓舞的
informing	鼓舞
amniography	羊水造影术
amniography	羊水照相术
indiscernible	难识别的
indiscernible	难识别
indiscernible	看不见的
indiscernible	看不见
whistle	口哨
whistle	汽笛
whistle	口哨声
whistle	汽笛声
whistle	吹口哨
whistle	鸣汽笛
coact	共同合作
windowy	窗多的
windowy	窗多
windowy	洞多的
windowy	洞多
costermansville	科斯特曼斯维尔(扎伊尔东部城市布卡武
phrasemonger	空谈的人
phrasemonger	爱用华丽词句的人
turbosupercharged	9t\:bEJ`sjU:pEtFB:dVd/
turbosupercharged	[縫E9tFB:dVE涡轮增压器
compressional	有压缩性的
compressional	有压缩性
compressional	与压缩有关的
compressional	与压缩有关
gothicism	哥特式
gothicism	哥特式情趣
gothicism	野蛮
lawny	草坪的
lawny	草坪
lawny	草坪般的
lawny	草坪般
lawny	平坦并铺有草皮的
lawny	平坦并铺有草皮
lawny	细麻布的
lawny	细麻布
hassid	=Hasid
rift	裂缝
rift	裂口
rift	断裂
rift	长狭谷
rift	不和
nerving	神经切除
dentation	齿状
dentation	齿状突起
commeasure	可与……相比
sierra	马鲛
spendthrifty	=spendthrift
malnourished	营养失调的
malnourished	营养失调
malnourished	营养不良的
malnourished	营养不良
explore	探险
explore	探测
explore	探究
homoeothermic	温血的
homoeothermic	温血
homoeothermic	同温的
homoeothermic	同温
homoeothermic	恒温的
homoeothermic	恒温
awny	有芒的
awny	有芒
seamark	航线标志
seamark	满潮水位线
celebret	主教或高神职人员所发可主持弥撒的证件
exterior	外部的
exterior	外部
exterior	外在的
exterior	外在
exterior	表面的
exterior	表面
exterior	外交的
exterior	外交
exterior	外用的
exterior	外用
exterior	外部
exterior	表面
exterior	外型
terpsichorean	舞蹈家
terpsichorean	舞蹈的
terpsichorean	舞蹈
dardan	特洛伊人
dardan	特洛伊的
dardan	特洛伊
unwanted	不必要的
unwanted	不必要
unwanted	空闲的
unwanted	空闲
unwanted	多余的
unwanted	多余
unwanted	讨厌的
unwanted	讨厌
unwanted	有害的
unwanted	有害
phyle	种族
phyle	宗族
betacism	b
betacism	音和
betacism	v
betacism	音的混淆
stable	稳定的
stable	稳定
ambulant	走动的
ambulant	走动
gey	相当的
gey	相当
gey	可以的
gey	可以
gey	相当地
gey	相当
stepped	踏
stepped	行走
muciferous	生黏液的
muciferous	生黏液
muciferous	分泌黏液的
muciferous	分泌黏液
muciferous	充满黏液的
muciferous	充满黏液
fillip	弹指
fillip	轻击
fillip	刺激
fillip	用指弹
fillip	刺激
fillip	激起
fillip	弹指
sexualize	使有性别
sexualize	使有性特征
sexualize	使有性关系
pycnogonid	海蜘蛛
pycnogonid	皆足虫
thessaly	塞萨利
equator	赤道
equator	赤道似的圈
equator	圆
barbellate	有短硬毛的
barbellate	有短硬毛
barbellate	表皮有钩形短刺的
barbellate	表皮有钩形短刺
bookmobile	流动图书馆
runtishly	发育不良地
runtishly	发育不良
runtishly	矮小地
runtishly	矮小
webbing	带子
webbing	边带
webbing	厚边
webbing	结实的带状织物
adieux	告别
adieux	辞别
centriole	细胞中心粒
centriole	中心体
collocate	配置
monoploid	单倍体
iconology	肖像
iconology	象征主义
playdate	上映期
spumone	千层冰淇淋
spumone	一种意大利式冰淇淋
detraction	诽谤
inbuilt	嵌入的
inbuilt	嵌入
inbuilt	内藏的
inbuilt	内藏
linkboy	持火炬的人
rosenhahnite	罗水硅钙石
extracanonical	未入圣典的
extracanonical	未入圣典
extracanonical	经典以外的
extracanonical	经典以外
caboshed	面朝前而无颈的
caboshed	面朝前而无颈
glassworks	玻璃工厂
aboil	沸腾的
aboil	沸腾
aboil	激烈的
aboil	激烈
aboil	沸腾着
uninclosed	=unenclosed
enantiomorph	对映体
sporidium	担孢子
varicosity	精索
varicosity	静脉曲张
mulct	罚金
mulct	处以罚金
mulct	抢夺
cirl	bunting黄道眉鵐
ferrimagnetism	铁氧体磁性
campbellism	基督门徒会之教理
nimiety	过多
frettage	炮尾环
biomass	生物的数量
baffleplate	障板
changepocket	大口袋中装硬币之小口袋
domeliner	设有玻璃圆顶车厢的列车
underpass	地下道
underpass	高架桥下通道
christless	违反基督精神的
christless	违反基督精神
christless	不信奉基督的
christless	不信奉基督
playstation	游戏站
jokingly	开玩笑地
jokingly	开玩笑
jokingly	打趣地
jokingly	打趣
